Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Нефтекумская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	148	9	4	12	10	12	14	6	6	9	3	9	1	1	2	3	0	2	5	0	3	3	0	1	0	10	0	2	0	0	11	7	0	0	0	0	3	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	173	2	3	9	4	14	5	2	3	10	1	6	1	3	0	0	5	2	3	0	3	3	1	5	2	3	3	1	3	5	6	10	1	3	3	4	4	40									
14	Число погашенных неиспользованных открепительных удостоверений	163	6	11	3	5	3	1	9	9	6	2	1	9	4	3	2	5	3	0	5	2	2	5	4	5	4	5	3	5	5	4	5	5	5	5	5	2	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	4	5	3	4	8	0	0	4	4	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	176	12	11	12	8	15	13	4	3	16	3	14	5	7	0	2	5	3	5	2	6	4	0	4	0	0	2	0	2	2	4	1	0	5	0	2	2	2									
		0.93%	1.42%	1.55%	1.39%	0.88%	1.66%	1.59%	0.61%	0.44%	2.13%	0.84%	2.24%	1.12%	1.79%	0.00%	0.62%	1.95%	0.82%	1.10%	1.19%	0.70%	0.65%	0.00%	0.60%	0.00%	0.00%	1.61%	0.00%	1.40%	0.73%	0.75%	0.15%	0.00%	1.25%	0.00%	0.13%	0.33%	0.56%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	535	35	27	23	20	22	17	13	20	15	6	25	15	11	25	3	4	22	25	4	27	20	1	26	2	0	6	0	5	8	10	20	4	12	5	24	28	5									
		2.82%	4.13%	3.80%	2.67%	2.20%	2.43%	2.08%	1.98%	2.95%	1.99%	1.68%	3.99%	3.37%	2.81%	5.40%	0.92%	1.56%	5.99%	5.49%	2.38%	3.14%	3.26%	0.64%	3.92%	1.39%	0.00%	4.84%	0.00%	3.50%	2.92%	1.89%	2.99%	3.10%	2.99%	5.05%	1.61%	4.55%	1.39%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	278	4	15	28	22	20	19	38	12	17	8	19	4	9	4	2	0	5	5	3	5	5	0	7	1	0	1	0	4	1	3	8	1	1	0	2	4	1									
		1.46%	0.47%	2.11%	3.25%	2.41%	2.21%	2.32%	5.78%	1.77%	2.26%	2.24%	3.04%	0.90%	2.30%	0.86%	0.62%	0.00%	1.36%	1.10%	1.79%	0.58%	0.81%	0.00%	1.06%	0.69%	0.00%	0.81%	0.00%	2.80%	0.36%	0.57%	1.20%	0.78%	0.25%	0.00%	0.13%	0.65%	0.28%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11598	462	314	444	461	423	373	260	277	424	203	287	204	205	334	274	191	225	269	122	542	415	126	440	110	444	80	98	108	226	348	419	109	345	83	1322	350	281									
		61.11%	54.48%	44.16%	51.51%	50.60%	46.69%	45.54%	39.57%	40.86%	56.46%	56.86%	45.85%	45.84%	52.43%	72.14%	84.31%	74.32%	61.31%	59.12%	72.62%	63.10%	67.59%	80.77%	66.37%	76.39%	76.42%	64.52%	72.59%	75.52%	82.48%	65.66%	62.63%	84.50%	86.03%	83.84%	88.90%	56.91%	78.06%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	107	2	11	2	6	5	6	11	4	0	1	23	2	2	0	1	0	3	1	0	4	0	0	2	0	0	2	0	1	0	0	7	0	1	0	1	5	4									
		0.56%	0.24%	1.55%	0.23%	0.66%	0.55%	0.73%	1.67%	0.59%	0.00%	0.28%	3.67%	0.45%	0.51%	0.00%	0.31%	0.00%	0.82%	0.22%	0.00%	0.47%	0.00%	0.00%	0.30%	0.00%	0.00%	1.61%	0.00%	0.70%	0.00%	0.00%	1.05%	0.00%	0.25%	0.00%	0.07%	0.81%	1.11%									
24	"6. Политическая партия ""Гражданская Платформа"""	45	3	6	1	3	1	0	7	4	0	0	0	0	1	1	0	0	2	1	0	2	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	4	3									
		0.24%	0.35%	0.84%	0.12%	0.33%	0.11%	0.00%	1.07%	0.59%	0.00%	0.00%	0.00%	0.00%	0.26%	0.22%	0.00%	0.00%	0.54%	0.22%	0.00%	0.23%	0.16%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.36%	0.19%	0.00%	0.00%	0.00%	0.00%	0.07%	0.65%	0.83%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2338	137	148	166	150	135	160	158	171	125	47	129	98	78	10	15	3	38	38	10	97	55	9	39	4	33	10	9	7	11	62	56	6	5	5	15	72	27									
		12.32%	16.16%	20.82%	19.26%	16.47%	14.90%	19.54%	24.05%	25.22%	16.64%	13.17%	20.61%	22.02%	19.95%	2.16%	4.62%	1.17%	10.35%	8.35%	5.95%	11.29%	8.96%	5.77%	5.88%	2.78%	5.68%	8.06%	6.67%	4.90%	4.01%	11.70%	8.37%	4.65%	1.25%	5.05%	1.01%	11.71%	7.50%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	69	1	8	8	7	2	5	5	4	2	0	0	0	0	1	2	0	0	5	1	4	1	0	1	0	0	0	0	2	0	0	2	0	0	0	1	7	0									
		0.36%	0.12%	1.13%	0.93%	0.77%	0.22%	0.61%	0.76%	0.59%	0.27%	0.00%	0.00%	0.00%	0.00%	0.22%	0.62%	0.00%	0.00%	1.10%	0.60%	0.47%	0.16%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	1.40%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.07%	1.14%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	159	22	10	14	16	7	7	9	4	12	2	15	0	1	1	0	0	3	4	3	15	1	0	0	0	0	1	0	0	0	3	0	0	1	0	6	1	1									
		0.84%	2.59%	1.41%	1.62%	1.76%	0.77%	0.85%	1.37%	0.59%	1.60%	0.56%	2.40%	0.00%	0.26%	0.22%	0.00%	0.00%	0.82%	0.88%	1.79%	1.75%	0.16%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.25%	0.00%	0.40%	0.16%	0.28%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	42	1	0	2	1	2	2	3	1	0	0	0	0	1	0	0	0	2	1	1	2	1	0	1	1	0	2	0	0	1	1	3	0	0	0	0	13	0									
		0.22%	0.12%	0.00%	0.23%	0.11%	0.22%	0.24%	0.46%	0.15%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.54%	0.22%	0.60%	0.23%	0.16%	0.00%	0.15%	0.69%	0.00%	1.61%	0.00%	0.00%	0.36%	0.19%	0.45%	0.00%	0.00%	0.00%	0.00%	2.11%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	89	9	7	2	4	5	4	7	5	2	2	3	3	3	1	0	0	2	4	1	4	7	0	2	0	0	1	0	0	0	5	1	1	0	0	0	4	0									
		0.47%	1.06%	0.98%	0.23%	0.44%	0.55%	0.49%	1.07%	0.74%	0.27%	0.56%	0.48%	0.67%	0.77%	0.22%	0.00%	0.00%	0.54%	0.88%	0.60%	0.47%	1.14%	0.00%	0.30%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.94%	0.15%	0.78%	0.00%	0.00%	0.00%	0.65%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2441	116	98	103	125	173	127	93	103	98	56	95	80	43	84	22	19	35	65	19	108	72	2	118	20	94	16	25	11	19	72	110	5	23	0	98	74	20									
		12.86%	13.68%	13.78%	11.95%	13.72%	19.09%	15.51%	14.16%	15.19%	13.05%	15.69%	15.18%	17.98%	10.99%	18.14%	6.77%	7.39%	9.54%	14.29%	11.31%	12.57%	11.73%	1.28%	17.80%	13.89%	16.18%	12.90%	18.52%	7.69%	6.93%	13.58%	16.44%	3.88%	5.74%	0.00%	6.59%	12.03%	5.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	66	2	3	4	4	7	5	1	1	1	0	2	3	3	0	2	0	1	1	1	6	1	0	1	0	0	0	0	0	0	0	1	0	2	0	6	6	2									
		0.35%	0.24%	0.42%	0.46%	0.44%	0.77%	0.61%	0.15%	0.15%	0.13%	0.00%	0.32%	0.67%	0.77%	0.00%	0.62%	0.00%	0.27%	0.22%	0.60%	0.70%	0.16%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.50%	0.00%	0.40%	0.98%	0.56%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	529	14	29	27	50	67	52	37	42	29	12	14	11	9	1	2	0	8	10	1	10	13	16	11	5	10	2	3	1	5	11	7	1	3	0	2	9	5									
		2.79%	1.65%	4.08%	3.13%	5.49%	7.40%	6.35%	5.63%	6.19%	3.86%	3.36%	2.24%	2.47%	2.30%	0.22%	0.62%	0.00%	2.18%	2.20%	0.60%	1.16%	2.12%	10.26%	1.66%	3.47%	1.72%	1.61%	2.22%	0.70%	1.82%	2.08%	1.05%	0.78%	0.75%	0.00%	0.13%	1.46%	1.39%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
