Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    ТИК г.Кудымкара																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №5201	УИК №5202	УИК №5203	УИК №5204	УИК №5205	УИК №5206	УИК №5207	УИК №5208	УИК №5209	УИК №5210	УИК №5211	УИК №5212	УИК №5213	УИК №5214	УИК №5215					
		0.97%	0.51%	1.08%	1.31%	0.66%	1.12%	1.09%	1.22%	0.53%	0.61%	1.14%	1.42%	1.12%	0.82%	0.68%	1.20%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6861	252	597	503	603	444	524	646	493	425	129	465	544	567	504	165					
		61.24%	64.29%	64.68%	65.67%	56.46%	55.02%	56.96%	52.39%	65.56%	64.49%	73.30%	59.92%	60.71%	66.55%	68.66%	66.27%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	90	2	8	6	12	11	9	17	7	3	2	6	1	4	1	1					
		0.80%	0.51%	0.87%	0.78%	1.12%	1.36%	0.98%	1.38%	0.93%	0.46%	1.14%	0.77%	0.11%	0.47%	0.14%	0.40%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
