Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Мечетлинская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №3474	УИК №3475	УИК №3476	УИК №3477									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	136	0	12	36	35	0	0	26	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	2	0	4	1	0	0	0	0	0	0	0	0	2	0	1	0	4									
		0.96%	0.00%	1.48%	4.23%	4.86%	0.00%	0.00%	4.55%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.33%	0.69%	0.00%	2.65%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.18%	0.00%	1.31%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	178	25	26	37	32	5	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	25	1	0	0	1	0	0	1	0	2	3	1	0	0									
		1.25%	13.51%	3.21%	4.35%	4.44%	1.21%	0.00%	0.00%	0.00%	5.15%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	2.65%	4.66%	0.69%	0.00%	0.00%	0.27%	0.00%	0.00%	0.57%	0.00%	0.47%	0.59%	0.18%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	108	4	20	19	26	0	0	0	2	1	0	0	0	0	0	3	0	4	0	0	0	0	2	0	0	0	0	0	7	0	4	0	0	0	6	1	0	4	0	1	2	0	1	0	1									
		0.76%	2.16%	2.47%	2.23%	3.61%	0.00%	0.00%	0.00%	0.62%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	1.64%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	1.48%	0.00%	0.00%	0.00%	0.00%	0.00%	2.43%	0.00%	2.65%	0.00%	0.00%	0.00%	2.01%	0.27%	0.00%	0.65%	0.00%	0.87%	0.47%	0.00%	0.18%	0.00%	0.33%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7442	86	383	482	339	197	188	310	201	110	186	71	89	86	158	98	88	250	62	237	67	78	74	81	197	125	151	221	170	162	94	288	77	87	160	230	77	378	105	64	276	111	141	235	172									
		52.42%	46.49%	47.34%	56.64%	47.08%	47.82%	48.33%	54.20%	62.04%	56.70%	56.71%	55.04%	55.28%	53.75%	54.30%	53.55%	45.60%	47.08%	56.36%	58.37%	60.91%	56.93%	54.81%	54.73%	62.15%	61.88%	52.25%	46.82%	59.03%	61.13%	62.25%	53.63%	53.47%	54.72%	53.51%	63.01%	63.11%	60.97%	59.66%	55.65%	64.19%	21.89%	25.68%	58.02%	56.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	21	2	4	5	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0									
		0.15%	1.08%	0.49%	0.59%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.20%	0.18%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.06%	1.08%	0.12%	0.12%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3386	38	121	123	117	140	133	123	75	48	82	38	44	46	83	54	67	186	27	101	26	33	34	35	73	46	50	84	54	61	28	102	33	37	84	73	22	143	42	29	83	197	206	97	68									
		23.85%	20.54%	14.96%	14.45%	16.25%	33.98%	34.19%	21.50%	23.15%	24.74%	25.00%	29.46%	27.33%	28.75%	28.52%	29.51%	34.72%	35.03%	24.55%	24.88%	23.64%	24.09%	25.19%	23.65%	23.03%	22.77%	17.30%	17.80%	18.75%	23.02%	18.54%	18.99%	22.92%	23.27%	28.09%	20.00%	18.03%	23.06%	23.86%	25.22%	19.30%	38.86%	37.52%	23.95%	22.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.02%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	20	0	6	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0									
		0.14%	0.00%	0.74%	0.35%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.23%	0.20%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	2	5	5	6	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	5	2									
		0.23%	1.08%	0.62%	0.59%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.52%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.18%	1.23%	0.65%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1497	12	166	95	109	33	32	62	16	15	45	8	9	12	20	12	19	42	11	32	10	12	13	18	24	15	61	87	30	19	14	91	20	24	32	26	9	43	12	12	26	53	43	32	21									
		10.55%	6.49%	20.52%	11.16%	15.14%	8.01%	8.23%	10.84%	4.94%	7.73%	13.72%	6.20%	5.59%	7.50%	6.87%	6.56%	9.84%	7.91%	10.00%	7.88%	9.09%	8.76%	9.63%	12.16%	7.57%	7.43%	21.11%	18.43%	10.42%	7.17%	9.27%	16.95%	13.89%	15.09%	10.70%	7.12%	7.38%	6.94%	6.82%	10.43%	6.05%	10.45%	7.83%	7.90%	6.86%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	0	22	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0									
		0.23%	0.00%	2.72%	0.35%	0.28%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.18%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1229	14	27	31	24	37	36	50	29	9	6	12	14	16	24	9	17	48	10	36	7	13	12	14	23	14	26	69	21	21	3	10	13	11	17	33	11	50	15	9	36	140	149	36	27									
		8.66%	7.57%	3.34%	3.64%	3.33%	8.98%	9.25%	8.74%	8.95%	4.64%	1.83%	9.30%	8.70%	10.00%	8.25%	4.92%	8.81%	9.04%	9.09%	8.87%	6.36%	9.49%	8.89%	9.46%	7.26%	6.93%	8.99%	14.62%	7.29%	7.92%	1.99%	1.86%	9.03%	6.92%	5.69%	9.04%	9.02%	8.06%	8.52%	7.83%	8.37%	27.61%	27.14%	8.89%	8.82%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
