Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Смоленская 175																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	4	0	0	0	1	1	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	1	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	108	1	9	0	2	9	8	9	0	4	2	9	2	3	1	10	16	0	3	0	0	3	6	4	2	1	2	2	0									
		1.14%	0.56%	1.17%	0.00%	0.77%	2.26%	0.99%	1.26%	0.00%	1.13%	0.47%	1.16%	2.22%	0.93%	0.52%	1.67%	2.65%	0.00%	0.72%	0.00%	0.00%	1.32%	2.53%	1.63%	0.40%	0.63%	2.70%	1.25%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	194	5	10	10	5	8	16	19	3	3	8	20	1	9	2	18	15	1	3	2	1	6	3	10	8	0	2	3	3									
		2.05%	2.81%	1.30%	3.26%	1.92%	2.01%	1.99%	2.65%	1.83%	0.85%	1.88%	2.58%	1.11%	2.78%	1.04%	3.01%	2.49%	1.32%	0.72%	1.26%	0.72%	2.63%	1.27%	4.08%	1.60%	0.00%	2.70%	1.88%	2.44%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	216	2	22	8	5	11	27	14	0	5	10	15	1	8	1	14	11	2	12	4	2	7	6	3	13	3	5	4	1									
		2.28%	1.12%	2.85%	2.61%	1.92%	2.76%	3.36%	1.95%	0.00%	1.41%	2.35%	1.94%	1.11%	2.47%	0.52%	2.34%	1.82%	2.63%	2.89%	2.52%	1.45%	3.07%	2.53%	1.22%	2.59%	1.90%	6.76%	2.50%	0.81%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4789	116	381	193	134	212	378	324	98	165	208	368	31	174	104	258	221	33	267	84	84	160	130	128	231	90	30	97	90									
		50.53%	65.17%	49.42%	62.87%	51.34%	53.27%	47.07%	45.19%	59.76%	46.48%	48.83%	47.55%	34.44%	53.70%	53.89%	43.07%	36.65%	43.42%	64.34%	52.83%	60.87%	70.18%	54.85%	52.24%	46.11%	56.96%	40.54%	60.63%	73.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	61	1	8	2	1	1	2	7	1	2	6	6	0	3	1	4	3	1	2	2	1	3	1	0	2	0	0	1	0									
		0.64%	0.56%	1.04%	0.65%	0.38%	0.25%	0.25%	0.98%	0.61%	0.56%	1.41%	0.78%	0.00%	0.93%	0.52%	0.67%	0.50%	1.32%	0.48%	1.26%	0.72%	1.32%	0.42%	0.00%	0.40%	0.00%	0.00%	0.63%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	1	2	0	4	1	2	1	1	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.18%	0.56%	0.26%	0.00%	1.53%	0.25%	0.25%	0.14%	0.61%	0.00%	0.00%	0.26%	1.11%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1909	33	136	50	62	69	178	154	30	94	104	168	28	70	41	107	106	26	55	29	24	25	53	48	131	23	17	29	19									
		20.14%	18.54%	17.64%	16.29%	23.75%	17.34%	22.17%	21.48%	18.29%	26.48%	24.41%	21.71%	31.11%	21.60%	21.24%	17.86%	17.58%	34.21%	13.25%	18.24%	17.39%	10.96%	22.36%	19.59%	26.15%	14.56%	22.97%	18.13%	15.45%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	38	0	2	0	1	6	1	8	0	1	8	4	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	2									
		0.40%	0.00%	0.26%	0.00%	0.38%	1.51%	0.12%	1.12%	0.00%	0.28%	1.88%	0.52%	0.00%	0.31%	0.52%	0.00%	0.17%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	1.63%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	70	0	5	3	1	8	7	10	3	2	0	10	1	3	0	3	4	0	1	2	0	1	3	2	1	0	0	0	0									
		0.74%	0.00%	0.65%	0.98%	0.38%	2.01%	0.87%	1.39%	1.83%	0.56%	0.00%	1.29%	1.11%	0.93%	0.00%	0.50%	0.66%	0.00%	0.24%	1.26%	0.00%	0.44%	1.27%	0.82%	0.20%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	2	1	0	1	0	2	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	1	1									
		0.15%	0.00%	0.26%	0.33%	0.00%	0.25%	0.00%	0.28%	0.00%	0.28%	0.00%	0.13%	0.00%	0.00%	0.52%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.63%	0.81%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	87	0	8	3	0	2	13	10	3	2	5	11	1	6	2	7	4	0	1	2	0	1	1	1	2	0	2	0	0									
		0.92%	0.00%	1.04%	0.98%	0.00%	0.50%	1.62%	1.39%	1.83%	0.56%	1.17%	1.42%	1.11%	1.85%	1.04%	1.17%	0.66%	0.00%	0.24%	1.26%	0.00%	0.44%	0.42%	0.41%	0.40%	0.00%	2.70%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1299	13	129	18	31	49	133	122	17	58	46	113	15	26	17	99	94	3	30	21	22	21	29	33	90	33	15	15	7									
		13.71%	7.30%	16.73%	5.86%	11.88%	12.31%	16.56%	17.02%	10.37%	16.34%	10.80%	14.60%	16.67%	8.02%	8.81%	16.53%	15.59%	3.95%	7.23%	13.21%	15.94%	9.21%	12.24%	13.47%	17.96%	20.89%	20.27%	9.38%	5.69%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	265	0	9	0	3	1	9	5	2	5	4	14	6	7	8	45	100	8	19	9	1	0	1	6	1	1	0	1	0									
		2.80%	0.00%	1.17%	0.00%	1.15%	0.25%	1.12%	0.70%	1.22%	1.41%	0.94%	1.81%	6.67%	2.16%	4.15%	7.51%	16.58%	10.53%	4.58%	5.66%	0.72%	0.00%	0.42%	2.45%	0.20%	0.63%	0.00%	0.63%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	243	4	21	2	10	10	22	24	5	11	14	23	1	7	8	19	15	2	5	4	0	1	4	8	12	5	1	5	0									
		2.56%	2.25%	2.72%	0.65%	3.83%	2.51%	2.74%	3.35%	3.05%	3.10%	3.29%	2.97%	1.11%	2.16%	4.15%	3.17%	2.49%	2.63%	1.20%	2.52%	0.00%	0.44%	1.69%	3.27%	2.40%	3.16%	1.35%	3.13%	0.00%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
