Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Могочинская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	56	2	5	4	3	8	8	3	2	0	1	1	1	2	1	1	2	5	2	5									
		0.99%	0.57%	1.00%	1.71%	1.23%	1.03%	1.39%	0.68%	0.72%	0.00%	0.76%	0.38%	0.39%	1.43%	1.35%	1.41%	0.96%	1.46%	0.63%	1.71%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	235	18	19	12	13	37	27	16	11	16	2	10	9	3	2	3	6	10	12	9									
		4.18%	5.16%	3.80%	5.13%	5.35%	4.77%	4.70%	3.63%	3.96%	11.85%	1.53%	3.80%	3.50%	2.14%	2.70%	4.23%	2.88%	2.92%	3.76%	3.08%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	147	11	5	7	5	23	13	5	6	6	4	7	9	6	3	0	5	6	18	8									
		2.61%	3.15%	1.00%	2.99%	2.06%	2.96%	2.26%	1.13%	2.16%	4.44%	3.05%	2.66%	3.50%	4.29%	4.05%	0.00%	2.40%	1.75%	5.64%	2.74%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1692	79	113	51	50	202	119	114	114	57	45	78	71	59	24	31	97	171	159	58									
		30.06%	22.64%	22.60%	21.79%	20.58%	26.03%	20.73%	25.85%	41.01%	42.22%	34.35%	29.66%	27.63%	42.14%	32.43%	43.66%	46.63%	49.85%	49.84%	19.86%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	33	1	3	1	1	10	5	1	1	0	1	0	1	1	0	0	1	3	1	2									
		0.59%	0.29%	0.60%	0.43%	0.41%	1.29%	0.87%	0.23%	0.36%	0.00%	0.76%	0.00%	0.39%	0.71%	0.00%	0.00%	0.48%	0.87%	0.31%	0.68%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	1	2	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0									
		0.18%	0.00%	0.00%	0.43%	0.82%	0.39%	0.17%	0.23%	0.36%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2085	138	228	104	98	256	220	193	97	46	56	110	95	35	26	25	53	99	81	125									
		37.05%	39.54%	45.60%	44.44%	40.33%	32.99%	38.33%	43.76%	34.89%	34.07%	42.75%	41.83%	36.96%	25.00%	35.14%	35.21%	25.48%	28.86%	25.39%	42.81%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	3	2	2	1	8	0	3	1	0	0	0	0	0	0	1	0	0	1	2									
		0.43%	0.86%	0.40%	0.85%	0.41%	1.03%	0.00%	0.68%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.41%	0.00%	0.00%	0.31%	0.68%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	1	1	2	1	2	10	1	0	0	2	2	2	0	2	2	0	1	0	3									
		0.57%	0.29%	0.20%	0.85%	0.41%	0.26%	1.74%	0.23%	0.00%	0.00%	1.53%	0.76%	0.78%	0.00%	2.70%	2.82%	0.00%	0.29%	0.00%	1.03%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.41%	0.13%	0.17%	0.00%	0.00%	0.74%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	34	2	3	5	2	5	5	3	0	1	0	1	3	2	0	0	0	0	0	2									
		0.60%	0.57%	0.60%	2.14%	0.82%	0.64%	0.87%	0.68%	0.00%	0.74%	0.00%	0.38%	1.17%	1.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	852	66	69	32	44	158	115	58	29	0	13	42	47	18	8	5	33	30	32	53									
		15.14%	18.91%	13.80%	13.68%	18.11%	20.36%	20.03%	13.15%	10.43%	0.00%	9.92%	15.97%	18.29%	12.86%	10.81%	7.04%	15.87%	8.75%	10.03%	18.15%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	43	0	2	0	1	13	6	3	7	2	0	1	4	1	1	0	1	0	0	1									
		0.76%	0.00%	0.40%	0.00%	0.41%	1.68%	1.05%	0.68%	2.52%	1.48%	0.00%	0.38%	1.56%	0.71%	1.35%	0.00%	0.48%	0.00%	0.00%	0.34%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	167	17	13	6	8	23	23	11	1	3	3	3	8	4	1	2	8	14	6	13									
		2.97%	4.87%	2.60%	2.56%	3.29%	2.96%	4.01%	2.49%	0.36%	2.22%	2.29%	1.14%	3.11%	2.86%	1.35%	2.82%	3.85%	4.08%	1.88%	4.45%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
