Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Знаменская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №90	УИК №91	УИК №92	УИК №93									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	392	14	12	16	3	41	22	10	9	0	22	5	7	11	6	16	14	79	105									
		4.10%	4.07%	4.98%	3.69%	2.05%	2.80%	4.55%	5.65%	3.18%	0.00%	6.20%	1.04%	3.93%	2.34%	1.84%	2.00%	0.97%	10.01%	10.45%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	132	8	6	14	2	15	5	4	0	0	20	0	4	3	6	0	0	23	22									
		1.38%	2.33%	2.49%	3.23%	1.37%	1.02%	1.04%	2.26%	0.00%	0.00%	5.63%	0.00%	2.25%	0.64%	1.84%	0.00%	0.00%	2.92%	2.19%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	51	1	1	3	1	6	6	1	0	0	4	5	3	3	0	0	0	7	10									
		0.53%	0.29%	0.41%	0.69%	0.68%	0.41%	1.24%	0.56%	0.00%	0.00%	1.13%	1.04%	1.69%	0.64%	0.00%	0.00%	0.00%	0.89%	0.99%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7196	260	166	253	117	1228	371	107	236	116	185	397	94	413	274	696	1185	439	659									
		75.25%	75.58%	68.88%	58.29%	80.14%	83.82%	76.81%	60.45%	83.39%	81.69%	52.11%	82.88%	52.81%	87.69%	84.05%	87.00%	82.01%	55.64%	65.57%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	13	0	1	1	1	3	0	1	0	0	2	0	1	0	0	0	0	0	3									
		0.14%	0.00%	0.41%	0.23%	0.68%	0.20%	0.00%	0.56%	0.00%	0.00%	0.56%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0	1	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.07%	0.41%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.13%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	581	20	20	46	6	71	35	29	13	8	49	6	29	10	14	32	50	78	65									
		6.08%	5.81%	8.30%	10.60%	4.11%	4.85%	7.25%	16.38%	4.59%	5.63%	13.80%	1.25%	16.29%	2.12%	4.29%	4.00%	3.46%	9.89%	6.47%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	1	0	2	3	5	0	0	0	0	0	0	1	0	2	0	0	1	4									
		0.20%	0.29%	0.00%	0.46%	2.05%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.61%	0.00%	0.00%	0.13%	0.40%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	2	0	1	0	5	0	3	0	0	0	0	2	3	0	0	0	6	6									
		0.29%	0.58%	0.00%	0.23%	0.00%	0.34%	0.00%	1.69%	0.00%	0.00%	0.00%	0.00%	1.12%	0.64%	0.00%	0.00%	0.00%	0.76%	0.60%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	1	2	2	0	0	0	0	0	0	0	1	0	0	1	2									
		0.09%	0.00%	0.00%	0.00%	0.68%	0.14%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.13%	0.20%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	2	1	0	1	8	2	0	0	0	2	6	0	4	2	0	0	9	4									
		0.43%	0.58%	0.41%	0.00%	0.68%	0.55%	0.41%	0.00%	0.00%	0.00%	0.56%	1.25%	0.00%	0.85%	0.61%	0.00%	0.00%	1.14%	0.40%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	762	20	22	72	8	50	31	16	18	15	54	45	26	13	13	32	145	99	83									
		7.97%	5.81%	9.13%	16.59%	5.48%	3.41%	6.42%	9.04%	6.36%	10.56%	15.21%	9.39%	14.61%	2.76%	3.99%	4.00%	10.03%	12.55%	8.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	0	1	2	0	4	2	0	0	0	1	0	0	2	0	0	0	1	1									
		0.15%	0.00%	0.41%	0.46%	0.00%	0.27%	0.41%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.13%	0.10%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	218	5	9	10	2	20	2	4	5	3	10	15	4	7	6	24	51	17	24									
		2.28%	1.45%	3.73%	2.30%	1.37%	1.37%	0.41%	2.26%	1.77%	2.11%	2.82%	3.13%	2.25%	1.49%	1.84%	3.00%	3.53%	2.15%	2.39%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
