Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																		
Дата голосования: 07.12.2003 0:00:00																		
																		
Наименование Избирательной комиссии:    Югорская городская																		
																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																		
																		
		Сумма	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509					
		0.31%	0.33%	0.28%	0.11%	0.25%	0.17%	0.48%	0.61%	0.26%	0.09%	0.35%	0.75%					
33	"16. ""Родина"" (народно-патриотический союз)"""	717	69	54	111	63	52	71	55	58	89	62	33					
		5.77%	5.78%	5.16%	6.34%	5.42%	4.59%	5.74%	5.66%	5.20%	8.48%	5.57%	5.01%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	18	1	1	1	3	1	3	1	3	0	3	1					
		0.14%	0.08%	0.09%	0.05%	0.25%	0.08%	0.24%	0.10%	0.26%	0.0%	0.26%	0.15%					
35	"18. ""ЛДПР"""	1712	164	184	204	141	116	158	123	167	187	185	83					
		13.78%	13.75%	17.60%	11.66%	12.14%	10.25%	12.79%	12.66%	14.97%	17.82%	16.63%	12.61%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	161	25	10	19	17	12	19	11	14	11	18	5					
		1.29%	2.09%	0.95%	1.08%	1.46%	1.06%	1.53%	1.13%	1.25%	1.04%	1.61%	0.75%					
37	"20. ""Политическая партия ""Единая Россия"""	5804	580	468	850	542	566	590	460	531	397	476	344					
		46.73%	48.65%	44.78%	48.59%	46.68%	50.04%	47.77%	47.37%	47.62%	37.84%	42.80%	52.27%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	2	2	2	1	1	2	0	3	4	2	1					
		0.16%	0.16%	0.19%	0.11%	0.08%	0.08%	0.16%	0.0%	0.26%	0.38%	0.17%	0.15%					
39	"22. ""Развитие предпринимательства"""	45	7	6	9	6	3	2	1	5	1	2	3					
		0.36%	0.58%	0.57%	0.51%	0.51%	0.26%	0.16%	0.10%	0.44%	0.09%	0.17%	0.45%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	792	97	69	81	69	60	71	66	73	105	72	29					
		6.37%	8.13%	6.60%	4.63%	5.94%	5.30%	5.74%	6.79%	6.54%	10.00%	6.47%	4.40%					
																		
41	Против всех	687	68	42	85	73	88	64	50	65	41	72	39					
		5.53%	5.70%	4.01%	4.85%	6.28%	7.78%	5.18%	5.14%	5.82%	3.90%	6.47%	5.92%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
