7	Число избирательных бюллетеней в переносных ящиках для голосования	7087	52	49	7	12	33	12	29	48	43	26	25	43	41	61	71	45	48	0	36	95	53	39	9	43	39	75	63	15	62	527	296	44	35	48	36	51	42	77	49	181	25	492	18	20	218	55	37	13	19	33	74	33	59	40	37	46	36	38	27	71	38	29	37	2	15	90	75	63	49	30	30	66	93	145	64	50	350	53	55	86	104	61	68	93	230	18	77	91	35	93	44	33	39	18	0	2	19	35	28	31	34	45	132	21	82	283									
8	Число бюллетеней в стационарных ящиках для голосования	123753	1280	1147	1627	889	837	1176	1418	1206	1419	1228	1382	1811	995	1914	1377	1311	1306	1578	555	1384	1618	1829	388	1695	1354	1512	1217	2749	1602	1066	515	1651	1541	2114	1364	1104	1192	1788	1016	1012	991	1030	1004	533	1442	1500	1379	733	1442	1033	1121	949	1590	1275	1245	1591	1770	1086	900	1621	706	621	1447	522	976	1019	1958	1427	1026	690	241	789	1478	667	1379	1017	560	1454	906	825	982	1073	1005	1180	187	142	760	2148	911	1534	1756	1247	991	580	1060	1945	750	933	1260	579	1586	1219	787	611	176	241									
9	Число недействительных избирательных бюллетеней	1175	12	12	12	11	11	13	11	10	11	17	14	13	8	21	7	9	6	7	4	14	19	17	5	12	13	15	11	26	9	9	10	9	16	15	11	5	6	19	9	13	6	16	17	8	29	19	15	8	13	11	6	5	12	12	12	15	10	10	11	16	6	3	11	7	9	17	18	11	10	2	3	18	15	9	18	8	23	12	8	9	17	9	11	6	6	1	8	23	11	17	12	9	7	6	9	6	8	8	17	8	7	13	5	6	3	2									
10	Число действительных избирательных бюллетеней	129665	1320	1184	1622	890	859	1175	1436	1244	1451	1237	1393	1841	1028	1954	1441	1347	1348	1571	587	1465	1652	1851	392	1726	1380	1572	1269	2738	1655	1584	801	1686	1560	2147	1389	1150	1228	1846	1056	1180	1010	1506	1005	545	1631	1536	1401	738	1448	1055	1189	977	1637	1303	1270	1622	1796	1114	916	1676	738	647	1473	517	982	1092	2015	1479	1065	718	268	837	1556	803	1425	1059	887	1495	953	902	1069	1125	1062	1267	411	159	829	2216	935	1610	1788	1271	1023	592	1051	1941	761	960	1271	602	1613	1251	914	626	255	522									
11	Число полученных открепительных  удостоверений	2367	23	20	20	20	20	30	25	20	20	20	20	30	20	20	20	20	20	40	20	20	30	25	20	30	25	40	20	20	20	20	20	20	20	20	30	20	20	25	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	30	20	20	20	25	20	20	20	20	20	20	20	30	20	20	20	20	20	20	20	20	40	20	20	20	30	20	24	30	20	20	20	55	70	20	20	20	20	20	20	20	20	20	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1559	17	17	16	11	6	30	23	18	10	11	14	24	13	14	9	15	15	40	6	16	27	22	6	29	18	25	17	8	16	13	1	6	17	10	19	9	13	21	9	3	4	8	7	4	8	17	16	4	16	8	11	10	14	18	16	20	20	5	8	18	15	7	29	12	20	11	20	18	14	10	3	19	20	10	24	9	10	10	17	8	15	15	13	40	3	0	18	30	12	23	17	11	19	5	54	69	9	8	7	6	18	16	11	8	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	3159	25	17	15	14	14	25	38	9	40	36	43	40	7	44	18	37	28	28	24	25	68	63	7	59	35	56	17	223	50	30	30	38	66	67	40	25	37	22	17	48	23	63	22	8	32	37	62	15	41	18	19	24	38	30	26	24	34	14	13	105	12	8	11	12	12	42	39	40	24	5	4	6	22	40	16	8	88	19	8	14	8	3	2	24	3	2	7	35	31	19	32	38	24	20	26	28	20	33	15	21	51	27	17	4	12	54									
14	Число неиспользованных открепительных удостоверений	808	6	3	4	9	14	0	2	2	10	9	6	6	7	6	11	5	5	0	14	4	3	3	14	1	7	15	3	12	4	7	19	14	3	10	11	11	7	4	11	17	16	12	13	16	12	3	4	16	4	12	9	10	6	2	4	0	0	15	12	2	5	13	1	8	0	9	5	2	6	10	17	1	0	10	6	11	10	10	3	12	5	5	7	0	17	20	2	0	8	1	13	9	1	15	1	1	11	12	13	14	2	4	9	12	20	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	127	0	0	0	0	0	3	2	2	3	1	3	1	3	2	3	5	0	0	1	1	2	2	0	3	1	0	0	11	1	4	0	1	2	0	0	0	5	2	1	0	0	2	0	0	1	2	0	1	1	4	1	0	4	1	1	0	1	1	1	3	2	1	1	1	0	0	4	2	1	0	0	1	1	3	4	0	0	0	2	0	0	0	0	0	0	0	3	2	0	2	3	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																					
19	Жириновский Владимир Вольфович	5689	61	75	12	38	44	50	51	72	56	58	42	111	57	76	60	46	24	15	12	40	54	37	30	85	47	37	47	45	69	59	36	34	65	59	37	52	47	72	58	35	39	88	68	37	74	83	39	71	68	42	48	56	59	63	76	97	80	49	48	82	46	29	105	26	49	95	127	89	76	47	17	71	16	39	83	75	89	125	53	48	86	105	91	23	31	2	77	123	48	80	55	15	32	16	6	24	34	39	38	27	37	61	9	39	2	12									
		4.35%	4.58%	6.27%	0.73%	4.22%	5.06%	4.21%	3.52%	5.74%	3.83%	4.63%	2.99%	5.99%	5.50%	3.85%	4.14%	3.39%	1.77%	0.95%	2.03%	2.70%	3.23%	1.98%	7.56%	4.89%	3.37%	2.33%	3.67%	1.63%	4.15%	3.70%	4.44%	2.01%	4.12%	2.73%	2.64%	4.50%	3.81%	3.86%	5.45%	2.93%	3.84%	5.78%	6.65%	6.69%	4.46%	5.34%	2.75%	9.52%	4.65%	3.94%	4.02%	5.70%	3.58%	4.79%	5.93%	5.93%	4.43%	4.36%	5.18%	4.85%	6.18%	4.46%	7.08%	4.96%	4.94%	8.57%	6.25%	5.97%	7.07%	6.53%	6.27%	8.30%	1.02%	4.80%	5.75%	7.03%	9.78%	8.29%	5.52%	5.27%	7.92%	9.26%	8.48%	1.81%	7.43%	1.25%	9.20%	5.49%	5.07%	4.92%	3.06%	1.17%	3.11%	2.68%	0.57%	1.23%	4.42%	4.03%	2.95%	4.43%	2.28%	4.83%	0.98%	6.17%	0.78%	2.29%									
20	Зюганов Геннадий Андреевич	20317	213	213	143	138	132	171	217	212	231	213	238	242	182	313	246	280	236	123	111	301	346	324	54	313	248	335	209	495	284	249	124	266	239	329	234	192	190	348	215	159	188	213	136	88	247	202	172	115	145	180	235	138	356	233	217	225	317	193	135	248	102	102	224	45	145	185	341	260	151	94	37	73	243	136	247	166	123	199	136	102	153	135	154	158	56	20	160	349	130	249	315	214	170	88	71	133	135	142	201	84	243	188	145	97	46	79									
		15.53%	15.99%	17.81%	8.75%	15.32%	15.17%	14.39%	14.99%	16.91%	15.80%	16.99%	16.92%	13.05%	17.57%	15.85%	16.99%	20.65%	17.43%	7.79%	18.78%	20.35%	20.71%	17.34%	13.60%	18.01%	17.80%	21.11%	16.33%	17.91%	17.07%	15.63%	15.29%	15.69%	15.16%	15.22%	16.71%	16.62%	15.40%	18.66%	20.19%	13.33%	18.50%	13.99%	13.31%	15.91%	14.88%	12.99%	12.15%	15.42%	9.92%	16.89%	19.67%	14.05%	21.59%	17.72%	16.93%	13.74%	17.55%	17.17%	14.56%	14.66%	13.71%	15.69%	15.09%	8.59%	14.63%	16.68%	16.77%	17.45%	14.05%	13.06%	13.65%	8.54%	15.47%	16.75%	17.12%	15.56%	13.52%	13.21%	14.15%	11.20%	14.09%	11.90%	14.35%	12.41%	13.43%	12.50%	19.12%	15.59%	13.74%	15.30%	17.50%	16.72%	16.50%	14.72%	6.70%	6.83%	17.56%	14.67%	15.61%	13.77%	15.00%	14.87%	15.78%	15.35%	17.83%	15.08%									
21	Миронов Сергей Михайлович	6938	59	75	56	42	50	71	94	69	85	76	81	87	35	135	77	91	107	74	38	109	98	122	18	90	86	126	84	158	91	89	47	78	98	110	77	83	76	112	46	47	66	64	49	24	74	80	88	36	74	62	66	69	94	73	74	103	124	63	40	74	27	25	42	24	45	43	98	76	61	22	8	22	91	32	59	38	36	45	38	41	41	40	49	66	16	6	25	101	52	111	123	87	61	32	59	86	45	53	69	23	103	66	50	17	14	26									
		5.30%	4.43%	6.27%	3.43%	4.66%	5.75%	5.98%	6.50%	5.50%	5.81%	6.06%	5.76%	4.69%	3.38%	6.84%	5.32%	6.71%	7.90%	4.69%	6.43%	7.37%	5.86%	6.53%	4.53%	5.18%	6.17%	7.94%	6.56%	5.72%	5.47%	5.59%	5.80%	4.60%	6.22%	5.09%	5.50%	7.19%	6.16%	6.01%	4.32%	3.94%	6.50%	4.20%	4.79%	4.34%	4.46%	5.14%	6.21%	4.83%	5.07%	5.82%	5.52%	7.03%	5.70%	5.55%	5.77%	6.29%	6.87%	5.60%	4.31%	4.37%	3.63%	3.85%	2.83%	4.58%	4.54%	3.88%	4.82%	5.10%	5.67%	3.06%	2.95%	2.57%	5.79%	3.94%	4.09%	3.56%	3.96%	2.99%	3.95%	4.50%	3.78%	3.53%	4.57%	5.18%	3.84%	3.75%	2.99%	4.51%	5.50%	6.82%	6.83%	6.80%	5.92%	5.35%	5.57%	4.42%	5.85%	5.48%	5.36%	3.77%	6.36%	5.22%	5.44%	2.69%	5.43%	4.96%									
22	Прохоров Михаил Дмитриевич	12770	98	102	93	74	90	98	125	109	151	100	150	185	90	252	174	161	192	119	96	201	243	276	33	204	168	195	158	242	166	148	42	136	222	235	154	126	156	229	105	83	110	111	80	43	115	127	160	49	126	139	149	120	183	165	122	215	194	109	97	163	60	62	107	43	79	59	173	136	95	63	4	42	123	68	89	80	100	77	62	72	58	71	70	71	13	9	44	188	97	156	303	148	120	78	87	162	104	83	114	64	238	146	75	63	24	32									
		9.76%	7.36%	8.53%	5.69%	8.21%	10.34%	8.25%	8.64%	8.69%	10.33%	7.97%	10.66%	9.98%	8.69%	12.76%	12.02%	11.87%	14.18%	7.54%	16.24%	13.59%	14.54%	14.78%	8.31%	11.74%	12.06%	12.29%	12.34%	8.76%	9.98%	9.29%	5.18%	8.02%	14.09%	10.87%	11.00%	10.91%	12.64%	12.28%	9.86%	6.96%	10.83%	7.29%	7.83%	7.78%	6.93%	8.17%	11.30%	6.57%	8.62%	13.04%	12.47%	12.22%	11.10%	12.55%	9.52%	13.13%	10.74%	9.70%	10.46%	9.63%	8.06%	9.54%	7.21%	8.21%	7.97%	5.32%	8.51%	9.13%	8.84%	8.75%	1.48%	4.91%	7.83%	8.37%	6.17%	7.50%	10.99%	5.11%	6.45%	7.90%	5.34%	6.26%	6.52%	5.58%	3.12%	5.63%	5.26%	8.40%	10.25%	9.59%	16.83%	11.56%	11.65%	13.04%	8.21%	8.32%	13.52%	8.57%	8.85%	10.49%	14.69%	11.55%	8.16%	9.97%	9.30%	6.11%									
23	Путин Владимир Владимирович	83951	889	719	1318	598	543	785	949	782	928	790	882	1216	664	1178	884	769	789	1240	330	814	911	1092	257	1034	831	879	771	1798	1045	1039	552	1172	936	1414	887	697	759	1085	632	856	607	1030	672	353	1121	1044	942	467	1035	632	691	594	945	769	781	982	1081	700	596	1109	503	429	995	379	664	710	1276	918	682	492	202	629	1083	528	947	700	539	1049	664	639	731	774	698	949	295	122	523	1455	608	1014	992	807	640	378	828	1536	443	643	849	404	992	790	635	410	169	373									
		64.16%	66.74%	60.12%	80.66%	66.37%	62.41%	66.08%	65.58%	62.36%	63.47%	62.99%	62.69%	65.59%	64.09%	59.65%	61.05%	56.71%	58.27%	78.58%	55.84%	55.04%	54.52%	58.46%	64.74%	59.49%	59.66%	55.39%	60.23%	65.05%	62.80%	65.22%	68.06%	69.14%	59.39%	65.40%	63.36%	60.35%	61.51%	58.18%	59.34%	71.75%	59.74%	67.67%	65.75%	63.83%	67.53%	67.14%	66.53%	62.60%	70.84%	59.29%	57.82%	60.49%	57.31%	58.48%	60.92%	59.99%	59.86%	62.28%	64.29%	65.54%	67.61%	66.00%	67.05%	72.33%	67.00%	64.02%	62.76%	61.61%	63.44%	68.33%	74.54%	73.57%	68.94%	65.02%	65.63%	65.60%	59.23%	69.61%	69.09%	70.14%	67.31%	68.25%	65.05%	74.55%	70.74%	76.25%	62.49%	64.98%	64.27%	62.32%	55.11%	63.05%	62.14%	63.21%	78.11%	78.89%	57.61%	66.43%	65.92%	66.23%	61.23%	62.50%	69.10%	64.87%	65.50%	71.18%									
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
