Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Калининская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК  1601	УИК  1602	УИК  1603	УИК  1604	УИК  1605	УИК  1606	УИК  1607	УИК  1608	УИК  1609	УИК  1610	УИК  1611	УИК  1612	УИК  1613	УИК  1614	УИК  1615	УИК  1616	УИК  1617	УИК  1618	УИК  1619	УИК  1620	УИК  1621	УИК  1622	УИК  1623	УИК  1624	УИК  1625					
		6.17%	5.08%	4.87%	5.85%	5.40%	7.30%	11.44%	5.89%	5.46%	4.77%	4.35%	3.86%	4.51%	13.44%	1.03%	5.25%	6.27%	9.09%	5.63%	7.83%	5.26%	14.91%	8.80%	3.34%	5.39%	3.66%					
28	"11. ""Истинные патриоты России"""	16	0	1	1	3	0	0	0	0	2	1	2	1	1	2	0	0	0	1	0	0	0	0	1	0	0					
		0.06%	0.0%	0.07%	0.06%	0.21%	0.0%	0.0%	0.0%	0.0%	0.17%	0.05%	0.14%	0.06%	0.12%	1.03%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	222	17	19	15	21	4	6	6	2	16	11	15	16	8	3	7	11	5	7	6	2	3	6	10	2	4					
		0.96%	1.21%	1.42%	0.92%	1.49%	1.53%	0.75%	0.54%	0.27%	1.36%	0.65%	1.05%	1.07%	0.97%	1.54%	0.96%	2.09%	1.37%	1.57%	0.36%	0.95%	0.41%	0.89%	1.04%	0.20%	1.46%					
30	"13. ""Демократическая партия России"""	67	4	2	4	4	1	1	5	2	8	5	5	4	1	0	1	6	0	1	6	2	1	2	1	0	1					
		0.29%	0.28%	0.15%	0.24%	0.28%	0.38%	0.12%	0.45%	0.27%	0.68%	0.29%	0.35%	0.26%	0.12%	0.0%	0.13%	1.14%	0.0%	0.22%	0.36%	0.95%	0.13%	0.29%	0.10%	0.0%	0.36%					
31	"14. ""Великая Россия - Евразийский Союз"""	28	2	0	3	1	0	1	0	0	1	2	1	4	0	1	1	0	2	0	4	0	1	1	0	3	0					
		0.12%	0.14%	0.0%	0.18%	0.07%	0.0%	0.12%	0.0%	0.0%	0.08%	0.11%	0.07%	0.26%	0.0%	0.51%	0.13%	0.0%	0.55%	0.0%	0.24%	0.0%	0.13%	0.14%	0.0%	0.30%	0.0%					
32	"15. ""Партия СЛОН"""	22	1	0	1	4	0	0	0	0	2	1	3	2	1	0	0	0	1	1	2	0	0	1	1	1	0					
		0.09%	0.07%	0.0%	0.06%	0.28%	0.0%	0.0%	0.0%	0.0%	0.17%	0.05%	0.21%	0.13%	0.12%	0.0%	0.0%	0.0%	0.27%	0.22%	0.12%	0.0%	0.0%	0.14%	0.10%	0.10%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2097	188	183	223	156	11	62	88	68	82	143	151	155	27	13	64	61	37	42	129	15	55	21	45	60	18					
		9.14%	13.47%	13.73%	13.74%	11.10%	4.23%	7.79%	7.97%	9.28%	6.99%	8.53%	10.61%	10.45%	3.30%	6.70%	8.85%	11.59%	10.19%	9.45%	7.83%	7.17%	7.59%	3.13%	4.69%	6.10%	6.59%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	79	3	3	7	5	1	2	1	3	7	2	3	5	4	0	1	4	3	4	5	1	11	0	2	1	1					
		0.34%	0.21%	0.22%	0.43%	0.35%	0.38%	0.25%	0.09%	0.40%	0.59%	0.11%	0.21%	0.33%	0.48%	0.0%	0.13%	0.76%	0.82%	0.90%	0.30%	0.47%	1.51%	0.0%	0.20%	0.10%	0.36%					
35	"18. ""ЛДПР"""	2301	140	133	145	159	23	66	119	83	162	160	145	200	87	11	59	31	27	38	167	23	79	39	73	93	39					
		10.03%	10.03%	9.98%	8.93%	11.31%	8.84%	8.30%	10.78%	11.33%	13.82%	9.54%	10.18%	13.48%	10.63%	5.67%	8.16%	5.89%	7.43%	8.55%	10.14%	11.00%	10.91%	5.82%	7.62%	9.46%	14.28%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	248	18	20	13	17	3	6	10	2	12	19	9	11	16	6	10	4	4	11	18	0	10	7	10	10	2					
		1.08%	1.29%	1.50%	0.80%	1.20%	1.15%	0.75%	0.90%	0.27%	1.02%	1.13%	0.63%	0.74%	1.95%	3.09%	1.38%	0.76%	1.10%	2.47%	1.09%	0.0%	1.38%	1.04%	1.04%	1.01%	0.73%					
37	"20. ""Политическая партия ""Единая Россия"""	9083	555	489	643	566	116	338	465	261	453	642	594	554	282	122	297	228	164	187	703	70	162	282	366	413	131					
		39.61%	39.78%	36.71%	39.64%	40.28%	44.61%	42.51%	42.15%	35.65%	38.65%	38.30%	41.74%	37.35%	34.47%	62.88%	41.07%	43.34%	45.17%	42.11%	42.70%	33.49%	22.37%	42.08%	38.20%	42.01%	47.98%					
38	"21. ""Российская Конституционно-демократическая партия"""	58	0	3	3	5	0	2	1	1	2	5	7	7	1	0	2	1	0	2	8	3	0	2	3	0	0					
		0.25%	0.0%	0.22%	0.18%	0.35%	0.0%	0.25%	0.09%	0.13%	0.17%	0.29%	0.49%	0.47%	0.12%	0.0%	0.27%	0.19%	0.0%	0.45%	0.48%	1.43%	0.0%	0.29%	0.31%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	53	4	4	4	3	2	1	5	0	4	6	3	1	0	0	2	1	2	1	2	0	1	2	2	3	0					
		0.23%	0.28%	0.30%	0.24%	0.21%	0.76%	0.12%	0.45%	0.0%	0.34%	0.35%	0.21%	0.06%	0.0%	0.0%	0.27%	0.19%	0.55%	0.22%	0.12%	0.0%	0.13%	0.29%	0.20%	0.30%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4368	196	217	242	179	42	116	156	168	192	363	258	276	181	27	168	104	62	82	308	67	195	166	312	258	33					
		19.05%	14.05%	16.29%	14.91%	12.74%	16.15%	14.59%	14.14%	22.95%	16.38%	21.65%	18.13%	18.61%	22.12%	13.91%	23.23%	19.77%	17.07%	18.46%	18.71%	32.05%	26.93%	24.77%	32.56%	26.24%	12.08%					
																																
41	Против всех	797	52	71	103	75	9	38	52	17	19	63	33	50	30	2	13	15	5	19	35	0	33	15	23	20	5					
		3.47%	3.72%	5.33%	6.35%	5.33%	3.46%	4.77%	4.71%	2.32%	1.62%	3.75%	2.31%	3.37%	3.66%	1.03%	1.79%	2.85%	1.37%	4.27%	2.12%	0.0%	4.55%	2.23%	2.40%	2.03%	1.83%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
