Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
"Наименование Избирательной комиссии:    Оренбург, Промышленная"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1900					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1104	27	25	20	10	10	20	20	25	29	23	25	20	35	27	25	20	20	20	25	20	35	15	20	25	20	27	25	25	20	10	20	29	40	25	25	27	18	20	35	35	25	25	25	31	25	31	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	928	26	25	13	6	4	11	16	21	29	23	19	10	33	27	25	8	18	10	20	6	35	13	20	25	10	27	23	20	16	6	9	26	37	25	25	27	12	13	31	35	16	25	18	31	22	31	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	830	52	24	11	10	7	11	10	16	13	14	22	6	23	17	23	4	9	7	14	16	4	1	6	19	14	20	10	26	4	10	20	48	14	9	17	30	28	13	101	22	14	22	7	12	26	24	0					
14	Число погашенных неиспользованных открепительных удостоверений	176	1	0	7	4	6	9	4	4	0	0	6	10	2	0	0	12	2	10	5	14	0	2	0	0	10	0	2	5	4	4	11	3	3	0	0	0	6	7	4	0	9	0	7	0	3	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	94	1	4	2	1	1	3	3	1	2	3	2	1	0	4	2	1	0	1	3	4	2	0	1	7	3	0	0	3	1	0	5	4	1	1	2	3	2	0	2	4	0	2	0	4	6	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8922	288	176	119	78	63	169	104	223	214	163	166	83	263	188	248	122	154	176	189	118	82	65	157	182	111	233	230	244	133	82	91	288	253	242	246	217	184	207	193	312	324	281	222	284	372	363	20					
		20.60%	20.72%	19.64%	20.99%	18.31%	18.48%	22.47%	17.05%	22.21%	19.87%	21.94%	19.51%	22.62%	22.33%	20.64%	20.21%	17.76%	18.29%	19.91%	28.13%	20.52%	10.65%	17.57%	20.31%	17.69%	20.79%	21.82%	21.50%	20.40%	18.63%	19.03%	20.22%	21.57%	21.50%	23.34%	20.55%	22.65%	21.15%	21.25%	16.58%	20.98%	20.04%	19.80%	20.57%	21.99%	23.02%	22.74%	25.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8851	292	216	115	89	62	162	141	196	191	149	213	94	240	185	216	166	172	183	134	124	125	35	170	203	147	223	205	250	167	93	95	287	244	215	212	207	144	221	322	272	277	317	215	254	302	296	13					
		20.44%	21.01%	24.11%	20.28%	20.89%	18.18%	21.54%	23.11%	19.52%	17.73%	20.05%	25.03%	25.61%	20.37%	20.31%	17.60%	24.16%	20.43%	20.70%	19.94%	21.57%	16.23%	9.46%	21.99%	19.73%	27.53%	20.88%	19.16%	20.90%	23.39%	21.58%	21.11%	21.50%	20.73%	20.73%	17.71%	21.61%	16.55%	22.69%	27.66%	18.29%	17.13%	22.34%	19.93%	19.67%	18.69%	18.55%	16.25%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	552	23	9	4	8	8	10	6	14	10	14	9	3	20	11	15	4	12	15	6	6	5	2	11	13	9	10	11	21	11	8	4	10	17	10	15	14	11	15	7	22	24	19	12	19	21	22	2					
		1.27%	1.65%	1.00%	0.71%	1.88%	2.35%	1.33%	0.98%	1.39%	0.93%	1.88%	1.06%	0.82%	1.70%	1.21%	1.22%	0.58%	1.43%	1.70%	0.89%	1.04%	0.65%	0.54%	1.42%	1.26%	1.69%	0.94%	1.03%	1.76%	1.54%	1.86%	0.89%	0.75%	1.44%	0.96%	1.25%	1.46%	1.26%	1.54%	0.60%	1.48%	1.48%	1.34%	1.11%	1.47%	1.30%	1.38%	2.50%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11189	339	235	169	111	85	198	156	277	307	201	193	86	298	258	343	176	260	222	173	158	217	64	183	270	124	272	291	290	170	106	111	340	323	267	330	227	223	207	212	443	413	388	279	327	418	426	23					
		25.84%	24.39%	26.23%	29.81%	26.06%	24.93%	26.33%	25.57%	27.59%	28.51%	27.05%	22.68%	23.43%	25.30%	28.32%	27.95%	25.62%	30.88%	25.11%	25.74%	27.48%	28.18%	17.30%	23.67%	26.24%	23.22%	25.47%	27.20%	24.25%	23.81%	24.59%	24.67%	25.47%	27.44%	25.75%	27.57%	23.70%	25.63%	21.25%	18.21%	29.79%	25.54%	27.34%	25.86%	25.33%	25.87%	26.69%	28.75%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1679	68	3	23	17	9	20	29	48	44	23	29	5	46	34	63	20	27	31	24	12	15	4	31	38	12	68	40	42	23	7	13	56	43	42	39	34	35	19	14	67	133	58	48	67	68	87	1					
		3.88%	4.89%	0.33%	4.06%	3.99%	2.64%	2.66%	4.75%	4.78%	4.09%	3.10%	3.41%	1.36%	3.90%	3.73%	5.13%	2.91%	3.21%	3.51%	3.57%	2.09%	1.95%	1.08%	4.01%	3.69%	2.25%	6.37%	3.74%	3.51%	3.22%	1.62%	2.89%	4.19%	3.65%	4.05%	3.26%	3.55%	4.02%	1.95%	1.20%	4.51%	8.23%	4.09%	4.45%	5.19%	4.21%	5.45%	1.25%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11214	349	233	129	110	108	183	165	225	295	180	223	90	289	226	318	177	203	234	131	144	315	195	202	304	119	234	275	326	199	128	125	331	277	238	326	234	255	277	379	347	413	330	273	307	403	369	21					
		25.90%	25.11%	26.00%	22.75%	25.82%	31.67%	24.34%	27.05%	22.41%	27.39%	24.23%	26.20%	24.52%	24.53%	24.81%	25.92%	25.76%	24.11%	26.47%	19.49%	25.04%	40.91%	52.70%	26.13%	29.54%	22.28%	21.91%	25.70%	27.26%	27.87%	29.70%	27.78%	24.79%	23.53%	22.95%	27.23%	24.43%	29.31%	28.44%	32.56%	23.34%	25.54%	23.26%	25.30%	23.78%	24.94%	23.12%	26.25%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	266	7	9	3	4	0	3	6	9	3	1	7	0	6	3	6	6	4	7	3	4	5	2	6	3	1	4	8	7	3	2	1	4	8	6	9	8	6	11	6	10	10	11	13	14	10	7	0					
		0.61%	0.50%	1.00%	0.53%	0.94%	0.00%	0.40%	0.98%	0.90%	0.28%	0.13%	0.82%	0.00%	0.51%	0.33%	0.49%	0.87%	0.48%	0.79%	0.45%	0.70%	0.65%	0.54%	0.78%	0.29%	0.19%	0.37%	0.75%	0.59%	0.42%	0.46%	0.22%	0.30%	0.68%	0.58%	0.75%	0.84%	0.69%	1.13%	0.52%	0.67%	0.62%	0.78%	1.20%	1.08%	0.62%	0.44%	0.00%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
