Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Муезерская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №333	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359					
14	Число погашенных неиспользованных открепительных удостоверений	121	8	9	7	8	6	3	10	10	8	8	4	10	5	10	7	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	3	3	0	0	0	0	0	0	0	0	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	105	2	3	13	9	6	15	2	1	2	0	16	0	6	6	17	7					
		1.50%	1.45%	0.36%	1.38%	1.40%	1.45%	3.30%	1.04%	0.60%	1.48%	0.00%	2.23%	0.00%	1.19%	2.50%	1.68%	1.76%					
19	2.Всероссийская политическая партия «Гражданская Сила»	51	3	6	8	8	1	4	0	0	0	1	3	0	3	2	7	5					
		0.73%	2.17%	0.73%	0.85%	1.25%	0.24%	0.88%	0.00%	0.00%	0.00%	0.66%	0.42%	0.00%	0.60%	0.83%	0.69%	1.26%					
20	3.Политическая партия «Демократическая партия России»	6	0	1	1	2	0	1	0	0	0	0	0	0	1	0	0	0					
		0.09%	0.00%	0.12%	0.11%	0.31%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	553	16	84	80	49	27	57	10	8	9	8	47	2	34	11	78	33					
		7.91%	11.59%	10.22%	8.50%	7.63%	6.54%	12.53%	5.18%	4.79%	6.67%	5.30%	6.56%	2.94%	6.75%	4.58%	7.73%	8.31%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	12	1	2	2	2	1	0	1	0	0	0	2	0	0	0	1	0					
		0.17%	0.72%	0.24%	0.21%	0.31%	0.24%	0.00%	0.52%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.10%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	18	0	0	0	4	2	2	0	1	0	0	2	0	4	1	1	1					
		0.26%	0.00%	0.00%	0.00%	0.62%	0.48%	0.44%	0.00%	0.60%	0.00%	0.00%	0.28%	0.00%	0.79%	0.42%	0.10%	0.25%					
24	7.Политическая партия «Либерально-демократическая партия России»	564	6	72	80	47	42	38	16	13	13	3	61	4	44	15	78	32					
		8.07%	4.35%	8.76%	8.50%	7.32%	10.17%	8.35%	8.29%	7.78%	9.63%	1.99%	8.52%	5.88%	8.73%	6.25%	7.73%	8.06%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	755	7	113	115	50	37	38	21	15	22	19	71	16	51	24	122	34					
		10.80%	5.07%	13.75%	12.22%	7.79%	8.96%	8.35%	10.88%	8.98%	16.30%	12.58%	9.92%	23.53%	10.12%	10.00%	12.09%	8.56%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	36	0	3	8	3	3	1	0	1	3	2	3	0	3	0	6	0					
		0.51%	0.00%	0.36%	0.85%	0.47%	0.73%	0.22%	0.00%	0.60%	2.22%	1.32%	0.42%	0.00%	0.60%	0.00%	0.59%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4749	103	517	605	454	287	293	141	125	84	115	504	45	355	178	663	280					
		67.93%	74.64%	62.90%	64.29%	70.72%	69.49%	64.40%	73.06%	74.85%	62.22%	76.16%	70.39%	66.18%	70.44%	74.17%	65.71%	70.53%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	81	0	13	15	9	3	2	0	1	1	3	4	1	1	1	22	5					
		1.16%	0.00%	1.58%	1.59%	1.40%	0.73%	0.44%	0.00%	0.60%	0.74%	1.99%	0.56%	1.47%	0.20%	0.42%	2.18%	1.26%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
