Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Калининская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	733	47	46	74	43	5	24	41	24	30	53	41	32	43	5	27	15	11	29	43	7	49	23	11	6	4					
		2.72%	2.75%	2.99%	3.65%	2.57%	1.70%	2.72%	3.07%	2.68%	2.06%	2.75%	2.23%	1.83%	4.79%	2.60%	3.09%	2.65%	2.71%	5.24%	2.22%	2.98%	5.10%	3.27%	1.11%	0.57%	1.37%					
19	2.Всероссийская политическая партия «Гражданская Сила»	127	14	13	9	7	1	10	11	1	4	7	6	8	0	0	3	6	1	0	8	3	3	6	2	3	1					
		0.47%	0.82%	0.85%	0.44%	0.42%	0.34%	1.14%	0.82%	0.11%	0.27%	0.36%	0.33%	0.46%	0.00%	0.00%	0.34%	1.06%	0.25%	0.00%	0.41%	1.28%	0.31%	0.85%	0.20%	0.29%	0.34%					
20	3.Политическая партия «Демократическая партия России»	26	0	0	4	1	0	0	0	0	3	4	1	5	1	0	0	0	0	0	2	1	2	1	0	1	0					
		0.10%	0.00%	0.00%	0.20%	0.06%	0.00%	0.00%	0.00%	0.00%	0.21%	0.21%	0.05%	0.29%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.43%	0.21%	0.14%	0.00%	0.10%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3703	220	216	270	229	28	76	172	166	179	322	195	229	159	9	122	80	47	76	252	42	119	108	171	186	30					
		13.74%	12.87%	14.07%	13.33%	13.70%	9.52%	8.63%	12.86%	18.53%	12.29%	16.73%	10.63%	13.10%	17.71%	4.69%	13.96%	14.16%	11.58%	13.74%	13.04%	17.87%	12.40%	15.36%	17.31%	17.80%	10.24%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	85	11	14	13	6	1	1	5	0	4	5	12	4	1	0	2	0	0	0	4	0	1	0	0	0	1					
		0.32%	0.64%	0.91%	0.64%	0.36%	0.34%	0.11%	0.37%	0.00%	0.27%	0.26%	0.65%	0.23%	0.11%	0.00%	0.23%	0.00%	0.00%	0.00%	0.21%	0.00%	0.10%	0.00%	0.00%	0.00%	0.34%					
23	6.Политическая партия «Партия социальной справедливости»	51	2	9	5	3	1	0	5	1	7	2	3	3	0	0	0	1	0	2	2	0	1	1	1	1	1					
		0.19%	0.12%	0.59%	0.25%	0.18%	0.34%	0.00%	0.37%	0.11%	0.48%	0.10%	0.16%	0.17%	0.00%	0.00%	0.00%	0.18%	0.00%	0.36%	0.10%	0.00%	0.10%	0.14%	0.10%	0.10%	0.34%					
24	7.Политическая партия «Либерально-демократическая партия России»	2317	150	133	164	174	30	60	117	113	120	193	154	176	71	13	67	37	53	63	133	14	75	36	73	84	14					
		8.59%	8.78%	8.66%	8.09%	10.41%	10.20%	6.81%	8.75%	12.61%	8.24%	10.03%	8.39%	10.07%	7.91%	6.77%	7.67%	6.55%	13.05%	11.39%	6.88%	5.96%	7.81%	5.12%	7.39%	8.04%	4.78%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2055	124	112	169	141	13	73	62	79	91	156	206	187	40	10	42	23	26	37	116	5	61	61	98	82	41					
		7.62%	7.26%	7.30%	8.34%	8.43%	4.42%	8.29%	4.64%	8.82%	6.25%	8.10%	11.23%	10.70%	4.45%	5.21%	4.81%	4.07%	6.40%	6.69%	6.00%	2.13%	6.35%	8.68%	9.92%	7.85%	13.99%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	190	15	16	16	13	0	6	13	4	9	7	4	14	5	0	17	7	3	4	17	0	5	6	2	5	2					
		0.70%	0.88%	1.04%	0.79%	0.78%	0.00%	0.68%	0.97%	0.45%	0.62%	0.36%	0.22%	0.80%	0.56%	0.00%	1.95%	1.24%	0.74%	0.72%	0.88%	0.00%	0.52%	0.85%	0.20%	0.48%	0.68%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16831	1079	888	1238	991	213	605	874	468	934	1154	1146	1010	557	154	576	385	264	326	1313	158	634	444	608	617	195					
		62.43%	63.14%	57.85%	61.11%	59.27%	72.45%	68.67%	65.37%	52.23%	64.15%	59.95%	62.45%	57.78%	62.03%	80.21%	65.90%	68.14%	65.02%	58.95%	67.93%	67.23%	66.04%	63.16%	61.54%	59.04%	66.55%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	127	13	7	15	13	0	5	16	4	2	6	13	4	2	0	3	0	1	2	7	1	5	0	4	4	0					
		0.47%	0.76%	0.46%	0.74%	0.78%	0.00%	0.57%	1.20%	0.45%	0.14%	0.31%	0.71%	0.23%	0.22%	0.00%	0.34%	0.00%	0.25%	0.36%	0.36%	0.43%	0.52%	0.00%	0.40%	0.38%	0.00%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
