Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Колпашевская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	810	10	20	10	20	0	20	0	20	15	20	20	15	20	10	15	20	15	15	15	10	10	15	20	10	15	15	10	5	20	15	5	10	25	20	20	15	20	5	10	40	5	15	20	15	10	20	20	15	10	10	10	50	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	351	10	9	6	5	0	6	0	6	7	11	5	8	5	2	11	5	1	8	3	2	5	7	11	2	13	4	2	0	11	4	0	1	12	7	13	0	2	0	1	29	0	9	19	15	5	4	19	9	6	3	0	25	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	186	6	2	3	3	15	1	3	6	6	3	6	1	1	1	11	9	3	5	1	5	0	2	1	4	6	4	1	2	3	4	1	1	5	3	4	2	16	1	1	1	0	4	6	1	3	2	1	2	4	4	0	2	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	459	0	11	4	15	0	14	0	14	8	9	15	7	15	8	4	15	14	7	12	8	5	8	9	8	2	11	8	5	9	11	5	9	13	13	7	15	18	5	9	11	5	6	1	0	5	16	1	6	4	7	10	25	4	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	1	1	2	0	2	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1611	39	63	28	52	1	64	12	51	54	87	88	33	50	16	44	78	42	50	35	30	28	37	40	28	54	66	14	5	68	29	6	5	51	4	14	5	25	3	5	20	5	22	1	6	2	32	24	12	5	7	5	38	3	25					
		9.51%	11.17%	9.65%	9.18%	9.56%	1.54%	11.57%	8.16%	9.70%	11.54%	12.81%	15.44%	7.76%	10.10%	6.87%	9.59%	13.49%	11.73%	10.12%	10.17%	10.56%	9.66%	8.39%	11.14%	7.02%	9.82%	12.38%	8.54%	5.81%	11.07%	8.53%	6.59%	6.94%	10.04%	1.97%	3.69%	3.27%	8.90%	5.00%	6.76%	7.38%	7.46%	5.60%	0.92%	3.66%	2.33%	9.64%	8.48%	11.43%	3.62%	6.19%	5.88%	9.03%	7.69%	12.25%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2612	69	114	59	84	40	82	18	92	68	58	75	77	78	34	76	77	48	82	62	38	45	65	46	62	82	51	29	13	117	68	24	17	72	30	64	11	43	7	12	51	4	55	14	16	15	54	58	9	22	16	15	51	9	34					
		15.42%	19.77%	17.46%	19.34%	15.44%	61.54%	14.83%	12.24%	17.49%	14.53%	8.54%	13.16%	18.12%	15.76%	14.59%	16.56%	13.32%	13.41%	16.60%	18.02%	13.38%	15.52%	14.74%	12.81%	15.54%	14.91%	9.57%	17.68%	15.12%	19.06%	20.00%	26.37%	23.61%	14.17%	14.78%	16.89%	7.19%	15.30%	11.67%	16.22%	18.82%	5.97%	13.99%	12.84%	9.76%	17.44%	16.27%	20.49%	8.57%	15.94%	14.16%	17.65%	12.11%	23.08%	16.67%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	163	4	17	3	6	0	7	2	3	1	4	3	4	5	0	5	11	5	0	0	1	3	8	1	3	12	1	0	1	6	2	0	0	8	1	0	0	8	1	1	0	1	2	1	1	1	3	2	2	5	0	2	2	0	4					
		0.96%	1.15%	2.60%	0.98%	1.10%	0.00%	1.27%	1.36%	0.57%	0.21%	0.59%	0.53%	0.94%	1.01%	0.00%	1.09%	1.90%	1.40%	0.00%	0.00%	0.35%	1.03%	1.81%	0.28%	0.75%	2.18%	0.19%	0.00%	1.16%	0.98%	0.59%	0.00%	0.00%	1.57%	0.49%	0.00%	0.00%	2.85%	1.67%	1.35%	0.00%	1.49%	0.51%	0.92%	0.61%	1.16%	0.90%	0.71%	1.90%	3.62%	0.00%	2.35%	0.48%	0.00%	1.96%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3489	65	141	68	117	0	122	31	102	98	183	137	119	112	56	106	126	64	99	72	62	54	71	87	125	129	145	33	9	109	54	12	7	88	36	53	25	86	4	21	28	15	87	7	27	17	54	47	14	36	11	8	75	4	31					
		20.60%	18.62%	21.59%	22.30%	21.51%	0.00%	22.06%	21.09%	19.39%	20.94%	26.95%	24.04%	28.00%	22.63%	24.03%	23.09%	21.80%	17.88%	20.04%	20.93%	21.83%	18.62%	16.10%	24.23%	31.33%	23.45%	27.20%	20.12%	10.47%	17.75%	15.88%	13.19%	9.72%	17.32%	17.73%	13.98%	16.34%	30.60%	6.67%	28.38%	10.33%	22.39%	22.14%	6.42%	16.46%	19.77%	16.27%	16.61%	13.33%	26.09%	9.73%	9.41%	17.81%	10.26%	15.20%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	397	6	13	13	10	0	23	8	14	17	30	20	9	8	18	14	15	5	13	7	6	5	12	9	11	23	11	5	0	12	0	1	0	8	3	7	2	4	0	0	4	0	8	0	1	1	5	4	0	2	3	0	4	0	3					
		2.34%	1.72%	1.99%	4.26%	1.84%	0.00%	4.16%	5.44%	2.66%	3.63%	4.42%	3.51%	2.12%	1.62%	7.73%	3.05%	2.60%	1.40%	2.63%	2.03%	2.11%	1.72%	2.72%	2.51%	2.76%	4.18%	2.06%	3.05%	0.00%	1.95%	0.00%	1.10%	0.00%	1.57%	1.48%	1.85%	1.31%	1.42%	0.00%	0.00%	1.48%	0.00%	2.04%	0.00%	0.61%	1.16%	1.51%	1.41%	0.00%	1.45%	2.65%	0.00%	0.95%	0.00%	1.47%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8201	156	286	124	268	22	243	70	249	221	306	218	176	226	100	204	251	173	241	156	142	128	239	167	158	236	242	75	56	285	179	44	40	271	124	235	108	111	44	34	162	40	208	86	108	50	175	147	66	61	75	53	234	22	106					
		48.42%	44.70%	43.80%	40.66%	49.26%	33.85%	43.94%	47.62%	47.34%	47.22%	45.07%	38.25%	41.41%	45.66%	42.92%	44.44%	43.43%	48.32%	48.79%	45.35%	50.00%	44.14%	54.20%	46.52%	39.60%	42.91%	45.40%	45.73%	65.12%	46.42%	52.65%	48.35%	55.56%	53.35%	61.08%	62.01%	70.59%	39.50%	73.33%	45.95%	59.78%	59.70%	52.93%	78.90%	65.85%	58.14%	52.71%	51.94%	62.86%	44.20%	66.37%	62.35%	55.58%	56.41%	51.96%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	147	2	4	3	1	0	5	4	3	2	5	5	3	8	6	2	5	3	2	3	0	5	5	9	1	2	4	2	1	9	4	1	1	4	2	4	1	4	1	0	3	0	5	0	1	0	2	1	1	0	0	1	6	1	0					
		0.87%	0.57%	0.61%	0.98%	0.18%	0.00%	0.90%	2.72%	0.57%	0.43%	0.74%	0.88%	0.71%	1.62%	2.58%	0.44%	0.87%	0.84%	0.40%	0.87%	0.00%	1.72%	1.13%	2.51%	0.25%	0.36%	0.75%	1.22%	1.16%	1.47%	1.18%	1.10%	1.39%	0.79%	0.99%	1.06%	0.65%	1.42%	1.67%	0.00%	1.11%	0.00%	1.27%	0.00%	0.61%	0.00%	0.60%	0.35%	0.95%	0.00%	0.00%	1.18%	1.43%	2.56%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
