Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Салаватская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №2774	УИК №2775	УИК №2776	УИК №2777	УИК №2778	УИК №2779	УИК №2780	УИК №2781	УИК №2782	УИК №2783	УИК №2784	УИК №2785	УИК №2786	УИК №2787	УИК №2788	УИК №2789	УИК №2790	УИК №2791	УИК №2792	УИК №2793	УИК №2794	УИК №2795	УИК №2796	УИК №2797	УИК №2798	УИК №2799	УИК №2800	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №3497									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	255	2	2	2	2	2	10	5	5	4	4	4	20	0	0	10	5	5	5	10	5	10	5	5	5	5	3	3	10	5	2	5	15	10	10	5	5	5	11	5	10	2	2	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	136	1	0	2	0	2	4	0	2	0	0	0	2	0	0	10	0	5	3	1	0	0	3	3	5	0	1	1	6	2	0	2	15	7	10	3	3	1	11	5	10	2	2	10	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	113	1	0	0	0	0	2	1	4	0	0	0	1	0	0	0	0	0	1	2	0	4	0	2	3	0	0	0	5	0	0	1	3	2	0	1	1	0	1	0	1	0	1	75	1									
14	Число погашенных неиспользованных открепительных удостоверений	119	1	2	0	2	0	6	5	3	4	4	4	18	0	0	0	5	0	2	9	5	10	2	2	0	5	2	2	4	3	2	3	0	3	0	2	2	4	0	0	0	0	0	0	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1	1	1	1	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	232	2	1	1	0	4	28	3	0	4	0	4	7	2	2	9	1	1	0	7	1	10	0	2	0	5	3	5	28	0	4	0	30	19	20	1	0	3	2	1	11	1	0	10	0									
		1.37%	0.63%	0.85%	0.50%	0.00%	2.11%	2.43%	2.16%	0.00%	1.53%	0.00%	1.42%	1.50%	0.85%	1.40%	1.87%	0.34%	0.46%	0.00%	1.64%	0.76%	2.13%	0.00%	0.53%	0.00%	1.67%	1.14%	2.69%	3.35%	0.00%	1.78%	0.00%	4.48%	2.08%	1.56%	0.30%	0.00%	0.71%	0.36%	0.78%	1.70%	0.35%	0.00%	1.53%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	395	3	2	24	2	3	1	8	6	2	0	2	18	12	6	27	2	10	6	13	2	8	2	10	5	10	8	5	50	2	2	16	30	5	0	18	0	13	12	4	10	8	9	19	0									
		2.33%	0.95%	1.71%	11.94%	2.27%	1.58%	0.09%	5.76%	4.51%	0.76%	0.00%	0.71%	3.85%	5.11%	4.20%	5.61%	0.69%	4.61%	1.31%	3.04%	1.52%	1.70%	1.03%	2.67%	3.21%	3.34%	3.04%	2.69%	5.99%	0.33%	0.89%	8.08%	4.48%	0.55%	0.00%	5.33%	0.00%	3.07%	2.14%	3.13%	1.55%	2.78%	2.88%	2.90%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	278	1	2	6	1	3	19	1	7	2	0	3	4	0	7	8	5	3	0	15	3	0	2	9	3	1	2	4	23	6	0	5	25	3	37	7	0	10	2	4	1	19	4	12	9									
		1.64%	0.32%	1.71%	2.99%	1.14%	1.58%	1.65%	0.72%	5.26%	0.76%	0.00%	1.06%	0.86%	0.00%	4.90%	1.66%	1.72%	1.38%	0.00%	3.51%	2.27%	0.00%	1.03%	2.40%	1.92%	0.33%	0.76%	2.15%	2.75%	0.99%	0.00%	2.53%	3.73%	0.33%	2.89%	2.07%	0.00%	2.36%	0.36%	3.13%	0.15%	6.60%	1.28%	1.83%	1.72%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10108	189	73	107	63	114	717	107	91	158	133	170	292	150	100	258	175	135	275	230	109	282	141	225	106	194	160	133	452	363	147	110	294	541	841	203	272	241	332	85	388	211	203	286	252									
		59.73%	59.81%	62.39%	53.23%	71.59%	60.00%	62.35%	76.98%	68.42%	60.31%	67.17%	60.28%	62.53%	63.83%	69.93%	53.64%	60.14%	62.21%	60.04%	53.86%	82.58%	60.00%	72.31%	60.00%	67.95%	64.88%	60.84%	71.51%	54.13%	60.30%	65.33%	55.56%	43.88%	59.13%	65.75%	60.06%	59.91%	56.97%	59.18%	66.41%	59.97%	73.26%	65.06%	43.66%	48.18%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	74	2	0	0	0	0	2	0	1	0	0	0	0	2	0	4	1	1	0	1	0	1	2	2	1	3	2	2	11	0	0	0	5	2	0	0	0	9	4	0	3	4	0	3	6									
		0.44%	0.63%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.83%	0.34%	0.46%	0.00%	0.23%	0.00%	0.21%	1.03%	0.53%	0.64%	1.00%	0.76%	1.08%	1.32%	0.00%	0.00%	0.00%	0.75%	0.22%	0.00%	0.00%	0.00%	2.13%	0.71%	0.00%	0.46%	1.39%	0.00%	0.46%	1.15%									
24	"6. Политическая партия ""Гражданская Платформа"""	77	2	2	0	0	3	3	0	2	0	0	0	3	0	0	6	0	0	0	2	0	0	0	1	0	0	0	1	2	0	0	0	1	3	0	0	0	0	1	0	2	0	40	3	0									
		0.45%	0.63%	1.71%	0.00%	0.00%	1.58%	0.26%	0.00%	1.50%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	1.25%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.54%	0.24%	0.00%	0.00%	0.00%	0.15%	0.33%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.31%	0.00%	12.82%	0.46%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2486	63	15	15	8	23	180	11	16	53	26	57	23	23	11	44	59	36	91	42	4	94	28	56	37	36	55	14	72	116	42	22	135	149	78	41	88	56	112	15	129	19	0	163	129									
		14.69%	19.94%	12.82%	7.46%	9.09%	12.11%	15.65%	7.91%	12.03%	20.23%	13.13%	20.21%	4.93%	9.79%	7.69%	9.15%	20.27%	16.59%	19.87%	9.84%	3.03%	20.00%	14.36%	14.93%	23.72%	12.04%	20.91%	7.53%	8.62%	19.27%	18.67%	11.11%	20.15%	16.28%	6.10%	12.13%	19.38%	13.24%	19.96%	11.72%	19.94%	6.60%	0.00%	24.89%	24.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	1	0	0	0	0	2	0	0	1	0	0	1	2	0	3	2	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	0	3	0	0	0	0	1	0									
		0.15%	0.32%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.38%	0.00%	0.00%	0.21%	0.85%	0.00%	0.62%	0.69%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.15%	0.11%	0.00%	0.00%	0.22%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	67	2	1	0	0	3	3	1	0	0	0	0	5	1	0	4	0	1	3	20	0	0	0	2	0	0	0	1	3	0	0	2	8	1	0	0	1	0	2	0	0	1	0	2	0									
		0.40%	0.63%	0.85%	0.00%	0.00%	1.58%	0.26%	0.72%	0.00%	0.00%	0.00%	0.00%	1.07%	0.43%	0.00%	0.83%	0.00%	0.46%	0.66%	4.68%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.54%	0.36%	0.00%	0.00%	1.01%	1.19%	0.11%	0.00%	0.00%	0.22%	0.00%	0.36%	0.00%	0.00%	0.35%	0.00%	0.31%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	0	0	0	1	3	0	0	0	1	0	0	0	2	0	3	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	1	0	3	0									
		0.14%	0.00%	0.00%	0.00%	1.14%	1.58%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.85%	0.00%	0.62%	0.00%	0.46%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.47%	0.36%	0.00%	0.00%	0.35%	0.00%	0.46%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	64	3	0	1	0	0	3	0	1	0	0	0	3	2	0	5	1	1	0	3	1	2	0	2	0	2	0	0	4	0	0	0	3	1	0	2	2	2	5	1	1	1	3	4	5									
		0.38%	0.95%	0.00%	0.50%	0.00%	0.00%	0.26%	0.00%	0.75%	0.00%	0.00%	0.00%	0.64%	0.85%	0.00%	1.04%	0.34%	0.46%	0.00%	0.70%	0.76%	0.43%	0.00%	0.53%	0.00%	0.67%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.45%	0.11%	0.00%	0.59%	0.44%	0.47%	0.89%	0.78%	0.15%	0.35%	0.96%	0.61%	0.96%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2594	44	18	33	10	29	180	6	4	39	33	43	47	35	7	83	45	24	69	73	9	71	17	56	4	45	29	16	168	89	22	36	101	156	275	51	74	71	73	16	97	18	44	131	103									
		15.33%	13.92%	15.38%	16.42%	11.36%	15.26%	15.65%	4.32%	3.01%	14.89%	16.67%	15.25%	10.06%	14.89%	4.90%	17.26%	15.46%	11.06%	15.07%	17.10%	6.82%	15.11%	8.72%	14.93%	2.56%	15.05%	11.03%	8.60%	20.12%	14.78%	9.78%	18.18%	15.07%	17.05%	21.50%	15.09%	16.30%	16.78%	13.01%	12.50%	14.99%	6.25%	14.10%	20.00%	19.69%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	38	0	0	0	0	2	4	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	1	1	0	0	0	0	4	8	0	0	0	1	0	0	0	4	3	1	1	1	0	2	0									
		0.22%	0.00%	0.00%	0.00%	0.00%	1.05%	0.35%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.43%	0.00%	0.21%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.51%	0.27%	0.00%	0.00%	0.00%	0.00%	0.48%	1.33%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.95%	0.53%	0.78%	0.15%	0.35%	0.00%	0.31%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	285	3	3	7	3	3	8	0	4	0	2	3	42	3	1	12	0	4	3	12	3	2	2	4	0	2	4	3	18	10	5	0	20	4	22	12	8	9	8	1	4	2	9	8	12									
		1.68%	0.95%	2.56%	3.48%	3.41%	1.58%	0.70%	0.00%	3.01%	0.00%	1.01%	1.06%	8.99%	1.28%	0.70%	2.49%	0.00%	1.84%	0.66%	2.81%	2.27%	0.43%	1.03%	1.07%	0.00%	0.67%	1.52%	1.61%	2.16%	1.66%	2.22%	0.00%	2.99%	0.44%	1.72%	3.55%	1.76%	2.13%	1.43%	0.78%	0.62%	0.69%	2.88%	1.22%	2.29%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
