Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Бикинская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	293	5	5	20	10	10	52	25	5	5	10	15	15	15	10	5	10	6	3	12	5	20	15	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	164	5	1	10	1	4	51	14	5	5	1	10	11	1	3	1	9	1	2	12	3	9	3	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	148	2	3	45	2	7	13	6	2	4	10	10	7	3	2	1	6	1	2	3	0	9	5	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	129	0	4	10	9	6	1	11	0	0	9	5	4	14	7	4	1	5	1	0	2	11	12	9	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	154	6	11	6	5	11	6	5	8	9	3	8	15	7	2	2	10	0	8	5	3	6	8	10	0					
		1.27%	1.31%	2.85%	0.79%	1.19%	2.14%	0.40%	0.59%	1.87%	2.19%	0.70%	0.92%	1.71%	1.06%	0.55%	1.24%	2.22%	0.00%	3.16%	1.77%	2.75%	0.84%	1.62%	2.41%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	55	3	4	2	1	3	12	1	1	0	2	2	6	4	0	0	0	0	1	2	0	7	2	1	1					
		0.45%	0.66%	1.04%	0.26%	0.24%	0.58%	0.80%	0.12%	0.23%	0.00%	0.47%	0.23%	0.68%	0.60%	0.00%	0.00%	0.00%	0.00%	0.40%	0.71%	0.00%	0.98%	0.41%	0.24%	0.38%					
20	3.Политическая партия «Демократическая партия России»	25	2	1	0	0	2	3	3	0	1	0	2	1	0	2	4	0	0	1	0	1	1	0	1	0					
		0.21%	0.44%	0.26%	0.00%	0.00%	0.39%	0.20%	0.36%	0.00%	0.24%	0.00%	0.23%	0.11%	0.00%	0.55%	2.48%	0.00%	0.00%	0.40%	0.00%	0.92%	0.14%	0.00%	0.24%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1103	37	44	58	59	70	71	39	55	36	41	124	95	62	46	12	80	1	19	13	4	53	41	27	16					
		9.08%	8.10%	11.40%	7.59%	14.05%	13.62%	4.73%	4.64%	12.85%	8.76%	9.56%	14.20%	10.82%	9.37%	12.71%	7.45%	17.74%	1.16%	7.51%	4.59%	3.67%	7.45%	8.32%	6.51%	6.02%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	69	2	1	3	3	1	13	2	2	2	2	7	7	10	0	0	4	0	1	1	0	5	2	1	0					
		0.57%	0.44%	0.26%	0.39%	0.71%	0.19%	0.87%	0.24%	0.47%	0.49%	0.47%	0.80%	0.80%	1.51%	0.00%	0.00%	0.89%	0.00%	0.40%	0.35%	0.00%	0.70%	0.41%	0.24%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	17	0	0	2	0	0	1	2	0	0	0	1	2	3	1	0	1	0	2	1	0	0	0	1	0					
		0.14%	0.00%	0.00%	0.26%	0.00%	0.00%	0.07%	0.24%	0.00%	0.00%	0.00%	0.11%	0.23%	0.45%	0.28%	0.00%	0.22%	0.00%	0.79%	0.35%	0.00%	0.00%	0.00%	0.24%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1617	78	61	93	39	44	157	121	54	67	65	120	104	118	56	14	70	21	30	39	6	119	74	41	26					
		13.30%	17.07%	15.80%	12.17%	9.29%	8.56%	10.46%	14.39%	12.62%	16.30%	15.15%	13.75%	11.85%	17.82%	15.47%	8.70%	15.52%	24.42%	11.86%	13.78%	5.50%	16.74%	15.01%	9.88%	9.77%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	767	18	13	36	39	32	47	41	27	32	36	103	123	51	15	14	24	4	4	12	1	28	29	18	20					
		6.31%	3.94%	3.37%	4.71%	9.29%	6.23%	3.13%	4.88%	6.31%	7.79%	8.39%	11.80%	14.01%	7.70%	4.14%	8.70%	5.32%	4.65%	1.58%	4.24%	0.92%	3.94%	5.88%	4.34%	7.52%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	72	5	3	3	3	3	10	5	1	2	2	5	10	4	2	0	3	1	1	2	1	2	2	2	0					
		0.59%	1.09%	0.78%	0.39%	0.71%	0.58%	0.67%	0.59%	0.23%	0.49%	0.47%	0.57%	1.14%	0.60%	0.55%	0.00%	0.67%	1.16%	0.40%	0.71%	0.92%	0.28%	0.41%	0.48%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8027	301	245	545	263	341	1111	616	274	257	269	480	495	389	233	111	251	58	184	203	93	475	330	304	199					
		66.04%	65.86%	63.47%	71.34%	62.62%	66.34%	74.02%	73.25%	64.02%	62.53%	62.70%	54.98%	56.38%	58.76%	64.36%	68.94%	55.65%	67.44%	72.73%	71.73%	85.32%	66.81%	66.94%	73.25%	74.81%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	82	1	0	7	2	3	14	0	4	4	4	11	11	6	1	0	4	1	1	0	0	2	2	4	0					
		0.67%	0.22%	0.00%	0.92%	0.48%	0.58%	0.93%	0.00%	0.93%	0.97%	0.93%	1.26%	1.25%	0.91%	0.28%	0.00%	0.89%	1.16%	0.40%	0.00%	0.00%	0.28%	0.41%	0.96%	0.00%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
