Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Бековская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	66	2	6	8	14	1	3	7	0	2	2	0	1	0	0	1	0	3	1	8	7									
		0.72%	0.28%	0.86%	0.77%	1.19%	0.25%	1.07%	2.57%	0.00%	0.96%	1.02%	0.00%	0.32%	0.00%	0.00%	0.54%	0.00%	1.62%	0.57%	0.99%	0.73%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	212	10	23	31	38	2	10	4	4	7	1	8	4	4	2	2	3	6	3	22	28									
		2.31%	1.42%	3.31%	2.99%	3.24%	0.50%	3.57%	1.47%	0.95%	3.37%	0.51%	1.36%	1.28%	2.13%	1.47%	1.08%	1.20%	3.24%	1.71%	2.75%	2.91%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	107	6	11	19	20	3	3	1	3	0	3	5	0	3	0	2	2	0	1	10	15									
		1.17%	0.85%	1.59%	1.83%	1.71%	0.76%	1.07%	0.37%	0.71%	0.00%	1.53%	0.85%	0.00%	1.60%	0.00%	1.08%	0.80%	0.00%	0.57%	1.25%	1.56%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6441	550	452	719	752	301	199	212	317	165	141	471	247	146	89	144	186	127	117	477	629									
		70.29%	77.90%	65.13%	69.27%	64.16%	75.82%	71.07%	77.94%	75.48%	79.33%	71.94%	80.24%	79.17%	77.66%	65.44%	77.42%	74.40%	68.65%	66.86%	59.55%	65.45%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	31	2	7	5	3	1	1	0	2	1	1	2	0	1	0	0	0	0	0	3	2									
		0.34%	0.28%	1.01%	0.48%	0.26%	0.25%	0.36%	0.00%	0.48%	0.48%	0.51%	0.34%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.21%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	0	1	3	4	0	1	0	1	1	1	0	0	0	0	0	0	0	2	0	1									
		0.16%	0.00%	0.14%	0.29%	0.34%	0.00%	0.36%	0.00%	0.24%	0.48%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	0.10%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	930	57	93	81	124	28	21	19	44	12	22	36	11	7	22	10	16	14	20	153	140									
		10.15%	8.07%	13.40%	7.80%	10.58%	7.05%	7.50%	6.99%	10.48%	5.77%	11.22%	6.13%	3.53%	3.72%	16.18%	5.38%	6.40%	7.57%	11.43%	19.10%	14.57%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	3	2	3	7	1	0	0	2	0	1	0	1	3	4	0	0	0	0	0	1									
		0.31%	0.42%	0.29%	0.29%	0.60%	0.25%	0.00%	0.00%	0.48%	0.00%	0.51%	0.00%	0.32%	1.60%	2.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	0	3	7	3	1	0	0	2	2	1	2	0	0	0	0	0	1	0	1	2									
		0.27%	0.00%	0.43%	0.67%	0.26%	0.25%	0.00%	0.00%	0.48%	0.96%	0.51%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.12%	0.21%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	1	1	1	0	2	1	0	0	0	0	0	0	0	0	0	1	1									
		0.09%	0.00%	0.00%	0.00%	0.09%	0.25%	0.36%	0.00%	0.48%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.10%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	1	4	5	6	0	6	1	1	1	0	0	1	0	1	0	0	0	0	0	8									
		0.38%	0.14%	0.58%	0.48%	0.51%	0.00%	2.14%	0.37%	0.24%	0.48%	0.00%	0.00%	0.32%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	909	24	60	119	132	22	24	25	38	13	5	54	35	24	16	27	36	18	28	103	106									
		9.92%	3.40%	8.65%	11.46%	11.26%	5.54%	8.57%	9.19%	9.05%	6.25%	2.55%	9.20%	11.22%	12.77%	11.76%	14.52%	14.40%	9.73%	16.00%	12.86%	11.03%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	0	0	0	3	0	1	0	0	1	0	0	1	0	0	0	3	0	0	0	2									
		0.12%	0.00%	0.00%	0.00%	0.26%	0.00%	0.36%	0.00%	0.00%	0.48%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.21%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	160	2	19	27	38	10	0	2	3	1	6	7	1	0	2	0	2	5	2	18	15									
		1.75%	0.28%	2.74%	2.60%	3.24%	2.52%	0.00%	0.74%	0.71%	0.48%	3.06%	1.19%	0.32%	0.00%	1.47%	0.00%	0.80%	2.70%	1.14%	2.25%	1.56%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
