Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Бодайбинская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №1899	УИК №1900									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1012	23	62	72	80	90	24	44	59	46	39	11	12	15	133	8	32	24	37	14	20	54	36	28	49									
		22.72%	21.50%	17.82%	20.40%	18.82%	25.79%	14.04%	34.38%	21.69%	20.63%	23.64%	16.92%	21.82%	20.55%	29.42%	17.39%	20.65%	18.90%	21.39%	22.95%	25.32%	20.45%	27.48%	27.45%	37.40%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	0	3	2	0	1	3	0	1	0	0	1	0	2	2	0	0	1	0	0	1	0	0	0	0									
		0.38%	0.00%	0.86%	0.57%	0.00%	0.29%	1.75%	0.00%	0.37%	0.00%	0.00%	1.54%	0.00%	2.74%	0.44%	0.00%	0.00%	0.79%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	29	1	6	4	2	4	2	0	0	1	0	0	0	0	5	0	0	0	1	0	0	2	0	0	1									
		0.65%	0.93%	1.72%	1.13%	0.47%	1.15%	1.17%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.76%	0.00%	0.00%	0.76%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	1	5	0	4	2	2	0	2	0	3	0	0	0	5	0	0	1	0	0	1	3	0	3	5									
		0.83%	0.93%	1.44%	0.00%	0.94%	0.57%	1.17%	0.00%	0.74%	0.00%	1.82%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.79%	0.00%	0.00%	1.27%	1.14%	0.00%	2.94%	3.82%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1131	29	100	107	118	104	51	27	85	68	42	13	16	6	92	10	32	32	51	12	10	61	31	16	18									
		25.39%	27.10%	28.74%	30.31%	27.76%	29.80%	29.82%	21.09%	31.25%	30.49%	25.45%	20.00%	29.09%	8.22%	20.35%	21.74%	20.65%	25.20%	29.48%	19.67%	12.66%	23.11%	23.66%	15.69%	13.74%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	2	1	3	4	0	0	0	2	2	0	0	0	0	1	0	0	3	1	1	0	1	0	0	1									
		0.49%	1.87%	0.29%	0.85%	0.94%	0.00%	0.00%	0.00%	0.74%	0.90%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	2.36%	0.58%	1.64%	0.00%	0.38%	0.00%	0.00%	0.76%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	115	0	11	9	4	9	6	3	4	8	2	2	0	1	18	1	3	3	4	1	1	11	7	3	4									
		2.58%	0.00%	3.16%	2.55%	0.94%	2.58%	3.51%	2.34%	1.47%	3.59%	1.21%	3.08%	0.00%	1.37%	3.98%	2.17%	1.94%	2.36%	2.31%	1.64%	1.27%	4.17%	5.34%	2.94%	3.05%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
