Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Урюпинская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №4501	УИК №4502	УИК №4503	УИК №4504	УИК №4505	УИК №4506	УИК №4507	УИК №4508	УИК №4509	УИК №4510	УИК №4511	УИК №4512	УИК №4513	УИК №4514	УИК №4515	УИК №4516	УИК №4517	УИК №4518	УИК №4519	УИК №4520	УИК №4521	УИК №4522	УИК №4523	УИК №4524	УИК №4525	УИК №4526	УИК №4527	УИК №4528	УИК №4529									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	203	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	23	3	0	1	0	2	2	0	0	0	0	0	1	1	0	4	0	0	2	0	0	0	0	2	0	0	0	2	0	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	20	0	0	0	0	3	1	1	1	0	0	1	1	2	0	1	0	0	1	0	4	0	0	1	1	1	0	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	180	4	7	6	7	5	5	7	7	7	7	7	6	6	7	3	7	7	5	7	7	7	7	5	7	7	7	5	7	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	45	5	0	2	1	2	0	0	0	2	2	0	2	2	1	4	0	0	6	0	1	0	0	4	4	5	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	79	3	3	1	1	6	0	1	0	2	6	0	0	3	1	3	7	1	5	0	3	2	2	5	4	9	2	4	5	0									
		0.70%	0.58%	1.07%	0.64%	0.33%	1.02%	0.00%	0.44%	0.00%	0.77%	0.81%	0.00%	0.00%	0.62%	0.34%	0.69%	1.73%	0.41%	1.20%	0.00%	0.52%	1.47%	0.96%	0.79%	1.14%	0.95%	0.38%	1.37%	0.96%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	292	13	12	4	4	19	0	7	5	4	19	7	18	7	2	19	8	5	9	5	17	2	3	20	12	32	10	8	4	17									
		2.58%	2.53%	4.29%	2.55%	1.31%	3.24%	0.00%	3.08%	3.60%	1.54%	2.56%	2.72%	3.80%	1.45%	0.68%	4.35%	1.98%	2.04%	2.17%	2.55%	2.95%	1.47%	1.44%	3.15%	3.41%	3.36%	1.90%	2.73%	0.77%	4.44%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	190	19	2	0	1	11	6	1	0	3	15	2	9	11	0	13	2	2	5	1	6	0	5	10	6	23	13	8	10	6									
		1.68%	3.70%	0.71%	0.00%	0.33%	1.88%	1.95%	0.44%	0.00%	1.15%	2.02%	0.78%	1.90%	2.27%	0.00%	2.97%	0.49%	0.82%	1.20%	0.51%	1.04%	0.00%	2.39%	1.58%	1.70%	2.42%	2.47%	2.73%	1.93%	1.57%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7098	352	176	105	214	344	233	183	99	211	477	161	289	314	204	238	283	140	245	123	372	93	115	329	198	482	342	170	348	258									
		62.77%	68.48%	62.86%	66.88%	69.93%	58.70%	75.65%	80.62%	71.22%	81.15%	64.29%	62.65%	60.97%	64.88%	69.15%	54.46%	69.88%	57.14%	59.04%	62.76%	64.47%	68.38%	55.02%	51.89%	56.25%	50.68%	64.90%	58.02%	67.05%	67.36%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	41	1	2	0	1	2	2	0	1	0	1	0	2	1	0	3	4	1	3	1	1	0	1	4	2	7	0	0	1	0									
		0.36%	0.19%	0.71%	0.00%	0.33%	0.34%	0.65%	0.00%	0.72%	0.00%	0.13%	0.00%	0.42%	0.21%	0.00%	0.69%	0.99%	0.41%	0.72%	0.51%	0.17%	0.00%	0.48%	0.63%	0.57%	0.74%	0.00%	0.00%	0.19%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	1	0	0	0	1	1	0	0	0	1	0	4	0	0	1	2	1	1	0	0	0	0	1	1	3	0	1	1	0									
		0.18%	0.19%	0.00%	0.00%	0.00%	0.17%	0.32%	0.00%	0.00%	0.00%	0.13%	0.00%	0.84%	0.00%	0.00%	0.23%	0.49%	0.41%	0.24%	0.00%	0.00%	0.00%	0.00%	0.16%	0.28%	0.32%	0.00%	0.34%	0.19%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1593	53	41	27	41	115	43	12	9	12	94	37	65	75	40	52	51	57	55	22	71	20	42	110	46	153	93	51	60	46									
		14.09%	10.31%	14.64%	17.20%	13.40%	19.62%	13.96%	5.29%	6.47%	4.62%	12.67%	14.40%	13.71%	15.50%	13.56%	11.90%	12.59%	23.27%	13.25%	11.22%	12.31%	14.71%	20.10%	17.35%	13.07%	16.09%	17.65%	17.41%	11.56%	12.01%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	39	2	0	2	2	1	0	0	0	0	6	0	0	2	0	3	2	0	1	1	2	0	0	2	3	10	0	0	0	0									
		0.34%	0.39%	0.00%	1.27%	0.65%	0.17%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.41%	0.00%	0.69%	0.49%	0.00%	0.24%	0.51%	0.35%	0.00%	0.00%	0.32%	0.85%	1.05%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	0	0	0	0	1	1	0	0	1	2	0	1	1	1	1	1	0	3	0	0	0	0	3	2	3	1	0	3	0									
		0.22%	0.00%	0.00%	0.00%	0.00%	0.17%	0.32%	0.00%	0.00%	0.38%	0.27%	0.00%	0.21%	0.21%	0.34%	0.23%	0.25%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.47%	0.57%	0.32%	0.19%	0.00%	0.58%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	0	3	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.44%	0.00%	0.38%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.17%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.26%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	0	1	0	0	1	1	0	0	0	10	0	2	2	2	9	1	1	2	0	2	1	3	8	0	4	2	0	1	4									
		0.50%	0.00%	0.36%	0.00%	0.00%	0.17%	0.32%	0.00%	0.00%	0.00%	1.35%	0.00%	0.42%	0.41%	0.68%	2.06%	0.25%	0.41%	0.48%	0.00%	0.35%	0.74%	1.44%	1.26%	0.00%	0.42%	0.38%	0.00%	0.19%	1.04%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1397	55	24	15	28	55	17	18	20	15	80	40	70	53	38	72	34	23	76	35	75	12	21	105	56	169	46	38	73	34									
		12.35%	10.70%	8.57%	9.55%	9.15%	9.39%	5.52%	7.93%	14.39%	5.77%	10.78%	15.56%	14.77%	10.95%	12.88%	16.48%	8.40%	9.39%	18.31%	17.86%	12.99%	8.82%	10.05%	16.56%	15.91%	17.77%	8.73%	12.97%	14.07%	8.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	3	2	0	2	1	0	0	0	0	1	0	2	1	0	5	1	3	1	1	0	0	0	2	1	4	2	1	1	0									
		0.30%	0.58%	0.71%	0.00%	0.65%	0.17%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.42%	0.21%	0.00%	1.14%	0.25%	1.22%	0.24%	0.51%	0.00%	0.00%	0.00%	0.32%	0.28%	0.42%	0.38%	0.34%	0.19%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	253	5	13	1	6	16	1	2	1	6	18	7	6	10	7	11	6	9	5	4	16	3	8	23	12	23	11	8	7	8									
		2.24%	0.97%	4.64%	0.64%	1.96%	2.73%	0.32%	0.88%	0.72%	2.31%	2.43%	2.72%	1.27%	2.07%	2.37%	2.52%	1.48%	3.67%	1.20%	2.04%	2.77%	2.21%	3.83%	3.63%	3.41%	2.42%	2.09%	2.73%	1.35%	2.09%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
