Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Боготольская городская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №2284	УИК №2285									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	1	0	0	3	2	2	0	0	2	2	0	0	0	1	0	0	1	0	0	2	0	1									
		0.29%	0.45%	0.00%	0.00%	0.91%	0.60%	0.55%	0.00%	0.00%	0.73%	0.83%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.27%	0.00%	0.00%	0.75%	0.00%	0.33%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	1	4	1	3	3	3	2	0	2	1	0	1	0	2	1	3	2	4	0	1	0	0									
		0.57%	0.45%	1.53%	0.31%	0.91%	0.91%	0.82%	0.63%	0.00%	0.73%	0.42%	0.00%	1.85%	0.00%	0.53%	0.37%	0.90%	0.53%	2.13%	0.00%	0.38%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1									
		0.15%	0.45%	0.38%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.30%	0.27%	0.00%	0.38%	0.00%	0.00%	0.33%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	46	4	2	4	2	5	0	6	2	3	1	2	1	0	2	0	2	3	0	3	2	2	0									
		0.77%	1.79%	0.76%	1.24%	0.60%	1.51%	0.00%	1.89%	0.56%	1.09%	0.42%	0.93%	1.85%	0.00%	0.53%	0.00%	0.60%	0.80%	0.00%	1.13%	0.75%	0.86%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1025	26	41	63	57	68	102	43	87	41	48	32	13	1	85	36	60	77	14	44	36	16	35									
		17.20%	11.61%	15.65%	19.57%	17.22%	20.54%	27.95%	13.52%	24.23%	14.91%	20.00%	14.88%	24.07%	1.92%	22.55%	13.38%	18.07%	20.42%	7.45%	16.60%	13.58%	6.87%	11.48%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	181	3	9	9	4	22	12	12	12	2	6	2	0	0	17	6	20	9	7	4	10	7	8									
		3.04%	1.34%	3.44%	2.80%	1.21%	6.65%	3.29%	3.77%	3.34%	0.73%	2.50%	0.93%	0.00%	0.00%	4.51%	2.23%	6.02%	2.39%	3.72%	1.51%	3.77%	3.00%	2.62%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	213	13	12	10	16	13	11	12	11	5	9	3	2	1	15	11	13	18	1	11	3	6	17									
		3.57%	5.80%	4.58%	3.11%	4.83%	3.93%	3.01%	3.77%	3.06%	1.82%	3.75%	1.40%	3.70%	1.92%	3.98%	4.09%	3.92%	4.77%	0.53%	4.15%	1.13%	2.58%	5.57%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
