Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Знаменская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687									
		0.51%	0.88%	1.42%	0.00%	0.81%	0.65%	0.00%	0.59%	0.58%	0.00%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%	0.51%	0.47%	0.82%	0.00%	2.67%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1261	82	117	103	65	100	52	104	37	24	22	19	11	79	20	35	27	16	37	35	65	6	23	33	13	12	73	27	14	10									
		24.77%	23.98%	33.24%	30.47%	26.42%	32.47%	27.66%	30.86%	21.39%	18.60%	12.64%	18.63%	19.64%	28.01%	16.67%	27.34%	15.61%	20.78%	18.78%	16.28%	26.64%	10.17%	30.67%	23.74%	22.41%	22.64%	23.17%	25.47%	27.45%	18.87%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	0	0	2	3	0	1	1	0	0	0	0	0	1	0	1	0	1	2	0	3	0	0	0	1	0	0	0	0	0									
		0.31%	0.00%	0.00%	0.59%	1.22%	0.00%	0.53%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.78%	0.00%	1.30%	1.02%	0.00%	1.23%	0.00%	0.00%	0.00%	1.72%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	95	16	7	16	3	10	4	4	2	2	3	4	0	3	0	0	0	0	1	2	4	0	0	5	2	1	5	0	0	1									
		1.87%	4.68%	1.99%	4.73%	1.22%	3.25%	2.13%	1.19%	1.16%	1.55%	1.72%	3.92%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.51%	0.93%	1.64%	0.00%	0.00%	3.60%	3.45%	1.89%	1.59%	0.00%	0.00%	1.89%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
