7	Число избирательных бюллетеней в переносных ящиках для голосования	11166	146	190	215	7	20	178	11	27	37	5	14	18	29	67	60	149	29	61	96	29	159	151	79	195	130	213	208	126	153	108	188	111	100	195	202	13	226	83	17	308	16	370	814	261	299	157	229	125	85	343	330	95	143	149	193	97	154	95	97	168	56	190	86	110	54	144	54	200	163	72	239	80	14	89	253	18	399	195	177	0									
8	Число бюллетеней в стационарных ящиках для голосования	107759	2054	1814	897	1078	1536	1562	1751	1350	369	402	1108	1142	466	1494	1979	1763	895	1542	1391	1311	1785	1771	831	1327	1617	1194	1890	1632	1977	1503	1732	1114	1593	1317	1511	1792	1737	2038	922	1414	1640	2012	1401	1653	1142	1744	1754	795	1302	1418	1326	743	1423	1543	703	1328	1764	1826	1805	1278	488	609	1522	533	925	1269	1668	1670	1092	1579	1359	856	1777	1980	1804	1239	1471	76	489	152									
9	Число недействительных избирательных бюллетеней	1837	26	20	12	14	22	17	29	25	1	8	14	15	14	34	42	24	22	19	24	24	23	27	15	7	15	22	33	36	16	19	29	29	19	22	26	18	25	4	12	26	27	18	30	26	6	14	23	9	40	32	50	8	28	11	12	19	16	25	227	22	5	7	17	10	7	21	27	20	18	32	26	34	31	37	23	19	26	3	2	0									
10	Число действительных избирательных бюллетеней	117088	2174	1984	1100	1071	1534	1723	1733	1352	405	399	1108	1145	481	1527	1997	1888	902	1584	1463	1316	1921	1895	895	1515	1732	1385	2065	1722	2114	1592	1891	1196	1674	1490	1687	1787	1938	2117	927	1696	1629	2364	2185	1888	1435	1887	1960	911	1347	1729	1606	830	1538	1681	884	1406	1902	1896	1675	1424	539	792	1591	633	972	1392	1695	1850	1237	1619	1572	902	1760	2032	2034	1238	1844	268	664	152									
11	Число полученных открепительных  удостоверений	4628	67	68	32	56	58	46	64	41	24	28	71	34	35	74	99	105	42	62	73	44	78	79	38	66	110	61	78	52	54	96	54	58	65	69	77	69	82	79	56	52	46	125	101	60	56	57	69	51	71	69	68	40	61	71	38	43	60	61	56	53	19	28	52	26	34	54	76	62	46	52	44	40	62	78	80	38	85	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	4547	67	68	32	56	56	46	64	41	21	18	71	34	30	74	98	104	42	61	69	41	75	79	37	64	109	61	78	52	54	96	54	57	65	69	75	69	82	79	54	52	44	125	90	60	56	56	69	51	71	69	67	40	59	71	38	43	60	61	56	52	15	28	52	26	34	54	72	61	40	52	43	39	62	78	78	36	85	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	5191	19	42	24	192	66	34	47	35	33	18	29	33	70	41	42	74	79	37	18	53	31	32	75	23	44	33	498	271	55	17	44	14	6	15	21	151	24	46	28	84	32	131	80	111	89	57	128	34	53	33	34	17	42	14	19	28	13	14	43	26	91	30	32	56	26	166	403	178	126	147	99	60	44	43	14	25	9	81	64	1									
14	Число неиспользованных открепительных удостоверений	81	0	0	0	0	2	0	0	0	3	10	0	0	5	0	1	1	0	1	4	3	3	0	1	2	1	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	2	0	11	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	1	4	0	0	0	0	0	4	1	6	0	1	1	0	0	2	2	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	417	3	6	3	1	6	3	3	6	1	0	16	1	3	10	19	6	4	5	5	2	9	3	4	8	7	3	12	8	21	9	8	7	5	1	6	6	11	5	6	6	4	9	11	7	8	10	5	6	5	6	8	3	8	7	0	3	6	3	5	5	1	3	3	0	3	1	2	4	3	2	4	1	9	5	7	1	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																											
19	Жириновский Владимир Вольфович	6561	129	109	70	82	117	93	150	101	38	34	72	49	30	78	98	143	48	89	87	79	99	109	42	33	91	61	116	110	73	80	90	82	72	85	112	66	93	26	55	100	93	114	111	102	67	110	103	54	73	104	85	58	87	89	43	93	97	108	88	96	44	64	89	44	72	83	114	114	31	54	107	59	95	128	83	84	119	7	82	22									
		5.52%	5.86%	5.44%	6.29%	7.56%	7.52%	5.34%	8.51%	7.33%	9.36%	8.35%	6.42%	4.22%	6.06%	4.99%	4.81%	7.48%	5.19%	5.55%	5.85%	5.90%	5.09%	5.67%	4.62%	2.17%	5.21%	4.34%	5.53%	6.26%	3.43%	4.97%	4.69%	6.69%	4.25%	5.62%	6.54%	3.66%	4.74%	1.23%	5.86%	5.81%	5.62%	4.79%	5.01%	5.33%	4.65%	5.79%	5.19%	5.87%	5.26%	5.91%	5.13%	6.92%	5.56%	5.26%	4.80%	6.53%	5.06%	5.62%	4.63%	6.64%	8.09%	8.01%	5.53%	6.84%	7.35%	5.87%	6.62%	6.10%	2.47%	3.27%	6.70%	6.30%	5.30%	6.19%	4.04%	6.68%	6.36%	2.58%	12.31%	14.47%									
20	Зюганов Геннадий Андреевич	18888	221	300	201	197	257	271	273	265	78	35	176	135	66	274	403	423	181	353	237	237	336	351	133	175	230	243	384	316	172	323	281	235	257	339	333	333	347	363	243	306	252	328	305	288	245	290	276	148	217	249	231	141	279	238	115	221	291	324	128	280	96	120	257	111	171	147	302	173	102	356	300	174	214	334	294	215	281	16	83	13									
		15.88%	10.05%	14.97%	18.08%	18.16%	16.52%	15.57%	15.49%	19.24%	19.21%	8.60%	15.69%	11.64%	13.33%	17.55%	19.76%	22.12%	19.59%	22.02%	15.94%	17.69%	17.28%	18.26%	14.62%	11.50%	13.17%	17.27%	18.30%	17.97%	8.08%	20.05%	14.64%	19.18%	15.18%	22.42%	19.44%	18.45%	17.68%	17.11%	25.88%	17.77%	15.22%	13.77%	13.77%	15.05%	17.00%	15.26%	13.92%	16.09%	15.65%	14.14%	13.95%	16.83%	17.82%	14.07%	12.83%	15.51%	15.17%	16.87%	6.73%	19.36%	17.65%	15.02%	15.98%	17.26%	17.47%	10.40%	17.54%	9.25%	8.13%	21.56%	18.77%	18.59%	11.95%	16.14%	14.29%	17.10%	15.03%	5.90%	12.46%	8.55%									
21	Миронов Сергей Михайлович	4105	44	67	26	39	40	49	62	60	13	9	44	38	17	69	90	100	59	79	71	43	76	81	27	52	49	46	86	87	63	37	43	44	36	49	66	66	68	11	41	70	64	61	65	90	48	48	83	33	54	70	47	23	59	53	31	46	55	60	19	72	18	19	60	42	31	60	60	72	48	58	50	53	53	83	68	38	74	4	16	0									
		3.45%	2.00%	3.34%	2.34%	3.59%	2.57%	2.82%	3.52%	4.36%	3.20%	2.21%	3.92%	3.28%	3.43%	4.42%	4.41%	5.23%	6.39%	4.93%	4.77%	3.21%	3.91%	4.21%	2.97%	3.42%	2.80%	3.27%	4.10%	4.95%	2.96%	2.30%	2.24%	3.59%	2.13%	3.24%	3.85%	3.66%	3.46%	0.52%	4.37%	4.07%	3.86%	2.56%	2.93%	4.70%	3.33%	2.52%	4.19%	3.59%	3.89%	3.98%	2.84%	2.74%	3.77%	3.13%	3.46%	3.23%	2.87%	3.12%	0.99%	4.98%	3.31%	2.38%	3.73%	6.53%	3.17%	4.25%	3.48%	3.85%	3.82%	3.51%	3.13%	5.66%	2.96%	4.01%	3.31%	3.02%	3.96%	1.48%	2.40%	0.00%									
22	Прохоров Михаил Дмитриевич	10724	126	152	130	191	242	108	128	109	38	54	146	89	58	156	307	230	139	215	155	129	232	218	124	68	119	139	196	216	86	167	172	134	132	135	164	140	170	25	117	186	143	274	108	195	134	170	178	76	166	139	125	109	140	152	59	129	130	195	78	135	36	73	156	56	80	120	148	100	73	167	131	92	166	201	145	86	150	9	54	4									
		9.02%	5.73%	7.58%	11.69%	17.60%	15.55%	6.21%	7.26%	7.92%	9.36%	13.27%	13.01%	7.67%	11.72%	9.99%	15.06%	12.03%	15.04%	13.41%	10.42%	9.63%	11.93%	11.34%	13.63%	4.47%	6.81%	9.88%	9.34%	12.29%	4.04%	10.37%	8.96%	10.94%	7.80%	8.93%	9.57%	7.76%	8.66%	1.18%	12.46%	10.80%	8.64%	11.50%	4.88%	10.19%	9.30%	8.94%	8.98%	8.26%	11.97%	7.89%	7.55%	13.01%	8.94%	8.98%	6.58%	9.05%	6.78%	10.15%	4.10%	9.34%	6.62%	9.14%	9.70%	8.71%	8.17%	8.49%	8.59%	5.35%	5.82%	10.12%	8.20%	9.83%	9.27%	9.71%	7.05%	6.84%	8.02%	3.32%	8.11%	2.63%									
23	Путин Владимир Владимирович	76810	1654	1356	673	562	878	1202	1120	817	238	267	670	834	310	950	1099	992	475	848	913	828	1178	1136	569	1187	1243	896	1283	993	1720	985	1305	701	1177	882	1012	1182	1260	1692	471	1034	1077	1587	1596	1213	941	1269	1320	600	837	1167	1118	499	973	1149	636	917	1329	1209	1362	841	345	516	1029	380	618	982	1071	1391	983	984	984	524	1232	1286	1444	815	1220	232	429	113									
		64.59%	75.18%	67.66%	60.52%	51.80%	56.43%	69.08%	63.56%	59.33%	58.62%	65.60%	59.71%	71.90%	62.63%	60.86%	53.90%	51.88%	51.41%	52.90%	61.40%	61.79%	60.60%	59.11%	62.53%	77.99%	71.15%	63.68%	61.15%	56.48%	80.75%	61.14%	67.97%	57.22%	69.52%	58.33%	59.08%	65.48%	64.19%	79.77%	50.16%	60.05%	65.04%	66.62%	72.05%	63.38%	65.30%	66.75%	66.57%	65.22%	60.35%	66.27%	67.51%	59.55%	62.13%	67.91%	70.98%	64.35%	69.29%	62.94%	71.61%	58.16%	63.42%	64.58%	63.99%	59.10%	63.13%	69.50%	62.20%	74.39%	78.33%	59.60%	61.58%	55.98%	68.79%	62.16%	70.20%	64.84%	65.24%	85.61%	64.41%	74.34%									
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
