11	Число полученных открепительных  удостоверений	3978	90	90	50	60	50	60	50	30	30	90	30	30	60	100	60	30	50	50	30	60	50	40	60	100	60	90	80	80	60	60	50	40	40	50	60	30	60	30	50	50	50	40	50	60	50	30	50	50	50	30	60	80	30	60	70	60	45	40	30	30	40	30	30	50	60	50	50	30	70	30	60	60	70	30	80	30	1	1	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2371	49	67	19	35	47	28	23	5	9	28	8	12	45	30	47	25	47	34	21	55	49	22	26	69	27	54	39	33	32	32	42	33	28	46	39	30	45	26	22	22	39	32	17	40	48	15	26	26	31	19	45	35	15	23	48	38	27	26	7	9	20	11	20	33	40	30	19	30	32	18	42	31	42	24	57	6	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2019	17	35	55	34	13	24	5	22	17	26	37	22	44	45	98	13	13	18	14	95	38	114	24	31	47	39	11	12	17	19	11	13	11	31	8	13	26	18	19	15	15	67	26	29	11	5	17	21	22	6	46	23	32	30	15	32	20	22	16	14	7	9	26	28	23	32	14	21	7	12	18	27	57	9	11	7	8	70	0					
14	Число неиспользованных открепительных удостоверений	1607	41	23	31	25	3	32	27	25	21	62	22	18	15	70	13	5	3	16	9	5	1	18	34	31	33	36	41	47	28	28	8	7	12	4	21	0	15	4	28	28	11	8	33	20	2	15	24	24	19	11	15	45	15	37	22	22	18	14	23	21	20	19	10	17	20	20	31	0	38	12	18	29	28	6	23	24	1	1	1					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	124	3	1	1	1	1	1	6	1	0	1	2	1	1	7	1	0	1	3	4	2	1	0	1	1	1	2	3	6	3	2	1	0	2	1	0	0	4	0	2	2	0	3	1	6	0	2	1	2	1	0	3	2	4	1	5	2	2	1	0	1	0	5	0	1	1	1	0	0	3	2	1	2	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																						
18	Богданов Андрей Владимирович	1635	22	23	17	25	22	21	26	6	8	25	10	13	28	42	37	16	35	26	16	26	34	13	12	38	21	23	30	31	25	17	16	20	22	33	31	19	20	18	30	19	17	31	20	26	20	7	10	29	22	12	24	29	18	19	19	35	19	17	3	6	26	13	11	31	27	21	15	26	16	12	22	7	25	21	34	5	5	17	2					
		1.35%	0.92%	0.89%	1.02%	1.51%	1.14%	1.33%	1.43%	1.42%	1.91%	2.15%	1.01%	2.22%	1.85%	2.27%	1.79%	1.51%	1.87%	1.52%	1.11%	1.57%	1.58%	1.40%	0.63%	1.65%	1.39%	1.35%	1.46%	1.46%	1.24%	1.00%	1.02%	1.24%	0.87%	2.09%	1.69%	1.18%	0.87%	1.51%	2.24%	1.89%	0.81%	1.93%	1.97%	1.23%	0.88%	0.65%	1.10%	1.51%	1.18%	1.31%	1.27%	1.60%	1.79%	1.12%	1.02%	1.63%	0.90%	1.18%	0.75%	0.67%	1.57%	1.44%	1.32%	1.80%	1.45%	1.18%	1.21%	1.72%	0.99%	1.06%	1.41%	0.33%	1.52%	1.40%	1.57%	4.95%	0.85%	2.74%	1.65%					
19	Жириновский Владимир Вольфович	9388	187	113	122	117	153	138	177	45	38	91	41	47	106	142	195	81	131	143	105	161	150	55	119	182	58	154	138	153	124	126	105	94	163	177	128	118	126	92	119	117	159	142	111	215	149	75	84	153	146	86	127	117	76	143	146	148	116	146	52	64	136	76	118	126	130	150	103	153	102	92	152	202	120	123	159	19	21	108	12					
		7.76%	7.82%	4.38%	7.32%	7.08%	7.94%	8.73%	9.71%	10.61%	9.07%	7.84%	4.15%	8.03%	7.02%	7.68%	9.43%	7.63%	6.99%	8.38%	7.27%	9.72%	6.96%	5.91%	6.21%	7.92%	3.84%	9.04%	6.74%	7.22%	6.15%	7.44%	6.66%	5.84%	6.42%	11.23%	6.99%	7.32%	5.45%	7.70%	8.87%	11.64%	7.60%	8.85%	10.95%	10.19%	6.56%	7.00%	9.25%	7.95%	7.81%	9.38%	6.71%	6.46%	7.57%	8.44%	7.84%	6.91%	5.49%	10.14%	13.03%	7.20%	8.19%	8.41%	14.13%	7.33%	6.99%	8.45%	8.34%	10.15%	6.34%	8.09%	9.77%	9.56%	7.28%	8.22%	7.33%	18.81%	3.57%	17.42%	9.92%					
20	Зюганов Геннадий Андреевич	18373	235	167	243	189	258	211	238	52	38	122	69	79	269	343	466	162	346	242	271	373	366	140	268	323	99	360	291	351	323	246	216	241	379	367	311	286	291	201	323	211	369	284	230	277	248	127	219	291	311	119	272	349	108	229	252	317	242	220	99	139	247	91	107	289	240	270	230	382	182	208	222	299	261	233	310	20	33	75	6					
		15.18%	9.82%	6.48%	14.58%	11.43%	13.38%	13.35%	13.06%	12.26%	9.07%	10.51%	6.98%	13.50%	17.81%	18.55%	22.53%	15.25%	18.45%	14.19%	18.77%	22.52%	16.99%	15.04%	13.99%	14.05%	6.56%	21.13%	14.21%	16.56%	16.01%	14.53%	13.71%	14.97%	14.93%	23.29%	16.99%	17.75%	12.59%	16.82%	24.09%	20.99%	17.63%	17.71%	22.68%	13.13%	10.91%	11.86%	24.12%	15.12%	16.63%	12.98%	14.38%	19.26%	10.76%	13.51%	13.53%	14.79%	11.45%	15.28%	24.81%	15.64%	14.88%	10.07%	12.81%	16.81%	12.92%	15.21%	18.62%	25.33%	11.31%	18.29%	14.27%	14.15%	15.84%	15.57%	14.29%	19.80%	5.61%	12.10%	4.96%					
21	Медведев Дмитрий Анатольевич	89893	1929	2238	1276	1297	1462	1187	1350	318	332	908	858	439	1078	1282	1325	791	1343	1251	1031	1061	1534	708	1495	1736	1317	1132	1562	1550	1522	1271	1218	1226	1956	976	1336	1176	1849	874	827	635	1523	1124	630	1592	1829	843	585	1426	1372	696	1441	1304	791	1280	1416	1638	1665	1053	242	671	1234	706	582	1254	1442	1307	872	918	1210	806	1139	1590	1227	1099	1639	57	527	406	101					
		74.27%	80.64%	86.85%	76.54%	78.46%	75.83%	75.13%	74.05%	75.00%	79.24%	78.21%	86.84%	75.04%	71.39%	69.33%	64.07%	74.48%	71.63%	73.33%	71.40%	64.07%	71.22%	76.05%	78.03%	75.51%	87.28%	66.43%	76.27%	73.15%	75.46%	75.07%	77.28%	76.15%	77.07%	61.93%	72.97%	72.99%	79.97%	73.14%	61.67%	63.18%	72.77%	70.07%	62.13%	75.45%	80.47%	78.71%	64.43%	74.12%	73.37%	75.90%	76.16%	71.96%	78.78%	75.52%	76.05%	76.43%	78.76%	73.13%	60.65%	75.48%	74.34%	78.10%	69.70%	72.95%	77.61%	73.63%	70.61%	60.88%	75.20%	70.89%	73.20%	75.25%	74.45%	73.46%	75.53%	56.44%	89.63%	65.48%	83.47%					
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
