Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Бутырский район																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619					
15	Число открепительных удостоверений выданных ТИК	16	0	0	0	2	0	0	1	2	0	1	0	0	1	3	4	1	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	127	3	8	4	8	4	8	6	4	4	13	5	6	10	10	8	14	12					
		0.55%	0.33%	0.64%	0.40%	0.62%	0.30%	0.66%	0.45%	0.31%	0.24%	0.79%	0.31%	0.37%	0.64%	0.60%	0.57%	1.12%	1.02%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1905	101	110	112	114	96	105	127	96	103	127	140	133	90	191	99	85	76					
		8.29%	11.12%	8.88%	11.35%	8.90%	7.40%	8.67%	9.64%	7.55%	6.36%	7.74%	8.82%	8.29%	5.84%	11.51%	7.09%	6.84%	6.50%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	410	16	20	10	22	25	26	25	22	29	25	30	35	20	16	39	24	26					
		1.78%	1.76%	1.61%	1.01%	1.71%	1.92%	2.14%	1.89%	1.73%	1.79%	1.52%	1.89%	2.18%	1.29%	0.96%	2.79%	1.93%	2.22%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3120	160	173	169	175	192	115	189	175	205	204	223	208	192	250	210	175	105					
		13.58%	17.62%	13.97%	17.13%	13.67%	14.81%	9.50%	14.35%	13.76%	12.66%	12.43%	14.06%	12.97%	12.46%	15.06%	15.04%	14.09%	8.98%					
22	"5. ""За Русь Святую"""	76	1	6	3	10	5	6	5	5	3	8	5	2	5	1	3	3	5					
		0.33%	0.11%	0.48%	0.30%	0.78%	0.38%	0.49%	0.37%	0.39%	0.18%	0.48%	0.31%	0.12%	0.32%	0.06%	0.21%	0.24%	0.42%					
23	"6. ""Объединенная Российская партия ""Русь"""	44	1	4	3	0	2	3	4	3	3	3	6	1	3	0	0	5	3					
		0.19%	0.11%	0.32%	0.30%	0.0%	0.15%	0.24%	0.30%	0.23%	0.18%	0.18%	0.37%	0.06%	0.19%	0.0%	0.0%	0.40%	0.25%					
24	"7. ""Новый курс - Автомобильная Россия"""	356	14	18	14	20	19	16	21	17	25	27	29	27	26	25	22	12	24					
		1.55%	1.54%	1.45%	1.41%	1.56%	1.46%	1.32%	1.59%	1.33%	1.54%	1.64%	1.82%	1.68%	1.68%	1.50%	1.57%	0.96%	2.05%					
25	"8. ""Народно-республиканская партия России"""	13	0	1	3	0	0	1	0	0	0	0	2	2	0	1	1	1	1					
		0.05%	0.0%	0.08%	0.30%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.12%	0.12%	0.0%	0.06%	0.07%	0.08%	0.08%					
26	"9. ""Российская экологическая партия ""Зеленые"""	185	8	8	7	11	7	7	14	11	20	17	9	7	16	12	6	19	6					
		0.80%	0.88%	0.64%	0.70%	0.85%	0.54%	0.57%	1.06%	0.86%	1.23%	1.03%	0.56%	0.43%	1.03%	0.72%	0.42%	1.52%	0.51%					
27	"10. ""Аграрная партия России"""	351	14	30	23	15	15	19	17	21	20	33	21	22	25	2	28	23	23					
		1.52%	1.54%	2.42%	2.33%	1.17%	1.15%	1.57%	1.29%	1.65%	1.23%	2.01%	1.32%	1.37%	1.62%	0.12%	2.00%	1.85%	1.96%					
28	"11. ""Истинные патриоты России"""	23	2	1	2	1	0	4	4	0	2	1	0	1	0	2	1	0	2					
		0.10%	0.22%	0.08%	0.20%	0.07%	0.0%	0.33%	0.30%	0.0%	0.12%	0.06%	0.0%	0.06%	0.0%	0.12%	0.07%	0.0%	0.17%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	252	12	16	14	22	11	13	18	15	7	16	20	24	16	16	11	10	11					
		1.09%	1.32%	1.29%	1.41%	1.71%	0.84%	1.07%	1.36%	1.18%	0.43%	0.97%	1.26%	1.49%	1.03%	0.96%	0.78%	0.80%	0.94%					
30	"13. ""Демократическая партия России"""	32	1	0	1	1	1	1	3	1	3	0	1	3	4	2	2	4	4					
		0.13%	0.11%	0.0%	0.10%	0.07%	0.07%	0.08%	0.22%	0.07%	0.18%	0.0%	0.06%	0.18%	0.25%	0.12%	0.14%	0.32%	0.34%					
31	"14. ""Великая Россия - Евразийский Союз"""	28	1	1	2	0	1	0	3	2	2	2	3	1	2	2	3	0	3					
		0.12%	0.11%	0.08%	0.20%	0.0%	0.07%	0.0%	0.22%	0.15%	0.12%	0.12%	0.18%	0.06%	0.12%	0.12%	0.21%	0.0%	0.25%					
32	"15. ""Партия СЛОН"""	38	4	1	3	2	0	2	2	3	2	1	7	6	3	1	1	0	0					
		0.16%	0.44%	0.08%	0.30%	0.15%	0.0%	0.16%	0.15%	0.23%	0.12%	0.06%	0.44%	0.37%	0.19%	0.06%	0.07%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3584	111	150	123	172	214	150	183	168	246	280	255	358	350	325	214	161	124					
		15.61%	12.22%	12.11%	12.47%	13.43%	16.51%	12.39%	13.89%	13.21%	15.19%	17.07%	16.07%	22.33%	22.72%	19.59%	15.32%	12.96%	10.61%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	21	0	2	0	2	3	0	0	2	1	0	4	0	3	4	0	0	0					
		0.09%	0.0%	0.16%	0.0%	0.15%	0.23%	0.0%	0.0%	0.15%	0.06%	0.0%	0.25%	0.0%	0.19%	0.24%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1474	39	95	69	89	96	83	93	73	99	115	99	69	91	100	74	90	100					
		6.42%	4.29%	7.67%	6.99%	6.95%	7.40%	6.85%	7.06%	5.74%	6.11%	7.01%	6.24%	4.30%	5.90%	6.02%	5.30%	7.24%	8.56%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	214	16	16	10	11	7	15	16	8	11	16	19	14	7	18	9	17	4					
		0.93%	1.76%	1.29%	1.01%	0.85%	0.54%	1.23%	1.21%	0.62%	0.67%	0.97%	1.19%	0.87%	0.45%	1.08%	0.64%	1.36%	0.34%					
37	"20. ""Политическая партия ""Единая Россия"""	7138	269	402	286	427	435	439	375	409	534	540	434	390	434	423	485	401	455					
		31.09%	29.62%	32.47%	29.00%	33.35%	33.56%	36.28%	28.47%	32.17%	32.98%	32.92%	27.36%	24.32%	28.18%	25.49%	34.74%	32.28%	38.95%					
38	"21. ""Российская Конституционно-демократическая партия"""	28	1	1	2	0	2	1	3	1	1	3	3	2	1	0	2	4	1					
		0.12%	0.11%	0.08%	0.20%	0.0%	0.15%	0.08%	0.22%	0.07%	0.06%	0.18%	0.18%	0.12%	0.06%	0.0%	0.14%	0.32%	0.08%					
39	"22. ""Развитие предпринимательства"""	58	0	1	1	1	2	4	4	6	2	4	3	8	6	9	1	4	2					
		0.25%	0.0%	0.08%	0.10%	0.07%	0.15%	0.33%	0.30%	0.47%	0.12%	0.24%	0.18%	0.49%	0.38%	0.54%	0.07%	0.32%	0.17%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1787	73	73	62	81	76	94	111	112	146	100	143	174	151	129	100	89	73					
		7.78%	8.03%	5.89%	6.28%	6.32%	5.86%	7.76%	8.42%	8.81%	9.01%	6.09%	9.01%	10.85%	9.80%	7.77%	7.16%	7.16%	6.25%					
																								
41	Против всех	1438	57	80	51	84	67	73	80	109	129	90	109	100	75	101	67	82	84					
		6.26%	6.27%	6.46%	5.17%	6.56%	5.16%	6.03%	6.07%	8.57%	7.96%	5.48%	6.87%	6.23%	4.87%	6.08%	4.79%	6.60%	7.19%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
