Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
"Наименование Избирательной комиссии:    Волгоград, Краснооктябрьская"																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460					
		0.18%	0.30%	0.25%	0.46%	0.22%	0.17%	0.34%	0.0%	0.07%	0.25%	0.43%	0.0%	0.40%	0.14%	0.09%	0.42%	0.0%	0.44%	0.31%	0.33%	0.07%	0.15%	0.08%	0.18%	0.08%	0.0%	0.18%	0.15%	0.0%	0.77%	0.40%	0.0%	0.0%	0.07%	0.22%	0.0%	0.27%	0.0%	0.21%	0.12%	0.15%	0.08%	0.20%	0.14%	0.07%	0.15%	0.15%	0.09%	0.21%	0.0%	0.25%	0.35%	0.14%					
24	"7. ""Новый курс - Автомобильная Россия"""	384	6	6	9	1	7	2	4	11	9	5	7	1	13	2	5	8	5	11	7	6	7	1	4	5	3	7	3	6	9	10	2	3	9	9	10	7	12	9	5	16	19	11	13	15	11	10	11	13	8	5	3	3					
		0.65%	0.46%	0.50%	0.69%	0.07%	0.62%	0.17%	0.4%	0.85%	0.75%	0.54%	1.34%	0.20%	1.84%	0.19%	0.52%	0.57%	0.37%	0.69%	0.58%	0.43%	0.53%	0.08%	0.36%	0.42%	0.49%	0.65%	0.23%	0.68%	0.99%	2.04%	0.23%	0.93%	0.67%	0.67%	0.70%	0.47%	0.92%	0.65%	0.62%	1.20%	1.58%	1.12%	0.93%	1.16%	0.83%	0.78%	1.00%	0.94%	0.60%	0.42%	0.26%	0.42%					
25	"8. ""Народно-республиканская партия России"""	46	2	0	0	4	1	2	0	0	0	0	1	0	1	3	0	2	0	3	1	0	0	2	0	1	1	1	3	0	0	0	0	0	1	2	0	0	1	1	0	2	2	0	1	1	0	3	0	1	1	0	1	1					
		0.07%	0.15%	0.0%	0.0%	0.30%	0.08%	0.17%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.14%	0.28%	0.0%	0.14%	0.0%	0.18%	0.08%	0.0%	0.0%	0.16%	0.0%	0.08%	0.16%	0.09%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.14%	0.0%	0.0%	0.07%	0.07%	0.0%	0.15%	0.16%	0.0%	0.07%	0.07%	0.0%	0.23%	0.0%	0.07%	0.07%	0.0%	0.08%	0.14%					
26	"9. ""Российская экологическая партия ""Зеленые"""	223	4	4	5	5	4	7	2	8	3	1	1	2	5	2	4	5	6	7	8	9	3	4	1	6	4	3	3	1	6	3	1	3	1	4	5	9	5	6	2	7	3	5	7	10	5	4	6	2	7	1	2	2					
		0.38%	0.30%	0.33%	0.38%	0.37%	0.35%	0.60%	0.2%	0.62%	0.25%	0.10%	0.19%	0.40%	0.71%	0.19%	0.42%	0.35%	0.44%	0.44%	0.67%	0.65%	0.23%	0.32%	0.09%	0.50%	0.66%	0.28%	0.23%	0.11%	0.66%	0.61%	0.11%	0.93%	0.07%	0.29%	0.35%	0.61%	0.38%	0.43%	0.24%	0.52%	0.24%	0.50%	0.50%	0.77%	0.38%	0.31%	0.54%	0.14%	0.52%	0.08%	0.17%	0.28%					
27	"10. ""Аграрная партия России"""	856	17	22	18	14	13	16	12	22	16	22	2	9	21	14	14	18	23	22	15	16	19	9	13	9	10	13	14	15	10	7	19	5	15	30	17	29	17	19	6	13	16	18	20	27	29	24	21	22	15	18	20	11					
		1.47%	1.31%	1.85%	1.39%	1.06%	1.16%	1.39%	1.2%	1.71%	1.35%	2.38%	0.38%	1.82%	2.98%	1.35%	1.47%	1.29%	1.71%	1.39%	1.25%	1.16%	1.46%	0.72%	1.17%	0.75%	1.65%	1.22%	1.08%	1.70%	1.10%	1.43%	2.20%	1.55%	1.12%	2.23%	1.20%	1.98%	1.30%	1.38%	0.74%	0.97%	1.33%	1.83%	1.44%	2.09%	2.20%	1.89%	1.91%	1.6%	1.13%	1.51%	1.76%	1.54%					
28	"11. ""Истинные патриоты России"""	33	0	0	1	0	2	1	0	0	1	1	0	0	0	1	1	1	0	2	1	0	0	0	0	0	1	0	2	1	1	1	2	0	1	2	1	0	0	0	0	2	1	1	1	0	0	0	0	1	2	0	0	1					
		0.05%	0.0%	0.0%	0.07%	0.0%	0.17%	0.08%	0.0%	0.0%	0.08%	0.10%	0.0%	0.0%	0.0%	0.09%	0.10%	0.07%	0.0%	0.12%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.15%	0.11%	0.11%	0.20%	0.23%	0.0%	0.07%	0.14%	0.07%	0.0%	0.0%	0.0%	0.0%	0.15%	0.08%	0.10%	0.07%	0.0%	0.0%	0.0%	0.0%	0.07%	0.15%	0.0%	0.0%	0.14%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	474	12	6	8	11	4	4	12	11	1	7	5	3	10	7	3	14	9	14	7	15	9	14	8	8	8	8	8	2	2	5	3	3	12	9	12	16	15	7	4	9	11	12	20	7	24	16	15	13	13	8	5	5					
		0.81%	0.92%	0.50%	0.61%	0.83%	0.35%	0.34%	1.2%	0.85%	0.08%	0.75%	0.96%	0.60%	1.42%	0.67%	0.31%	1.00%	0.67%	0.88%	0.58%	1.08%	0.69%	1.12%	0.72%	0.67%	1.32%	0.75%	0.62%	0.22%	0.22%	1.02%	0.34%	0.93%	0.90%	0.67%	0.84%	1.09%	1.15%	0.51%	0.49%	0.67%	0.91%	1.22%	1.44%	0.54%	1.82%	1.26%	1.36%	0.94%	0.98%	0.67%	0.44%	0.70%					
30	"13. ""Демократическая партия России"""	86	0	1	5	1	4	2	0	3	1	1	1	0	1	0	6	1	2	3	1	0	2	2	0	1	1	1	1	1	0	0	1	1	2	3	2	3	3	1	0	4	5	2	2	1	3	1	0	2	1	0	2	5					
		0.14%	0.0%	0.08%	0.38%	0.07%	0.35%	0.17%	0.0%	0.23%	0.08%	0.10%	0.19%	0.0%	0.14%	0.0%	0.63%	0.07%	0.14%	0.18%	0.08%	0.0%	0.15%	0.16%	0.0%	0.08%	0.16%	0.09%	0.07%	0.11%	0.0%	0.0%	0.11%	0.31%	0.15%	0.22%	0.14%	0.20%	0.23%	0.07%	0.0%	0.30%	0.41%	0.20%	0.14%	0.07%	0.22%	0.07%	0.0%	0.14%	0.07%	0.0%	0.17%	0.70%					
31	"14. ""Великая Россия - Евразийский Союз"""	98	3	2	1	4	2	0	0	2	2	2	4	2	0	4	1	0	3	1	7	3	2	1	1	1	1	1	2	0	1	0	3	0	0	1	1	2	2	2	3	5	1	1	1	2	5	1	1	0	3	7	1	3					
		0.16%	0.23%	0.16%	0.07%	0.30%	0.17%	0.0%	0.0%	0.15%	0.16%	0.21%	0.76%	0.40%	0.0%	0.38%	0.10%	0.0%	0.22%	0.06%	0.58%	0.21%	0.15%	0.08%	0.09%	0.08%	0.16%	0.09%	0.15%	0.0%	0.11%	0.0%	0.34%	0.0%	0.0%	0.07%	0.07%	0.13%	0.15%	0.14%	0.37%	0.37%	0.08%	0.10%	0.07%	0.15%	0.38%	0.07%	0.09%	0.0%	0.22%	0.58%	0.08%	0.42%					
32	"15. ""Партия СЛОН"""	94	2	0	3	0	2	2	0	3	1	1	1	4	1	0	3	4	4	1	1	3	0	0	2	1	2	1	2	0	2	0	0	2	4	1	2	2	1	2	2	3	4	0	2	3	3	2	2	3	2	5	2	1					
		0.16%	0.15%	0.0%	0.23%	0.0%	0.17%	0.17%	0.0%	0.23%	0.08%	0.10%	0.19%	0.80%	0.14%	0.0%	0.31%	0.28%	0.29%	0.06%	0.08%	0.21%	0.0%	0.0%	0.18%	0.08%	0.33%	0.09%	0.15%	0.0%	0.22%	0.0%	0.0%	0.62%	0.30%	0.07%	0.14%	0.13%	0.07%	0.14%	0.24%	0.22%	0.33%	0.0%	0.14%	0.23%	0.22%	0.15%	0.18%	0.21%	0.15%	0.42%	0.17%	0.14%					
33	"16. ""Родина"" (народно-патриотический союз)"""	8099	163	141	167	206	144	139	116	182	153	120	69	62	96	141	142	167	162	287	163	171	158	176	148	148	62	123	164	109	106	68	105	54	244	222	252	192	182	193	109	183	198	173	241	167	208	178	156	181	209	152	153	94					
		13.91%	12.56%	11.89%	12.91%	15.60%	12.85%	12.07%	11.6%	14.21%	12.91%	13.00%	13.26%	12.55%	13.63%	13.59%	14.99%	12.02%	12.08%	18.16%	13.67%	12.41%	12.15%	14.13%	13.40%	12.45%	10.26%	11.59%	12.74%	12.41%	11.76%	13.93%	12.20%	16.82%	18.35%	16.56%	17.83%	13.14%	13.98%	14.06%	13.60%	13.72%	16.47%	17.61%	17.38%	12.98%	15.82%	14.06%	14.22%	13.16%	15.78%	12.78%	13.49%	13.18%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	102	5	0	2	2	4	1	1	2	3	0	0	3	1	0	1	1	5	3	1	2	1	5	0	5	0	1	4	0	0	0	1	2	5	3	0	3	1	3	3	5	2	0	1	2	1	2	2	0	3	7	2	1					
		0.17%	0.38%	0.0%	0.15%	0.15%	0.35%	0.08%	0.1%	0.15%	0.25%	0.0%	0.0%	0.60%	0.14%	0.0%	0.10%	0.07%	0.37%	0.18%	0.08%	0.14%	0.07%	0.40%	0.0%	0.42%	0.0%	0.09%	0.31%	0.0%	0.0%	0.0%	0.11%	0.62%	0.37%	0.22%	0.0%	0.20%	0.07%	0.21%	0.37%	0.37%	0.16%	0.0%	0.07%	0.15%	0.07%	0.15%	0.18%	0.0%	0.22%	0.58%	0.17%	0.14%					
35	"18. ""ЛДПР"""	7960	200	205	193	208	166	146	137	172	134	131	85	74	106	171	127	207	225	184	149	158	145	144	121	174	109	144	178	138	168	79	129	30	178	161	169	211	165	165	123	212	173	115	174	161	174	201	157	169	137	148	119	111					
		13.67%	15.42%	17.29%	14.92%	15.75%	14.82%	12.68%	13.7%	13.43%	11.30%	14.19%	16.34%	14.97%	15.05%	16.48%	13.41%	14.90%	16.79%	11.64%	12.5%	11.47%	11.15%	11.56%	10.96%	14.64%	18.04%	13.57%	13.83%	15.71%	18.64%	16.18%	15.0%	9.34%	13.39%	12.01%	11.96%	14.44%	12.68%	12.02%	15.35%	15.90%	14.39%	11.71%	12.55%	12.51%	13.24%	15.87%	14.31%	12.29%	10.34%	12.44%	10.49%	15.56%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	792	17	11	19	17	6	20	21	23	19	16	2	10	13	13	6	21	24	20	16	21	17	8	18	11	7	15	23	16	5	3	15	2	14	15	17	25	19	26	9	24	25	21	14	15	17	5	11	18	14	18	17	13					
		1.36%	1.31%	0.92%	1.46%	1.28%	0.53%	1.73%	2.1%	1.79%	1.60%	1.73%	0.38%	2.02%	1.84%	1.25%	0.63%	1.51%	1.79%	1.26%	1.34%	1.52%	1.30%	0.64%	1.63%	0.92%	1.15%	1.41%	1.78%	1.82%	0.55%	0.61%	1.74%	0.62%	1.05%	1.11%	1.20%	1.71%	1.46%	1.89%	1.12%	1.80%	2.07%	2.13%	1.01%	1.16%	1.29%	0.39%	1.00%	1.30%	1.05%	1.51%	1.49%	1.82%					
37	"20. ""Политическая партия ""Единая Россия"""	16778	388	309	362	336	356	367	324	370	362	249	158	143	216	291	301	425	406	426	393	460	386	448	362	301	166	274	399	271	259	118	268	99	309	343	425	410	354	387	251	391	351	232	358	334	362	325	311	398	368	318	333	225					
		28.83%	29.91%	26.07%	27.99%	25.45%	31.78%	31.88%	32.4%	28.90%	30.54%	26.97%	30.38%	28.94%	30.68%	28.06%	31.78%	30.59%	30.29%	26.96%	32.96%	33.40%	29.69%	35.98%	32.78%	25.33%	27.48%	25.82%	31.00%	30.86%	28.74%	24.18%	31.16%	30.84%	23.25%	25.59%	30.07%	28.06%	27.20%	28.20%	31.33%	29.33%	29.20%	23.62%	25.82%	25.97%	27.54%	25.67%	28.35%	28.94%	27.79%	26.74%	29.36%	31.55%					
38	"21. ""Российская Конституционно-демократическая партия"""	84	3	1	1	1	6	4	1	0	1	4	0	1	1	3	4	0	2	0	0	4	4	1	0	1	1	0	1	1	0	2	0	0	1	2	0	2	3	2	3	3	2	2	1	1	0	1	1	4	3	3	1	1					
		0.14%	0.23%	0.08%	0.07%	0.07%	0.53%	0.34%	0.1%	0.0%	0.08%	0.43%	0.0%	0.20%	0.14%	0.28%	0.42%	0.0%	0.14%	0.0%	0.0%	0.29%	0.30%	0.08%	0.0%	0.08%	0.16%	0.0%	0.07%	0.11%	0.0%	0.40%	0.0%	0.0%	0.07%	0.14%	0.0%	0.13%	0.23%	0.14%	0.37%	0.22%	0.16%	0.20%	0.07%	0.07%	0.0%	0.07%	0.09%	0.29%	0.22%	0.25%	0.08%	0.14%					
39	"22. ""Развитие предпринимательства"""	139	1	0	3	3	0	2	1	5	0	1	0	0	1	3	1	2	0	9	4	3	0	3	1	0	2	2	2	5	3	2	3	0	9	0	2	4	6	8	4	3	4	3	1	3	5	2	4	2	2	2	6	7					
		0.23%	0.07%	0.0%	0.23%	0.22%	0.0%	0.17%	0.1%	0.39%	0.0%	0.10%	0.0%	0.0%	0.14%	0.28%	0.10%	0.14%	0.0%	0.56%	0.33%	0.21%	0.0%	0.24%	0.09%	0.0%	0.33%	0.18%	0.15%	0.56%	0.33%	0.40%	0.34%	0.0%	0.67%	0.0%	0.14%	0.27%	0.46%	0.58%	0.49%	0.22%	0.33%	0.30%	0.07%	0.23%	0.38%	0.15%	0.36%	0.14%	0.15%	0.16%	0.52%	0.98%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	8953	198	212	214	213	178	189	172	206	195	139	84	74	91	159	121	175	139	215	164	231	261	180	166	210	89	212	221	136	118	78	135	44	211	288	206	219	246	214	96	152	151	139	211	205	150	197	146	239	230	177	193	64					
		15.38%	15.26%	17.89%	16.55%	16.13%	15.89%	16.42%	17.2%	16.09%	16.45%	15.05%	16.15%	14.97%	12.92%	15.33%	12.77%	12.59%	10.37%	13.60%	13.75%	16.77%	20.07%	14.45%	15.03%	17.67%	14.73%	19.98%	17.17%	15.48%	13.09%	15.98%	15.69%	13.70%	15.87%	21.49%	14.57%	14.98%	18.90%	15.59%	11.98%	11.40%	12.56%	14.15%	15.22%	15.94%	11.41%	15.56%	13.30%	17.38%	17.37%	14.88%	17.01%	8.97%					
																																																											
41	Против всех	2612	72	49	82	57	47	47	37	48	56	39	28	23	23	56	48	79	69	49	53	54	52	52	56	64	26	49	41	33	45	19	40	14	80	45	65	53	46	53	32	66	54	54	54	82	75	57	53	52	53	61	36	34					
		4.48%	5.55%	4.13%	6.34%	4.31%	4.19%	4.08%	3.7%	3.75%	4.72%	4.22%	5.38%	4.65%	3.26%	5.40%	5.06%	5.68%	5.14%	3.10%	4.44%	3.92%	4.0%	4.17%	5.07%	5.38%	4.30%	4.61%	3.18%	3.75%	4.99%	3.89%	4.65%	4.36%	6.01%	3.35%	4.60%	3.62%	3.53%	3.86%	3.99%	4.95%	4.49%	5.49%	3.89%	6.37%	5.70%	4.50%	4.83%	3.78%	4.00%	5.13%	3.17%	4.76%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
