Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Тулунская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	751	12	2	7	3	30	22	2	20	7	13	12	28	106	4	13	8	2	20	12	4	8	0	6	11	1	2	9	4	54	38	27	4	2	10	24	4	0	4	22	1	36	14	24	37	0	8	14	16	18	25	1					
		5.15%	3.72%	2.27%	11.67%	2.80%	3.81%	14.29%	0.80%	2.99%	5.26%	4.14%	3.73%	7.67%	21.33%	4.49%	5.18%	6.84%	0.47%	3.60%	13.79%	3.33%	2.27%	0.00%	6.59%	2.36%	1.54%	0.90%	3.32%	3.51%	9.87%	8.68%	5.27%	2.07%	1.63%	3.13%	4.01%	3.77%	0.00%	1.66%	7.69%	0.40%	7.05%	8.43%	4.05%	9.00%	0.00%	2.17%	5.58%	7.41%	3.41%	12.38%	1.85%					
19	2.Всероссийская политическая партия «Гражданская Сила»	44	2	0	0	0	3	0	1	4	0	0	1	1	3	0	0	0	0	0	0	0	0	0	1	4	1	2	0	1	0	0	0	1	0	0	4	1	0	2	0	0	3	0	2	0	0	4	0	0	2	1	0					
		0.30%	0.62%	0.00%	0.00%	0.00%	0.38%	0.00%	0.40%	0.60%	0.00%	0.00%	0.31%	0.27%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.86%	1.54%	0.90%	0.00%	0.88%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.67%	0.94%	0.00%	0.83%	0.00%	0.00%	0.59%	0.00%	0.34%	0.00%	0.00%	1.09%	0.00%	0.00%	0.38%	0.50%	0.00%					
20	3.Политическая партия «Демократическая партия России»	15	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.73%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1211	23	8	3	1	75	1	21	57	18	14	33	30	58	16	29	7	13	51	5	10	14	1	4	29	0	19	16	3	29	36	62	9	1	14	54	9	7	10	14	23	41	39	79	21	18	11	8	29	106	24	8					
		8.31%	7.12%	9.09%	5.00%	0.93%	9.53%	0.65%	8.40%	8.55%	13.53%	4.46%	10.25%	8.22%	11.67%	17.98%	11.55%	5.98%	3.04%	9.19%	5.75%	8.33%	3.98%	2.94%	4.40%	6.22%	0.00%	8.56%	5.90%	2.63%	5.30%	8.22%	12.11%	4.66%	0.81%	4.38%	9.02%	8.49%	7.78%	4.15%	4.90%	9.13%	8.02%	23.49%	13.34%	5.11%	7.59%	2.99%	3.19%	13.43%	20.08%	11.88%	14.81%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	0	0	0	0	2	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	3	2	0	0	0	0	2	2	0					
		0.16%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.32%	0.31%	0.27%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.43%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.41%	0.00%	0.00%	0.20%	0.00%	0.51%	0.49%	0.00%	0.00%	0.00%	0.00%	0.38%	0.99%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	17	0	0	1	0	1	0	0	1	0	2	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	0					
		0.12%	0.00%	0.00%	1.67%	0.00%	0.13%	0.00%	0.00%	0.15%	0.00%	0.64%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.18%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.88%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.24%	0.42%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1203	21	19	4	5	81	8	19	52	3	23	20	25	33	4	32	8	48	49	3	4	46	5	7	32	2	25	32	12	67	30	48	13	0	21	25	15	5	34	18	36	32	6	70	33	6	22	21	25	38	8	8					
		8.26%	6.50%	21.59%	6.67%	4.67%	10.29%	5.19%	7.60%	7.80%	2.26%	7.32%	6.21%	6.85%	6.64%	4.49%	12.75%	6.84%	11.24%	8.83%	3.45%	3.33%	13.07%	14.71%	7.69%	6.87%	3.08%	11.26%	11.81%	10.53%	12.25%	6.85%	9.38%	6.74%	0.00%	6.56%	4.17%	14.15%	5.56%	14.11%	6.29%	14.29%	6.26%	3.61%	11.82%	8.03%	2.53%	5.98%	8.37%	11.57%	7.20%	3.96%	14.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	899	24	2	3	2	80	4	25	40	7	24	13	21	27	7	7	3	16	58	8	7	27	2	0	36	3	17	20	7	47	16	16	3	2	15	62	5	7	16	4	18	34	0	60	19	9	15	8	28	18	7	0					
		6.17%	7.43%	2.27%	5.00%	1.87%	10.17%	2.60%	10.00%	5.99%	5.26%	7.64%	4.04%	5.75%	5.43%	7.87%	2.79%	2.56%	3.75%	10.45%	9.20%	5.83%	7.67%	5.88%	0.00%	7.73%	4.62%	7.66%	7.38%	6.14%	8.59%	3.65%	3.13%	1.55%	1.63%	4.69%	10.35%	4.72%	7.78%	6.64%	1.40%	7.14%	6.65%	0.00%	10.14%	4.62%	3.80%	4.08%	3.19%	12.96%	3.41%	3.47%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	105	1	0	1	1	11	2	0	18	3	2	1	1	5	0	6	0	2	2	1	1	0	0	0	1	2	4	3	1	1	4	4	0	0	1	1	2	0	1	1	0	8	2	0	1	3	0	1	0	5	1	0					
		0.72%	0.31%	0.00%	1.67%	0.93%	1.40%	1.30%	0.00%	2.70%	2.26%	0.64%	0.31%	0.27%	1.01%	0.00%	2.39%	0.00%	0.47%	0.36%	1.15%	0.83%	0.00%	0.00%	0.00%	0.21%	3.08%	1.80%	1.11%	0.88%	0.18%	0.91%	0.78%	0.00%	0.00%	0.31%	0.17%	1.89%	0.00%	0.41%	0.35%	0.00%	1.57%	1.20%	0.00%	0.24%	1.27%	0.00%	0.40%	0.00%	0.95%	0.50%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10113	234	56	39	93	491	117	176	466	89	228	234	254	258	57	161	91	342	370	58	94	249	24	72	336	54	151	183	84	338	308	353	161	118	253	419	70	71	172	223	171	340	104	345	283	199	308	198	113	335	133	37					
		69.40%	72.45%	63.64%	65.00%	86.92%	62.39%	75.97%	70.40%	69.87%	66.92%	72.61%	72.67%	69.59%	51.91%	64.04%	64.14%	77.78%	80.09%	66.67%	66.67%	78.33%	70.74%	70.59%	79.12%	72.10%	83.08%	68.02%	67.53%	73.68%	61.79%	70.32%	68.95%	83.42%	95.93%	79.06%	69.95%	66.04%	78.89%	71.37%	77.97%	67.86%	66.54%	62.65%	58.28%	68.86%	83.97%	83.70%	78.88%	52.31%	63.45%	65.84%	68.52%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	48	2	0	1	0	3	0	0	3	1	0	4	2	1	0	0	0	0	2	0	0	2	0	0	3	1	0	0	0	1	1	0	1	0	1	2	0	0	0	0	1	3	0	2	7	0	0	1	1	2	0	0					
		0.33%	0.62%	0.00%	1.67%	0.00%	0.38%	0.00%	0.00%	0.45%	0.75%	0.00%	1.24%	0.55%	0.20%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.57%	0.00%	0.00%	0.64%	1.54%	0.00%	0.00%	0.00%	0.18%	0.23%	0.00%	0.52%	0.00%	0.31%	0.33%	0.00%	0.00%	0.00%	0.00%	0.40%	0.59%	0.00%	0.34%	1.70%	0.00%	0.00%	0.40%	0.46%	0.38%	0.00%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
