Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Тарногская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677									
		38.40%	32.71%	30.08%	39.93%	40.48%	38.76%	50.85%	40.83%	54.70%	35.71%	37.78%	33.97%	50.50%	43.73%	41.58%	36.28%	45.52%	53.96%	39.83%	55.56%	28.33%	50.64%	52.31%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	8	4	2	0	0	2	1	2	0	0	0	0	1	0	1	0	1	3	1	0	0	1									
		0.49%	0.78%	0.39%	0.72%	0.00%	0.00%	0.85%	0.42%	1.71%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.32%	0.00%	0.72%	1.30%	2.22%	0.00%	0.00%	1.54%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	0	2	2	1	3	0	1	0	0	0	0	1	1	0	0	0	1	2	0	0	1	0									
		0.27%	0.00%	0.20%	0.72%	0.48%	2.33%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.99%	0.36%	0.00%	0.00%	0.00%	0.72%	0.87%	0.00%	0.00%	0.43%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1206	213	189	58	55	26	41	66	18	38	28	96	25	68	22	71	33	26	41	7	28	40	17									
		21.92%	20.86%	18.46%	20.86%	26.19%	20.16%	17.37%	27.50%	15.38%	30.16%	31.11%	30.48%	24.75%	24.37%	21.78%	22.40%	22.76%	18.71%	17.75%	15.56%	46.67%	17.17%	26.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	4	3	1	1	1	3	4	0	0	1	2	1	0	0	1	0	1	0	0	0	0	0									
		0.42%	0.39%	0.29%	0.36%	0.48%	0.78%	1.27%	1.67%	0.00%	0.00%	1.11%	0.63%	0.99%	0.00%	0.00%	0.32%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	45	13	8	1	1	1	2	1	2	0	2	4	1	0	0	3	0	0	1	0	0	5	0									
		0.82%	1.27%	0.78%	0.36%	0.48%	0.78%	0.85%	0.42%	1.71%	0.00%	2.22%	1.27%	0.99%	0.00%	0.00%	0.95%	0.00%	0.00%	0.43%	0.00%	0.00%	2.15%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	2	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0									
		0.11%	0.20%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.36%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	58	15	8	1	1	1	2	2	0	2	0	2	0	3	1	3	0	10	4	0	0	3	0									
		1.05%	1.47%	0.78%	0.36%	0.48%	0.78%	0.85%	0.83%	0.00%	1.59%	0.00%	0.63%	0.00%	1.08%	0.99%	0.95%	0.00%	7.19%	1.73%	0.00%	0.00%	1.29%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	817	155	170	51	42	27	29	30	13	25	3	51	7	26	13	55	19	9	46	6	6	27	7									
		14.85%	15.18%	16.60%	18.35%	20.00%	20.93%	12.29%	12.50%	11.11%	19.84%	3.33%	16.19%	6.93%	9.32%	12.87%	17.35%	13.10%	6.47%	19.91%	13.33%	10.00%	11.59%	10.77%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	8	8	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0									
		0.38%	0.78%	0.78%	0.36%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.32%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	586	160	190	20	9	6	12	22	4	8	4	20	9	26	10	25	10	9	17	5	5	14	1									
		10.65%	15.67%	18.55%	7.19%	4.29%	4.65%	5.08%	9.17%	3.42%	6.35%	4.44%	6.35%	8.91%	9.32%	9.90%	7.89%	6.90%	6.47%	7.36%	11.11%	8.33%	6.01%	1.54%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
