Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Ардонская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	42	0	0	0	0	27	0	2	0	0	5	0	7	0	1					
		0.43%	0.0%	0.0%	0.0%	0.0%	2.40%	0.0%	0.34%	0.0%	0.0%	0.91%	0.0%	1.59%	0.0%	0.52%					
37	"20. ""Политическая партия ""Единая Россия"""	5992	511	938	931	590	624	43	339	598	324	253	444	204	116	77					
		62.53%	62.93%	77.32%	73.30%	61.71%	55.51%	43.87%	58.75%	60.22%	62.18%	46.42%	75.63%	46.36%	45.31%	40.52%					
38	"21. ""Российская Конституционно-демократическая партия"""	4	0	0	0	0	0	0	0	0	0	1	0	1	0	2					
		0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.22%	0.0%	1.05%					
39	"22. ""Развитие предпринимательства"""	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0					
		0.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.39%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1334	139	100	89	133	192	5	104	180	78	120	66	70	38	20					
		13.92%	17.11%	8.24%	7.00%	13.91%	17.08%	5.10%	18.02%	18.12%	14.97%	22.01%	11.24%	15.90%	14.84%	10.52%					
																					
41	Против всех	43	0	0	0	0	17	3	0	0	0	11	0	6	4	2					
		0.44%	0.0%	0.0%	0.0%	0.0%	1.51%	3.06%	0.0%	0.0%	0.0%	2.01%	0.0%	1.36%	1.56%	1.05%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
