Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Газимуро-Заводская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	0	1	0	1	1	8	4	2	1	1	1	0	0	2	0	0	0	0	0	0	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	28	0	1	0	0	1	4	0	2	1	1	1	1	3	3	1	2	0	1	3	0	3									
		0.94%	0.00%	1.54%	0.00%	0.00%	0.75%	1.22%	0.00%	1.22%	0.60%	1.16%	0.39%	0.39%	1.44%	1.95%	1.56%	1.16%	0.00%	1.03%	1.88%	0.00%	1.69%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	82	0	1	1	6	1	15	4	2	4	3	5	8	4	5	1	8	0	3	3	0	8									
		2.77%	0.00%	1.54%	2.13%	7.06%	0.75%	4.59%	4.21%	1.22%	2.41%	3.49%	1.97%	3.11%	1.91%	3.25%	1.56%	4.65%	0.00%	3.09%	1.88%	0.00%	4.52%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	72	1	1	2	0	7	6	4	2	2	2	6	5	5	3	2	8	2	0	2	3	9									
		2.43%	1.59%	1.54%	4.26%	0.00%	5.22%	1.83%	4.21%	1.22%	1.20%	2.33%	2.36%	1.95%	2.39%	1.95%	3.13%	4.65%	2.20%	0.00%	1.25%	3.06%	5.08%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1336	25	28	12	24	76	110	43	68	100	34	111	126	95	77	37	82	56	52	72	43	65									
		45.06%	39.68%	43.08%	25.53%	28.24%	56.72%	33.64%	45.26%	41.46%	60.24%	39.53%	43.70%	49.03%	45.45%	50.00%	57.81%	47.67%	61.54%	53.61%	45.00%	43.88%	36.72%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	21	0	0	1	0	2	5	3	0	1	2	0	1	3	0	0	2	0	0	1	0	0									
		0.71%	0.00%	0.00%	2.13%	0.00%	1.49%	1.53%	3.16%	0.00%	0.60%	2.33%	0.00%	0.39%	1.44%	0.00%	0.00%	1.16%	0.00%	0.00%	0.63%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	2	0	0									
		0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.60%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.58%	0.00%	0.00%	1.25%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	849	27	23	18	45	32	102	16	51	49	24	75	80	58	36	15	37	21	26	24	36	54									
		28.63%	42.86%	35.38%	38.30%	52.94%	23.88%	31.19%	16.84%	31.10%	29.52%	27.91%	29.53%	31.13%	27.75%	23.38%	23.44%	21.51%	23.08%	26.80%	15.00%	36.73%	30.51%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	14	0	0	0	0	1	3	0	1	0	1	2	0	2	0	1	1	0	2	0	0	0									
		0.47%	0.00%	0.00%	0.00%	0.00%	0.75%	0.92%	0.00%	0.61%	0.00%	1.16%	0.79%	0.00%	0.96%	0.00%	1.56%	0.58%	0.00%	2.06%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
		0.10%	1.59%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	9	0	0	0	0	0	1	1	0	0	0	3	0	1	1	1	0	0	1	0	0	0									
		0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	1.05%	0.00%	0.00%	0.00%	1.18%	0.00%	0.48%	0.65%	1.56%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	395	7	7	13	7	12	60	18	31	5	15	27	21	25	24	4	20	4	7	48	10	30									
		13.32%	11.11%	10.77%	27.66%	8.24%	8.96%	18.35%	18.95%	18.90%	3.01%	17.44%	10.63%	8.17%	11.96%	15.58%	6.25%	11.63%	4.40%	7.22%	30.00%	10.20%	16.95%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	0	0	0	0	0	1	1	2	1	0	3	0	0	2	0	1	1	1	0	3	2									
		0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	1.05%	1.22%	0.60%	0.00%	1.18%	0.00%	0.00%	1.30%	0.00%	0.58%	1.10%	1.03%	0.00%	3.06%	1.13%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	68	1	3	0	3	1	6	3	3	1	2	10	7	8	1	0	4	6	2	1	3	3									
		2.29%	1.59%	4.62%	0.00%	3.53%	0.75%	1.83%	3.16%	1.83%	0.60%	2.33%	3.94%	2.72%	3.83%	0.65%	0.00%	2.33%	6.59%	2.06%	0.63%	3.06%	1.69%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
