Выборы Президента Российской Федерации																																																																			
																																																																			
"Наименование Избирательной комиссии:    Нижний Новгород, Автозаводская Южная"																																																																			
																																																																			
Итоги голосования 																																																																			
																																																																			
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1363	УИК №1365					
11	Число полученных открепительных  удостоверений	984	15	15	15	15	15	15	15	15	15	25	0	15	15	15	15	15	15	15	15	15	15	15	25	15	15	15	15	15	15	15	25	15	25	15	15	15	15	18	25	20	30	15	15	15	15	15	15	15	15	15	15	15	15	18	15	25	15	25	18	15					
12	Число выданных открепительных удостоверений	721	10	6	4	8	6	9	10	12	9	17	0	9	14	9	9	11	15	15	11	9	12	9	25	10	12	13	5	11	9	15	13	10	22	10	10	12	10	15	21	11	19	11	14	14	12	10	12	13	9	15	11	15	7	16	9	23	12	21	18	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	593	15	3	20	10	11	2	21	13	7	5	3	11	7	7	12	7	0	3	3	7	10	4	7	5	11	8	4	4	9	9	3	16	8	5	11	7	7	3	6	8	10	13	12	9	10	12	5	5	14	68	9	22	8	9	2	21	3	24	16	9					
14	Число неиспользованных открепительных удостоверений	263	5	9	11	7	9	6	5	3	6	8	0	6	1	6	6	4	0	0	4	6	3	6	0	5	3	2	10	4	6	0	12	5	3	5	5	3	5	3	4	9	11	4	1	1	3	5	3	2	6	0	4	0	8	2	6	2	3	4	0	3					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																			
18	. Глазьев Сергей Юрьевич	3075	44	27	57	30	50	48	36	45	86	64	7	43	42	49	43	50	40	59	64	41	55	39	59	30	42	70	37	37	42	54	47	78	66	64	50	57	44	54	70	79	74	36	65	67	53	72	40	47	58	51	61	49	34	57	48	46	50	52	66	50					
		4.58%	3.70%	2.25%	5.64%	5.08%	5.21%	4.70%	3.05%	4.34%	5.54%	4.25%	3.12%	3.85%	3.80%	4.15%	3.68%	4.84%	3.78%	4.99%	5.01%	3.64%	3.84%	3.36%	4.47%	3.18%	3.90%	4.69%	3.68%	4.12%	4.34%	5.86%	4.13%	5.27%	5.69%	5.22%	4.16%	4.62%	4.01%	4.22%	5.75%	5.58%	5.38%	3.14%	5.11%	5.37%	5.20%	6.53%	4.70%	5.43%	5.91%	4.08%	5.64%	4.46%	4.15%	5.36%	5.10%	4.91%	5.56%	3.86%	4.97%	4.36%					
19	. Малышкин Олег Александрович	1255	17	30	22	15	24	28	15	18	30	31	7	28	17	32	35	26	26	24	24	30	39	20	28	12	9	27	24	17	19	20	25	38	15	20	26	11	13	28	27	21	25	19	17	15	20	15	6	10	16	20	15	12	21	23	14	15	9	21	20	24					
		1.87%	1.43%	2.50%	2.18%	2.54%	2.50%	2.74%	1.27%	1.73%	1.93%	2.06%	3.12%	2.51%	1.54%	2.71%	2.99%	2.52%	2.46%	2.03%	1.88%	2.67%	2.72%	1.72%	2.12%	1.27%	0.83%	1.81%	2.39%	1.89%	1.96%	2.17%	2.20%	2.57%	1.29%	1.63%	2.16%	0.89%	1.19%	2.19%	2.22%	1.48%	1.82%	1.66%	1.34%	1.20%	1.96%	1.36%	0.71%	1.16%	1.63%	1.60%	1.39%	1.09%	2.56%	2.16%	1.49%	1.60%	1.00%	1.56%	1.51%	2.09%					
20	. Миронов Сергей Михайлович	476	9	7	4	8	11	10	13	3	8	14	6	5	10	10	4	8	5	17	9	9	5	6	8	4	6	5	5	7	3	10	6	14	4	5	8	9	6	10	8	7	11	12	13	6	5	10	2	7	13	5	11	8	9	6	5	8	10	11	11	7					
		0.71%	0.76%	0.58%	0.40%	1.35%	1.15%	0.98%	1.10%	0.29%	0.52%	0.93%	2.68%	0.45%	0.90%	0.85%	0.34%	0.77%	0.47%	1.44%	0.70%	0.80%	0.35%	0.52%	0.61%	0.42%	0.56%	0.33%	0.50%	0.78%	0.31%	1.08%	0.53%	0.95%	0.34%	0.41%	0.67%	0.73%	0.55%	0.78%	0.66%	0.49%	0.80%	1.05%	1.02%	0.48%	0.49%	0.91%	0.24%	0.81%	1.33%	0.40%	1.02%	0.73%	1.10%	0.56%	0.53%	0.85%	1.11%	0.82%	0.83%	0.61%					
21	. Путин Владимир Владимирович	45835	833	912	679	358	630	643	827	720	1100	1026	165	798	780	859	828	717	778	814	846	786	1022	786	904	665	772	1053	711	646	678	628	812	982	776	847	791	810	730	860	777	929	913	803	843	809	678	689	595	580	668	878	740	729	550	724	601	645	596	891	851	774					
		68.25%	70.00%	76.13%	67.16%	60.58%	65.69%	62.98%	70.03%	69.36%	70.92%	68.17%	73.66%	71.51%	70.52%	72.80%	70.77%	69.41%	73.47%	68.81%	66.25%	69.87%	71.27%	67.64%	68.48%	70.52%	71.61%	70.53%	70.68%	71.86%	70.11%	68.11%	71.35%	66.35%	66.90%	69.03%	65.81%	65.59%	66.61%	67.19%	63.85%	65.65%	66.35%	70.13%	66.22%	64.88%	66.54%	62.47%	69.92%	67.05%	68.09%	70.30%	68.39%	66.39%	67.16%	68.05%	63.87%	68.91%	66.30%	66.20%	64.13%	67.48%					
22	. Хакамада Ирина Муцуовна	4335	85	17	57	31	43	59	85	67	101	85	5	76	72	54	65	48	62	55	65	67	89	64	92	52	61	87	70	48	67	59	56	104	61	91	81	75	68	93	93	87	102	67	98	76	73	76	59	68	80	63	79	100	58	82	63	61	73	136	143	81					
		6.45%	7.14%	1.42%	5.64%	5.25%	4.48%	5.78%	7.20%	6.45%	6.51%	5.65%	2.23%	6.81%	6.51%	4.58%	5.56%	4.65%	5.85%	4.65%	5.09%	5.96%	6.21%	5.51%	6.97%	5.51%	5.66%	5.83%	6.96%	5.34%	6.93%	6.40%	4.92%	7.03%	5.26%	7.42%	6.74%	6.07%	6.20%	7.27%	7.64%	6.15%	7.41%	5.85%	7.70%	6.09%	7.16%	6.89%	6.93%	7.86%	8.15%	5.04%	7.30%	9.11%	7.08%	7.71%	6.70%	6.52%	8.12%	10.10%	10.78%	7.06%					
23	. Харитонов Николай Михайлович	8692	154	144	146	118	157	174	144	130	133	173	19	111	131	133	123	139	115	154	189	123	144	195	139	131	140	163	107	104	103	108	134	165	174	148	184	215	183	168	159	209	184	155	187	196	141	198	109	117	98	164	130	146	124	115	162	114	110	175	141	143					
		12.94%	12.94%	12.02%	14.44%	19.97%	16.37%	17.04%	12.19%	12.52%	8.58%	11.50%	8.48%	9.95%	11.84%	11.27%	10.51%	13.46%	10.86%	13.02%	14.80%	10.93%	10.04%	16.78%	10.53%	13.89%	12.99%	10.92%	10.64%	11.57%	10.65%	11.71%	11.78%	11.15%	15.00%	12.06%	15.31%	17.41%	16.70%	13.12%	13.06%	14.77%	13.37%	13.54%	14.69%	15.72%	13.84%	17.95%	12.81%	13.53%	9.99%	13.13%	12.01%	13.30%	15.14%	10.81%	17.22%	12.18%	12.24%	13.00%	10.63%	12.47%					
																																																																			
24	Против всех	3071	37	58	39	24	34	54	54	47	85	99	6	54	43	34	61	43	31	49	69	60	76	43	82	42	42	79	38	33	45	41	46	91	51	50	52	55	46	58	74	72	61	50	50	67	41	36	40	36	37	55	44	48	21	54	44	42	47	54	87	60					
		4.57%	3.11%	4.84%	3.86%	4.06%	3.55%	5.29%	4.57%	4.53%	5.48%	6.58%	2.68%	4.84%	3.89%	2.88%	5.21%	4.16%	2.93%	4.14%	5.40%	5.33%	5.30%	3.70%	6.21%	4.45%	3.90%	5.29%	3.78%	3.67%	4.65%	4.45%	4.04%	6.15%	4.40%	4.07%	4.33%	4.45%	4.20%	4.53%	6.08%	5.09%	4.43%	4.37%	3.93%	5.37%	4.02%	3.26%	4.70%	4.16%	3.77%	4.40%	4.07%	4.37%	2.56%	5.08%	4.68%	4.49%	5.23%	4.01%	6.56%	5.23%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
