Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Кизлярская городская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815									
14	Число погашенных неиспользованных открепительных удостоверений	83	7	5	5	6	5	5	5	5	5	5	5	5	3	4	5	5	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	3	4	3	1	0	1	1	0	1	1	0	1	0	14	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	97	0	0	8	0	10	0	6	0	22	13	11	2	8	10	0	0	7									
		0.44%	0.00%	0.00%	0.84%	0.00%	1.00%	0.00%	0.41%	0.00%	2.06%	1.06%	1.02%	0.13%	0.66%	1.10%	0.00%	0.00%	0.45%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	208	0	10	12	17	26	0	17	0	26	36	0	1	15	22	0	23	3									
		0.94%	0.00%	0.66%	1.26%	1.23%	2.61%	0.00%	1.17%	0.00%	2.43%	2.92%	0.00%	0.07%	1.23%	2.41%	0.00%	1.74%	0.19%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	122	0	0	15	0	13	0	9	0	13	14	0	2	12	14	0	23	7									
		0.55%	0.00%	0.00%	1.58%	0.00%	1.31%	0.00%	0.62%	0.00%	1.22%	1.14%	0.00%	0.13%	0.99%	1.54%	0.00%	1.74%	0.45%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18383	1488	1359	652	1108	791	1087	1329	1285	670	949	920	1337	956	663	1302	1076	1411									
		83.18%	89.26%	90.00%	68.70%	80.06%	79.42%	78.60%	91.66%	89.73%	62.73%	77.03%	85.19%	89.31%	78.49%	72.78%	89.98%	81.45%	90.68%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	85	20	13	3	0	3	0	0	0	15	5	0	0	0	3	0	23	0									
		0.38%	1.20%	0.86%	0.32%	0.00%	0.30%	0.00%	0.00%	0.00%	1.40%	0.41%	0.00%	0.00%	0.00%	0.33%	0.00%	1.74%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	37	0	0	1	0	1	0	2	0	5	1	0	0	1	3	0	23	0									
		0.17%	0.00%	0.00%	0.11%	0.00%	0.10%	0.00%	0.14%	0.00%	0.47%	0.08%	0.00%	0.00%	0.08%	0.33%	0.00%	1.74%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	233	0	6	20	0	30	0	0	0	26	22	10	30	21	41	0	23	4									
		1.05%	0.00%	0.40%	2.11%	0.00%	3.01%	0.00%	0.00%	0.00%	2.43%	1.79%	0.93%	2.00%	1.72%	4.50%	0.00%	1.74%	0.26%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	0	10	0	0	3	0	0	0	11	0	0	3	0	4	0	0	0									
		0.14%	0.00%	0.66%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.20%	0.00%	0.44%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	0	3	4	0	3	0	1	0	9	0	0	2	1	7	0	0	0									
		0.14%	0.00%	0.20%	0.42%	0.00%	0.30%	0.00%	0.07%	0.00%	0.84%	0.00%	0.00%	0.13%	0.08%	0.77%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	0	1	0	0	0	0	0	8	2	0	0	1	3	0	1	0									
		0.07%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.16%	0.00%	0.00%	0.08%	0.33%	0.00%	0.08%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	48	0	0	4	0	4	0	0	0	20	1	0	0	3	3	0	13	0									
		0.22%	0.00%	0.00%	0.42%	0.00%	0.40%	0.00%	0.00%	0.00%	1.87%	0.08%	0.00%	0.00%	0.25%	0.33%	0.00%	0.98%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1526	97	30	139	151	55	250	59	101	124	102	58	30	159	88	29	23	31									
		6.90%	5.82%	1.99%	14.65%	10.91%	5.52%	18.08%	4.07%	7.05%	11.61%	8.28%	5.37%	2.00%	13.05%	9.66%	2.00%	1.74%	1.99%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	127	0	19	7	0	5	1	0	5	26	1	5	0	2	4	29	23	0									
		0.57%	0.00%	1.26%	0.74%	0.00%	0.50%	0.07%	0.00%	0.35%	2.43%	0.08%	0.46%	0.00%	0.16%	0.44%	2.00%	1.74%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	911	62	60	48	108	19	35	14	6	58	69	59	77	23	23	87	70	93									
		4.12%	3.72%	3.97%	5.06%	7.80%	1.91%	2.53%	0.97%	0.42%	5.43%	5.60%	5.46%	5.14%	1.89%	2.52%	6.01%	5.30%	5.98%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
