Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
Наименование Избирательной комиссии:    Иркутская городская №1																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	537	8	13	5	18	13	12	17	15	14	16	15	5	6	9	16	18	9	8	3	9	4	11	23	2	7	7	14	12	6	7	13	5	4	7	11	21	6	15	7	12	22	12	15	13	12	0	7	2	8	11	5	2	1	0	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	341	8	13	7	10	2	3	5	2	8	9	8	3	35	3	4	3	9	7	6	1	16	10	11	2	7	5	5	6	8	2	2	8	10	1	8	2	4	8	4	4	7	5	4	11	4	4	5	0	4	5	1	1	8	3	7	3					
14	Число погашенных открепительных удостоверений	473	12	7	10	2	7	3	3	5	1	4	5	10	9	11	4	2	11	12	2	11	16	9	7	8	13	13	6	8	14	8	7	15	11	13	4	4	14	10	18	13	3	13	10	12	8	5	13	8	7	4	5	8	9	10	9	7					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	"1. ""ЕДИНЕНИЕ"""	429	6	7	7	8	7	6	9	18	14	11	15	4	10	12	14	8	4	6	1	6	6	9	10	3	8	8	6	13	6	4	6	9	9	13	7	10	10	9	8	10	8	4	4	14	10	0	10	2	3	11	11	5	2	3	3	2					
		0.98%	0.65%	0.57%	0.85%	0.91%	0.74%	0.77%	0.88%	1.47%	1.63%	0.90%	1.32%	0.65%	1.48%	1.13%	1.40%	0.81%	0.36%	0.66%	0.47%	0.81%	0.72%	0.95%	0.79%	1.06%	1.28%	0.93%	0.84%	1.58%	0.65%	0.91%	1.14%	1.18%	1.51%	1.79%	1.24%	1.08%	1.14%	0.94%	0.82%	0.88%	0.68%	0.33%	0.37%	1.28%	0.92%	0.0%	1.13%	0.68%	0.59%	1.71%	2.82%	1.54%	1.39%	1.03%	0.98%	1.16%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1710	24	38	25	28	20	47	40	41	12	57	44	14	15	32	46	47	38	31	3	35	44	34	48	11	15	37	28	30	34	20	27	38	37	31	26	29	32	46	46	40	54	63	48	57	57	3	39	13	9	28	10	9	3	10	9	8					
		3.91%	2.60%	3.11%	3.04%	3.21%	2.12%	6.04%	3.93%	3.35%	1.40%	4.66%	3.88%	2.27%	2.22%	3.02%	4.60%	4.77%	3.44%	3.42%	1.43%	4.76%	5.28%	3.60%	3.79%	3.91%	2.41%	4.32%	3.96%	3.66%	3.68%	4.57%	5.13%	5.00%	6.23%	4.28%	4.64%	3.14%	3.67%	4.82%	4.71%	3.53%	4.63%	5.34%	4.44%	5.22%	5.25%	2.43%	4.42%	4.48%	1.77%	4.36%	2.57%	2.77%	2.09%	3.43%	2.95%	4.65%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1502	33	31	27	23	29	26	29	47	40	37	33	34	28	43	24	29	30	21	9	36	30	31	42	12	24	25	25	25	47	16	17	22	23	34	29	33	28	30	26	43	45	49	35	34	32	4	36	9	17	18	17	14	5	7	6	3					
		3.44%	3.58%	2.54%	3.28%	2.64%	3.07%	3.34%	2.85%	3.84%	4.67%	3.02%	2.91%	5.52%	4.15%	4.06%	2.40%	2.94%	2.71%	2.32%	4.30%	4.90%	3.60%	3.28%	3.32%	4.27%	3.86%	2.92%	3.53%	3.05%	5.09%	3.66%	3.23%	2.89%	3.87%	4.69%	5.17%	3.57%	3.21%	3.14%	2.66%	3.79%	3.86%	4.15%	3.24%	3.11%	2.95%	3.25%	4.08%	3.10%	3.35%	2.80%	4.37%	4.32%	3.49%	2.40%	1.96%	1.74%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3074	67	115	52	67	41	75	90	70	53	79	84	41	53	83	57	85	82	57	7	56	76	60	109	16	39	68	49	85	62	39	35	57	47	46	40	60	55	63	71	94	87	59	68	68	89	6	37	13	37	39	17	18	6	16	16	13					
		7.04%	7.27%	9.42%	6.33%	7.70%	4.35%	9.64%	8.84%	5.73%	6.19%	6.46%	7.40%	6.66%	7.86%	7.83%	5.71%	8.62%	7.42%	6.29%	3.34%	7.62%	9.13%	6.36%	8.62%	5.69%	6.28%	7.94%	6.93%	10.37%	6.71%	8.92%	6.65%	7.50%	7.92%	6.35%	7.14%	6.50%	6.31%	6.60%	7.28%	8.29%	7.47%	5.00%	6.29%	6.23%	8.21%	4.87%	4.19%	4.48%	7.29%	6.08%	4.37%	5.55%	4.19%	5.49%	5.24%	7.55%					
22	"5. ""За Русь Святую"""	194	1	4	5	8	5	3	4	5	4	5	4	3	3	4	3	2	1	3	0	6	4	4	3	3	6	6	1	6	5	1	4	2	4	3	3	6	4	3	2	4	6	4	5	5	5	0	4	1	1	2	2	3	0	3	4	2					
		0.44%	0.10%	0.32%	0.60%	0.91%	0.53%	0.38%	0.39%	0.40%	0.46%	0.40%	0.35%	0.48%	0.44%	0.37%	0.30%	0.20%	0.09%	0.33%	0.0%	0.81%	0.48%	0.42%	0.23%	1.06%	0.96%	0.70%	0.14%	0.73%	0.54%	0.22%	0.76%	0.26%	0.67%	0.41%	0.53%	0.65%	0.45%	0.31%	0.20%	0.35%	0.51%	0.33%	0.46%	0.45%	0.46%	0.0%	0.45%	0.34%	0.19%	0.31%	0.51%	0.92%	0.0%	1.03%	1.31%	1.16%					
23	"6. ""Объединенная Российская партия ""Русь"""	90	3	1	2	4	2	1	3	4	3	2	1	1	1	1	2	1	2	1	0	3	4	2	3	0	0	4	3	3	0	2	2	0	3	1	0	2	2	0	1	5	1	3	1	5	0	1	0	1	0	3	0	0	0	0	0	0					
		0.20%	0.32%	0.08%	0.24%	0.45%	0.21%	0.12%	0.29%	0.32%	0.35%	0.16%	0.08%	0.16%	0.14%	0.09%	0.20%	0.10%	0.18%	0.11%	0.0%	0.40%	0.48%	0.21%	0.23%	0.0%	0.0%	0.46%	0.42%	0.36%	0.0%	0.45%	0.38%	0.0%	0.50%	0.13%	0.0%	0.21%	0.22%	0.0%	0.10%	0.44%	0.08%	0.25%	0.09%	0.45%	0.0%	0.81%	0.0%	0.34%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	366	10	11	2	7	10	3	6	6	10	13	17	6	6	13	11	4	5	9	2	7	1	5	7	2	1	8	10	7	7	1	6	7	1	5	4	5	6	8	10	15	12	18	6	8	11	1	6	2	3	4	1	4	4	4	4	4					
		0.83%	1.08%	0.90%	0.24%	0.80%	1.06%	0.38%	0.58%	0.49%	1.16%	1.06%	1.49%	0.97%	0.89%	1.22%	1.10%	0.40%	0.45%	0.99%	0.95%	0.95%	0.12%	0.53%	0.55%	0.71%	0.16%	0.93%	1.41%	0.85%	0.75%	0.22%	1.14%	0.92%	0.16%	0.69%	0.71%	0.54%	0.68%	0.83%	1.02%	1.32%	1.03%	1.52%	0.55%	0.73%	1.01%	0.81%	0.68%	0.68%	0.59%	0.62%	0.25%	1.23%	2.79%	1.37%	1.31%	2.32%					
25	"8. ""Народно-республиканская партия России"""	49	0	0	2	0	0	0	1	2	1	3	3	1	3	2	1	3	1	0	0	0	1	1	0	2	0	1	0	0	0	1	0	1	2	1	0	0	3	0	0	0	2	0	1	1	0	0	4	0	1	0	1	1	1	0	1	0					
		0.11%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.09%	0.16%	0.11%	0.24%	0.26%	0.16%	0.44%	0.18%	0.10%	0.30%	0.09%	0.0%	0.0%	0.0%	0.12%	0.10%	0.0%	0.71%	0.0%	0.11%	0.0%	0.0%	0.0%	0.22%	0.0%	0.13%	0.33%	0.13%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.17%	0.0%	0.09%	0.09%	0.0%	0.0%	0.45%	0.0%	0.19%	0.0%	0.25%	0.30%	0.69%	0.0%	0.32%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	269	6	7	3	8	4	4	6	5	5	8	8	6	4	11	4	5	10	9	1	4	7	9	8	1	6	5	2	4	7	0	2	7	4	4	5	3	6	2	7	7	7	5	10	6	5	1	3	2	5	5	0	0	1	1	2	2					
		0.61%	0.65%	0.57%	0.36%	0.91%	0.42%	0.51%	0.58%	0.40%	0.58%	0.65%	0.70%	0.97%	0.59%	1.03%	0.40%	0.50%	0.90%	0.99%	0.47%	0.54%	0.84%	0.95%	0.63%	0.35%	0.96%	0.58%	0.28%	0.48%	0.75%	0.0%	0.38%	0.92%	0.67%	0.55%	0.89%	0.32%	0.68%	0.20%	0.71%	0.61%	0.60%	0.42%	0.92%	0.54%	0.46%	0.81%	0.34%	0.68%	0.98%	0.78%	0.0%	0.0%	0.69%	0.34%	0.65%	1.16%					
27	"10. ""Аграрная партия России"""	780	20	24	15	18	7	14	20	17	10	17	18	8	14	20	15	16	22	9	4	11	12	23	20	5	14	15	14	23	17	7	7	9	13	13	8	15	15	20	32	28	19	22	11	22	22	3	22	3	17	11	4	4	0	5	5	1					
		1.78%	2.17%	1.96%	1.82%	2.06%	0.74%	1.79%	1.96%	1.39%	1.16%	1.39%	1.58%	1.30%	2.07%	1.88%	1.50%	1.62%	1.99%	0.99%	1.91%	1.49%	1.44%	2.43%	1.58%	1.77%	2.25%	1.75%	1.98%	2.80%	1.84%	1.60%	1.33%	1.18%	2.19%	1.79%	1.42%	1.62%	1.72%	2.09%	3.28%	2.47%	1.63%	1.86%	1.01%	2.01%	2.02%	2.43%	2.49%	1.03%	3.35%	1.71%	1.02%	1.23%	0.0%	1.71%	1.63%	0.58%					
28	"11. ""Истинные патриоты России"""	38	3	1	1	0	0	0	2	0	0	0	1	2	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	3	1	1	0	1	0	1	0	0	2	0	2	0	2	0	0					
		0.08%	0.32%	0.08%	0.12%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.08%	0.32%	0.0%	0.18%	0.0%	0.10%	0.09%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.19%	0.13%	0.16%	0.13%	0.17%	0.0%	0.11%	0.10%	0.10%	0.08%	0.25%	0.08%	0.09%	0.0%	0.09%	0.0%	0.11%	0.0%	0.0%	0.31%	0.0%	0.61%	0.0%	0.68%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	331	4	8	8	2	8	3	5	10	6	7	7	1	1	9	4	14	5	12	2	5	3	10	10	4	7	4	12	8	5	5	7	5	6	3	3	4	2	4	5	6	12	15	10	7	6	1	11	3	9	9	3	2	2	0	5	2					
		0.75%	0.43%	0.65%	0.97%	0.22%	0.84%	0.38%	0.49%	0.81%	0.70%	0.57%	0.61%	0.16%	0.14%	0.84%	0.40%	1.42%	0.45%	1.32%	0.95%	0.68%	0.36%	1.06%	0.79%	1.42%	1.12%	0.46%	1.69%	0.97%	0.54%	1.14%	1.33%	0.65%	1.01%	0.41%	0.53%	0.43%	0.22%	0.41%	0.51%	0.52%	1.03%	1.27%	0.92%	0.64%	0.55%	0.81%	1.24%	1.03%	1.77%	1.40%	0.77%	0.61%	1.39%	0.0%	1.63%	1.16%					
30	"13. ""Демократическая партия России"""	96	3	1	0	0	0	1	1	2	3	4	4	1	0	3	3	3	1	0	0	4	0	7	2	1	5	6	4	1	3	0	3	1	3	1	0	4	2	2	1	2	1	0	1	0	0	0	3	0	2	4	0	1	0	0	1	1					
		0.21%	0.32%	0.08%	0.0%	0.0%	0.0%	0.12%	0.09%	0.16%	0.35%	0.32%	0.35%	0.16%	0.0%	0.28%	0.30%	0.30%	0.09%	0.0%	0.0%	0.54%	0.0%	0.74%	0.15%	0.35%	0.80%	0.70%	0.56%	0.12%	0.32%	0.0%	0.57%	0.13%	0.50%	0.13%	0.0%	0.43%	0.22%	0.20%	0.10%	0.17%	0.08%	0.0%	0.09%	0.0%	0.0%	0.0%	0.34%	0.0%	0.39%	0.62%	0.0%	0.30%	0.0%	0.0%	0.32%	0.58%					
31	"14. ""Великая Россия - Евразийский Союз"""	98	1	3	1	1	2	0	0	3	3	3	4	2	3	3	0	1	2	1	0	3	0	4	1	0	3	4	2	1	1	2	1	2	1	1	0	3	3	0	3	5	2	1	3	3	2	0	3	1	1	3	0	1	1	2	1	1					
		0.22%	0.10%	0.24%	0.12%	0.11%	0.21%	0.0%	0.0%	0.24%	0.35%	0.24%	0.35%	0.32%	0.44%	0.28%	0.0%	0.10%	0.18%	0.11%	0.0%	0.40%	0.0%	0.42%	0.07%	0.0%	0.48%	0.46%	0.28%	0.12%	0.10%	0.45%	0.19%	0.26%	0.16%	0.13%	0.0%	0.32%	0.34%	0.0%	0.30%	0.44%	0.17%	0.08%	0.27%	0.27%	0.18%	0.0%	0.34%	0.34%	0.19%	0.46%	0.0%	0.30%	0.69%	0.68%	0.32%	0.58%					
32	"15. ""Партия СЛОН"""	112	1	8	5	4	3	3	2	0	4	5	5	1	2	6	1	1	6	4	4	1	1	2	2	1	1	2	0	2	0	1	0	0	0	6	0	6	2	3	2	2	4	1	2	2	0	0	0	0	0	0	2	0	0	1	1	0					
		0.25%	0.10%	0.65%	0.60%	0.45%	0.31%	0.38%	0.19%	0.0%	0.46%	0.40%	0.44%	0.16%	0.29%	0.56%	0.10%	0.10%	0.54%	0.44%	1.91%	0.13%	0.12%	0.21%	0.15%	0.35%	0.16%	0.23%	0.0%	0.24%	0.0%	0.22%	0.0%	0.0%	0.0%	0.82%	0.0%	0.65%	0.22%	0.31%	0.20%	0.17%	0.34%	0.08%	0.18%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.34%	0.32%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4875	74	134	106	91	101	78	112	123	93	144	140	61	51	118	121	106	125	87	25	68	79	110	154	34	60	89	85	108	108	68	55	91	35	87	43	137	130	124	114	141	148	144	145	143	127	9	88	20	55	56	28	28	14	21	27	12					
		11.16%	8.03%	10.98%	12.91%	10.45%	10.72%	10.02%	11.01%	10.07%	10.86%	11.78%	12.34%	9.91%	7.56%	11.14%	12.12%	10.76%	11.32%	9.61%	11.96%	9.26%	9.49%	11.66%	12.18%	12.09%	9.66%	10.39%	12.02%	13.18%	11.70%	15.56%	10.45%	11.98%	5.90%	12.01%	7.67%	14.85%	14.92%	12.99%	11.69%	12.44%	12.71%	12.21%	13.42%	13.10%	11.71%	7.31%	9.98%	6.89%	10.84%	8.73%	7.19%	8.64%	9.79%	7.21%	8.85%	6.97%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	103	1	3	1	1	1	0	3	2	0	0	1	2	2	8	6	1	3	1	1	1	2	1	2	0	1	2	3	8	1	0	2	3	3	1	1	2	0	4	1	1	5	2	1	3	0	1	2	1	1	2	4	0	0	0	3	2					
		0.23%	0.10%	0.24%	0.12%	0.11%	0.10%	0.0%	0.29%	0.16%	0.0%	0.0%	0.08%	0.32%	0.29%	0.75%	0.60%	0.10%	0.27%	0.11%	0.47%	0.13%	0.24%	0.10%	0.15%	0.0%	0.16%	0.23%	0.42%	0.97%	0.10%	0.0%	0.38%	0.39%	0.50%	0.13%	0.17%	0.21%	0.0%	0.41%	0.10%	0.08%	0.42%	0.16%	0.09%	0.27%	0.0%	0.81%	0.22%	0.34%	0.19%	0.31%	1.02%	0.0%	0.0%	0.0%	0.98%	1.16%					
35	"18. ""ЛДПР"""	6501	147	126	93	115	143	75	93	182	123	138	121	87	89	141	118	122	140	125	31	123	158	140	186	61	96	157	121	122	125	72	73	152	141	119	94	129	144	152	161	174	133	179	167	167	176	20	124	86	97	111	67	77	25	71	65	27					
		14.89%	15.96%	10.32%	11.32%	13.21%	15.18%	9.64%	9.14%	14.90%	14.36%	11.29%	10.67%	14.14%	13.20%	13.31%	11.82%	12.38%	12.68%	13.81%	14.83%	16.75%	18.99%	14.84%	14.71%	21.70%	15.45%	18.34%	17.11%	14.89%	13.54%	16.47%	13.87%	20.02%	23.77%	16.43%	16.78%	13.99%	16.53%	15.93%	16.51%	15.35%	11.42%	15.18%	15.46%	15.30%	16.23%	16.26%	14.07%	29.65%	19.13%	17.31%	17.22%	23.76%	17.48%	24.39%	21.31%	15.69%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	942	23	25	17	14	17	20	21	20	20	30	22	11	15	16	21	17	25	12	8	18	9	33	27	6	17	16	11	28	23	12	7	18	8	11	12	27	15	2	30	48	17	41	16	16	20	13	9	2	11	23	11	5	4	4	10	8					
		2.15%	2.49%	2.04%	2.07%	1.60%	1.80%	2.57%	2.06%	1.63%	2.33%	2.45%	1.94%	1.78%	2.22%	1.51%	2.10%	1.72%	2.26%	1.32%	3.82%	2.45%	1.08%	3.49%	2.13%	2.13%	2.73%	1.86%	1.55%	3.41%	2.49%	2.74%	1.33%	2.37%	1.34%	1.51%	2.14%	2.92%	1.72%	0.20%	3.07%	4.23%	1.46%	3.47%	1.48%	1.46%	1.84%	10.56%	1.02%	0.68%	2.16%	3.58%	2.82%	1.54%	2.79%	1.37%	3.27%	4.65%					
37	"20. ""Политическая партия ""Единая Россия"""	12188	295	413	272	286	336	263	365	384	260	356	356	185	197	284	333	298	347	340	51	174	216	228	330	57	168	207	194	174	243	123	153	182	149	174	127	218	196	220	221	240	318	286	249	244	307	40	287	69	143	180	135	88	41	64	75	47					
		27.92%	32.03%	33.85%	33.13%	32.87%	35.66%	33.80%	35.88%	31.44%	30.37%	29.13%	31.39%	30.08%	29.22%	26.81%	33.36%	30.25%	31.43%	37.56%	24.40%	23.70%	25.96%	24.17%	26.10%	20.28%	27.05%	24.18%	27.43%	21.24%	26.32%	28.14%	29.08%	23.97%	25.12%	24.03%	22.67%	23.64%	22.50%	23.06%	22.66%	21.18%	27.31%	24.25%	23.05%	22.36%	28.32%	32.52%	32.57%	23.79%	28.20%	28.08%	34.70%	27.16%	28.67%	21.99%	24.59%	27.32%					
38	"21. ""Российская Конституционно-демократическая партия"""	104	3	1	2	2	0	2	1	1	2	4	1	2	0	0	2	4	2	2	0	4	2	2	3	1	1	2	6	1	5	2	4	0	0	2	1	2	0	9	6	1	0	2	2	3	1	0	2	0	1	3	1	0	0	3	1	0					
		0.23%	0.32%	0.08%	0.24%	0.22%	0.0%	0.25%	0.09%	0.08%	0.23%	0.32%	0.08%	0.32%	0.0%	0.0%	0.20%	0.40%	0.18%	0.22%	0.0%	0.54%	0.24%	0.21%	0.23%	0.35%	0.16%	0.23%	0.84%	0.12%	0.54%	0.45%	0.76%	0.0%	0.0%	0.27%	0.17%	0.21%	0.0%	0.94%	0.61%	0.08%	0.0%	0.16%	0.18%	0.27%	0.09%	0.0%	0.22%	0.0%	0.19%	0.46%	0.25%	0.0%	0.0%	1.03%	0.32%	0.0%					
39	"22. ""Развитие предпринимательства"""	118	0	3	3	3	2	4	2	4	1	1	0	3	1	2	1	1	4	5	0	1	3	5	1	3	2	2	0	2	2	0	3	3	2	6	0	2	2	3	1	1	3	5	2	3	5	0	1	1	0	6	0	1	0	6	1	0					
		0.27%	0.0%	0.24%	0.36%	0.34%	0.21%	0.51%	0.19%	0.32%	0.11%	0.08%	0.0%	0.48%	0.14%	0.18%	0.10%	0.10%	0.36%	0.55%	0.0%	0.13%	0.36%	0.53%	0.07%	1.06%	0.32%	0.23%	0.0%	0.24%	0.21%	0.0%	0.57%	0.39%	0.33%	0.82%	0.0%	0.21%	0.22%	0.31%	0.10%	0.08%	0.25%	0.42%	0.18%	0.27%	0.46%	0.0%	0.11%	0.34%	0.0%	0.93%	0.0%	0.30%	0.0%	2.06%	0.32%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6788	142	193	123	127	145	110	136	181	123	228	178	94	116	171	151	145	168	117	39	131	127	155	226	36	111	138	89	114	182	41	74	91	66	127	117	155	146	190	181	184	179	176	210	207	137	7	124	36	62	66	43	35	26	44	36	32					
		15.55%	15.41%	15.81%	14.98%	14.59%	15.39%	14.13%	13.37%	14.82%	14.36%	18.65%	15.69%	15.28%	17.21%	16.14%	15.13%	14.72%	15.21%	12.92%	18.66%	17.84%	15.26%	16.43%	17.87%	12.81%	17.87%	16.12%	12.58%	13.91%	19.71%	9.38%	14.06%	11.98%	11.12%	17.54%	20.89%	16.81%	16.76%	19.91%	18.56%	16.24%	15.37%	14.92%	19.44%	18.97%	12.63%	5.69%	14.07%	12.41%	12.22%	10.29%	11.05%	10.80%	18.18%	15.12%	11.80%	18.60%					
																																																															
41	Против всех	2356	45	53	43	46	52	40	59	80	48	64	58	32	49	58	46	59	70	51	14	30	38	54	58	18	29	43	30	39	33	20	32	49	30	28	27	51	59	49	37	65	83	88	47	55	71	10	43	15	23	41	24	17	7	21	21	4					
		5.39%	4.88%	4.34%	5.23%	5.28%	5.52%	5.14%	5.80%	6.55%	5.60%	5.23%	5.11%	5.20%	7.27%	5.47%	4.60%	5.98%	6.34%	5.63%	6.69%	4.08%	4.56%	5.72%	4.58%	6.40%	4.66%	5.02%	4.24%	4.76%	3.57%	4.57%	6.08%	6.45%	5.05%	3.86%	4.82%	5.53%	6.77%	5.13%	3.79%	5.73%	7.13%	7.46%	4.35%	5.04%	6.54%	8.13%	4.88%	5.17%	4.53%	6.39%	6.16%	5.24%	4.89%	7.21%	6.88%	2.32%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
