Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Невельская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639									
		0.54%	0.36%	0.80%	0.43%	0.00%	0.40%	0.78%	0.35%	1.04%	0.67%	0.73%	0.00%	0.47%	0.35%	1.37%	1.08%	0.75%	0.00%	1.02%	0.55%	0.57%	0.31%	0.45%	0.00%	0.00%	1.42%	0.76%	0.00%	0.00%	0.73%	1.17%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	0	2	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	3	1	0	0	1	0	0	1	0	0	2	3	0									
		0.21%	0.00%	0.40%	0.00%	0.20%	0.00%	0.00%	0.17%	0.21%	0.22%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	1.52%	0.55%	0.00%	0.00%	0.45%	0.00%	0.00%	0.71%	0.00%	0.00%	0.56%	0.73%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1111	58	80	47	77	58	49	61	74	55	61	27	29	27	23	31	13	16	29	28	25	21	20	25	18	18	14	17	44	46	20									
		12.23%	10.36%	16.10%	10.15%	15.04%	11.51%	9.50%	10.63%	15.38%	12.22%	11.07%	14.44%	13.49%	9.54%	15.75%	16.76%	9.77%	9.04%	14.72%	15.30%	14.20%	6.52%	9.01%	17.12%	15.79%	12.77%	10.69%	20.73%	12.39%	11.22%	11.70%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	36	1	2	3	0	3	4	2	0	1	2	1	0	1	0	1	1	0	0	0	2	0	6	0	0	0	0	0	2	4	0									
		0.40%	0.18%	0.40%	0.65%	0.00%	0.60%	0.78%	0.35%	0.00%	0.22%	0.36%	0.53%	0.00%	0.35%	0.00%	0.54%	0.75%	0.00%	0.00%	0.00%	1.14%	0.00%	2.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.98%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	73	2	4	5	5	7	2	6	3	5	5	1	1	13	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	8	1									
		0.80%	0.36%	0.80%	1.08%	0.98%	1.39%	0.39%	1.05%	0.62%	1.11%	0.91%	0.53%	0.47%	4.59%	0.00%	0.00%	0.00%	0.00%	0.51%	0.55%	0.00%	0.00%	0.45%	0.68%	0.00%	0.00%	0.00%	0.00%	0.28%	1.95%	0.58%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	1	0	0	0	0	2	2	0	1	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1									
		0.14%	0.18%	0.00%	0.00%	0.00%	0.00%	0.39%	0.35%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.56%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.24%	0.58%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	275	34	12	15	11	17	16	23	9	18	23	5	11	9	5	1	2	4	4	6	8	5	8	5	0	2	2	2	6	11	1									
		3.03%	6.07%	2.41%	3.24%	2.15%	3.37%	3.10%	4.01%	1.87%	4.00%	4.17%	2.67%	5.12%	3.18%	3.42%	0.54%	1.50%	2.26%	2.03%	3.28%	4.55%	1.55%	3.60%	3.42%	0.00%	1.42%	1.53%	2.44%	1.69%	2.68%	0.58%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1925	142	131	133	92	116	140	151	77	97	158	35	21	49	27	41	25	40	38	41	29	52	53	29	19	23	12	13	13	103	25									
		21.19%	25.36%	26.36%	28.73%	17.97%	23.02%	27.13%	26.31%	16.01%	21.56%	28.68%	18.72%	9.77%	17.31%	18.49%	22.16%	18.80%	22.60%	19.29%	22.40%	16.48%	16.15%	23.87%	19.86%	16.67%	16.31%	9.16%	15.85%	3.66%	25.12%	14.62%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	5	0	2	3	1	2	2	2	1	0	2	2	0	1	0	2	0	0	1	1	1	1	0	1	0	1	0	2	0	0									
		0.36%	0.89%	0.00%	0.43%	0.59%	0.20%	0.39%	0.35%	0.42%	0.22%	0.00%	1.07%	0.93%	0.00%	0.68%	0.00%	1.50%	0.00%	0.00%	0.55%	0.57%	0.31%	0.45%	0.00%	0.88%	0.00%	0.76%	0.00%	0.56%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	706	40	31	48	54	58	36	50	25	41	49	10	15	30	10	16	6	10	14	7	15	16	9	8	15	22	5	4	25	27	10									
		7.77%	7.14%	6.24%	10.37%	10.55%	11.51%	6.98%	8.71%	5.20%	9.11%	8.89%	5.35%	6.98%	10.60%	6.85%	8.65%	4.51%	5.65%	7.11%	3.83%	8.52%	4.97%	4.05%	5.48%	13.16%	15.60%	3.82%	4.88%	7.04%	6.59%	5.85%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
