Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Промышленновская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	1	3	0	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	288	0	2	0	2	16	2	6	2	39	8	0	2	2	10	0	0	0	9	15	23	4	4	4	9	2	2	2	0	5	0	0	1	2	31	5	3	9	5	0	0	8	6	1	2	0	13	7	1	0	8	0	3	9	1	2	1					
		1.08%	0.00%	0.14%	0.00%	0.17%	1.20%	0.18%	0.45%	0.14%	4.30%	3.52%	0.00%	0.45%	1.89%	7.94%	0.00%	0.00%	0.00%	1.80%	2.40%	12.37%	7.27%	1.11%	9.30%	1.94%	0.32%	0.69%	0.62%	0.00%	0.97%	0.00%	0.00%	0.26%	0.67%	7.42%	5.88%	0.29%	1.20%	0.75%	0.00%	0.00%	1.72%	3.13%	1.32%	0.69%	0.00%	4.25%	2.81%	0.50%	0.00%	3.60%	0.00%	5.17%	3.41%	0.19%	0.75%	0.32%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2934	185	150	169	198	158	113	149	208	28	24	95	45	14	4	3	35	29	16	18	20	2	51	8	84	145	50	27	2	5	9	48	62	37	46	7	108	109	106	16	29	6	4	2	9	9	5	37	26	79	13	31	8	30	24	19	20					
		10.96%	13.86%	10.85%	17.60%	17.08%	11.81%	10.01%	11.25%	14.13%	3.09%	10.57%	11.82%	10.20%	13.21%	3.17%	1.78%	6.28%	6.68%	3.21%	2.88%	10.75%	3.64%	14.13%	18.60%	18.10%	23.31%	17.30%	8.31%	2.35%	0.97%	17.31%	14.59%	16.32%	12.46%	11.00%	8.24%	10.60%	14.51%	15.96%	15.38%	22.48%	1.29%	2.08%	2.63%	3.09%	2.79%	1.63%	14.86%	12.87%	14.79%	5.86%	10.54%	13.79%	11.36%	4.46%	7.14%	6.33%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	56	0	0	0	4	0	2	4	1	10	1	0	4	0	0	0	0	0	4	0	1	0	1	0	2	1	1	0	0	2	0	0	2	0	2	0	2	0	9	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0					
		0.21%	0.00%	0.00%	0.00%	0.35%	0.00%	0.18%	0.30%	0.07%	1.10%	0.44%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.54%	0.00%	0.28%	0.00%	0.43%	0.16%	0.35%	0.00%	0.00%	0.39%	0.00%	0.00%	0.53%	0.00%	0.48%	0.00%	0.20%	0.00%	1.36%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1953	88	139	119	67	162	107	96	226	40	19	2	20	5	4	4	34	30	39	53	22	2	37	1	18	5	30	8	2	7	5	28	24	18	42	11	89	29	8	0	0	63	10	2	17	25	16	10	16	12	11	18	1	45	16	26	25					
		7.30%	6.59%	10.05%	12.40%	5.78%	12.11%	9.48%	7.25%	15.35%	4.42%	8.37%	0.25%	4.54%	4.72%	3.17%	2.37%	6.10%	6.91%	7.82%	8.48%	11.83%	3.64%	10.25%	2.33%	3.88%	0.80%	10.38%	2.46%	2.35%	1.36%	9.62%	8.51%	6.32%	6.06%	10.05%	12.94%	8.73%	3.86%	1.20%	0.00%	0.00%	13.52%	5.21%	2.63%	5.84%	7.74%	5.23%	4.02%	7.92%	2.25%	4.95%	6.12%	1.72%	17.05%	2.97%	9.77%	7.91%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	80	0	1	0	2	0	1	4	1	3	0	0	2	0	0	0	0	0	3	2	2	0	4	1	9	1	2	0	0	0	0	0	2	0	3	0	1	0	10	0	0	7	2	1	0	5	3	2	1	0	1	0	0	4	0	0	0					
		0.30%	0.00%	0.07%	0.00%	0.17%	0.00%	0.09%	0.30%	0.07%	0.33%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.32%	1.08%	0.00%	1.11%	2.33%	1.94%	0.16%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.72%	0.00%	0.10%	0.00%	1.51%	0.00%	0.00%	1.50%	1.04%	1.32%	0.00%	1.55%	0.98%	0.80%	0.50%	0.00%	0.45%	0.00%	0.00%	1.52%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	21077	1062	1091	672	870	1002	904	1060	1016	773	171	701	361	85	96	162	488	375	419	534	117	47	261	29	330	464	151	280	81	416	36	250	285	238	290	62	793	601	510	86	97	375	168	70	258	277	262	190	156	437	184	239	44	170	492	219	270					
		78.75%	79.55%	78.89%	70.00%	75.06%	74.89%	80.07%	80.00%	69.02%	85.32%	75.33%	87.19%	81.86%	80.19%	76.19%	95.86%	87.61%	86.41%	83.97%	85.44%	62.90%	85.45%	72.30%	67.44%	71.12%	74.60%	52.25%	86.15%	95.29%	80.62%	69.23%	75.99%	75.00%	80.13%	69.38%	72.94%	77.82%	80.03%	76.81%	82.69%	75.19%	80.47%	87.50%	92.11%	88.66%	85.76%	85.62%	76.31%	77.23%	81.84%	82.88%	81.29%	75.86%	64.39%	91.45%	82.33%	85.44%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	36	0	0	0	1	0	0	6	1	3	0	0	0	0	0	0	0	0	3	2	0	0	2	0	1	1	0	0	0	1	0	0	2	2	1	0	3	0	3	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0					
		0.13%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.45%	0.07%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.32%	0.00%	0.00%	0.55%	0.00%	0.22%	0.16%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.53%	0.67%	0.24%	0.00%	0.29%	0.00%	0.45%	0.00%	0.00%	0.21%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
