Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																														
Дата голосования: 02.12.2007																																																														
																																																														
Наименование Избирательной комиссии:    Промышленновская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	900	57	43	43	43	35	35	40	63	25	10	10	15	10	3	2	6	10	2	18	2	2	10	20	14	2	18	42	15	13	10	2	18	2	25	35	10	2	26	2	2	6	10	2	20	4	5	9	5	30	10	2	24	6	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	895	57	43	43	43	35	35	40	63	25	10	10	15	10	3	2	6	10	2	18	2	0	10	20	14	2	18	42	15	13	10	2	18	2	25	35	10	2	26	2	2	6	10	1	20	4	5	9	3	30	10	2	24	6	15	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	505	14	20	54	10	55	11	17	32	6	6	35	6	4	2	2	7	6	6	5	1	2	7	8	7	1	8	4	1	9	1	9	12	2	17	16	5	1	8	4	2	3	9	1	7	6	6	2	8	6	9	0	9	9	5	2					
14	Число погашенных неиспользованных открепительных удостоверений	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	100	6	9	7	8	11	17	14	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	1.Политическая партия «Аграрная партия России»	486	7	13	12	3	24	0	20	10	7	5	10	9	0	5	1	13	10	0	12	5	0	17	16	12	14	26	9	0	8	0	4	10	7	8	18	7	3	21	0	0	22	1	0	0	3	4	3	1	35	21	0	5	34	4	7					
		1.54%	0.50%	0.88%	0.77%	0.20%	1.58%	0.00%	1.45%	0.69%	0.68%	1.89%	1.36%	2.00%	0.00%	3.40%	0.61%	2.18%	1.89%	0.00%	1.89%	1.37%	0.00%	2.57%	2.16%	3.01%	5.05%	5.30%	2.50%	0.00%	1.84%	0.00%	0.93%	1.57%	1.55%	0.74%	1.69%	1.26%	2.01%	2.56%	0.00%	0.00%	4.05%	0.49%	0.00%	0.00%	0.89%	1.34%	0.93%	0.35%	3.91%	6.44%	0.00%	1.94%	5.17%	1.16%	1.83%					
19	2.Всероссийская политическая партия «Гражданская Сила»	95	8	3	2	4	9	13	0	5	1	0	3	3	1	0	0	0	1	0	1	0	0	4	0	2	2	1	1	0	1	0	1	2	0	2	8	1	0	0	0	4	0	1	0	0	0	0	2	0	2	0	0	0	3	2	2					
		0.30%	0.57%	0.20%	0.13%	0.27%	0.59%	0.93%	0.00%	0.34%	0.10%	0.00%	0.41%	0.67%	0.81%	0.00%	0.00%	0.00%	0.19%	0.00%	0.16%	0.00%	0.00%	0.61%	0.00%	0.50%	0.72%	0.20%	0.28%	0.00%	0.23%	0.00%	0.23%	0.31%	0.00%	0.19%	0.75%	0.18%	0.00%	0.00%	0.00%	2.45%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.22%	0.00%	0.00%	0.00%	0.46%	0.58%	0.52%					
20	3.Политическая партия «Демократическая партия России»	19	1	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1					
		0.06%	0.07%	0.14%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.09%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.30%	0.00%	0.26%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1505	103	60	34	89	129	83	116	87	47	8	30	13	14	2	4	5	18	28	20	17	0	18	75	21	12	19	14	0	15	5	6	19	4	32	41	28	9	38	5	5	28	8	3	13	8	10	5	3	80	14	0	17	18	8	17					
		4.76%	7.32%	4.06%	2.17%	5.97%	8.51%	5.95%	8.38%	5.98%	4.55%	3.03%	4.08%	2.90%	11.29%	1.36%	2.42%	0.84%	3.41%	6.03%	3.14%	4.64%	0.00%	2.72%	10.14%	5.26%	4.33%	3.87%	3.89%	0.00%	3.45%	5.62%	1.40%	2.99%	0.89%	2.98%	3.84%	5.05%	6.04%	4.63%	3.62%	3.07%	5.16%	3.92%	3.45%	4.32%	2.37%	3.34%	1.55%	1.06%	8.95%	4.29%	0.00%	6.59%	2.74%	2.33%	4.45%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	40	2	1	1	0	1	6	0	0	0	0	3	0	1	0	0	0	3	0	0	1	0	0	2	1	0	1	0	0	1	0	1	1	0	5	1	1	0	4	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0					
		0.13%	0.14%	0.07%	0.06%	0.00%	0.07%	0.43%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.81%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.27%	0.00%	0.00%	0.27%	0.25%	0.00%	0.20%	0.00%	0.00%	0.23%	0.00%	0.23%	0.16%	0.00%	0.47%	0.09%	0.18%	0.00%	0.49%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	26	0	0	1	1	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	1	0					
		0.08%	0.00%	0.00%	0.06%	0.07%	0.13%	0.14%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.69%	0.00%	0.23%	0.00%	0.00%	0.09%	0.09%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.76%	0.29%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1560	109	42	61	91	22	99	128	132	6	25	28	11	7	8	5	16	30	25	35	14	2	25	46	25	16	29	7	0	29	0	31	41	16	64	87	28	5	40	8	2	33	10	1	6	7	14	7	7	0	21	0	15	5	19	20					
		4.94%	7.75%	2.84%	3.90%	6.10%	1.45%	7.10%	9.25%	9.08%	0.58%	9.47%	3.81%	2.45%	5.65%	5.44%	3.03%	2.69%	5.68%	5.39%	5.50%	3.83%	2.44%	3.78%	6.22%	6.27%	5.78%	5.91%	1.94%	0.00%	6.67%	0.00%	7.24%	6.45%	3.55%	5.95%	8.15%	5.05%	3.36%	4.87%	5.80%	1.23%	6.08%	4.90%	1.15%	1.99%	2.08%	4.68%	2.17%	2.46%	0.00%	6.44%	0.00%	5.81%	0.76%	5.52%	5.24%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	484	32	17	17	26	35	20	0	30	10	0	17	4	1	2	1	0	11	5	14	9	2	14	3	1	4	3	9	2	12	3	2	9	8	26	30	9	1	14	3	4	15	2	0	0	4	4	2	3	19	4	0	1	7	6	7					
		1.53%	2.27%	1.15%	1.09%	1.74%	2.31%	1.43%	0.00%	2.06%	0.97%	0.00%	2.31%	0.89%	0.81%	1.36%	0.61%	0.00%	2.08%	1.08%	2.20%	2.46%	2.44%	2.12%	0.41%	0.25%	1.44%	0.61%	2.50%	2.63%	2.76%	3.37%	0.47%	1.42%	1.77%	2.42%	2.81%	1.62%	0.67%	1.71%	2.17%	2.45%	2.76%	0.98%	0.00%	0.00%	1.19%	1.34%	0.62%	1.06%	2.13%	1.23%	0.00%	0.39%	1.06%	1.74%	1.83%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	110	3	5	6	5	10	10	0	11	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	1	2	2	3	0	0	3	1	4	6	0	0	7	0	0	0	1	0	0	1	0	1	0	10	2	0	0	6	3	1					
		0.35%	0.21%	0.34%	0.38%	0.34%	0.66%	0.72%	0.00%	0.76%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.16%	0.27%	0.00%	0.00%	0.00%	0.50%	0.00%	0.20%	0.56%	2.63%	0.69%	0.00%	0.00%	0.47%	0.22%	0.37%	0.56%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.30%	0.00%	0.31%	0.00%	1.12%	0.61%	0.00%	0.00%	0.91%	0.87%	0.26%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	26863	1130	1320	1404	1259	1281	1143	1107	1169	954	219	638	399	100	124	153	559	445	404	542	316	77	533	595	326	228	399	316	66	360	79	376	550	409	908	865	474	126	670	112	148	443	179	82	282	314	265	299	268	739	260	66	220	542	300	321					
		85.01%	80.31%	89.25%	89.71%	84.44%	84.50%	81.99%	79.99%	80.40%	92.26%	82.95%	86.80%	88.86%	80.65%	84.35%	92.73%	93.95%	84.28%	87.07%	85.22%	86.34%	93.90%	80.64%	80.41%	81.70%	82.31%	81.26%	87.78%	86.84%	82.76%	88.76%	87.85%	86.48%	90.69%	84.47%	80.99%	85.41%	84.56%	81.61%	81.16%	90.80%	81.58%	87.75%	94.25%	93.69%	93.18%	88.63%	92.86%	94.37%	82.66%	79.75%	95.65%	85.27%	82.37%	87.21%	84.03%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	106	3	3	12	5	3	12	0	10	2	1	3	0	0	1	0	0	5	0	1	3	0	0	3	4	0	0	1	0	1	0	1	1	4	3	7	0	0	8	0	0	0	1	0	0	0	0	0	0	4	1	0	0	0	1	2					
		0.34%	0.21%	0.20%	0.77%	0.34%	0.20%	0.86%	0.00%	0.69%	0.19%	0.38%	0.41%	0.00%	0.00%	0.68%	0.00%	0.00%	0.95%	0.00%	0.16%	0.82%	0.00%	0.00%	0.41%	1.00%	0.00%	0.00%	0.28%	0.00%	0.23%	0.00%	0.23%	0.16%	0.89%	0.28%	0.66%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.31%	0.00%	0.00%	0.00%	0.29%	0.52%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
