Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Уметская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945									
		8.75%	12.80%	10.64%	9.71%	8.21%	2.60%	8.67%	6.88%	11.70%	10.99%	9.65%	1.96%	4.10%	5.52%	7.69%	2.15%	2.36%	11.15%	13.44%	9.81%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	2	1	4									
		0.26%	0.00%	0.00%	0.49%	0.75%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.72%	0.20%	0.44%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	6	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	3									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.33%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.22%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	11	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	4									
		0.26%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.72%	0.59%	0.44%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	634	44	8	42	20	13	0	30	26	24	16	0	10	17	14	21	9	42	87	211									
		14.95%	26.83%	5.67%	20.39%	14.93%	6.77%	0.00%	15.87%	13.83%	13.19%	14.04%	0.00%	8.20%	11.72%	17.95%	11.29%	3.03%	15.11%	17.19%	23.01%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	4									
		0.24%	1.22%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.53%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.44%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	91	3	0	3	2	0	4	1	2	6	6	1	4	0	1	10	10	7	8	23									
		2.15%	1.83%	0.00%	1.46%	1.49%	0.00%	2.67%	0.53%	1.06%	3.30%	5.26%	1.96%	3.28%	0.00%	1.28%	5.38%	3.37%	2.52%	1.58%	2.51%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
