Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Касимовская городская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150									
		55.45%	55.16%	46.09%	51.56%	66.43%	68.43%	46.43%	56.76%	76.91%	72.07%	53.29%	53.18%	57.86%	52.11%	55.68%	65.54%	46.38%	49.25%	49.25%	47.91%	49.86%	50.47%	45.41%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	90	4	1	4	6	2	5	3	1	4	4	7	4	2	5	0	6	10	1	4	5	6	6									
		0.62%	0.60%	0.17%	0.60%	0.70%	0.25%	0.87%	0.51%	0.21%	0.66%	0.55%	1.44%	0.54%	0.29%	0.70%	0.00%	0.92%	1.51%	0.13%	0.76%	0.71%	0.94%	1.04%									
24	"6. Политическая партия ""Гражданская Платформа"""	29	1	2	5	0	0	1	0	0	2	1	2	2	0	0	0	2	0	1	2	2	3	3									
		0.20%	0.15%	0.34%	0.75%	0.00%	0.00%	0.17%	0.00%	0.00%	0.33%	0.14%	0.41%	0.27%	0.00%	0.00%	0.00%	0.31%	0.00%	0.13%	0.38%	0.29%	0.47%	0.52%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2146	102	88	109	112	87	69	97	48	60	131	75	121	97	121	92	99	104	114	94	122	74	130									
		14.81%	15.25%	14.97%	16.24%	13.01%	10.73%	12.00%	16.39%	10.17%	9.92%	17.95%	15.40%	16.40%	14.12%	16.97%	12.48%	15.25%	15.66%	14.25%	17.87%	17.43%	11.64%	22.53%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	79	4	8	3	5	5	6	5	0	0	6	4	3	3	2	1	1	4	3	9	1	4	2									
		0.55%	0.60%	1.36%	0.45%	0.58%	0.62%	1.04%	0.84%	0.00%	0.00%	0.82%	0.82%	0.41%	0.44%	0.28%	0.14%	0.15%	0.60%	0.38%	1.71%	0.14%	0.63%	0.35%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	94	6	3	4	5	1	5	2	2	1	8	5	3	7	2	3	4	4	2	2	10	7	8									
		0.65%	0.90%	0.51%	0.60%	0.58%	0.12%	0.87%	0.34%	0.42%	0.17%	1.10%	1.03%	0.41%	1.02%	0.28%	0.41%	0.62%	0.60%	0.25%	0.38%	1.43%	1.10%	1.39%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	1	1	0	1	0	1	0	0	0	0	1	2	2	0	1	1	0	3	1	0	0									
		0.10%	0.00%	0.17%	0.15%	0.00%	0.12%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.14%	0.29%	0.28%	0.00%	0.15%	0.15%	0.00%	0.57%	0.14%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	153	10	7	7	12	3	3	6	0	5	8	8	3	9	9	10	5	7	13	4	11	8	5									
		1.06%	1.49%	1.19%	1.04%	1.39%	0.37%	0.52%	1.01%	0.00%	0.83%	1.10%	1.64%	0.41%	1.31%	1.26%	1.36%	0.77%	1.05%	1.63%	0.76%	1.57%	1.26%	0.87%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1891	69	97	86	71	81	88	83	39	54	88	72	86	102	67	58	114	88	151	88	99	121	89									
		13.05%	10.31%	16.50%	12.82%	8.25%	9.99%	15.30%	14.02%	8.26%	8.93%	12.05%	14.78%	11.65%	14.85%	9.40%	7.87%	17.57%	13.25%	18.88%	16.73%	14.14%	19.03%	15.42%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	40	4	1	3	0	3	1	0	0	2	3	1	2	2	1	0	3	0	3	4	3	2	2									
		0.28%	0.60%	0.17%	0.45%	0.00%	0.37%	0.17%	0.00%	0.00%	0.33%	0.41%	0.21%	0.27%	0.29%	0.14%	0.00%	0.46%	0.00%	0.38%	0.76%	0.43%	0.31%	0.35%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	761	50	61	31	30	30	39	28	3	18	32	16	25	46	46	37	57	54	52	30	39	19	18									
		5.25%	7.47%	10.37%	4.62%	3.48%	3.70%	6.78%	4.73%	0.64%	2.98%	4.38%	3.29%	3.39%	6.70%	6.45%	5.02%	8.78%	8.13%	6.50%	5.70%	5.57%	2.99%	3.12%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
