Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Никольская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	309	25	30	10	23	20	20	20	13	12	20	7	4	4	4	4	4	4	4	4	4	4	4	4	5	8	14	4	4	4	4	4	4	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	221	23	22	10	23	16	16	12	12	12	11	6	3	0	1	2	0	0	4	1	1	1	0	4	5	7	14	0	0	0	0	2	3	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	132	5	4	6	3	1	4	6	8	9	7	3	2	2	2	2	3	2	1	17	2	2	5	3	0	5	3	4	2	3	2	4	4	6									
14	Число погашенных неиспользованных открепительных удостоверений	88	2	8	0	0	4	4	8	1	0	9	1	1	4	3	2	4	4	0	3	3	3	4	0	0	1	0	4	4	4	4	2	1	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	82	4	5	5	4	8	3	7	10	8	7	0	1	0	0	1	0	0	2	0	0	0	0	0	1	1	4	0	2	0	0	3	1	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	76	3	8	2	6	3	8	11	10	3	5	3	6	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2									
		0.31%	0.16%	0.36%	0.11%	0.34%	0.18%	0.55%	0.58%	0.57%	0.34%	0.38%	0.35%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.14%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.27%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	169	14	15	0	7	19	8	16	17	21	4	9	9	1	0	2	0	0	7	2	0	0	0	0	0	0	7	0	2	1	3	0	1	4									
		0.68%	0.73%	0.68%	0.00%	0.39%	1.17%	0.55%	0.85%	0.97%	2.38%	0.31%	1.06%	1.40%	0.74%	0.00%	0.65%	0.00%	0.00%	1.23%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.48%	0.33%	0.98%	0.00%	0.42%	0.54%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	100	8	10	5	3	4	6	9	15	4	3	2	7	0	0	2	1	0	2	3	0	0	0	0	0	3	3	1	6	1	0	0	0	2									
		0.40%	0.42%	0.45%	0.27%	0.17%	0.25%	0.42%	0.48%	0.86%	0.45%	0.23%	0.23%	1.09%	0.00%	0.00%	0.65%	0.43%	0.00%	0.35%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.43%	0.74%	1.45%	0.33%	0.00%	0.00%	0.00%	0.27%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	21427	1741	1977	1548	1535	1429	1323	1633	1409	479	1021	709	546	129	193	295	221	67	508	206	257	229	240	374	216	280	603	108	350	278	259	410	223	631									
		86.24%	90.87%	88.97%	85.01%	85.99%	88.05%	91.75%	86.68%	80.56%	54.31%	78.24%	83.22%	84.78%	95.56%	97.97%	95.47%	95.26%	91.78%	89.28%	80.78%	95.90%	95.02%	97.96%	90.56%	96.00%	94.59%	86.14%	79.41%	84.54%	92.36%	84.92%	95.79%	93.31%	85.16%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	37	5	6	2	6	0	2	0	2	3	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0									
		0.15%	0.26%	0.27%	0.11%	0.34%	0.00%	0.14%	0.00%	0.11%	0.34%	0.15%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	2.94%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	2	0	2	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0									
		0.05%	0.10%	0.00%	0.11%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.15%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	844	34	73	48	70	30	23	75	32	95	94	48	37	3	2	4	4	3	16	21	2	1	2	13	2	6	33	8	15	9	15	13	8	5									
		3.40%	1.77%	3.29%	2.64%	3.92%	1.85%	1.60%	3.98%	1.83%	10.77%	7.20%	5.63%	5.75%	2.22%	1.02%	1.29%	1.72%	4.11%	2.81%	8.24%	0.75%	0.41%	0.82%	3.15%	0.89%	2.03%	4.71%	5.88%	3.62%	2.99%	4.92%	3.04%	3.35%	0.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	3	1	3	8	1	2	2	3	3	2	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0									
		0.14%	0.16%	0.05%	0.16%	0.45%	0.06%	0.14%	0.11%	0.17%	0.34%	0.15%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	36	3	4	3	3	3	6	0	1	5	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0									
		0.14%	0.16%	0.18%	0.16%	0.17%	0.18%	0.42%	0.00%	0.06%	0.57%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.24%	0.33%	0.33%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0									
		0.02%	0.00%	0.05%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.11%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	56	1	9	4	8	3	3	6	7	7	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1									
		0.23%	0.05%	0.41%	0.22%	0.45%	0.18%	0.21%	0.32%	0.40%	0.79%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.33%	0.00%	0.00%	0.13%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1551	86	103	182	112	101	40	109	98	214	133	50	21	2	1	2	6	3	21	20	9	10	2	21	2	4	34	9	34	8	21	5	7	81									
		6.24%	4.49%	4.64%	9.99%	6.27%	6.22%	2.77%	5.79%	5.60%	24.26%	10.19%	5.87%	3.26%	1.48%	0.51%	0.65%	2.59%	4.11%	3.69%	7.84%	3.36%	4.15%	0.82%	5.08%	0.89%	1.35%	4.86%	6.62%	8.21%	2.66%	6.89%	1.17%	2.93%	10.93%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	3	1	2	1	2	0	0	2	3	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.16%	0.05%	0.11%	0.06%	0.12%	0.00%	0.00%	0.11%	0.34%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	196	10	14	20	19	10	8	10	19	23	10	6	10	0	1	1	0	0	1	1	0	1	0	4	1	2	11	3	3	0	5	0	0	3									
		0.79%	0.52%	0.63%	1.10%	1.06%	0.62%	0.55%	0.53%	1.09%	2.61%	0.77%	0.70%	1.55%	0.00%	0.51%	0.32%	0.00%	0.00%	0.18%	0.39%	0.00%	0.41%	0.00%	0.97%	0.44%	0.68%	1.57%	2.21%	0.72%	0.00%	1.64%	0.00%	0.00%	0.40%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
