Выборы Президента Российской Федерации																																																																	
																																																																	
Наименование Избирательной комиссии:    Северская																																																																	
																																																																	
Итоги голосования 																																																																	
																																																																	
		Сумма	УИК №4101	УИК №4102	УИК №4103	УИК №4104	УИК №4105	УИК №4106	УИК №4107	УИК №4108	УИК №4109	УИК №4110	УИК №4111	УИК №4112	УИК №4113	УИК №4114	УИК №4115	УИК №4116	УИК №4117	УИК №4118	УИК №4119	УИК №4120	УИК №4121	УИК №4122	УИК №4123	УИК №4124	УИК №4125	УИК №4126	УИК №4127	УИК №4128	УИК №4129	УИК №4130	УИК №4131	УИК №4132	УИК №4133	УИК №4134	УИК №4135	УИК №4136	УИК №4137	УИК №4138	УИК №4139	УИК №4140	УИК №4141	УИК №4142	УИК №4143	УИК №4144	УИК №4145	УИК №4146	УИК №4147	УИК №4148	УИК №4149	УИК №4150	УИК №4151	УИК №4152	УИК №4153	УИК №4154	УИК №4155	УИК №4156	УИК №4157	УИК №4158					
		2.03%	2.87%	1.75%	1.63%	2.46%	2.06%	2.53%	1.94%	2.10%	1.49%	2.52%	0.68%	0.74%	1.08%	2.12%	2.72%	0.73%	1.13%	2.29%	2.63%	1.92%	2.11%	1.81%	0.72%	1.10%	1.29%	1.45%	4.13%	0.00%	0.51%	1.50%	2.19%	1.58%	2.60%	1.59%	2.97%	2.58%	2.97%	1.95%	1.78%	2.43%	1.82%	0.92%	1.97%	2.02%	2.62%	1.40%	1.55%	1.43%	1.06%	3.16%	2.47%	2.36%	2.41%	10.63%	1.60%	2.88%	0.00%	0.99%					
23	. Харитонов Николай Михайлович	8854	133	187	144	152	219	213	31	219	217	248	39	152	96	297	301	171	194	268	209	51	158	191	166	267	65	65	70	11	28	206	41	223	159	23	185	180	243	227	88	243	189	220	18	162	114	238	183	58	20	104	203	248	217	43	174	197	52	34					
		17.89%	15.91%	15.57%	16.80%	16.24%	16.15%	18.60%	10.03%	19.19%	20.17%	15.65%	13.18%	22.35%	17.36%	21.68%	22.15%	20.93%	18.32%	21.20%	17.73%	19.62%	17.52%	16.47%	17.08%	24.45%	16.71%	18.84%	20.65%	8.21%	14.29%	20.66%	17.98%	17.59%	16.51%	18.25%	15.70%	16.56%	21.85%	20.16%	10.46%	19.01%	16.38%	18.38%	11.84%	16.33%	15.70%	12.80%	13.50%	13.84%	21.28%	14.29%	20.06%	23.40%	20.95%	14.29%	17.40%	20.27%	22.51%	16.83%					
																																																																	
24	Против всех	1441	29	40	28	35	51	36	8	29	28	50	2	11	14	32	48	36	29	82	28	0	32	39	0	14	10	5	11	1	4	12	0	24	20	3	45	46	38	23	31	40	38	32	5	25	33	3	50	4	2	20	31	38	51	11	41	30	6	7					
		2.91%	3.47%	3.33%	3.27%	3.74%	3.76%	3.14%	2.59%	2.54%	2.60%	3.15%	0.68%	1.62%	2.53%	2.34%	3.53%	4.41%	2.74%	6.49%	2.37%	0.00%	3.55%	3.36%	0.00%	1.28%	2.57%	1.45%	3.24%	0.75%	2.04%	1.20%	0.00%	1.89%	2.08%	2.38%	3.82%	4.23%	3.42%	2.04%	3.69%	3.13%	3.29%	2.67%	3.29%	2.52%	4.55%	0.16%	3.69%	0.95%	2.13%	2.75%	3.06%	3.58%	4.92%	3.65%	4.10%	3.09%	2.60%	3.47%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
