Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Нолинская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835					
		0.44%	0.58%	0.43%	0.59%	0.51%	0.0%	0.0%	3.55%	0.0%	0.0%	0.40%	0.0%	0.19%	0.53%	0.0%	0.8%	0.50%	0.0%	0.36%	0.0%	0.77%	0.0%	0.18%	0.19%	0.0%					
27	"10. ""Аграрная партия России"""	1638	119	144	215	116	102	59	60	34	46	36	33	81	79	77	22	45	21	63	16	18	9	93	136	14					
		14.42%	8.71%	10.38%	12.82%	9.94%	12.53%	38.31%	23.71%	22.22%	28.75%	14.75%	18.96%	16.10%	21.01%	33.92%	17.6%	11.36%	12.0%	11.51%	17.39%	13.95%	10.46%	17.54%	26.40%	12.72%					
28	"11. ""Истинные патриоты России"""	12	2	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0					
		0.10%	0.14%	0.0%	0.11%	0.25%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	101	12	13	13	12	12	0	8	0	2	2	0	3	3	5	0	2	2	5	0	0	0	5	2	0					
		0.88%	0.87%	0.93%	0.77%	1.02%	1.47%	0.0%	3.16%	0.0%	1.25%	0.81%	0.0%	0.59%	0.79%	2.20%	0.0%	0.50%	1.14%	0.91%	0.0%	0.0%	0.0%	0.94%	0.38%	0.0%					
30	"13. ""Демократическая партия России"""	30	9	0	3	0	3	0	2	1	0	2	1	2	0	1	0	1	0	1	0	0	2	1	1	0					
		0.26%	0.65%	0.0%	0.17%	0.0%	0.36%	0.0%	0.79%	0.65%	0.0%	0.81%	0.57%	0.39%	0.0%	0.44%	0.0%	0.25%	0.0%	0.18%	0.0%	0.0%	2.32%	0.18%	0.19%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	23	3	2	4	5	1	0	0	0	0	1	0	0	0	0	0	1	2	3	0	0	0	0	1	0					
		0.20%	0.21%	0.14%	0.23%	0.42%	0.12%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	1.14%	0.54%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%					
32	"15. ""Партия СЛОН"""	18	2	3	3	2	1	0	0	1	0	0	1	1	1	0	0	2	0	1	0	0	0	0	0	0					
		0.15%	0.14%	0.21%	0.17%	0.17%	0.12%	0.0%	0.0%	0.65%	0.0%	0.0%	0.57%	0.19%	0.26%	0.0%	0.0%	0.50%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	628	90	91	110	97	57	15	0	7	3	4	0	14	16	2	1	10	1	33	10	10	0	24	26	7					
		5.52%	6.59%	6.56%	6.55%	8.31%	7.00%	9.74%	0.0%	4.57%	1.87%	1.63%	0.0%	2.78%	4.25%	0.88%	0.8%	2.52%	0.57%	6.03%	10.86%	7.75%	0.0%	4.52%	5.04%	6.36%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	40	1	6	2	3	3	0	1	0	1	1	3	3	3	2	0	0	1	6	1	0	0	2	1	0					
		0.35%	0.07%	0.43%	0.11%	0.25%	0.36%	0.0%	0.39%	0.0%	0.62%	0.40%	1.72%	0.59%	0.79%	0.88%	0.0%	0.0%	0.57%	1.09%	1.08%	0.0%	0.0%	0.37%	0.19%	0.0%					
35	"18. ""ЛДПР"""	1687	251	209	262	146	117	12	27	18	22	52	14	112	40	23	13	78	36	73	12	10	6	63	79	12					
		14.85%	18.38%	15.06%	15.62%	12.51%	14.37%	7.79%	10.67%	11.76%	13.75%	21.31%	8.04%	22.26%	10.63%	10.13%	10.4%	19.69%	20.57%	13.34%	13.04%	7.75%	6.97%	11.88%	15.33%	10.90%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	323	42	49	59	26	24	2	5	6	3	5	2	18	6	1	0	11	5	13	2	6	4	20	11	3					
		2.84%	3.07%	3.53%	3.51%	2.22%	2.94%	1.29%	1.97%	3.92%	1.87%	2.04%	1.14%	3.57%	1.59%	0.44%	0.0%	2.77%	2.85%	2.37%	2.17%	4.65%	4.65%	3.77%	2.13%	2.72%					
37	"20. ""Политическая партия ""Единая Россия"""	3657	521	454	502	321	264	39	91	49	62	81	73	120	107	77	50	131	66	194	18	43	44	166	143	41					
		32.19%	38.16%	32.73%	29.93%	27.50%	32.43%	25.32%	35.96%	32.02%	38.75%	33.19%	41.95%	23.85%	28.45%	33.92%	40.0%	33.08%	37.71%	35.46%	19.56%	33.33%	51.16%	31.32%	27.76%	37.27%					
38	"21. ""Российская Конституционно-демократическая партия"""	16	2	3	0	5	0	0	0	0	0	0	0	2	1	0	0	1	0	2	0	0	0	0	0	0					
		0.14%	0.14%	0.21%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.26%	0.0%	0.0%	0.25%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	40	8	5	2	2	4	0	0	1	0	2	1	4	1	0	0	2	0	3	1	0	0	0	4	0					
		0.35%	0.58%	0.36%	0.11%	0.17%	0.49%	0.0%	0.0%	0.65%	0.0%	0.81%	0.57%	0.79%	0.26%	0.0%	0.0%	0.50%	0.0%	0.54%	1.08%	0.0%	0.0%	0.0%	0.77%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1471	130	184	231	261	117	12	21	13	10	19	14	59	49	18	16	50	11	62	23	22	8	87	39	15					
		12.95%	9.52%	13.26%	13.77%	22.36%	14.37%	7.79%	8.30%	8.49%	6.25%	7.78%	8.04%	11.72%	13.03%	7.92%	12.8%	12.62%	6.28%	11.33%	25.0%	17.05%	9.30%	16.41%	7.57%	13.63%					
																															
41	Против всех	301	30	41	57	28	14	2	2	2	3	6	7	16	12	3	8	12	4	20	3	3	2	10	14	2					
		2.64%	2.19%	2.95%	3.39%	2.39%	1.71%	1.29%	0.79%	1.30%	1.87%	2.45%	4.02%	3.18%	3.19%	1.32%	6.4%	3.03%	2.28%	3.65%	3.26%	2.32%	2.32%	1.88%	2.71%	1.81%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
