Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Купинская   																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681					
		0.69%	0.74%	0.59%	0.00%	0.77%	0.66%	0.59%	0.72%	0.23%	2.02%	0.00%	0.98%	0.38%	0.00%	4.55%	1.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.31%	3.08%	1.46%	0.34%	0.52%	0.65%	0.00%	1.49%	1.47%	1.44%	0.74%	0.88%	0.40%	1.30%	0.41%	0.30%	0.00%	0.00%	1.79%	1.08%	0.00%	1.92%	0.00%	0.00%	0.00%	1.33%	0.00%	1.82%	0.60%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3054	204	118	176	202	214	251	128	276	60	23	2	39	2	4	50	3	23	28	65	9	39	60	6	28	60	69	41	8	37	44	92	49	100	26	3	43	109	8	17	17	15	43	19	10	7	32	15	35	39	80	13	13					
		21.06%	21.68%	23.18%	32.59%	31.22%	28.16%	29.60%	23.06%	32.39%	17.34%	18.70%	1.96%	14.77%	2.78%	9.09%	13.89%	5.26%	28.40%	35.00%	21.17%	7.32%	19.21%	18.40%	9.23%	13.66%	20.13%	18.11%	26.80%	8.89%	11.01%	16.12%	22.06%	18.08%	21.88%	10.32%	3.90%	17.70%	32.44%	15.38%	20.99%	15.18%	16.13%	16.04%	12.18%	16.95%	20.59%	12.80%	20.00%	7.32%	11.82%	24.10%	17.11%	11.40%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	139	11	5	3	9	10	9	9	5	3	1	1	3	0	0	4	1	1	1	2	0	1	3	0	3	1	3	3	1	3	1	10	4	7	0	1	2	4	0	0	1	0	4	0	0	0	1	2	2	0	3	0	1					
		0.96%	1.17%	0.98%	0.56%	1.39%	1.32%	1.06%	1.62%	0.59%	0.87%	0.81%	0.98%	1.14%	0.00%	0.00%	1.11%	1.75%	1.23%	1.25%	0.65%	0.00%	0.49%	0.92%	0.00%	1.46%	0.34%	0.79%	1.96%	1.11%	0.89%	0.37%	2.40%	1.48%	1.53%	0.00%	1.30%	0.82%	1.19%	0.00%	0.00%	0.89%	0.00%	1.49%	0.00%	0.00%	0.00%	0.40%	2.67%	0.42%	0.00%	0.90%	0.00%	0.88%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6442	363	208	179	239	253	319	222	312	174	46	76	116	54	29	155	20	27	47	130	71	94	145	45	115	150	158	58	56	164	146	172	102	227	148	50	143	108	36	39	64	48	124	63	41	8	138	38	299	170	151	42	60					
		44.42%	38.58%	40.86%	33.15%	36.94%	33.29%	37.62%	40.00%	36.62%	50.29%	37.40%	74.51%	43.94%	75.00%	65.91%	43.06%	35.09%	33.33%	58.75%	42.35%	57.72%	46.31%	44.48%	69.23%	56.10%	50.34%	41.47%	37.91%	62.22%	48.81%	53.48%	41.25%	37.64%	49.67%	58.73%	64.94%	58.85%	32.14%	69.23%	48.15%	57.14%	51.61%	46.27%	40.38%	69.49%	23.53%	55.20%	50.67%	62.55%	51.52%	45.48%	55.26%	52.63%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	66	4	5	2	3	6	9	7	6	1	0	1	0	0	0	1	0	0	0	1	0	3	1	0	1	1	1	0	1	2	1	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2	0	0	0					
		0.46%	0.43%	0.98%	0.37%	0.46%	0.79%	1.06%	1.26%	0.70%	0.29%	0.00%	0.98%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.33%	0.00%	1.48%	0.31%	0.00%	0.49%	0.34%	0.26%	0.00%	1.11%	0.60%	0.37%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.64%	0.00%	0.00%	0.40%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
