Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Скопинская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	285	5	10	0	10	8	10	10	15	12	5	3	6	7	8	8	5	9	3	3	19	13	3	6	10	5	10	15	5	5	8	18	3	15	8	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	127	5	1	5	7	3	4	6	3	6	5	2	0	3	2	2	1	8	4	2	5	2	7	4	1	2	5	2	5	3	3	7	2	7	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	69	1	0	0	1	3	0	0	9	1	1	0	4	5	0	0	0	1	0	0	13	2	1	2	1	3	3	1	1	1	1	4	0	6	0	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	104	1	0	1	9	3	2	3	2	11	1	1	1	4	1	2	1	4	1	0	9	0	3	2	0	4	4	3	3	3	3	13	2	5	2	0									
		0.64%	0.59%	0.00%	0.47%	1.02%	0.28%	0.60%	0.34%	0.16%	1.10%	0.26%	0.61%	0.68%	0.71%	0.43%	0.61%	0.33%	0.84%	0.36%	0.00%	0.63%	0.00%	0.92%	1.61%	0.00%	0.88%	0.83%	0.60%	0.61%	1.33%	0.98%	1.34%	0.82%	1.27%	1.16%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	396	3	6	5	25	19	7	16	76	24	10	5	0	14	9	8	2	7	3	5	19	8	6	4	8	10	15	15	12	3	10	9	5	9	3	16									
		2.45%	1.78%	4.96%	2.33%	2.84%	1.80%	2.10%	1.79%	6.08%	2.40%	2.63%	3.03%	0.00%	2.50%	3.86%	2.42%	0.66%	1.46%	1.09%	2.38%	1.33%	2.18%	1.85%	3.23%	2.11%	2.20%	3.13%	3.02%	2.44%	1.33%	3.27%	0.93%	2.05%	2.29%	1.74%	4.98%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	221	3	7	6	12	17	6	14	4	25	5	2	0	5	0	7	1	4	3	5	13	1	11	6	2	8	3	12	5	4	2	16	4	4	0	4									
		1.37%	1.78%	5.79%	2.79%	1.37%	1.61%	1.80%	1.57%	0.32%	2.50%	1.32%	1.21%	0.00%	0.89%	0.00%	2.12%	0.33%	0.84%	1.09%	2.38%	0.91%	0.27%	3.38%	4.84%	0.53%	1.76%	0.63%	2.41%	1.02%	1.77%	0.65%	1.65%	1.64%	1.02%	0.00%	1.25%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11640	122	66	167	583	830	237	581	1014	592	293	122	105	398	183	229	249	407	217	151	1112	320	257	77	280	223	287	241	377	152	185	753	196	283	137	214									
		71.94%	72.19%	54.55%	77.67%	66.33%	78.67%	70.96%	64.99%	81.18%	59.08%	77.11%	73.94%	71.43%	70.94%	78.54%	69.39%	82.45%	84.97%	78.91%	71.90%	77.82%	87.19%	79.08%	62.10%	73.68%	49.01%	59.79%	48.49%	76.63%	67.26%	60.46%	77.63%	80.33%	72.01%	79.65%	66.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	126	1	0	1	3	4	3	3	18	11	1	0	2	6	0	0	1	0	0	2	2	1	4	0	3	19	5	3	2	0	3	14	2	1	0	11									
		0.78%	0.59%	0.00%	0.47%	0.34%	0.38%	0.90%	0.34%	1.44%	1.10%	0.26%	0.00%	1.36%	1.07%	0.00%	0.00%	0.33%	0.00%	0.00%	0.95%	0.14%	0.27%	1.23%	0.00%	0.79%	4.18%	1.04%	0.60%	0.41%	0.00%	0.98%	1.44%	0.82%	0.25%	0.00%	3.43%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	0	1	0	1	2	1	0	2	7	0	2	0	1	0	1	0	0	1	0	1	0	0	0	2	11	2	0	0	1	0	2	0	1	0	0									
		0.24%	0.00%	0.83%	0.00%	0.11%	0.19%	0.30%	0.00%	0.16%	0.70%	0.00%	1.21%	0.00%	0.18%	0.00%	0.30%	0.00%	0.00%	0.36%	0.00%	0.07%	0.00%	0.00%	0.00%	0.53%	2.42%	0.42%	0.00%	0.00%	0.44%	0.00%	0.21%	0.00%	0.25%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1684	18	11	22	136	86	23	94	99	164	35	17	10	49	15	45	16	21	21	14	181	29	25	6	48	52	55	117	44	38	54	28	20	51	11	29									
		10.41%	10.65%	9.09%	10.23%	15.47%	8.15%	6.89%	10.51%	7.93%	16.37%	9.21%	10.30%	6.80%	8.73%	6.44%	13.64%	5.30%	4.38%	7.64%	6.67%	12.67%	7.90%	7.69%	4.84%	12.63%	11.43%	11.46%	23.54%	8.94%	16.81%	17.65%	2.89%	8.20%	12.98%	6.40%	9.03%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	43	0	0	0	1	1	1	3	6	2	0	1	0	2	0	0	0	0	1	0	8	0	0	0	0	6	1	2	1	1	1	2	0	3	0	0									
		0.27%	0.00%	0.00%	0.00%	0.11%	0.09%	0.30%	0.34%	0.48%	0.20%	0.00%	0.61%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	1.32%	0.21%	0.40%	0.20%	0.44%	0.33%	0.21%	0.00%	0.76%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	57	0	0	0	4	1	2	3	3	9	1	3	0	1	0	0	0	0	1	0	1	0	0	0	0	12	5	5	3	0	0	1	0	0	0	2									
		0.35%	0.00%	0.00%	0.00%	0.46%	0.09%	0.60%	0.34%	0.24%	0.90%	0.26%	1.82%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	2.64%	1.04%	1.01%	0.61%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.62%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	0	1	0	1	1	0	2	4	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	3	1	0	0	0	0	1	0	0	0	0									
		0.12%	0.00%	0.83%	0.00%	0.11%	0.09%	0.00%	0.22%	0.32%	0.20%	0.00%	0.00%	0.00%	0.18%	0.00%	0.30%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.66%	0.21%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	68	3	2	0	6	8	2	4	3	9	0	1	0	1	2	3	0	0	0	1	1	0	1	0	4	6	3	3	2	0	1	1	0	0	1	0									
		0.42%	1.78%	1.65%	0.00%	0.68%	0.76%	0.60%	0.45%	0.24%	0.90%	0.00%	0.61%	0.00%	0.18%	0.86%	0.91%	0.00%	0.00%	0.00%	0.48%	0.07%	0.00%	0.31%	0.00%	1.05%	1.32%	0.63%	0.60%	0.41%	0.00%	0.33%	0.10%	0.00%	0.00%	0.58%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1351	12	19	13	58	67	41	152	3	94	25	6	28	73	20	22	30	32	20	26	55	6	14	29	23	51	84	76	28	15	37	107	13	22	15	35									
		8.35%	7.10%	15.70%	6.05%	6.60%	6.35%	12.28%	17.00%	0.24%	9.38%	6.58%	3.64%	19.05%	13.01%	8.58%	6.67%	9.93%	6.68%	7.27%	12.38%	3.85%	1.63%	4.31%	23.39%	6.05%	11.21%	17.50%	15.29%	5.69%	6.64%	12.09%	11.03%	5.33%	5.60%	8.72%	10.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	0	0	0	1	0	3	3	3	2	0	0	0	0	0	0	0	0	0	2	3	0	0	0	2	17	1	1	0	0	2	3	0	0	0	3									
		0.28%	0.00%	0.00%	0.00%	0.11%	0.00%	0.90%	0.34%	0.24%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.21%	0.00%	0.00%	0.00%	0.53%	3.74%	0.21%	0.20%	0.00%	0.00%	0.65%	0.31%	0.00%	0.00%	0.00%	0.93%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	222	6	5	0	15	12	6	9	12	23	4	0	1	4	3	8	1	2	5	4	15	1	3	0	1	21	8	13	10	6	1	12	0	4	1	6									
		1.37%	3.55%	4.13%	0.00%	1.71%	1.14%	1.80%	1.01%	0.96%	2.30%	1.05%	0.00%	0.68%	0.71%	1.29%	2.42%	0.33%	0.42%	1.82%	1.90%	1.05%	0.27%	0.92%	0.00%	0.26%	4.62%	1.67%	2.62%	2.03%	2.65%	0.33%	1.24%	0.00%	1.02%	0.58%	1.87%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
