Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Караидельская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №3471									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	407	6	4	4	11	4	40	9	3	4	22	40	7	4	5	3	20	18	3	3	3	3	3	3	15	3	3	3	5	23	18	10	3	3	3	4	8	10	8	5	3	3	3	5	5	5	5	20	12									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	407	6	4	4	11	4	40	9	3	4	22	40	7	4	5	3	20	18	3	3	3	3	3	3	15	3	3	3	5	23	18	10	3	3	3	4	8	10	8	5	3	3	3	5	5	5	5	20	12									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	120	3	1	3	9	1	1	5	5	1	4	8	3	2	3	0	2	2	2	3	2	1	1	1	4	2	6	0	0	3	7	2	3	2	1	0	5	0	1	0	3	2	1	2	5	2	3	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	1	0	0	0	0	1	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	204	0	1	2	15	4	10	3	2	1	43	0	12	0	9	2	5	1	0	10	1	5	1	0	25	9	2	3	7	0	0	1	5	0	0	1	4	7	0	3	1	0	0	1	2	3	0	2	1									
		1.19%	0.00%	0.61%	0.75%	1.68%	1.16%	1.50%	3.13%	1.09%	0.40%	3.39%	0.00%	2.02%	0.00%	3.00%	1.03%	1.12%	0.30%	0.00%	2.68%	0.68%	1.97%	0.78%	0.00%	2.48%	2.19%	0.93%	0.84%	1.75%	0.00%	0.00%	1.05%	1.62%	0.00%	0.00%	0.37%	1.04%	2.16%	0.00%	0.66%	0.70%	0.00%	0.00%	0.41%	0.52%	1.49%	0.00%	0.62%	0.31%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	450	0	4	5	10	21	20	2	4	11	85	0	11	1	14	3	8	1	0	7	5	17	7	0	3	30	3	10	15	3	0	0	3	4	2	23	34	7	13	12	2	0	3	3	12	12	0	6	14									
		2.62%	0.00%	2.44%	1.89%	1.12%	6.07%	3.01%	2.08%	2.19%	4.44%	6.70%	0.00%	1.85%	0.80%	4.67%	1.55%	1.80%	0.30%	0.00%	1.88%	3.40%	6.69%	5.47%	0.00%	0.30%	7.30%	1.40%	2.80%	3.75%	0.99%	0.00%	0.00%	0.97%	4.30%	1.01%	8.49%	8.85%	2.16%	5.42%	2.65%	1.41%	0.00%	2.31%	1.22%	3.12%	5.94%	0.00%	1.86%	4.39%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	189	0	0	0	11	5	5	0	1	2	41	0	20	0	4	4	4	5	0	10	3	4	4	0	2	2	0	0	5	8	0	1	2	1	7	2	9	4	5	1	1	0	2	0	4	5	0	2	3									
		1.10%	0.00%	0.00%	0.00%	1.23%	1.45%	0.75%	0.00%	0.55%	0.81%	3.23%	0.00%	3.37%	0.00%	1.33%	2.06%	0.90%	1.50%	0.00%	2.68%	2.04%	1.57%	3.13%	0.00%	0.20%	0.49%	0.00%	0.00%	1.25%	2.63%	0.00%	1.05%	0.65%	1.08%	3.54%	0.74%	2.34%	1.23%	2.08%	0.22%	0.70%	0.00%	1.54%	0.00%	1.04%	2.48%	0.00%	0.62%	0.94%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9450	176	107	172	498	195	409	55	113	160	730	169	298	70	200	116	350	222	177	242	105	150	83	58	566	260	136	214	239	186	130	65	176	61	123	156	230	196	150	349	92	122	81	151	239	117	179	188	189									
		54.99%	56.05%	65.24%	64.91%	55.64%	56.36%	61.50%	57.29%	61.75%	64.52%	57.57%	8.68%	50.17%	56.00%	66.67%	59.79%	78.65%	66.47%	56.19%	64.88%	71.43%	59.06%	64.84%	62.37%	56.10%	63.26%	63.26%	59.94%	59.75%	61.18%	65.33%	68.42%	56.96%	65.59%	62.12%	57.56%	59.90%	60.49%	62.50%	77.04%	64.79%	65.59%	62.31%	61.38%	62.08%	57.92%	59.87%	58.39%	59.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	63	0	1	1	1	1	9	0	0	2	0	0	5	0	2	3	1	0	0	1	0	4	0	0	3	0	0	1	2	0	1	0	1	1	5	0	1	4	2	3	3	0	0	1	1	1	0	1	1									
		0.37%	0.00%	0.61%	0.38%	0.11%	0.29%	1.35%	0.00%	0.00%	0.81%	0.00%	0.00%	0.84%	0.00%	0.67%	1.55%	0.22%	0.00%	0.00%	0.27%	0.00%	1.57%	0.00%	0.00%	0.30%	0.00%	0.00%	0.28%	0.50%	0.00%	0.50%	0.00%	0.32%	1.08%	2.53%	0.00%	0.26%	1.23%	0.83%	0.66%	2.11%	0.00%	0.00%	0.41%	0.26%	0.50%	0.00%	0.31%	0.31%									
24	"6. Политическая партия ""Гражданская Платформа"""	112	4	0	2	5	4	2	0	1	2	19	0	7	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1	1	0	48	0	0	0	0	1	3	2	0	2	0	0	0	2	0	0	0	1	1									
		0.65%	1.27%	0.00%	0.75%	0.56%	1.16%	0.30%	0.00%	0.55%	0.81%	1.50%	0.00%	1.18%	0.00%	0.00%	1.03%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.28%	0.25%	0.00%	24.12%	0.00%	0.00%	0.00%	0.00%	0.37%	0.78%	0.62%	0.00%	0.44%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.31%	0.31%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3520	66	30	55	188	79	115	22	33	55	145	956	100	27	32	35	43	35	67	63	10	43	16	22	196	41	37	72	73	52	0	14	62	17	34	50	54	60	40	39	24	45	25	48	65	35	68	75	57									
		20.48%	21.02%	18.29%	20.75%	21.01%	22.83%	17.29%	22.92%	18.03%	22.18%	11.44%	49.10%	16.84%	21.60%	10.67%	18.04%	9.66%	10.48%	21.27%	16.89%	6.80%	16.93%	12.50%	23.66%	19.43%	9.98%	17.21%	20.17%	18.25%	17.11%	0.00%	14.74%	20.06%	18.28%	17.17%	18.45%	14.06%	18.52%	16.67%	8.61%	16.90%	24.19%	19.23%	19.51%	16.88%	17.33%	22.74%	23.29%	17.87%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	0	0	0	4	0	1	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	3									
		0.10%	0.00%	0.00%	0.00%	0.45%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.33%	0.00%	0.22%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	61	0	1	0	2	0	10	0	0	0	17	0	13	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	3	1	0	0	1	5	0	0	0	1	3	0	0	0									
		0.35%	0.00%	0.61%	0.00%	0.22%	0.00%	1.50%	0.00%	0.00%	0.00%	1.34%	0.00%	2.19%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	1.11%	0.26%	0.00%	0.00%	0.22%	3.52%	0.00%	0.00%	0.00%	0.26%	1.49%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	72	0	0	0	6	0	2	0	1	0	18	0	8	1	0	0	1	0	4	1	0	0	0	0	5	0	0	5	6	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	6	2	0	0	1									
		0.42%	0.00%	0.00%	0.00%	0.67%	0.00%	0.30%	0.00%	0.55%	0.00%	1.42%	0.00%	1.35%	0.80%	0.00%	0.00%	0.22%	0.00%	1.27%	0.27%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	1.40%	1.50%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.70%	0.00%	0.00%	0.81%	1.56%	0.99%	0.00%	0.00%	0.31%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2549	47	20	24	134	36	66	11	20	8	109	821	100	19	34	28	16	50	48	37	10	25	9	13	141	56	25	36	44	30	17	12	41	8	20	33	46	40	28	14	11	19	14	31	50	23	52	38	35									
		14.83%	14.97%	12.20%	9.06%	14.97%	10.40%	9.92%	11.46%	10.93%	3.23%	8.60%	42.17%	16.84%	15.20%	11.33%	14.43%	3.60%	14.97%	15.24%	9.92%	6.80%	9.84%	7.03%	13.98%	13.97%	13.63%	11.63%	10.08%	11.00%	9.87%	8.54%	12.63%	13.27%	8.60%	10.10%	12.18%	11.98%	12.35%	11.67%	3.09%	7.75%	10.22%	10.77%	12.60%	12.99%	11.39%	17.39%	11.80%	10.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	62	2	0	0	5	0	3	1	0	2	16	0	1	0	0	0	0	0	0	0	12	1	0	0	2	0	0	5	0	4	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	1	0	1	2									
		0.36%	0.64%	0.00%	0.00%	0.56%	0.00%	0.45%	1.04%	0.00%	0.81%	1.26%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	8.16%	0.39%	0.00%	0.00%	0.20%	0.00%	0.00%	1.40%	0.00%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.81%	0.00%	0.50%	0.00%	0.31%	0.63%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	324	19	0	0	5	1	11	2	6	2	45	0	7	7	2	1	3	20	19	1	0	0	8	0	50	6	4	10	2	17	1	1	18	1	7	1	1	2	0	20	1	0	3	1	5	0	0	2	12									
		1.89%	6.05%	0.00%	0.00%	0.56%	0.29%	1.65%	2.08%	3.28%	0.81%	3.55%	0.00%	1.18%	5.60%	0.67%	0.52%	0.67%	5.99%	6.03%	0.27%	0.00%	0.00%	6.25%	0.00%	4.96%	1.46%	1.86%	2.80%	0.50%	5.59%	0.50%	1.05%	5.83%	1.08%	3.54%	0.37%	0.26%	0.62%	0.00%	4.42%	0.70%	0.00%	2.31%	0.41%	1.30%	0.00%	0.00%	0.62%	3.76%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
