Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    район Ховрино																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №3654									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	556	22	29	51	30	24	13	29	18	28	18	23	26	26	29	32	28	30	17	25	31	27	0									
		2.83%	2.58%	2.97%	4.59%	3.19%	2.65%	1.39%	2.81%	2.30%	2.67%	1.82%	2.46%	2.97%	2.95%	2.94%	3.35%	2.89%	3.62%	1.92%	2.68%	3.47%	3.14%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	820	29	48	73	50	49	35	44	44	24	39	25	32	36	51	45	41	30	21	33	31	40	0									
		4.17%	3.40%	4.92%	6.57%	5.31%	5.40%	3.75%	4.26%	5.62%	2.29%	3.94%	2.67%	3.66%	4.08%	5.17%	4.71%	4.24%	3.62%	2.37%	3.54%	3.47%	4.65%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	46	2	4	4	3	3	0	0	1	2	3	1	1	1	4	4	4	2	2	2	2	1	0									
		0.23%	0.23%	0.41%	0.36%	0.32%	0.33%	0.00%	0.00%	0.13%	0.19%	0.30%	0.11%	0.11%	0.11%	0.41%	0.42%	0.41%	0.24%	0.23%	0.21%	0.22%	0.12%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2605	128	175	221	165	159	95	143	118	130	126	102	106	102	120	122	123	82	94	87	114	93	0									
		13.26%	14.99%	17.93%	19.89%	17.53%	17.53%	10.17%	13.86%	15.07%	12.39%	12.74%	10.91%	12.13%	11.56%	12.17%	12.76%	12.71%	9.90%	10.60%	9.32%	12.77%	10.80%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2780	122	144	157	130	158	126	167	118	172	128	119	113	132	137	130	131	93	124	121	115	131	12									
		14.15%	14.29%	14.75%	14.13%	13.82%	17.42%	13.49%	16.18%	15.07%	16.40%	12.94%	12.73%	12.93%	14.97%	13.89%	13.60%	13.53%	11.23%	13.98%	12.97%	12.88%	15.21%	16.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	138	7	5	7	5	9	2	7	7	5	7	7	6	7	6	10	7	7	4	9	4	10	0									
		0.70%	0.82%	0.51%	0.63%	0.53%	0.99%	0.21%	0.68%	0.89%	0.48%	0.71%	0.75%	0.69%	0.79%	0.61%	1.05%	0.72%	0.85%	0.45%	0.96%	0.45%	1.16%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1460	70	74	66	57	71	82	71	57	81	63	83	65	49	74	67	72	59	86	73	71	68	1									
		7.43%	8.20%	7.58%	5.94%	6.06%	7.83%	8.78%	6.88%	7.28%	7.72%	6.37%	8.88%	7.44%	5.56%	7.51%	7.01%	7.44%	7.13%	9.70%	7.82%	7.95%	7.90%	1.41%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
