Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																
Дата голосования: 18.09.2016																																																																
																																																																
Наименование Избирательной комиссии:    Cемилукская																																																																
																																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																																
																																																																
		Сумма	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521	УИК №3522	УИК №3523	УИК №3524	УИК №3525	УИК №3526	УИК №3527	УИК №3528	УИК №3529	УИК №3530	УИК №3531	УИК №3532	УИК №3533	УИК №3534	УИК №3535	УИК №3536	УИК №3537	УИК №3538	УИК №3539	УИК №3540	УИК №3541	УИК №3542	УИК №3543	УИК №3544	УИК №3545	УИК №3546	УИК №3547	УИК №3548	УИК №3549	УИК №3550	УИК №3551	УИК №3552	УИК №3553									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	404	12	16	4	10	15	15	14	19	18	9	14	7	3	5	1	1	13	15	13	14	10	0	19	4	9	19	4	7	2	5	0	0	4	0	7	7	4	2	2	6	5	1	0	17	3	1	7	1	2	13	9	9	7									
		1.55%	1.93%	3.07%	1.24%	1.58%	2.27%	1.92%	2.16%	2.63%	2.33%	6.43%	2.08%	2.06%	1.56%	0.94%	0.36%	0.46%	1.72%	1.39%	2.97%	1.37%	0.97%	0.00%	2.40%	1.36%	0.98%	3.26%	0.72%	1.31%	0.56%	2.27%	0.00%	0.00%	1.10%	0.00%	1.79%	1.38%	0.65%	0.87%	0.60%	0.50%	0.80%	0.68%	0.00%	2.92%	0.78%	0.45%	2.67%	0.50%	1.63%	2.58%	0.88%	2.05%	4.43%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15112	320	166	160	215	227	260	228	268	293	63	274	263	129	305	198	113	452	659	256	696	749	269	282	246	773	237	448	424	261	167	129	81	236	203	237	316	508	163	218	778	412	106	177	253	232	108	181	154	71	216	662	208	62									
		58.10%	51.36%	31.86%	49.69%	34.02%	34.39%	33.33%	35.24%	37.07%	38.00%	45.00%	40.65%	77.58%	67.19%	57.44%	71.74%	52.31%	59.95%	60.91%	58.58%	68.24%	72.65%	73.50%	35.61%	83.39%	84.02%	40.72%	80.14%	79.55%	73.11%	75.91%	84.87%	86.17%	65.01%	89.43%	60.61%	62.45%	83.01%	70.87%	65.66%	65.16%	66.24%	72.11%	71.66%	43.40%	60.26%	48.43%	69.08%	77.39%	57.72%	42.94%	64.71%	47.38%	39.24%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	107	2	4	2	4	5	6	8	4	4	1	3	0	0	2	0	0	1	21	2	4	2	0	4	0	1	1	0	2	0	1	0	1	1	0	0	4	1	1	0	4	0	0	0	1	0	0	1	0	1	3	2	0	3									
		0.41%	0.32%	0.77%	0.62%	0.63%	0.76%	0.77%	1.24%	0.55%	0.52%	0.71%	0.45%	0.00%	0.00%	0.38%	0.00%	0.00%	0.13%	1.94%	0.46%	0.39%	0.19%	0.00%	0.51%	0.00%	0.11%	0.17%	0.00%	0.38%	0.00%	0.45%	0.00%	1.06%	0.28%	0.00%	0.00%	0.79%	0.16%	0.43%	0.00%	0.34%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.38%	0.00%	0.81%	0.60%	0.20%	0.00%	1.90%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	0	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	2	2	7	1	2	1	1	0	1	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0									
		0.12%	0.00%	0.19%	0.00%	0.00%	0.15%	0.13%	0.15%	0.14%	0.00%	0.00%	0.00%	0.00%	0.52%	0.19%	0.00%	0.00%	0.27%	0.18%	1.60%	0.10%	0.19%	0.27%	0.13%	0.00%	0.11%	0.17%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2824	90	71	49	103	91	124	88	117	91	20	96	19	26	78	23	31	109	83	54	85	79	41	132	11	45	98	28	30	23	16	12	0	22	6	66	56	20	20	40	89	57	11	22	80	46	29	28	11	23	70	76	59	30									
		10.86%	14.45%	13.63%	15.22%	16.30%	13.79%	15.90%	13.60%	16.18%	11.80%	14.29%	14.24%	5.60%	13.54%	14.69%	8.33%	14.35%	14.46%	7.67%	12.36%	8.33%	7.66%	11.20%	16.67%	3.73%	4.89%	16.84%	5.01%	5.63%	6.44%	7.27%	7.89%	0.00%	6.06%	2.64%	16.88%	11.07%	3.27%	8.70%	12.05%	7.45%	9.16%	7.48%	8.91%	13.72%	11.95%	13.00%	10.69%	5.53%	18.70%	13.92%	7.43%	13.44%	18.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	100	1	0	0	6	4	5	5	4	6	0	6	3	0	1	2	0	3	7	2	2	2	0	7	0	0	5	2	0	0	0	0	0	0	0	1	0	1	0	0	3	0	3	0	9	0	1	0	0	0	4	4	1	0									
		0.38%	0.16%	0.00%	0.00%	0.95%	0.61%	0.64%	0.77%	0.55%	0.78%	0.00%	0.89%	0.88%	0.00%	0.19%	0.72%	0.00%	0.40%	0.65%	0.46%	0.20%	0.19%	0.00%	0.88%	0.00%	0.00%	0.86%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.16%	0.00%	0.00%	0.25%	0.00%	2.04%	0.00%	1.54%	0.00%	0.45%	0.00%	0.00%	0.00%	0.80%	0.39%	0.23%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	149	3	2	0	4	5	10	3	3	6	1	11	2	2	2	2	1	4	17	3	1	3	1	8	2	2	8	1	0	1	0	0	0	0	0	2	1	2	0	0	9	2	0	1	9	0	2	0	0	0	6	3	1	3									
		0.57%	0.48%	0.38%	0.00%	0.63%	0.76%	1.28%	0.46%	0.41%	0.78%	0.71%	1.63%	0.59%	1.04%	0.38%	0.72%	0.46%	0.53%	1.57%	0.69%	0.10%	0.29%	0.27%	1.01%	0.68%	0.22%	1.37%	0.18%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.20%	0.33%	0.00%	0.00%	0.75%	0.32%	0.00%	0.40%	1.54%	0.00%	0.90%	0.00%	0.00%	0.00%	1.19%	0.29%	0.23%	1.90%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	0	0	0	1	2	0	2	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	3	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.15%	0.26%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.46%	0.13%	0.09%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.45%	0.00%	0.50%	0.00%	0.20%	0.29%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	185	4	4	5	11	8	4	4	7	12	1	6	0	0	1	1	5	4	4	1	4	8	1	7	1	7	4	2	2	0	0	0	0	2	0	0	4	3	0	3	6	1	2	0	21	1	4	1	0	0	7	7	3	2									
		0.71%	0.64%	0.77%	1.55%	1.74%	1.21%	0.51%	0.62%	0.97%	1.56%	0.71%	0.89%	0.00%	0.00%	0.19%	0.36%	2.31%	0.53%	0.37%	0.23%	0.39%	0.78%	0.27%	0.88%	0.34%	0.76%	0.69%	0.36%	0.38%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.79%	0.49%	0.00%	0.90%	0.50%	0.16%	1.36%	0.00%	3.60%	0.26%	1.79%	0.38%	0.00%	0.00%	1.39%	0.68%	0.68%	1.27%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4292	120	167	62	192	199	183	159	155	175	23	164	26	20	92	31	27	107	173	54	100	120	32	181	18	60	123	46	16	36	21	3	7	70	11	58	77	36	32	33	206	99	15	34	121	65	58	28	17	17	112	171	113	27									
		16.50%	19.26%	32.05%	19.25%	30.38%	30.15%	23.46%	24.57%	21.44%	22.70%	16.43%	24.33%	7.67%	10.42%	17.33%	11.23%	12.50%	14.19%	15.99%	12.36%	9.80%	11.64%	8.74%	22.85%	6.10%	6.52%	21.13%	8.23%	3.00%	10.08%	9.55%	1.97%	7.45%	19.28%	4.85%	14.83%	15.22%	5.88%	13.91%	9.94%	17.25%	15.92%	10.20%	13.77%	20.75%	16.88%	26.01%	10.69%	8.54%	13.82%	22.27%	16.72%	25.74%	17.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	88	2	4	1	1	2	4	2	4	6	0	6	0	0	1	1	1	2	2	0	4	0	0	6	0	0	6	1	1	3	1	1	0	0	0	0	1	0	0	1	2	3	0	0	2	2	0	0	0	0	4	6	3	2									
		0.34%	0.32%	0.77%	0.31%	0.16%	0.30%	0.51%	0.31%	0.55%	0.78%	0.00%	0.89%	0.00%	0.00%	0.19%	0.36%	0.46%	0.27%	0.18%	0.00%	0.39%	0.00%	0.00%	0.76%	0.00%	0.00%	1.03%	0.18%	0.19%	0.84%	0.45%	0.66%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.30%	0.17%	0.48%	0.00%	0.00%	0.34%	0.52%	0.00%	0.00%	0.00%	0.00%	0.80%	0.59%	0.68%	1.27%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1333	28	40	18	42	53	86	76	79	94	11	46	13	9	12	9	20	19	42	27	66	18	5	92	7	6	39	16	32	25	4	5	3	13	3	8	28	20	1	10	38	24	1	6	31	12	2	7	6	3	25	33	13	7									
		5.12%	4.49%	7.68%	5.59%	6.65%	8.03%	11.03%	11.75%	10.93%	12.19%	7.86%	6.82%	3.83%	4.69%	2.26%	3.26%	9.26%	2.52%	3.88%	6.18%	6.47%	1.75%	1.37%	11.62%	2.37%	0.65%	6.70%	2.86%	6.00%	7.00%	1.82%	3.29%	3.19%	3.58%	1.32%	2.05%	5.53%	3.27%	0.43%	3.01%	3.18%	3.86%	0.68%	2.43%	5.32%	3.12%	0.90%	2.67%	3.02%	2.44%	4.97%	3.23%	2.96%	4.43%									
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
