Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Cacовская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835									
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	80	9	6	0	1	0	1	0	0	0	2	3	2	4	2	1	1	2	4	0	0	0	7	1	1	0	8	0	0	2	8	0	1	6	6	1	0	1	0	0	0									
		0.89%	3.27%	1.67%	0.0%	1.20%	0.0%	0.75%	0.0%	0.0%	0.0%	2.70%	1.47%	0.74%	1.35%	0.90%	0.62%	0.65%	0.33%	1.73%	0.0%	0.0%	0.0%	2.05%	0.26%	0.50%	0.0%	2.98%	0.0%	0.0%	0.73%	1.90%	0.0%	0.92%	1.24%	1.38%	0.33%	0.0%	0.54%	0.0%	0.0%	0.0%									
22	"5. ""За Русь Святую"""	46	1	1	0	0	1	1	1	1	0	2	0	2	1	3	0	1	5	0	1	0	0	0	2	0	0	1	0	0	1	0	5	1	5	3	2	1	1	1	1	1									
		0.51%	0.36%	0.27%	0.0%	0.0%	0.34%	0.75%	1.21%	0.33%	0.0%	2.70%	0.0%	0.74%	0.33%	1.35%	0.0%	0.65%	0.83%	0.0%	0.33%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.37%	0.0%	0.0%	0.36%	0.0%	1.76%	0.92%	1.03%	0.69%	0.67%	0.68%	0.54%	1.19%	0.44%	0.70%									
23	"6. ""Объединенная Российская партия ""Русь"""	23	0	1	0	0	0	0	0	1	0	0	1	2	1	1	0	0	1	2	1	0	0	0	2	0	0	0	0	0	2	0	1	1	2	2	1	0	0	0	0	1									
		0.25%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.49%	0.74%	0.33%	0.45%	0.0%	0.0%	0.16%	0.86%	0.33%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.35%	0.92%	0.41%	0.46%	0.33%	0.0%	0.0%	0.0%	0.0%	0.70%									
24	"7. ""Новый курс - Автомобильная Россия"""	30	1	0	0	1	1	1	1	2	0	0	1	0	5	1	0	0	1	3	1	0	0	0	1	2	0	0	0	0	1	0	1	1	1	3	1	0	0	0	0	0									
		0.33%	0.36%	0.0%	0.0%	1.20%	0.34%	0.75%	1.21%	0.67%	0.0%	0.0%	0.49%	0.0%	1.69%	0.45%	0.0%	0.0%	0.16%	1.29%	0.33%	0.0%	0.0%	0.0%	0.26%	1.01%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.35%	0.92%	0.20%	0.69%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%									
25	"8. ""Народно-республиканская партия России"""	28	1	1	0	0	0	2	1	1	0	0	0	1	0	2	0	0	0	1	0	0	2	2	3	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	2									
		0.31%	0.36%	0.27%	0.0%	0.0%	0.0%	1.50%	1.21%	0.33%	0.0%	0.0%	0.0%	0.37%	0.0%	0.90%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	1.96%	0.58%	0.80%	0.50%	0.0%	0.0%	0.0%	0.99%	0.36%	0.23%	0.35%	0.92%	0.20%	0.0%	0.0%	0.0%	0.0%	1.19%	0.44%	1.41%									
26	"9. ""Российская экологическая партия ""Зеленые"""	22	1	0	1	0	0	0	0	3	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	2	0	0	1	1	2	2	0	2									
		0.24%	0.36%	0.0%	0.82%	0.0%	0.0%	0.0%	0.0%	1.01%	1.85%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.99%	0.36%	0.23%	0.0%	1.85%	0.0%	0.0%	0.33%	0.68%	1.09%	2.38%	0.0%	1.41%									
27	"10. ""Аграрная партия России"""	655	18	38	9	2	13	9	1	21	2	3	32	32	15	22	9	4	18	15	51	6	9	8	51	10	0	11	6	6	10	9	17	14	57	16	12	41	22	7	26	3									
		7.30%	6.54%	10.61%	7.43%	2.40%	4.42%	6.76%	1.21%	7.09%	3.70%	4.05%	15.76%	11.94%	5.08%	9.95%	5.62%	2.61%	3.0%	6.49%	16.88%	10.16%	8.82%	2.34%	13.63%	5.07%	0.0%	4.10%	4.10%	5.94%	3.69%	2.13%	6.00%	12.96%	11.82%	3.68%	4.04%	27.89%	12.02%	8.33%	11.60%	2.12%									
28	"11. ""Истинные патриоты России"""	33	2	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	2	0	0	3	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	2	3	0	1									
		0.36%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.85%	0.0%	0.0%	0.0%	0.0%	0.0%	8.75%	0.0%	0.0%	0.86%	0.0%	0.0%	2.94%	0.29%	0.26%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	1.09%	3.57%	0.0%	0.70%									
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	82	1	3	1	0	0	7	1	3	0	0	1	2	0	1	2	2	7	2	2	1	1	0	4	0	1	2	2	1	3	2	1	2	8	10	0	3	2	4	0	0									
		0.91%	0.36%	0.83%	0.82%	0.0%	0.0%	5.26%	1.21%	1.01%	0.0%	0.0%	0.49%	0.74%	0.0%	0.45%	1.25%	1.30%	1.16%	0.86%	0.66%	1.69%	0.98%	0.0%	1.06%	0.0%	1.0%	0.74%	1.36%	0.99%	1.10%	0.47%	0.35%	1.85%	1.65%	2.30%	0.0%	2.04%	1.09%	4.76%	0.0%	0.0%									
30	"13. ""Демократическая партия России"""	30	1	2	0	0	0	0	0	0	0	0	0	2	1	0	1	0	3	0	1	1	0	0	3	0	2	1	0	0	0	1	0	1	1	3	4	0	0	2	0	0									
		0.33%	0.36%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.33%	0.0%	0.62%	0.0%	0.5%	0.0%	0.33%	1.69%	0.0%	0.0%	0.80%	0.0%	2.0%	0.37%	0.0%	0.0%	0.0%	0.23%	0.0%	0.92%	0.20%	0.69%	1.34%	0.0%	0.0%	2.38%	0.0%	0.0%									
31	"14. ""Великая Россия - Евразийский Союз"""	32	2	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	1	2	0	0	1	2	0	0	3	5	2	0	3	1	1	0									
		0.35%	0.72%	0.0%	0.0%	2.40%	0.0%	1.50%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.29%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	1.0%	0.74%	0.0%	0.0%	0.36%	0.47%	0.0%	0.0%	0.62%	1.15%	0.67%	0.0%	1.63%	1.19%	0.44%	0.0%									
32	"15. ""Партия СЛОН"""	12	0	0	1	0	1	0	0	2	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0									
		0.13%	0.0%	0.0%	0.82%	0.0%	0.34%	0.0%	0.0%	0.67%	0.0%	0.0%	1.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.99%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%									
33	"16. ""Родина"" (народно-патриотический союз)"""	576	11	29	1	5	39	17	2	21	1	2	14	3	18	19	3	15	43	27	21	8	4	20	18	15	3	9	8	3	4	24	12	1	48	56	19	3	13	6	11	0									
		6.42%	4.0%	8.10%	0.82%	6.02%	13.26%	12.78%	2.43%	7.09%	1.85%	2.70%	6.89%	1.11%	6.10%	8.59%	1.87%	9.80%	7.16%	11.68%	6.95%	13.55%	3.92%	5.86%	4.81%	7.61%	3.0%	3.35%	5.47%	2.97%	1.47%	5.70%	4.24%	0.92%	9.95%	12.90%	6.39%	2.04%	7.10%	7.14%	4.91%	0.0%									
34	"17. ""Партия Мира и Единства (ПМЕ)"""	28	3	4	0	0	2	1	0	0	0	0	0	2	1	0	0	0	0	1	2	0	0	0	4	0	0	0	0	1	0	0	1	0	0	1	0	1	2	0	1	1									
		0.31%	1.09%	1.11%	0.0%	0.0%	0.68%	0.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.33%	0.0%	0.0%	0.0%	0.0%	0.43%	0.66%	0.0%	0.0%	0.0%	1.06%	0.0%	0.0%	0.0%	0.0%	0.99%	0.0%	0.0%	0.35%	0.0%	0.0%	0.23%	0.0%	0.68%	1.09%	0.0%	0.44%	0.70%									
35	"18. ""ЛДПР"""	1093	22	43	8	6	57	10	8	50	6	7	58	54	26	27	7	12	88	38	45	7	8	42	31	27	4	34	11	3	26	29	27	7	65	57	49	15	14	17	33	15									
		12.19%	8.0%	12.01%	6.61%	7.22%	19.38%	7.51%	9.75%	16.89%	11.11%	9.45%	28.57%	20.14%	8.81%	12.21%	4.37%	7.84%	14.66%	16.45%	14.90%	11.86%	7.84%	12.31%	8.28%	13.70%	4.0%	12.68%	7.53%	2.97%	9.59%	6.88%	9.54%	6.48%	13.48%	13.13%	16.49%	10.20%	7.65%	20.23%	14.73%	10.63%									
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	147	1	8	2	1	7	8	1	7	0	0	2	5	1	3	2	1	5	6	3	5	0	4	17	3	2	3	1	2	2	6	5	2	8	6	0	0	7	5	6	0									
		1.63%	0.36%	2.23%	1.65%	1.20%	2.38%	6.01%	1.21%	2.36%	0.0%	0.0%	0.98%	1.86%	0.33%	1.35%	1.25%	0.65%	0.83%	2.59%	0.99%	8.47%	0.0%	1.17%	4.54%	1.52%	2.0%	1.11%	0.68%	1.98%	0.73%	1.42%	1.76%	1.85%	1.65%	1.38%	0.0%	0.0%	3.82%	5.95%	2.67%	0.0%									
37	"20. ""Политическая партия ""Единая Россия"""	2528	83	101	38	44	58	32	31	106	23	39	47	84	44	62	60	53	97	54	51	10	41	86	94	85	43	68	57	10	55	197	37	42	157	140	109	25	20	19	64	62									
		28.19%	30.18%	28.21%	31.40%	53.01%	19.72%	24.06%	37.80%	35.81%	42.59%	52.70%	23.15%	31.34%	14.91%	28.05%	37.5%	34.64%	16.16%	23.37%	16.88%	16.94%	40.19%	25.21%	25.13%	43.14%	43.0%	25.37%	39.04%	9.90%	20.29%	46.79%	13.07%	38.88%	32.57%	32.25%	36.70%	17.00%	10.92%	22.61%	28.57%	43.97%									
38	"21. ""Российская Конституционно-демократическая партия"""	35	4	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	3	0	1	3	0	4	1	0	1	0	0	3	2	0	2	5	0	0	0	1	0	0	0									
		0.39%	1.45%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.45%	0.0%	0.0%	0.33%	1.29%	0.0%	1.69%	2.94%	0.0%	1.06%	0.50%	0.0%	0.37%	0.0%	0.0%	1.10%	0.47%	0.0%	1.85%	1.03%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%									
39	"22. ""Развитие предпринимательства"""	20	0	3	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	2	0	0	1	1	0	0	1	0	1	1	2	0	0	2	1	0	0	0	0	0	1	0									
		0.22%	0.0%	0.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	1.85%	0.0%	0.0%	0.37%	0.0%	0.45%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.98%	0.29%	0.0%	0.0%	1.0%	0.0%	0.68%	0.99%	0.73%	0.0%	0.0%	1.85%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%									
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1749	44	73	19	12	40	20	21	41	13	1	23	16	120	31	19	26	145	24	78	15	19	63	56	17	26	63	34	53	129	57	132	12	69	69	44	29	26	3	45	22									
		19.50%	16.0%	20.39%	15.70%	14.45%	13.60%	15.03%	25.60%	13.85%	24.07%	1.35%	11.33%	5.97%	40.67%	14.02%	11.87%	16.99%	24.16%	10.38%	25.82%	25.42%	18.62%	18.47%	14.97%	8.62%	26.0%	23.50%	23.28%	52.47%	47.60%	13.53%	46.64%	11.11%	14.31%	15.89%	14.81%	19.72%	14.20%	3.57%	20.08%	15.60%									
																																																			
41	Против всех	340	16	10	0	0	23	3	1	11	3	1	5	14	17	3	3	2	48	10	12	3	1	21	8	6	3	5	5	4	7	7	12	3	14	25	13	5	5	1	4	6									
		3.79%	5.81%	2.79%	0.0%	0.0%	7.82%	2.25%	1.21%	3.71%	5.55%	1.35%	2.46%	5.22%	5.76%	1.35%	1.87%	1.30%	8.0%	4.32%	3.97%	5.08%	0.98%	6.15%	2.13%	3.04%	3.0%	1.86%	3.42%	3.96%	2.58%	1.66%	4.24%	2.77%	2.90%	5.76%	4.37%	3.40%	2.73%	1.19%	1.78%	4.25%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
