Выборы Президента Российской Федерации																																																																					
																																																																					
Наименование Избирательной комиссии:    Красногвардейская №25																																																																					
																																																																					
Итоги голосования 																																																																					
																																																																					
		Сумма	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826					
11	Число полученных открепительных  удостоверений	3992	82	60	80	70	70	80	80	70	70	60	80	60	80	70	60	70	70	50	70	80	60	70	70	80	60	60	50	60	60	80	80	80	90	60	60	60	60	70	60	60	70	70	60	80	50	70	50	60	60	60	60	50	60	60	50	50	50	60	40	40	60	40					
12	Число выданных открепительных удостоверений	1109	14	22	11	38	22	15	26	26	18	10	19	17	21	14	10	24	23	18	7	20	21	20	26	20	26	11	7	13	21	23	20	22	22	12	25	14	22	18	38	11	19	27	20	19	17	18	10	23	18	12	19	18	16	18	4	14	9	14	9	6	23	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	717	9	5	17	8	8	16	7	16	8	22	11	7	18	14	6	3	17	10	16	9	9	7	15	12	8	7	15	11	9	16	8	11	11	4	6	11	9	14	17	20	6	8	20	22	16	9	11	11	7	9	13	8	11	11	13	3	10	17	6	16	27	16					
14	Число неиспользованных открепительных удостоверений	2883	68	38	69	32	48	65	54	44	52	50	61	43	59	56	50	46	47	32	63	60	39	50	44	60	34	49	43	47	39	57	60	58	68	48	35	46	38	52	22	49	51	43	40	61	33	52	40	37	42	48	41	32	44	42	46	36	41	46	31	34	37	31					
15	"Число открепительных удостоверений, выданных в ТИК"	8	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																					
18	. Глазьев Сергей Юрьевич	3237	62	64	48	48	36	71	35	60	64	61	77	57	58	47	41	60	47	43	47	68	52	31	55	56	44	42	51	46	30	58	84	89	70	42	48	59	54	54	38	61	58	81	50	71	51	60	41	55	65	52	52	40	51	50	47	46	41	71	28	14	44	11					
		4.02%	3.99%	4.67%	3.24%	3.34%	2.56%	4.54%	2.69%	3.98%	4.83%	3.86%	4.99%	4.36%	3.58%	3.26%	3.64%	4.31%	3.54%	3.40%	4.64%	4.43%	4.08%	2.35%	3.87%	3.97%	3.42%	3.90%	4.28%	3.76%	2.53%	3.63%	4.86%	5.29%	4.08%	3.37%	3.89%	4.70%	3.96%	4.04%	3.16%	5.13%	3.83%	4.91%	3.58%	4.37%	4.43%	4.17%	3.92%	3.91%	5.19%	4.52%	4.50%	3.65%	4.36%	4.11%	4.64%	4.69%	4.07%	6.36%	3.31%	5.05%	3.12%	2.37%					
19	. Малышкин Олег Александрович	835	16	12	15	20	10	12	9	18	14	11	13	14	11	18	5	14	11	12	8	12	8	19	18	10	10	14	13	11	10	12	98	16	11	6	9	10	13	12	15	7	20	13	15	16	11	7	10	13	11	11	11	13	9	21	5	6	7	15	12	3	25	4					
		1.04%	1.03%	0.88%	1.01%	1.39%	0.71%	0.77%	0.69%	1.19%	1.06%	0.70%	0.84%	1.07%	0.68%	1.25%	0.44%	1.01%	0.83%	0.95%	0.79%	0.78%	0.63%	1.44%	1.27%	0.71%	0.78%	1.30%	1.09%	0.90%	0.84%	0.75%	5.67%	0.95%	0.64%	0.48%	0.73%	0.80%	0.95%	0.90%	1.25%	0.59%	1.32%	0.79%	1.07%	0.98%	0.95%	0.49%	0.96%	0.92%	0.88%	0.96%	0.95%	1.19%	0.77%	1.73%	0.49%	0.61%	0.69%	1.34%	1.42%	1.08%	1.77%	0.86%					
20	. Миронов Сергей Михайлович	1207	31	18	12	9	21	32	18	18	19	21	17	8	27	15	16	19	14	20	10	8	23	26	29	19	20	16	13	16	22	23	129	28	27	12	16	20	12	19	18	17	28	16	19	16	14	22	8	23	14	20	12	18	9	15	17	15	16	24	15	5	14	9					
		1.50%	2.00%	1.31%	0.81%	0.63%	1.49%	2.05%	1.38%	1.19%	1.43%	1.33%	1.10%	0.61%	1.67%	1.04%	1.42%	1.36%	1.06%	1.58%	0.99%	0.52%	1.80%	1.97%	2.04%	1.35%	1.55%	1.49%	1.09%	1.31%	1.86%	1.44%	7.47%	1.66%	1.57%	0.96%	1.30%	1.59%	0.88%	1.42%	1.50%	1.43%	1.85%	0.97%	1.36%	0.98%	1.22%	1.53%	0.77%	1.64%	1.12%	1.74%	1.04%	1.64%	0.77%	1.23%	1.68%	1.53%	1.59%	2.15%	1.77%	1.81%	0.99%	1.94%					
21	. Путин Владимир Владимирович	61091	1221	1066	1197	1118	1122	1138	1016	1132	981	1207	1166	1015	1205	1146	843	1091	1021	960	765	1170	904	1020	1046	1085	997	851	913	956	906	1240	1100	1247	1251	985	931	936	1048	1007	937	905	1147	1205	1080	1263	884	1066	831	1082	926	863	889	815	878	900	759	736	774	805	656	211	1109	367					
		75.95%	78.62%	77.75%	80.77%	77.86%	79.63%	72.81%	77.97%	75.02%	74.04%	76.30%	75.52%	77.60%	74.47%	79.42%	74.80%	78.32%	76.94%	75.83%	75.44%	76.27%	70.85%	77.27%	73.56%	76.90%	77.41%	79.02%	76.59%	78.10%	76.46%	77.69%	63.66%	74.14%	72.86%	78.99%	75.38%	74.64%	76.83%	75.32%	78.02%	76.05%	75.76%	72.99%	77.36%	77.68%	76.74%	74.03%	79.52%	76.96%	73.96%	74.98%	76.97%	74.29%	75.11%	74.01%	74.85%	75.03%	76.79%	72.13%	77.54%	76.17%	78.54%	79.09%					
22	. Хакамада Ирина Муцуовна	4609	71	68	64	57	75	118	64	79	96	94	105	76	96	61	99	72	73	75	68	87	128	63	105	73	71	49	77	50	65	84	101	93	149	64	76	63	71	84	62	77	83	128	81	81	59	99	39	82	72	81	36	87	68	73	58	84	50	45	31	11	46	12					
		5.73%	4.57%	4.96%	4.32%	3.97%	5.32%	7.55%	4.91%	5.24%	7.25%	5.94%	6.80%	5.81%	5.93%	4.23%	8.78%	5.17%	5.50%	5.92%	6.71%	5.67%	10.03%	4.77%	7.38%	5.17%	5.51%	4.55%	6.46%	4.08%	5.49%	5.26%	5.84%	5.53%	8.68%	5.13%	6.15%	5.02%	5.21%	6.28%	5.16%	6.47%	5.48%	7.75%	5.80%	4.98%	5.12%	6.88%	3.73%	5.83%	5.75%	7.04%	3.12%	7.93%	5.82%	6.00%	5.72%	8.56%	4.96%	4.03%	3.66%	3.97%	3.26%	2.59%					
23	. Харитонов Николай Михайлович	5858	92	86	90	120	79	127	113	135	106	109	103	87	136	89	64	64	89	97	58	104	91	107	111	115	95	69	59	85	94	107	117	124	121	92	102	107	109	98	72	71	113	127	101	109	88	117	75	97	118	74	106	86	100	104	83	62	63	103	73	19	106	40					
		7.28%	5.92%	6.27%	6.07%	8.36%	5.61%	8.13%	8.67%	8.95%	8.00%	6.89%	6.67%	6.65%	8.41%	6.17%	5.68%	4.59%	6.71%	7.66%	5.72%	6.78%	7.13%	8.11%	7.81%	8.15%	7.38%	6.41%	4.95%	6.94%	7.93%	6.70%	6.77%	7.37%	7.05%	7.38%	8.26%	8.53%	7.99%	7.33%	6.00%	5.97%	7.46%	7.69%	7.23%	6.70%	7.64%	8.12%	7.18%	6.90%	9.42%	6.43%	9.18%	7.84%	8.55%	8.55%	8.19%	6.32%	6.25%	9.23%	8.63%	6.86%	7.51%	8.62%					
																																																																					
24	Против всех	3220	48	51	42	57	57	61	34	58	42	76	53	47	81	58	57	67	66	53	55	75	65	45	46	49	37	36	58	55	50	60	87	70	80	40	48	53	50	54	55	49	63	79	45	66	41	64	37	41	40	49	47	37	49	45	45	25	54	43	28	14	66	17					
		4.00%	3.09%	3.72%	2.83%	3.97%	4.05%	3.90%	2.61%	3.84%	3.17%	4.80%	3.43%	3.59%	5.01%	4.02%	5.06%	4.81%	4.97%	4.19%	5.42%	4.89%	5.09%	3.41%	3.23%	3.47%	2.87%	3.34%	4.87%	4.49%	4.22%	3.76%	5.03%	4.16%	4.66%	3.21%	3.89%	4.23%	3.67%	4.04%	4.58%	4.12%	4.16%	4.78%	3.22%	4.06%	3.56%	4.44%	3.54%	2.92%	3.19%	4.26%	4.07%	3.37%	4.19%	3.70%	4.44%	2.55%	5.36%	3.85%	3.31%	5.05%	4.67%	3.66%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
