Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																														
Дата голосования: 18.09.2016																																																														
																																																														
Наименование Избирательной комиссии:    Павловская																																																														
																																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																																														
																																																														
		Сумма	УИК №1442	УИК №1444	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1452	УИК №1454	УИК №1455	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1479	УИК №1480	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1494	УИК №1495	УИК №1496	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1202	44	47	36	35	35	40	44	41	38	42	41	33	39	35	36	32	32	34	40	39	20	20	20	20	15	20	19	25	3	5	2	41	22	24	5	5	19	6	8	4	3	19	16	3	5	20	21	5	20	20	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	701	28	44	29	26	25	21	21	30	38	24	19	16	23	20	19	11	19	29	16	18	15	14	12	18	15	19	13	18	2	1	2	10	8	10	0	1	4	0	8	3	0	5	5	1	4	10	13	2	8	3	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	840	58	4	9	11	17	54	23	113	16	16	18	22	73	15	14	19	48	31	14	67	14	13	7	4	15	10	10	9	14	4	1	5	0	6	0	3	6	4	6	2	5	8	7	11	6	8	3	2	7	5	3									
14	Число погашенных неиспользованных открепительных удостоверений	501	16	3	7	9	10	19	23	11	0	18	22	17	16	15	17	21	13	5	24	21	5	6	8	2	0	1	6	7	1	4	0	31	14	14	5	4	15	6	0	1	3	14	11	2	1	10	8	3	12	17	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	80	7	9	6	0	2	1	5	4	2	4	3	2	3	1	0	1	1	3	3	3	0	1	1	0	0	1	2	2	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	2	5	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	361	13	24	16	16	16	21	14	0	8	4	16	11	14	7	7	1	9	11	14	18	0	4	0	5	3	3	4	15	1	1	0	19	4	0	2	8	5	1	5	2	1	4	3	1	2	13	6	1	2	1	5									
		1.05%	1.08%	1.71%	1.59%	1.46%	1.71%	2.03%	1.16%	0.00%	0.78%	0.42%	1.35%	1.23%	1.07%	0.72%	0.83%	0.10%	1.06%	1.13%	1.34%	1.68%	0.00%	0.72%	0.00%	1.04%	0.58%	0.41%	0.97%	1.56%	0.85%	0.75%	0.00%	2.05%	0.93%	0.00%	0.64%	3.28%	0.93%	0.45%	1.52%	2.25%	0.93%	0.69%	0.45%	0.81%	0.67%	2.28%	1.12%	0.38%	0.35%	0.21%	2.16%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	784	38	42	34	22	27	25	38	3	25	8	22	17	38	24	17	2	28	14	28	17	0	14	5	21	8	3	5	31	3	3	5	31	14	10	10	3	14	2	9	1	1	14	19	4	7	19	12	6	22	11	8									
		2.28%	3.17%	2.99%	3.39%	2.01%	2.88%	2.42%	3.15%	0.26%	2.43%	0.84%	1.86%	1.90%	2.92%	2.45%	2.01%	0.21%	3.29%	1.44%	2.69%	1.59%	0.00%	2.54%	1.04%	4.36%	1.56%	0.41%	1.21%	3.22%	2.54%	2.24%	3.27%	3.35%	3.26%	1.49%	3.22%	1.23%	2.61%	0.91%	2.73%	1.12%	0.93%	2.43%	2.88%	3.23%	2.33%	3.34%	2.23%	2.26%	3.83%	2.33%	3.45%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	492	25	21	23	17	15	13	17	2	18	3	11	12	18	16	12	1	16	12	16	25	0	6	8	4	4	5	8	11	5	3	6	23	1	8	2	4	13	2	5	1	1	7	10	1	6	14	11	5	14	6	5									
		1.43%	2.08%	1.49%	2.29%	1.55%	1.60%	1.26%	1.41%	0.18%	1.75%	0.32%	0.93%	1.34%	1.38%	1.64%	1.42%	0.10%	1.88%	1.23%	1.54%	2.34%	0.00%	1.09%	1.66%	0.83%	0.78%	0.69%	1.93%	1.14%	4.24%	2.24%	3.92%	2.48%	0.23%	1.20%	0.64%	1.64%	2.42%	0.91%	1.52%	1.12%	0.93%	1.21%	1.52%	0.81%	2.00%	2.46%	2.05%	1.88%	2.44%	1.27%	2.16%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20856	620	683	440	760	461	517	618	1041	498	726	618	528	847	479	466	817	462	577	522	546	440	347	342	276	377	511	312	677	72	92	102	476	269	456	205	154	298	150	211	57	65	395	474	78	173	329	376	194	293	292	137									
		60.64%	51.67%	48.61%	43.82%	69.47%	49.25%	50.10%	51.16%	91.40%	48.35%	76.66%	52.20%	58.86%	65.00%	48.98%	55.15%	85.10%	54.29%	59.18%	50.10%	51.03%	75.34%	62.86%	70.95%	57.26%	73.35%	70.39%	75.36%	70.37%	61.02%	68.66%	66.67%	51.40%	62.70%	68.16%	65.92%	63.11%	55.49%	68.18%	63.94%	64.04%	60.19%	68.46%	71.82%	62.90%	57.67%	57.82%	70.02%	72.93%	51.05%	61.86%	59.05%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	139	12	2	1	2	2	6	6	2	6	4	6	8	5	6	4	0	3	3	5	16	0	3	0	2	0	1	0	3	1	1	0	5	1	6	0	0	2	1	0	0	0	2	0	0	0	1	4	1	4	1	1									
		0.40%	1.00%	0.14%	0.10%	0.18%	0.21%	0.58%	0.50%	0.18%	0.58%	0.42%	0.51%	0.89%	0.38%	0.61%	0.47%	0.00%	0.35%	0.31%	0.48%	1.50%	0.00%	0.54%	0.00%	0.41%	0.00%	0.14%	0.00%	0.31%	0.85%	0.75%	0.00%	0.54%	0.23%	0.90%	0.00%	0.00%	0.37%	0.45%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.18%	0.74%	0.38%	0.70%	0.21%	0.43%									
24	"6. Политическая партия ""Гражданская Платформа"""	40	4	0	3	1	0	2	1	0	5	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0	1	1	0	2	2	1	0	2	0	0	0	2	1	0									
		0.12%	0.33%	0.00%	0.30%	0.09%	0.00%	0.19%	0.08%	0.00%	0.49%	0.00%	0.00%	0.11%	0.00%	0.10%	0.00%	0.10%	0.00%	0.00%	0.10%	0.09%	0.00%	0.00%	0.21%	0.21%	0.19%	0.00%	0.00%	0.10%	0.00%	0.75%	0.00%	0.11%	0.00%	0.15%	0.00%	0.00%	0.00%	0.45%	0.30%	0.00%	1.85%	0.35%	0.15%	0.00%	0.67%	0.00%	0.00%	0.00%	0.35%	0.21%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3630	157	218	129	81	106	145	148	31	142	91	97	91	117	117	112	12	117	108	101	110	43	57	27	55	48	31	22	84	16	11	26	142	52	76	39	23	69	20	43	17	15	56	59	9	48	76	29	28	84	64	31									
		10.55%	13.08%	15.52%	12.85%	7.40%	11.32%	14.05%	12.25%	2.72%	13.79%	9.61%	8.19%	10.14%	8.98%	11.96%	13.25%	1.25%	13.75%	11.08%	9.69%	10.28%	7.36%	10.33%	5.60%	11.41%	9.34%	4.27%	5.31%	8.73%	13.56%	8.21%	16.99%	15.33%	12.12%	11.36%	12.54%	9.43%	12.85%	9.09%	13.03%	19.10%	13.89%	9.71%	8.94%	7.26%	16.00%	13.36%	5.40%	10.53%	14.63%	13.56%	13.36%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	157	5	2	6	15	4	9	12	1	8	5	7	8	8	6	3	0	4	4	6	8	0	3	5	4	1	1	2	4	0	0	0	5	0	0	2	0	1	0	0	0	0	0	0	0	1	4	0	0	1	0	2									
		0.46%	0.42%	0.14%	0.60%	1.37%	0.43%	0.87%	0.99%	0.09%	0.78%	0.53%	0.59%	0.89%	0.61%	0.61%	0.36%	0.00%	0.47%	0.41%	0.58%	0.75%	0.00%	0.54%	1.04%	0.83%	0.19%	0.14%	0.48%	0.42%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.64%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.70%	0.00%	0.00%	0.17%	0.00%	0.86%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	204	10	5	9	4	3	11	9	1	10	6	8	10	9	16	3	0	7	4	12	10	0	3	4	4	1	3	1	5	2	1	0	0	2	2	2	0	1	0	1	1	1	6	2	0	1	3	2	1	3	4	1									
		0.59%	0.83%	0.36%	0.90%	0.37%	0.32%	1.07%	0.75%	0.09%	0.97%	0.63%	0.68%	1.11%	0.69%	1.64%	0.36%	0.00%	0.82%	0.41%	1.15%	0.93%	0.00%	0.54%	0.83%	0.83%	0.19%	0.41%	0.24%	0.52%	1.69%	0.75%	0.00%	0.00%	0.47%	0.30%	0.64%	0.00%	0.19%	0.00%	0.30%	1.12%	0.93%	1.04%	0.30%	0.00%	0.33%	0.53%	0.37%	0.38%	0.52%	0.85%	0.43%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	38	1	0	3	1	2	1	2	0	2	0	0	1	0	1	2	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	2	2	0	1	0	2	1	0	1	0	2	2	0	1	0	1	0	0	0	1	1									
		0.11%	0.08%	0.00%	0.30%	0.09%	0.21%	0.10%	0.17%	0.00%	0.19%	0.00%	0.00%	0.11%	0.00%	0.10%	0.24%	0.00%	0.00%	0.00%	0.10%	0.09%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.21%	0.00%	0.00%	1.31%	0.22%	0.00%	0.15%	0.00%	0.82%	0.19%	0.00%	0.30%	0.00%	1.85%	0.35%	0.00%	0.81%	0.00%	0.18%	0.00%	0.00%	0.00%	0.21%	0.43%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	279	14	13	11	14	13	13	3	2	4	2	18	25	13	15	10	0	2	9	16	10	0	3	3	0	3	4	2	6	0	3	0	3	1	3	3	4	6	0	2	3	2	4	2	0	2	2	5	1	1	3	1									
		0.81%	1.17%	0.93%	1.10%	1.28%	1.39%	1.26%	0.25%	0.18%	0.39%	0.21%	1.52%	2.79%	0.99%	1.53%	1.18%	0.00%	0.24%	0.92%	1.54%	0.93%	0.00%	0.54%	0.62%	0.00%	0.58%	0.55%	0.48%	0.62%	0.00%	2.24%	0.00%	0.32%	0.23%	0.45%	0.96%	1.64%	1.12%	0.00%	0.61%	3.37%	1.85%	0.69%	0.30%	0.00%	0.67%	0.35%	0.93%	0.38%	0.17%	0.64%	0.43%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4897	219	231	236	85	195	186	182	49	189	77	155	131	169	193	132	116	147	172	216	133	63	84	74	83	52	128	48	72	14	13	9	166	69	77	35	31	85	38	38	5	12	63	56	14	40	78	45	26	90	52	24									
		14.24%	18.25%	16.44%	23.51%	7.77%	20.83%	18.02%	15.07%	4.30%	18.35%	8.13%	13.09%	14.60%	12.97%	19.73%	15.62%	12.08%	17.27%	17.64%	20.73%	12.43%	10.79%	15.22%	15.35%	17.22%	10.12%	17.63%	11.59%	7.48%	11.86%	9.70%	5.88%	17.93%	16.08%	11.51%	11.25%	12.70%	15.83%	17.27%	11.52%	5.62%	11.11%	10.92%	8.48%	11.29%	13.33%	13.71%	8.38%	9.77%	15.68%	11.02%	10.34%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	101	4	5	2	5	0	6	8	1	2	3	1	0	5	3	3	0	7	0	6	5	0	0	3	1	1	0	0	2	0	0	0	3	1	3	0	2	6	0	0	0	0	0	3	1	0	1	1	0	4	3	0									
		0.29%	0.33%	0.36%	0.20%	0.46%	0.00%	0.58%	0.66%	0.09%	0.19%	0.32%	0.08%	0.00%	0.38%	0.31%	0.36%	0.00%	0.82%	0.00%	0.58%	0.47%	0.00%	0.00%	0.62%	0.21%	0.19%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.32%	0.23%	0.45%	0.00%	0.82%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.81%	0.00%	0.18%	0.19%	0.00%	0.70%	0.64%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1618	51	127	61	51	68	54	104	4	86	13	62	54	45	75	57	8	32	48	76	52	38	26	7	25	10	32	9	44	4	2	3	32	14	19	11	8	17	1	4	0	3	17	22	9	10	18	31	3	42	22	7									
		4.70%	4.25%	9.04%	6.08%	4.66%	7.26%	5.23%	8.61%	0.35%	8.35%	1.37%	5.24%	6.02%	3.45%	7.67%	6.75%	0.83%	3.76%	4.92%	7.29%	4.86%	6.51%	4.71%	1.45%	5.19%	1.95%	4.41%	2.17%	4.57%	3.39%	1.49%	1.96%	3.46%	3.26%	2.84%	3.54%	3.28%	3.17%	0.45%	1.21%	0.00%	2.78%	2.95%	3.33%	7.26%	3.33%	3.16%	5.77%	1.13%	7.32%	4.66%	3.02%									
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
