Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Юргинская городская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095					
		0.28%	0.54%	0.12%	0.0%	0.64%	1.69%	0.17%	0.28%	0.11%	0.0%	0.45%	0.0%	0.13%	0.45%	0.23%	0.41%	0.11%	0.12%	0.47%	0.38%	0.34%	0.79%	0.21%	0.59%	0.34%	0.14%	0.10%	0.10%	0.29%	0.53%	0.17%	0.12%	0.10%	0.20%	0.27%	0.53%	0.0%	0.11%	0.23%	0.15%	0.20%	1.19%					
24	"7. ""Новый курс - Автомобильная Россия"""	349	7	14	2	2	6	4	6	11	4	4	11	11	3	2	6	13	17	11	32	24	2	6	14	10	10	20	8	8	5	10	4	8	4	3	9	3	8	15	5	6	1					
		0.92%	0.95%	1.68%	0.37%	0.43%	1.01%	0.71%	0.84%	1.29%	0.42%	0.45%	0.98%	1.43%	0.45%	0.23%	0.83%	0.76%	1.03%	0.87%	1.74%	1.65%	0.79%	0.63%	1.04%	0.85%	1.42%	2.12%	0.83%	0.78%	0.66%	0.85%	0.48%	0.80%	0.40%	0.27%	0.68%	0.42%	0.93%	1.17%	0.75%	1.25%	1.19%					
25	"8. ""Народно-республиканская партия России"""	32	0	2	0	0	0	1	0	0	1	0	0	1	0	2	1	3	2	0	2	2	0	1	1	0	0	1	2	0	1	0	0	3	0	1	0	1	4	0	0	0	0					
		0.08%	0.0%	0.24%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.10%	0.0%	0.0%	0.13%	0.0%	0.23%	0.13%	0.17%	0.12%	0.0%	0.10%	0.13%	0.0%	0.10%	0.07%	0.0%	0.0%	0.10%	0.20%	0.0%	0.13%	0.0%	0.0%	0.30%	0.0%	0.09%	0.0%	0.14%	0.46%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	123	3	0	0	1	3	3	5	1	4	5	3	1	3	3	2	5	5	3	18	8	0	3	2	2	0	7	4	3	1	2	1	2	4	2	4	4	0	5	0	1	0					
		0.32%	0.40%	0.0%	0.0%	0.21%	0.50%	0.53%	0.70%	0.11%	0.42%	0.56%	0.26%	0.13%	0.45%	0.34%	0.27%	0.29%	0.30%	0.23%	0.97%	0.55%	0.0%	0.31%	0.14%	0.17%	0.0%	0.74%	0.41%	0.29%	0.13%	0.17%	0.12%	0.20%	0.40%	0.18%	0.30%	0.56%	0.0%	0.39%	0.0%	0.20%	0.0%					
27	"10. ""Аграрная партия России"""	880	15	23	20	14	12	14	27	17	27	23	18	24	13	14	22	50	54	13	20	28	2	16	23	17	19	24	22	22	17	39	18	15	22	39	34	21	13	29	20	17	3					
		2.33%	2.04%	2.77%	3.73%	3.03%	2.03%	2.49%	3.80%	2.00%	2.83%	2.59%	1.61%	3.12%	1.96%	1.61%	3.05%	2.95%	3.30%	1.03%	1.08%	1.93%	0.79%	1.69%	1.72%	1.46%	2.69%	2.55%	2.29%	2.15%	2.26%	3.35%	2.16%	1.50%	2.24%	3.57%	2.58%	2.94%	1.52%	2.27%	3.02%	3.55%	3.57%					
28	"11. ""Истинные патриоты России"""	30	1	1	1	0	0	1	0	3	3	0	0	0	0	0	2	1	0	2	1	3	0	0	0	2	0	0	1	0	0	1	1	1	0	0	1	0	0	2	2	0	0					
		0.07%	0.13%	0.12%	0.18%	0.0%	0.0%	0.17%	0.0%	0.35%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.05%	0.0%	0.15%	0.05%	0.20%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.10%	0.0%	0.0%	0.08%	0.12%	0.10%	0.0%	0.0%	0.07%	0.0%	0.0%	0.15%	0.30%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	205	3	8	5	5	3	5	3	6	5	6	8	3	1	3	6	7	5	9	13	7	2	3	5	5	5	3	5	5	4	8	5	4	5	6	6	3	6	7	3	4	0					
		0.54%	0.40%	0.96%	0.93%	1.08%	0.50%	0.89%	0.42%	0.70%	0.52%	0.67%	0.71%	0.39%	0.15%	0.34%	0.83%	0.41%	0.30%	0.71%	0.70%	0.48%	0.79%	0.31%	0.37%	0.42%	0.71%	0.31%	0.52%	0.48%	0.53%	0.68%	0.60%	0.40%	0.51%	0.54%	0.45%	0.42%	0.70%	0.55%	0.45%	0.83%	0.0%					
30	"13. ""Демократическая партия России"""	77	2	2	4	2	0	0	0	0	0	2	1	2	2	4	1	2	0	0	8	3	1	4	2	6	3	2	1	2	2	0	2	2	4	2	0	2	0	4	3	0	0					
		0.20%	0.27%	0.24%	0.74%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.08%	0.26%	0.30%	0.46%	0.13%	0.11%	0.0%	0.0%	0.43%	0.20%	0.39%	0.42%	0.14%	0.51%	0.42%	0.21%	0.10%	0.19%	0.26%	0.0%	0.24%	0.20%	0.40%	0.18%	0.0%	0.28%	0.0%	0.31%	0.45%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	45	1	1	1	2	0	0	0	1	1	3	0	0	1	3	0	2	0	0	9	1	1	0	0	3	2	0	1	0	2	0	1	1	0	0	4	0	1	1	0	1	1					
		0.11%	0.13%	0.12%	0.18%	0.43%	0.0%	0.0%	0.0%	0.11%	0.10%	0.33%	0.0%	0.0%	0.15%	0.34%	0.0%	0.11%	0.0%	0.0%	0.48%	0.06%	0.39%	0.0%	0.0%	0.25%	0.28%	0.0%	0.10%	0.0%	0.26%	0.0%	0.12%	0.10%	0.0%	0.0%	0.30%	0.0%	0.11%	0.07%	0.0%	0.20%	1.19%					
32	"15. ""Партия СЛОН"""	70	0	1	0	2	0	3	1	1	1	3	6	0	0	3	3	0	3	0	13	7	1	1	4	4	0	0	1	2	0	1	0	1	2	1	0	1	1	2	0	1	0					
		0.18%	0.0%	0.12%	0.0%	0.43%	0.0%	0.53%	0.14%	0.11%	0.10%	0.33%	0.53%	0.0%	0.0%	0.34%	0.41%	0.0%	0.18%	0.0%	0.70%	0.48%	0.39%	0.10%	0.29%	0.34%	0.0%	0.0%	0.10%	0.19%	0.0%	0.08%	0.0%	0.10%	0.20%	0.09%	0.0%	0.14%	0.11%	0.15%	0.0%	0.20%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2458	27	48	32	26	24	42	48	39	68	44	77	67	66	75	40	133	147	54	18	112	10	63	103	68	47	68	60	80	39	66	79	68	72	80	103	36	42	100	56	29	2					
		6.53%	3.68%	5.79%	5.98%	5.62%	4.06%	7.48%	6.76%	4.60%	7.14%	4.95%	6.91%	8.71%	9.96%	8.65%	5.55%	7.85%	8.98%	4.27%	0.97%	7.72%	3.96%	6.66%	7.70%	5.84%	6.67%	7.23%	6.26%	7.82%	5.19%	5.67%	9.49%	6.81%	7.36%	7.33%	7.82%	5.05%	4.91%	7.86%	8.45%	6.06%	2.38%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	92	4	4	3	0	1	0	1	2	0	0	2	1	1	1	1	3	0	0	23	2	2	1	2	2	0	2	6	3	0	2	1	4	3	3	3	5	0	0	1	3	0					
		0.24%	0.54%	0.48%	0.56%	0.0%	0.16%	0.0%	0.14%	0.23%	0.0%	0.0%	0.17%	0.13%	0.15%	0.11%	0.13%	0.17%	0.0%	0.0%	1.25%	0.13%	0.79%	0.10%	0.14%	0.17%	0.0%	0.21%	0.62%	0.29%	0.0%	0.17%	0.12%	0.40%	0.30%	0.27%	0.22%	0.70%	0.0%	0.0%	0.15%	0.62%	0.0%					
35	"18. ""ЛДПР"""	6837	199	193	132	97	107	94	136	159	146	154	177	107	129	148	161	278	258	291	311	279	62	184	266	226	131	204	154	213	166	201	141	136	130	134	214	112	141	208	145	91	22					
		18.16%	27.18%	23.28%	24.67%	20.99%	18.10%	16.75%	19.15%	18.77%	15.33%	17.34%	15.90%	13.91%	19.48%	17.07%	22.36%	16.42%	15.77%	23.05%	16.91%	19.25%	24.60%	19.47%	19.89%	19.43%	18.60%	21.70%	16.07%	20.84%	22.10%	17.26%	16.94%	13.62%	13.29%	12.28%	16.26%	15.73%	16.51%	16.35%	21.90%	19.03%	26.19%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	507	7	7	10	2	11	9	10	12	14	21	9	15	9	14	7	24	25	8	7	18	2	15	10	23	13	16	12	14	13	16	10	23	22	16	20	15	5	9	14	0	0					
		1.34%	0.95%	0.84%	1.86%	0.43%	1.86%	1.60%	1.40%	1.41%	1.47%	2.36%	0.80%	1.95%	1.35%	1.61%	0.97%	1.41%	1.52%	0.63%	0.38%	1.24%	0.79%	1.58%	0.74%	1.97%	1.84%	1.70%	1.25%	1.36%	1.73%	1.37%	1.20%	2.30%	2.24%	1.46%	1.51%	2.10%	0.58%	0.70%	2.11%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	16049	312	358	216	168	233	234	266	378	397	369	483	285	254	329	306	651	670	718	1138	581	115	396	520	501	253	369	432	413	308	488	340	415	407	473	573	301	403	508	252	208	28					
		42.64%	42.62%	43.18%	40.37%	36.36%	39.42%	41.71%	37.46%	44.62%	41.70%	41.55%	43.39%	37.06%	38.36%	37.94%	42.5%	38.45%	40.95%	56.89%	61.88%	40.09%	45.63%	41.90%	38.89%	43.07%	35.93%	39.25%	45.09%	40.41%	41.01%	41.92%	40.86%	41.58%	41.61%	43.35%	43.54%	42.27%	47.18%	39.93%	38.06%	43.51%	33.33%					
38	"21. ""Российская Конституционно-демократическая партия"""	54	0	2	0	2	1	0	3	4	2	1	1	2	0	0	1	1	1	0	5	1	1	2	1	1	1	1	2	0	1	3	0	2	2	1	1	2	2	1	1	2	0					
		0.14%	0.0%	0.24%	0.0%	0.43%	0.16%	0.0%	0.42%	0.47%	0.21%	0.11%	0.08%	0.26%	0.0%	0.0%	0.13%	0.05%	0.06%	0.0%	0.27%	0.06%	0.39%	0.21%	0.07%	0.08%	0.14%	0.10%	0.20%	0.0%	0.13%	0.25%	0.0%	0.20%	0.20%	0.09%	0.07%	0.28%	0.23%	0.07%	0.15%	0.41%	0.0%					
39	"22. ""Развитие предпринимательства"""	114	0	0	1	1	1	0	0	1	1	1	1	1	1	4	2	12	5	0	9	8	0	4	3	4	4	4	1	4	3	4	3	4	5	6	2	3	1	7	3	0	0					
		0.30%	0.0%	0.0%	0.18%	0.21%	0.16%	0.0%	0.0%	0.11%	0.10%	0.11%	0.08%	0.13%	0.15%	0.46%	0.27%	0.70%	0.30%	0.0%	0.48%	0.55%	0.0%	0.42%	0.22%	0.34%	0.56%	0.42%	0.10%	0.39%	0.39%	0.34%	0.36%	0.40%	0.51%	0.54%	0.15%	0.42%	0.11%	0.55%	0.45%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4208	58	65	60	73	99	63	91	78	120	112	145	127	73	110	62	255	174	51	38	148	14	97	148	117	96	97	114	101	70	156	106	151	146	134	152	91	105	170	70	58	13					
		11.18%	7.92%	7.84%	11.21%	15.80%	16.75%	11.22%	12.81%	9.20%	12.60%	12.61%	13.02%	16.51%	11.02%	12.68%	8.61%	15.06%	10.63%	4.04%	2.06%	10.21%	5.55%	10.26%	11.06%	10.06%	13.63%	10.31%	11.89%	9.88%	9.32%	13.40%	12.74%	15.13%	14.92%	12.28%	11.55%	12.78%	12.29%	13.36%	10.57%	12.13%	15.47%					
																																																
41	Против всех	1614	31	32	13	20	17	35	34	30	46	41	48	26	33	47	19	76	77	42	26	79	9	47	67	59	39	51	38	58	32	52	42	44	41	49	59	30	26	58	20	15	6					
		4.28%	4.23%	3.86%	2.42%	4.32%	2.87%	6.23%	4.78%	3.54%	4.83%	4.61%	4.31%	3.38%	4.98%	5.42%	2.63%	4.48%	4.70%	3.32%	1.41%	5.45%	3.57%	4.97%	5.01%	5.07%	5.53%	5.42%	3.96%	5.67%	4.26%	4.46%	5.04%	4.40%	4.19%	4.49%	4.48%	4.21%	3.04%	4.55%	3.02%	3.13%	7.14%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
