Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Илекская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	92	15	12	7	12	0	3	0	4	3	6	0	4	1	1	0	0	3	3	2	1	1	2	3	3	1	5									
		0.86%	1.86%	1.25%	0.66%	1.12%	0.00%	0.90%	0.00%	0.44%	0.52%	1.02%	0.00%	0.79%	0.14%	1.92%	0.00%	0.00%	1.01%	1.12%	0.38%	1.45%	1.00%	1.94%	0.80%	0.89%	0.32%	1.48%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	422	33	28	30	40	3	20	5	29	37	28	1	34	31	2	0	2	12	1	27	1	2	3	16	13	9	15									
		3.93%	4.09%	2.91%	2.81%	3.72%	2.83%	6.02%	2.14%	3.20%	6.43%	4.75%	3.57%	6.73%	4.35%	3.85%	0.00%	7.41%	4.04%	0.37%	5.09%	1.45%	2.00%	2.91%	4.29%	3.85%	2.86%	4.45%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	143	15	15	20	15	2	2	0	8	5	8	0	5	10	0	0	0	3	11	7	2	1	0	4	6	2	2									
		1.33%	1.86%	1.56%	1.88%	1.40%	1.89%	0.60%	0.00%	0.88%	0.87%	1.36%	0.00%	0.99%	1.40%	0.00%	0.00%	0.00%	1.01%	4.09%	1.32%	2.90%	1.00%	0.00%	1.07%	1.78%	0.63%	0.59%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4553	285	293	374	385	44	154	125	405	255	326	15	266	351	20	11	12	126	145	201	24	46	24	183	160	176	147									
		42.44%	35.32%	30.43%	35.08%	35.85%	41.51%	46.39%	53.42%	44.75%	44.35%	55.25%	53.57%	52.67%	49.23%	38.46%	55.00%	44.44%	42.42%	53.90%	37.92%	34.78%	46.00%	23.30%	49.06%	47.34%	55.87%	43.62%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	2	8	6	8	0	0	0	3	3	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	3									
		0.36%	0.25%	0.83%	0.56%	0.74%	0.00%	0.00%	0.00%	0.33%	0.52%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	3.70%	0.34%	0.00%	0.19%	0.00%	1.00%	0.00%	0.27%	0.00%	0.00%	0.89%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	3	1	1	1	0	1	0	2	2	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	1									
		0.18%	0.37%	0.10%	0.09%	0.09%	0.00%	0.30%	0.00%	0.22%	0.35%	0.00%	0.00%	0.20%	0.00%	1.92%	0.00%	3.70%	0.34%	0.37%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.30%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2626	246	346	333	326	37	66	51	97	98	62	3	44	166	6	6	6	70	65	157	27	37	53	72	96	59	97									
		24.48%	30.48%	35.93%	31.24%	30.35%	34.91%	19.88%	21.79%	10.72%	17.04%	10.51%	10.71%	8.71%	23.28%	11.54%	30.00%	22.22%	23.57%	24.16%	29.62%	39.13%	37.00%	51.46%	19.30%	28.40%	18.73%	28.78%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	67	2	13	8	15	0	3	2	2	3	2	0	1	2	3	0	0	2	0	2	0	0	1	4	1	1	0									
		0.62%	0.25%	1.35%	0.75%	1.40%	0.00%	0.90%	0.85%	0.22%	0.52%	0.34%	0.00%	0.20%	0.28%	5.77%	0.00%	0.00%	0.67%	0.00%	0.38%	0.00%	0.00%	0.97%	1.07%	0.30%	0.32%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	74	13	15	8	12	0	1	0	0	0	5	1	3	0	0	0	1	2	0	6	0	0	1	4	0	1	1									
		0.69%	1.61%	1.56%	0.75%	1.12%	0.00%	0.30%	0.00%	0.00%	0.00%	0.85%	3.57%	0.59%	0.00%	0.00%	0.00%	3.70%	0.67%	0.00%	1.13%	0.00%	0.00%	0.97%	1.07%	0.00%	0.32%	0.30%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	2	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.07%	0.00%	0.21%	0.00%	0.19%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.20%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	52	2	5	3	8	1	3	0	4	3	4	0	4	4	0	0	0	1	0	0	1	0	0	2	1	3	3									
		0.48%	0.25%	0.52%	0.28%	0.74%	0.94%	0.90%	0.00%	0.44%	0.52%	0.68%	0.00%	0.79%	0.56%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	1.45%	0.00%	0.00%	0.54%	0.30%	0.95%	0.89%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2056	133	173	204	206	13	52	41	291	124	118	8	117	125	15	3	3	66	32	106	8	8	14	73	47	41	35									
		19.16%	16.48%	17.96%	19.14%	19.18%	12.26%	15.66%	17.52%	32.15%	21.57%	20.00%	28.57%	23.17%	17.53%	28.85%	15.00%	11.11%	22.22%	11.90%	20.00%	11.59%	8.00%	13.59%	19.57%	13.91%	13.02%	10.39%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	52	4	5	5	5	1	1	0	2	4	8	0	3	0	0	0	0	0	0	6	0	0	0	1	3	2	2									
		0.48%	0.50%	0.52%	0.47%	0.47%	0.94%	0.30%	0.00%	0.22%	0.70%	1.36%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	0.00%	0.00%	0.00%	0.27%	0.89%	0.63%	0.59%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	272	29	30	33	31	3	16	2	32	24	2	0	9	9	0	0	0	4	5	7	3	1	3	5	5	10	9									
		2.54%	3.59%	3.12%	3.10%	2.89%	2.83%	4.82%	0.85%	3.54%	4.17%	0.34%	0.00%	1.78%	1.26%	0.00%	0.00%	0.00%	1.35%	1.86%	1.32%	4.35%	1.00%	2.91%	1.34%	1.48%	3.17%	2.67%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
