Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																						
Дата голосования: 04.12.2011																																																																						
																																																																						
Наименование Избирательной комиссии:    Вязниковская																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1030	20	30	30	20	20	20	30	20	30	30	20	10	30	30	20	30	20	10	10	20	10	20	20	20	20	10	10	10	10	10	10	20	10	10	10	10	10	10	10	40	20	30	10	20	10	10	10	20	20	10	10	20	30	10	10	10	10	10	10	10	10	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	764	17	24	24	19	19	16	22	19	24	30	12	1	15	23	17	25	19	0	1	14	10	20	13	13	20	10	1	0	0	10	3	13	10	8	10	10	10	2	0	36	12	20	10	19	5	4	10	20	20	8	10	13	25	10	8	10	10	6	0	1	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	463	8	14	9	22	22	13	17	0	12	34	14	10	18	12	9	7	13	11	7	7	16	3	6	17	2	3	2	7	4	2	5	0	7	6	4	4	3	3	2	5	2	4	3	2	1	6	4	10	8	10	5	3	5	10	8	7	3	2	3	2	5	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	266	3	6	6	1	1	4	8	1	6	0	8	9	15	7	3	5	1	10	9	6	0	0	7	7	0	0	9	10	10	0	7	7	0	2	0	0	0	8	10	4	8	10	0	1	5	6	0	0	0	2	0	7	5	0	2	0	0	4	10	9	7	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	1	1	1	0	0	4	0	3	0	2	1	0	1	2	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7326	241	199	179	138	185	191	157	196	184	251	110	56	193	227	211	284	227	74	20	117	115	139	102	126	78	35	86	19	56	45	71	167	212	273	118	97	37	45	59	114	17	79	51	30	41	24	73	321	132	134	183	53	43	61	164	57	82	146	35	37	103	8	18					
		22.75%	28.32%	22.38%	20.55%	24.86%	23.60%	25.78%	22.72%	22.63%	20.89%	23.81%	16.87%	22.22%	27.11%	24.30%	23.63%	28.09%	25.71%	20.67%	16.39%	20.74%	20.03%	29.51%	19.47%	23.29%	22.35%	19.55%	20.92%	14.96%	19.51%	18.83%	29.46%	28.16%	29.28%	32.46%	33.24%	16.33%	12.54%	17.93%	21.77%	13.89%	8.06%	21.41%	12.88%	20.13%	18.89%	15.09%	23.25%	29.10%	20.69%	18.77%	24.66%	22.46%	17.84%	13.15%	21.22%	15.41%	17.75%	32.88%	16.91%	20.67%	24.12%	10.00%	30.51%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4574	135	152	133	82	109	128	118	136	128	130	65	31	121	108	121	116	124	56	9	85	86	47	84	87	46	24	77	11	28	49	38	98	78	83	36	100	39	37	28	145	30	54	75	19	30	35	42	155	81	78	74	23	41	74	135	49	56	44	31	30	79	22	9					
		14.20%	15.86%	17.10%	15.27%	14.77%	13.90%	17.27%	17.08%	15.70%	14.53%	12.33%	9.97%	12.30%	16.99%	11.56%	13.55%	11.47%	14.04%	15.64%	7.38%	15.07%	14.98%	9.98%	16.03%	16.08%	13.18%	13.41%	18.73%	8.66%	9.76%	20.50%	15.77%	16.53%	10.77%	9.87%	10.14%	16.84%	13.22%	14.74%	10.33%	17.66%	14.22%	14.63%	18.94%	12.75%	13.82%	22.01%	13.38%	14.05%	12.70%	10.92%	9.97%	9.75%	17.01%	15.95%	17.46%	13.24%	12.12%	9.91%	14.98%	16.76%	18.50%	27.50%	15.25%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	293	3	13	9	6	12	8	7	10	5	11	3	3	9	14	6	7	5	2	0	5	10	6	8	6	2	3	1	1	1	5	2	3	3	13	4	7	1	3	2	7	1	1	5	1	3	2	0	10	2	3	6	1	2	3	6	3	5	2	0	4	6	1	0					
		0.91%	0.35%	1.46%	1.03%	1.08%	1.53%	1.08%	1.01%	1.15%	0.57%	1.04%	0.46%	1.19%	1.26%	1.50%	0.67%	0.69%	0.57%	0.56%	0.00%	0.89%	1.74%	1.27%	1.53%	1.11%	0.57%	1.68%	0.24%	0.79%	0.35%	2.09%	0.83%	0.51%	0.41%	1.55%	1.13%	1.18%	0.34%	1.20%	0.74%	0.85%	0.47%	0.27%	1.26%	0.67%	1.38%	1.26%	0.00%	0.91%	0.31%	0.42%	0.81%	0.42%	0.83%	0.65%	0.78%	0.81%	1.08%	0.45%	0.00%	2.23%	1.41%	1.25%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6346	152	222	138	107	137	136	109	171	242	269	116	55	139	174	179	265	193	84	16	96	84	71	78	121	81	23	49	15	34	51	39	104	136	140	63	131	35	39	29	169	48	55	28	30	46	24	80	196	98	162	205	91	45	53	153	123	155	79	51	33	81	17	1					
		19.70%	17.86%	24.97%	15.84%	19.28%	17.47%	18.35%	15.77%	19.75%	27.47%	25.52%	17.79%	21.83%	19.52%	18.63%	20.04%	26.21%	21.86%	23.46%	13.11%	17.02%	14.63%	15.07%	14.89%	22.37%	23.21%	12.85%	11.92%	11.81%	11.85%	21.34%	16.18%	17.54%	18.78%	16.65%	17.75%	22.05%	11.86%	15.54%	10.70%	20.58%	22.75%	14.91%	7.07%	20.13%	21.20%	15.09%	25.48%	17.77%	15.36%	22.69%	27.63%	38.56%	18.67%	11.42%	19.79%	33.24%	33.55%	17.79%	24.64%	18.44%	18.97%	21.25%	1.69%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	651	14	21	20	10	30	29	12	28	23	38	12	6	31	25	8	28	22	3	1	11	8	5	12	6	10	0	7	0	1	1	3	8	25	19	10	15	0	3	3	10	1	1	6	1	2	1	8	27	15	10	12	2	4	10	10	4	2	3	1	2	11	0	0					
		2.02%	1.65%	2.36%	2.30%	1.80%	3.83%	3.91%	1.74%	3.23%	2.61%	3.61%	1.84%	2.38%	4.35%	2.68%	0.90%	2.77%	2.49%	0.84%	0.82%	1.95%	1.39%	1.06%	2.29%	1.11%	2.87%	0.00%	1.70%	0.00%	0.35%	0.42%	1.24%	1.35%	3.45%	2.26%	2.82%	2.53%	0.00%	1.20%	1.11%	1.22%	0.47%	0.27%	1.52%	0.67%	0.92%	0.63%	2.55%	2.45%	2.35%	1.40%	1.62%	0.85%	1.66%	2.16%	1.29%	1.08%	0.43%	0.68%	0.48%	1.12%	2.58%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12289	287	262	372	198	299	232	269	309	281	337	235	90	209	370	350	293	288	131	74	243	264	190	233	184	127	92	180	78	163	85	86	201	263	303	111	233	175	122	144	363	110	172	219	66	89	72	104	379	295	319	252	62	96	251	292	122	153	155	86	72	138	31	28					
		38.16%	33.73%	29.47%	42.71%	35.68%	38.14%	31.31%	38.93%	35.68%	31.90%	31.97%	36.04%	35.71%	29.35%	39.61%	39.19%	28.98%	32.62%	36.59%	60.66%	43.09%	45.99%	40.34%	44.47%	34.01%	36.39%	51.40%	43.80%	61.42%	56.79%	35.56%	35.68%	33.90%	36.33%	36.03%	31.27%	39.23%	59.32%	48.61%	53.14%	44.21%	52.13%	46.61%	55.30%	44.30%	41.01%	45.28%	33.12%	34.36%	46.24%	44.68%	33.96%	26.27%	39.83%	54.09%	37.77%	32.97%	33.12%	34.91%	41.55%	40.22%	32.32%	38.75%	47.46%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	122	3	5	3	1	6	5	1	2	2	2	4	2	4	5	6	4	2	3	0	1	3	2	1	3	1	1	1	0	1	0	1	1	4	4	2	3	1	0	3	5	0	1	1	0	2	0	0	3	1	2	1	3	1	1	4	0	1	3	0	0	0	0	0					
		0.38%	0.35%	0.56%	0.34%	0.18%	0.77%	0.67%	0.14%	0.23%	0.23%	0.19%	0.61%	0.79%	0.56%	0.54%	0.67%	0.40%	0.23%	0.84%	0.00%	0.18%	0.52%	0.42%	0.19%	0.55%	0.29%	0.56%	0.24%	0.00%	0.35%	0.00%	0.41%	0.17%	0.55%	0.48%	0.56%	0.51%	0.34%	0.00%	1.11%	0.61%	0.00%	0.27%	0.25%	0.00%	0.92%	0.00%	0.00%	0.27%	0.16%	0.28%	0.13%	1.27%	0.41%	0.22%	0.52%	0.00%	0.22%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
