Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
Наименование Избирательной комиссии:    Марксовская																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485					
23	"6. ""Объединенная Российская партия ""Русь"""	137	5	3	3	0	0	3	3	1	1	1	0	7	3	6	4	1	8	0	2	2	4	3	3	1	2	0	0	0	1	0	1	3	2	1	1	0	4	0	7	3	8	4	2	5	0	4	3	5	5	3	4	5					
		0.47%	0.66%	0.55%	0.44%	0.0%	0.0%	0.66%	2.02%	0.29%	0.20%	0.17%	0.0%	1.34%	2.02%	1.35%	0.90%	0.45%	1.27%	0.0%	0.64%	0.38%	1.69%	0.37%	0.43%	0.31%	0.32%	0.0%	0.0%	0.0%	0.56%	0.0%	0.54%	1.08%	0.32%	0.62%	1.09%	0.0%	0.64%	0.0%	0.61%	0.42%	1.70%	0.51%	0.48%	0.67%	0.0%	0.25%	0.22%	0.38%	0.33%	0.27%	0.34%	0.34%					
24	"7. ""Новый курс - Автомобильная Россия"""	132	1	2	0	0	0	3	2	3	1	2	0	3	0	3	5	0	2	7	2	0	6	3	3	0	1	1	0	0	0	0	3	1	2	0	0	0	0	2	2	6	2	5	1	2	4	7	8	10	10	5	4	8					
		0.46%	0.13%	0.37%	0.0%	0.0%	0.0%	0.66%	1.35%	0.87%	0.20%	0.34%	0.0%	0.57%	0.0%	0.67%	1.13%	0.0%	0.31%	1.67%	0.64%	0.0%	2.54%	0.37%	0.43%	0.0%	0.16%	0.56%	0.0%	0.0%	0.0%	0.0%	1.63%	0.36%	0.32%	0.0%	0.0%	0.0%	0.0%	0.39%	0.17%	0.84%	0.42%	0.63%	0.24%	0.26%	0.56%	0.45%	0.59%	0.76%	0.67%	0.45%	0.34%	0.54%					
25	"8. ""Народно-республиканская партия России"""	57	0	1	0	0	0	4	0	0	1	1	0	2	2	0	1	0	0	0	2	1	1	14	3	3	1	1	0	0	0	0	0	1	0	0	0	1	0	3	0	0	2	0	1	1	2	2	0	2	1	2	1	0					
		0.19%	0.0%	0.18%	0.0%	0.0%	0.0%	0.88%	0.0%	0.0%	0.20%	0.17%	0.0%	0.38%	1.35%	0.0%	0.22%	0.0%	0.0%	0.0%	0.64%	0.19%	0.42%	1.73%	0.43%	0.94%	0.16%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.81%	0.0%	0.59%	0.0%	0.0%	0.42%	0.0%	0.24%	0.13%	0.28%	0.12%	0.0%	0.15%	0.06%	0.18%	0.08%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	96	1	3	1	0	3	1	1	0	0	1	0	2	0	1	0	1	1	1	0	1	0	5	2	2	2	0	0	0	1	0	0	2	0	1	0	1	0	0	1	5	1	5	0	4	3	12	9	5	3	5	4	5					
		0.33%	0.13%	0.55%	0.14%	0.0%	1.28%	0.22%	0.67%	0.0%	0.0%	0.17%	0.0%	0.38%	0.0%	0.22%	0.0%	0.45%	0.15%	0.23%	0.0%	0.19%	0.0%	0.62%	0.28%	0.63%	0.32%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.72%	0.0%	0.62%	0.0%	0.81%	0.0%	0.0%	0.08%	0.70%	0.21%	0.63%	0.0%	0.53%	0.42%	0.77%	0.67%	0.38%	0.20%	0.45%	0.34%	0.34%					
27	"10. ""Аграрная партия России"""	809	4	9	33	9	23	30	8	8	50	22	1	14	2	34	14	5	18	18	13	7	12	23	14	6	12	6	3	6	0	2	8	14	36	14	4	2	9	12	15	13	8	25	7	16	10	25	37	27	37	25	24	35					
		2.83%	0.53%	1.66%	4.90%	3.06%	9.82%	6.62%	5.40%	2.34%	10.41%	3.74%	0.97%	2.69%	1.35%	7.69%	3.18%	2.25%	2.87%	4.31%	4.19%	1.33%	5.08%	2.85%	2.02%	1.89%	1.95%	3.38%	7.31%	2.51%	0.0%	2.19%	4.34%	5.07%	5.82%	8.75%	4.39%	1.63%	1.45%	2.37%	1.32%	1.83%	1.70%	3.19%	1.69%	2.15%	1.42%	1.61%	2.75%	2.06%	2.51%	2.29%	2.08%	2.38%					
28	"11. ""Истинные патриоты России"""	41	0	3	0	0	1	2	1	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	4	7	2	0	0	0	0	0	1	2	1	0	0	2	0	2	1	1	0	0	0	0	2	0	0	1	1	0	0	3					
		0.14%	0.0%	0.55%	0.0%	0.0%	0.42%	0.44%	0.67%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.32%	0.0%	0.0%	0.0%	0.57%	2.20%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.72%	0.16%	0.0%	0.0%	1.63%	0.0%	0.39%	0.08%	0.14%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.07%	0.06%	0.0%	0.0%	0.20%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	256	4	3	3	0	1	8	2	2	6	6	0	6	3	2	4	3	4	9	5	9	0	0	6	0	1	2	0	1	0	0	1	4	6	2	1	1	2	2	6	2	4	7	3	7	5	7	15	17	22	16	11	25					
		0.89%	0.53%	0.55%	0.44%	0.0%	0.42%	1.76%	1.35%	0.58%	1.25%	1.02%	0.0%	1.15%	2.02%	0.45%	0.90%	1.35%	0.63%	2.15%	1.61%	1.71%	0.0%	0.0%	0.86%	0.0%	0.16%	1.12%	0.0%	0.41%	0.0%	0.0%	0.54%	1.44%	0.97%	1.25%	1.09%	0.81%	0.32%	0.39%	0.52%	0.28%	0.85%	0.89%	0.72%	0.94%	0.71%	0.45%	1.11%	1.29%	1.49%	1.46%	0.95%	1.70%					
30	"13. ""Демократическая партия России"""	78	2	2	3	0	2	3	0	2	2	4	0	0	1	2	1	0	5	1	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	1	0	0	3	1	2	3	3	3	2	2	2	5	2	2	4	2	2	4					
		0.27%	0.26%	0.37%	0.44%	0.0%	0.85%	0.66%	0.0%	0.58%	0.41%	0.68%	0.0%	0.0%	0.67%	0.45%	0.22%	0.0%	0.79%	0.23%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.62%	0.0%	0.0%	0.48%	0.19%	0.17%	0.42%	0.63%	0.38%	0.48%	0.26%	0.28%	0.32%	0.14%	0.15%	0.27%	0.18%	0.17%	0.27%					
31	"14. ""Великая Россия - Евразийский Союз"""	49	1	1	4	0	0	0	0	0	3	0	0	0	0	0	1	0	2	0	0	1	2	1	1	1	0	0	0	0	0	0	0	1	2	3	0	2	1	0	1	2	2	1	1	1	2	1	1	5	1	3	0	1					
		0.17%	0.13%	0.18%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.31%	0.0%	0.0%	0.19%	0.84%	0.12%	0.14%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.32%	1.87%	0.0%	1.63%	0.16%	0.0%	0.08%	0.28%	0.42%	0.12%	0.24%	0.13%	0.28%	0.06%	0.07%	0.38%	0.06%	0.27%	0.0%	0.06%					
32	"15. ""Партия СЛОН"""	33	0	1	1	0	0	1	0	0	0	5	0	0	0	0	0	0	3	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	1	4	2	1	0	2	0	2	0					
		0.11%	0.0%	0.18%	0.14%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.85%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.23%	0.0%	0.19%	0.42%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.21%	0.0%	0.24%	0.13%	0.56%	0.12%	0.07%	0.0%	0.13%	0.0%	0.17%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1969	23	12	15	20	2	18	6	24	22	30	0	19	8	17	24	11	26	18	15	19	9	41	30	22	24	1	0	1	8	4	2	11	29	4	4	3	23	27	39	20	25	73	38	73	75	155	155	148	161	134	126	175					
		6.89%	3.05%	2.22%	2.22%	6.80%	0.85%	3.97%	4.05%	7.03%	4.58%	5.10%	0.0%	3.65%	5.40%	3.84%	5.45%	4.95%	4.14%	4.31%	4.83%	3.61%	3.81%	5.09%	4.32%	6.94%	3.91%	0.56%	0.0%	0.41%	4.49%	4.39%	1.08%	3.98%	4.69%	2.5%	4.39%	2.45%	3.72%	5.34%	3.43%	2.82%	5.31%	9.32%	9.22%	9.81%	10.66%	9.98%	11.54%	11.29%	10.92%	12.28%	10.93%	11.94%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	86	4	3	2	0	1	0	1	2	3	0	0	5	0	1	2	1	3	1	3	2	0	3	3	2	4	1	0	0	0	0	2	1	1	0	0	0	2	2	1	4	1	3	3	5	1	5	1	3	2	0	1	1					
		0.30%	0.53%	0.55%	0.29%	0.0%	0.42%	0.0%	0.67%	0.58%	0.62%	0.0%	0.0%	0.96%	0.0%	0.22%	0.45%	0.45%	0.47%	0.23%	0.96%	0.38%	0.0%	0.37%	0.43%	0.63%	0.65%	0.56%	0.0%	0.0%	0.0%	0.0%	1.08%	0.36%	0.16%	0.0%	0.0%	0.0%	0.32%	0.39%	0.08%	0.56%	0.21%	0.38%	0.72%	0.67%	0.14%	0.32%	0.07%	0.22%	0.13%	0.0%	0.08%	0.06%					
35	"18. ""ЛДПР"""	2575	22	29	58	15	24	42	14	30	35	52	1	44	13	28	41	14	67	54	24	45	18	66	71	18	39	23	1	5	8	2	12	17	44	15	13	6	35	43	61	59	37	67	52	61	95	115	151	136	186	133	124	210					
		9.01%	2.91%	5.37%	8.61%	5.10%	10.25%	9.27%	9.45%	8.79%	7.29%	8.84%	0.97%	8.46%	8.78%	6.33%	9.31%	6.30%	10.68%	12.94%	7.74%	8.55%	7.62%	8.19%	10.24%	5.67%	6.36%	12.99%	2.43%	2.09%	4.49%	2.19%	6.52%	6.15%	7.11%	9.37%	14.28%	4.91%	5.66%	8.51%	5.37%	8.34%	7.87%	8.55%	12.62%	8.19%	13.51%	7.40%	11.25%	10.38%	12.61%	12.19%	10.76%	14.33%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	313	5	8	5	5	2	6	2	5	6	7	0	5	2	0	4	1	9	5	2	4	2	4	5	1	5	4	1	0	0	0	2	5	5	3	0	3	8	5	7	3	4	14	4	13	8	17	14	24	15	16	14	24					
		1.09%	0.66%	1.48%	0.74%	1.70%	0.85%	1.32%	1.35%	1.46%	1.25%	1.19%	0.0%	0.96%	1.35%	0.0%	0.90%	0.45%	1.43%	1.19%	0.64%	0.76%	0.84%	0.49%	0.72%	0.31%	0.81%	2.25%	2.43%	0.0%	0.0%	0.0%	1.08%	1.81%	0.80%	1.87%	0.0%	2.45%	1.29%	0.99%	0.61%	0.42%	0.85%	1.78%	0.97%	1.74%	1.13%	1.09%	1.04%	1.83%	1.01%	1.46%	1.21%	1.63%					
37	"20. ""Политическая партия ""Единая Россия"""	11365	619	309	391	161	98	177	47	152	210	262	83	168	30	175	190	103	294	172	152	329	128	368	318	108	357	88	31	155	130	69	94	90	243	44	18	52	299	211	754	181	167	233	142	177	189	485	370	364	366	314	316	382					
		39.78%	82.09%	57.22%	58.09%	54.76%	41.88%	39.07%	31.75%	44.57%	43.75%	44.55%	80.58%	32.30%	20.27%	39.59%	43.18%	46.39%	46.88%	41.24%	49.03%	62.54%	54.23%	45.71%	45.88%	34.06%	58.23%	49.71%	75.60%	64.85%	73.03%	75.82%	51.08%	32.60%	39.32%	27.5%	19.78%	42.62%	48.38%	41.78%	66.43%	25.60%	35.53%	29.75%	34.46%	23.79%	26.88%	31.25%	27.57%	27.78%	24.83%	28.78%	27.43%	26.07%					
38	"21. ""Российская Конституционно-демократическая партия"""	65	3	3	0	0	0	2	0	1	0	1	0	3	2	0	0	1	4	1	0	3	3	0	2	0	4	0	0	0	1	0	0	3	1	2	1	0	0	0	4	3	2	0	3	0	1	4	2	0	1	3	1	0					
		0.22%	0.39%	0.55%	0.0%	0.0%	0.0%	0.44%	0.0%	0.29%	0.0%	0.17%	0.0%	0.57%	1.35%	0.0%	0.0%	0.45%	0.63%	0.23%	0.0%	0.57%	1.27%	0.0%	0.28%	0.0%	0.65%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	1.08%	0.16%	1.25%	1.09%	0.0%	0.0%	0.0%	0.35%	0.42%	0.42%	0.0%	0.72%	0.0%	0.14%	0.25%	0.14%	0.0%	0.06%	0.27%	0.08%	0.0%					
39	"22. ""Развитие предпринимательства"""	58	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	4	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	0	1	5	3	6	2	11	6	1	2	0					
		0.20%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.22%	0.22%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.12%	0.14%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.28%	0.42%	0.0%	0.24%	0.67%	0.42%	0.38%	0.14%	0.83%	0.40%	0.09%	0.17%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5679	0	76	81	19	11	47	15	45	50	46	11	149	50	42	80	45	59	66	45	40	21	168	143	105	94	34	1	18	15	9	14	45	132	37	33	20	136	104	90	301	125	186	80	251	176	403	365	347	386	239	296	328					
		19.88%	0.0%	14.07%	12.03%	6.46%	4.70%	10.37%	10.13%	13.19%	10.41%	7.82%	10.67%	28.65%	33.78%	9.50%	18.18%	20.27%	9.40%	15.82%	14.51%	7.60%	8.89%	20.86%	20.63%	33.12%	15.33%	19.20%	2.43%	7.53%	8.42%	9.89%	7.60%	16.30%	21.35%	23.12%	36.26%	16.39%	22.00%	20.59%	7.92%	42.57%	26.59%	23.75%	19.41%	33.73%	25.03%	25.96%	27.19%	26.48%	26.18%	21.90%	25.69%	22.38%					
																																																											
41	Против всех	1518	16	18	43	12	20	31	17	24	33	44	4	19	7	20	17	12	29	21	13	17	7	24	24	8	17	10	4	15	5	4	6	10	38	8	5	11	20	37	45	47	35	46	21	40	43	92	55	78	88	72	87	99					
		5.31%	2.12%	3.33%	6.38%	4.08%	8.54%	6.84%	11.48%	7.03%	6.87%	7.48%	3.88%	3.65%	4.72%	4.52%	3.86%	5.40%	4.62%	5.03%	4.19%	3.23%	2.96%	2.98%	3.46%	2.52%	2.77%	5.64%	9.75%	6.27%	2.80%	4.39%	3.26%	3.62%	6.14%	5.0%	5.49%	9.01%	3.23%	7.32%	3.96%	6.64%	7.44%	5.87%	5.09%	5.37%	6.11%	5.92%	4.09%	5.95%	5.97%	6.59%	7.55%	6.75%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
