Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Верещагинская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1620	66	47	55	45	45	67	89	17	46	92	61	48	66	79	54	43	13	30	29	44	16	37	27	70	63	45	26	23	13	56	25	110	28	12	32	1									
		15.94%	16.92%	14.83%	16.22%	13.12%	12.06%	16.38%	21.24%	12.50%	13.53%	18.66%	19.55%	15.58%	14.60%	16.70%	13.85%	19.11%	12.26%	12.55%	13.06%	12.87%	11.35%	18.59%	19.71%	23.49%	31.34%	19.31%	17.57%	9.54%	9.15%	11.34%	8.31%	23.40%	18.30%	13.95%	13.22%	2.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	1	1	1	2	1	1	3	2	0	1	1	4	0	1	3	2	0	0	1	0	0	0	1	2	1	0	0	0	1	0	1	1	1	0	0	0									
		0.32%	0.26%	0.32%	0.29%	0.58%	0.27%	0.24%	0.72%	1.47%	0.00%	0.20%	0.32%	1.30%	0.00%	0.21%	0.77%	0.89%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.73%	0.67%	0.50%	0.00%	0.00%	0.00%	0.70%	0.00%	0.33%	0.21%	0.65%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	772	25	18	20	29	51	35	40	10	46	59	21	32	45	55	40	13	6	10	15	37	12	9	11	28	13	18	6	8	6	14	12	16	4	3	4	1									
		7.60%	6.41%	5.68%	5.90%	8.45%	13.67%	8.56%	9.55%	7.35%	13.53%	11.97%	6.73%	10.39%	9.96%	11.63%	10.26%	5.78%	5.66%	4.18%	6.76%	10.82%	8.51%	4.52%	8.03%	9.40%	6.47%	7.73%	4.05%	3.32%	4.23%	2.83%	3.99%	3.40%	2.61%	3.49%	1.65%	2.00%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
