Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Зольская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	77	2	5	2	2	1	2	2	4	3	2	4	4	4	4	4	4	1	3	3	3	3	3	4	4	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	76	2	4	2	2	1	2	2	4	3	2	4	4	4	4	4	4	1	3	3	3	3	3	4	4	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	0	2	0	0	0	2	1	4	1	0	0	0	0	0	0	1	1	2	1	0	2	0	1	3	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	25	1	1	1	0	0	1	1	1	2	1	1	2	1	1	1	1	0	1	1	1	1	1	1	2	1									
		0.09%	0.24%	0.08%	0.10%	0.00%	0.00%	0.11%	0.12%	0.12%	0.16%	0.15%	0.07%	0.18%	0.08%	0.06%	0.07%	0.06%	0.00%	0.11%	0.10%	0.09%	0.10%	0.11%	0.05%	0.12%	0.09%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.12%	0.09%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20558	325	966	747	279	123	725	636	643	1005	546	1152	855	1005	1313	1127	1363	288	725	783	817	811	702	1445	1285	892									
		77.43%	76.47%	76.91%	78.30%	78.59%	79.87%	78.13%	77.75%	76.00%	78.09%	79.25%	78.26%	79.02%	78.33%	77.97%	76.61%	77.14%	76.19%	77.54%	76.39%	77.08%	77.61%	75.81%	76.98%	76.67%	77.16%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	126	2	5	5	2	1	4	3	4	7	3	8	5	8	8	7	9	1	4	4	5	6	6	9	5	5									
		0.47%	0.47%	0.40%	0.52%	0.56%	0.65%	0.43%	0.37%	0.47%	0.54%	0.44%	0.54%	0.46%	0.62%	0.48%	0.48%	0.51%	0.26%	0.43%	0.39%	0.47%	0.57%	0.65%	0.48%	0.30%	0.43%									
24	"6. Политическая партия ""Гражданская Платформа"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	49	2	3	1	2	1	2	1	3	2	1	3	1	2	3	2	3	1	2	1	2	1	2	3	3	2									
		0.18%	0.47%	0.24%	0.10%	0.56%	0.65%	0.22%	0.12%	0.35%	0.16%	0.15%	0.20%	0.09%	0.16%	0.18%	0.14%	0.17%	0.26%	0.21%	0.10%	0.19%	0.10%	0.22%	0.16%	0.18%	0.17%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	56	1	2	2	1	1	2	1	2	2	1	3	2	4	3	3	3	1	2	2	2	3	2	4	4	3									
		0.21%	0.24%	0.16%	0.21%	0.28%	0.65%	0.22%	0.12%	0.24%	0.16%	0.15%	0.20%	0.18%	0.31%	0.18%	0.20%	0.17%	0.26%	0.21%	0.20%	0.19%	0.29%	0.22%	0.21%	0.24%	0.26%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	19	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1									
		0.07%	0.00%	0.08%	0.10%	0.00%	0.00%	0.11%	0.00%	0.12%	0.08%	0.00%	0.07%	0.09%	0.08%	0.06%	0.07%	0.06%	0.00%	0.11%	0.10%	0.09%	0.10%	0.11%	0.05%	0.06%	0.09%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5143	84	253	176	63	25	171	161	173	239	124	276	194	237	316	297	352	79	179	210	207	198	191	372	337	229									
		19.37%	19.76%	20.14%	18.45%	17.75%	16.23%	18.43%	19.68%	20.45%	18.57%	17.99%	18.75%	17.93%	18.47%	18.76%	20.19%	19.92%	20.90%	19.14%	20.49%	19.53%	18.95%	20.63%	19.82%	20.11%	19.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	1	1	1	0	0	1	0	1	1	0	1	1	1	2	2	1	0	1	1	1	1	2	1	2	1									
		0.09%	0.24%	0.08%	0.10%	0.00%	0.00%	0.11%	0.00%	0.12%	0.08%	0.00%	0.07%	0.09%	0.08%	0.12%	0.14%	0.06%	0.00%	0.11%	0.10%	0.09%	0.10%	0.22%	0.05%	0.12%	0.09%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	544	9	24	20	8	3	21	15	18	28	13	27	21	24	37	31	34	8	20	22	24	23	19	39	35	21									
		2.05%	2.12%	1.91%	2.10%	2.25%	1.95%	2.26%	1.83%	2.13%	2.18%	1.89%	1.83%	1.94%	1.87%	2.20%	2.11%	1.92%	2.12%	2.14%	2.15%	2.26%	2.20%	2.05%	2.08%	2.09%	1.82%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
