Выборы Президента Российской Федерации																																											
																																											
Наименование Избирательной комиссии:    Нагайбакская																																											
																																											
Итоги голосования 																																											
																																											
		Сумма	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764					
		19.75%	22.60%	18.31%	20.64%	20.11%	24.59%	10.37%	25.87%	15.85%	20.39%	21.27%	14.93%	18.49%	4.71%	9.00%	21.46%	15.86%	18.18%	16.88%	10.87%	25.90%	18.28%	15.79%	31.16%	14.06%	18.18%	9.94%	18.31%	12.30%	20.82%	11.49%	11.83%	11.86%	15.11%	7.76%	8.48%	29.00%					
																																											
24	Против всех	265	16	1	6	1	0	1	9	1	7	16	4	1	1	1	7	2	2	2	1	25	2	1	8	1	3	0	18	1	5	44	31	1	5	0	1	40					
		1.81%	1.71%	0.70%	1.61%	0.56%	0.00%	0.74%	1.20%	0.55%	4.61%	2.60%	1.81%	0.42%	1.18%	1.00%	1.31%	1.38%	0.79%	1.25%	0.43%	2.06%	0.75%	0.44%	0.64%	0.40%	1.44%	0.00%	4.12%	0.53%	2.04%	3.39%	2.32%	0.85%	2.22%	0.00%	0.61%	3.13%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
