Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Пыть-Яхская городская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	86	3	4	7	4	8	6	5	2	6	5	7	9	6	5	3	6									
		0.76%	0.43%	0.59%	0.70%	0.48%	1.00%	1.24%	0.63%	0.82%	0.76%	0.69%	0.84%	0.87%	0.80%	0.56%	0.98%	1.55%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	2	2	5	1	4	1	1	0	0	1	2	0	0	0	0	0									
		0.17%	0.29%	0.29%	0.50%	0.12%	0.50%	0.21%	0.13%	0.00%	0.00%	0.14%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3539	210	204	293	220	255	150	265	123	256	225	279	331	225	281	104	118									
		31.46%	30.22%	29.96%	29.21%	26.57%	31.99%	30.99%	33.33%	50.20%	32.32%	31.03%	33.41%	32.17%	29.92%	31.36%	34.10%	30.49%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	59	7	3	10	5	5	3	2	1	3	1	5	4	7	1	1	1									
		0.52%	1.01%	0.44%	0.99%	0.60%	0.63%	0.62%	0.25%	0.41%	0.38%	0.14%	0.60%	0.39%	0.93%	0.11%	0.33%	0.26%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	152	9	8	13	8	14	4	9	6	10	17	12	16	8	9	3	6									
		1.35%	1.29%	1.17%	1.30%	0.97%	1.76%	0.83%	1.13%	2.45%	1.26%	2.34%	1.44%	1.55%	1.06%	1.00%	0.98%	1.55%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	0	0	2	3	0	1	1	0	2	1	1	1	1	3	1	1									
		0.16%	0.00%	0.00%	0.20%	0.36%	0.00%	0.21%	0.13%	0.00%	0.25%	0.14%	0.12%	0.10%	0.13%	0.33%	0.33%	0.26%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	135	9	11	13	18	7	2	11	4	7	12	10	7	14	6	2	2									
		1.20%	1.29%	1.62%	1.30%	2.17%	0.88%	0.41%	1.38%	1.63%	0.88%	1.66%	1.20%	0.68%	1.86%	0.67%	0.66%	0.52%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1232	89	75	102	95	89	50	80	12	92	70	101	97	93	97	35	55									
		10.95%	12.81%	11.01%	10.17%	11.47%	11.17%	10.33%	10.06%	4.90%	11.62%	9.66%	12.10%	9.43%	12.37%	10.83%	11.48%	14.21%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	72	3	4	12	3	3	5	9	1	3	2	3	6	6	6	1	5									
		0.64%	0.43%	0.59%	1.20%	0.36%	0.38%	1.03%	1.13%	0.41%	0.38%	0.28%	0.36%	0.58%	0.80%	0.67%	0.33%	1.29%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	372	26	21	28	27	26	17	28	6	31	30	27	39	24	26	5	11									
		3.31%	3.74%	3.08%	2.79%	3.26%	3.26%	3.51%	3.52%	2.45%	3.91%	4.14%	3.23%	3.79%	3.19%	2.90%	1.64%	2.84%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
