Выборы Президента Российской Федерации																																																																																		
																																																																																		
"Наименование Избирательной комиссии:    Астрахань, Ленинская"																																																																																		
																																																																																		
Итоги голосования 																																																																																		
																																																																																		
		Сумма	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519					
11	Число полученных открепительных  удостоверений	2340	50	30	30	30	30	30	59	50	30	40	35	35	45	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	60	30	30	30	30	30	30	30	31	15	30	30	30	0					
12	Число выданных открепительных удостоверений	1135	38	4	12	8	17	18	54	50	26	35	29	26	35	8	5	17	6	7	9	7	22	11	15	10	8	8	9	9	10	14	13	16	15	21	11	11	3	6	2	12	18	12	25	9	18	17	15	12	18	13	11	9	15	16	9	11	25	22	4	10	20	41	14	19	18	17	16	9	4	19	5	12	9	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	894	11	8	11	5	13	9	26	16	12	36	9	19	25	11	2	6	4	5	6	12	9	7	12	5	5	8	11	11	10	13	9	14	17	13	10	17	14	14	24	10	5	10	13	14	5	12	10	8	13	3	4	8	25	23	9	12	21	22	4	5	22	16	9	17	10	12	13	8	8	2	4	14	12	11	31					
14	Число неиспользованных открепительных удостоверений	1205	12	26	18	22	13	12	5	0	4	5	6	9	10	22	25	13	24	23	21	23	8	19	15	20	22	22	21	21	20	16	17	14	15	9	19	19	27	24	28	18	12	18	5	21	12	13	15	18	12	17	19	21	15	14	21	19	5	8	26	20	10	19	16	11	12	13	14	21	26	12	10	18	21	24	0					
15	"Число открепительных удостоверений, выданных в ТИК"	9	0	0	0	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																		
18	. Глазьев Сергей Юрьевич	3937	48	17	23	24	16	19	69	60	47	71	57	41	51	30	23	48	34	32	51	44	71	31	50	35	14	30	50	38	22	68	102	37	93	87	51	53	61	63	16	43	60	45	66	48	61	66	94	49	80	65	27	63	63	58	42	80	128	85	87	57	69	89	50	93	53	74	78	35	35	39	35	41	50	18	34					
		6.76%	5.50%	2.76%	4.17%	4.04%	2.51%	2.71%	5.96%	4.65%	4.89%	6.60%	7.04%	5.80%	6.06%	6.19%	7.19%	5.78%	4.43%	5.45%	6.77%	5.97%	8.09%	5.08%	6.58%	5.51%	2.25%	5.44%	6.95%	3.93%	6.01%	7.83%	10.56%	5.65%	10.03%	8.73%	7.63%	8.27%	7.66%	8.38%	3.62%	6.30%	7.07%	6.74%	8.45%	6.40%	6.02%	6.75%	8.75%	7.57%	8.98%	8.53%	4.57%	9.31%	7.50%	8.31%	8.11%	12.80%	11.28%	8.89%	10.83%	7.55%	6.70%	7.60%	7.68%	9.63%	6.12%	7.91%	8.17%	4.20%	6.26%	4.65%	6.15%	5.60%	6.08%	3.06%	3.79%					
19	. Малышкин Олег Александрович	1167	22	25	5	14	18	16	19	35	32	29	17	12	11	9	5	16	17	10	13	16	31	21	27	9	23	14	16	21	10	15	22	11	17	13	7	9	16	15	7	11	18	14	19	20	15	15	12	16	10	13	16	8	10	10	3	4	17	19	12	8	30	19	12	9	24	6	15	27	14	22	11	17	10	12	24					
		2.00%	2.52%	4.06%	0.91%	2.36%	2.83%	2.29%	1.64%	2.71%	3.33%	2.70%	2.10%	1.70%	1.31%	1.86%	1.56%	1.93%	2.21%	1.70%	1.73%	2.17%	3.53%	3.44%	3.55%	1.42%	3.70%	2.54%	2.23%	2.17%	2.73%	1.73%	2.28%	1.68%	1.83%	1.31%	1.05%	1.40%	2.01%	1.99%	1.58%	1.61%	2.12%	2.10%	2.43%	2.67%	1.48%	1.53%	1.12%	2.47%	1.12%	1.71%	2.71%	1.18%	1.19%	1.43%	0.58%	0.64%	1.50%	1.99%	1.49%	1.06%	2.91%	1.62%	1.84%	0.93%	2.77%	0.64%	1.57%	3.24%	2.50%	2.62%	1.93%	2.32%	1.22%	2.04%	2.67%					
20	. Миронов Сергей Михайлович	397	4	2	6	2	5	4	8	12	8	6	8	6	6	2	3	4	6	2	4	3	2	2	5	3	1	7	3	4	3	8	9	9	4	3	4	6	10	6	7	6	3	5	4	3	5	8	8	4	10	10	2	4	8	3	4	2	4	5	3	5	4	8	5	2	7	11	2	6	6	9	4	6	7	7	10					
		0.68%	0.46%	0.32%	1.09%	0.34%	0.78%	0.57%	0.69%	0.93%	0.83%	0.56%	0.99%	0.85%	0.71%	0.41%	0.94%	0.48%	0.78%	0.34%	0.53%	0.41%	0.23%	0.33%	0.66%	0.47%	0.16%	1.27%	0.42%	0.41%	0.82%	0.92%	0.93%	1.37%	0.43%	0.30%	0.60%	0.94%	1.26%	0.80%	1.58%	0.88%	0.35%	0.75%	0.51%	0.40%	0.49%	0.82%	0.74%	0.62%	1.12%	1.31%	0.34%	0.59%	0.95%	0.43%	0.77%	0.32%	0.35%	0.52%	0.37%	0.66%	0.39%	0.68%	0.77%	0.21%	0.81%	1.18%	0.21%	0.72%	1.07%	1.07%	0.70%	0.82%	0.85%	1.19%	1.11%					
21	. Путин Владимир Владимирович	38560	578	453	347	402	428	501	801	904	681	748	555	493	616	320	211	573	539	390	539	516	563	442	487	435	440	400	468	681	250	550	584	423	584	649	422	396	511	484	345	437	536	439	498	516	668	655	663	422	531	477	422	409	538	480	324	389	654	582	487	491	749	766	419	617	586	602	604	571	376	548	380	488	536	390	601					
		66.23%	66.21%	73.54%	62.98%	67.68%	67.19%	71.57%	69.17%	70.08%	70.79%	69.52%	68.52%	69.73%	73.25%	65.98%	65.94%	69.04%	70.18%	66.44%	71.58%	70.01%	64.12%	72.46%	64.08%	68.50%	70.85%	72.60%	65.09%	70.50%	68.31%	63.29%	60.46%	64.58%	63.00%	65.16%	63.17%	61.78%	64.20%	64.36%	78.05%	63.98%	63.13%	65.72%	63.76%	68.80%	65.88%	66.97%	61.73%	65.22%	59.60%	62.60%	71.40%	60.41%	64.05%	68.77%	62.55%	62.24%	57.62%	60.88%	60.65%	65.03%	72.72%	65.41%	64.36%	63.87%	67.67%	64.39%	63.25%	68.47%	67.26%	65.32%	66.78%	66.67%	65.13%	66.21%	66.93%					
22	. Хакамада Ирина Муцуовна	2464	21	16	14	19	15	29	55	41	51	43	32	32	27	16	9	26	15	22	16	19	39	11	30	19	18	15	27	36	10	31	43	29	49	52	31	38	34	31	11	27	52	25	35	22	37	32	61	24	49	43	29	41	78	29	29	23	55	57	39	29	53	52	24	49	39	59	58	33	24	34	16	30	45	22	38					
		4.23%	2.41%	2.60%	2.54%	3.20%	2.35%	4.14%	4.75%	3.18%	5.30%	4.00%	3.95%	4.53%	3.21%	3.30%	2.81%	3.13%	1.95%	3.75%	2.12%	2.58%	4.44%	1.80%	3.95%	2.99%	2.90%	2.72%	3.76%	3.73%	2.73%	3.57%	4.45%	4.43%	5.29%	5.22%	4.64%	5.93%	4.27%	4.12%	2.49%	3.95%	6.12%	3.74%	4.48%	2.93%	3.65%	3.27%	5.68%	3.71%	5.50%	5.64%	4.91%	6.06%	9.29%	4.15%	5.60%	3.68%	4.85%	5.96%	4.86%	3.84%	5.15%	4.44%	3.69%	5.07%	4.50%	6.31%	6.07%	3.96%	4.29%	4.05%	2.81%	4.10%	5.47%	3.74%	4.23%					
23	. Харитонов Николай Михайлович	8771	146	81	128	109	129	93	140	181	92	124	92	82	87	89	50	123	127	108	107	99	133	70	125	111	97	60	124	147	56	145	165	117	132	151	117	101	131	115	48	111	117	101	123	112	171	148	179	93	153	111	62	119	88	67	86	92	220	145	148	127	67	180	111	149	107	135	155	132	89	131	104	129	135	114	128					
		15.06%	16.72%	13.15%	23.23%	18.35%	20.25%	13.29%	12.09%	14.03%	9.56%	11.52%	11.36%	11.60%	10.34%	18.35%	15.62%	14.82%	16.54%	18.40%	14.21%	13.43%	15.15%	11.48%	16.45%	17.48%	15.62%	10.89%	17.25%	15.22%	15.30%	16.69%	17.08%	17.86%	14.24%	15.16%	17.51%	15.76%	16.46%	15.29%	10.86%	16.25%	13.78%	15.12%	15.75%	14.93%	16.86%	15.13%	16.67%	14.37%	17.17%	14.57%	10.49%	17.58%	10.48%	9.60%	16.60%	14.72%	19.38%	15.17%	18.43%	16.82%	6.50%	15.37%	17.05%	15.42%	12.36%	14.44%	16.23%	15.83%	15.92%	15.61%	18.28%	17.62%	16.40%	19.35%	14.25%					
																																																																																		
24	Против всех	2510	38	17	19	19	21	29	60	48	40	48	38	36	36	18	8	37	18	19	18	30	31	26	29	18	18	22	24	33	14	49	34	29	32	40	30	36	30	34	8	44	56	33	33	24	44	50	55	33	54	39	28	29	52	42	25	34	53	57	24	33	50	55	29	41	41	42	40	29	14	47	16	20	34	20	56					
		4.31%	4.35%	2.76%	3.45%	3.20%	3.30%	4.14%	5.18%	3.72%	4.16%	4.46%	4.69%	5.09%	4.28%	3.71%	2.50%	4.46%	2.34%	3.24%	2.39%	4.07%	3.53%	4.26%	3.82%	2.83%	2.90%	3.99%	3.34%	3.42%	3.83%	5.64%	3.52%	4.43%	3.45%	4.02%	4.49%	5.62%	3.77%	4.52%	1.81%	6.44%	6.60%	4.94%	4.23%	3.20%	4.34%	5.11%	5.12%	5.10%	6.06%	5.12%	4.74%	4.28%	6.19%	6.02%	4.83%	5.44%	4.67%	5.96%	2.99%	4.37%	4.85%	4.70%	4.45%	4.24%	4.73%	4.49%	4.19%	3.48%	2.50%	5.60%	2.81%	2.73%	4.13%	3.40%	6.24%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
