Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Шигонская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №4501	УИК №4502	УИК №4503	УИК №4504	УИК №4505	УИК №4506	УИК №4507	УИК №4508	УИК №4509	УИК №4510	УИК №4511	УИК №4512	УИК №4513	УИК №4514	УИК №4515	УИК №4516	УИК №4517	УИК №4518	УИК №4519	УИК №4520	УИК №4521	УИК №4522	УИК №4523	УИК №4524	УИК №4525	УИК №4526	УИК №4527	УИК №4528									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	131	4	0	1	5	1	4	14	5	6	1	10	7	5	3	3	1	3	11	4	0	2	5	3	16	1	7	4	5									
		1.20%	1.16%	0.00%	1.30%	1.35%	0.28%	0.60%	2.36%	0.84%	0.83%	0.74%	2.13%	0.83%	0.92%	1.32%	1.17%	0.66%	1.58%	1.72%	1.49%	0.00%	1.16%	0.92%	0.76%	2.32%	0.38%	1.34%	1.04%	1.85%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	343	8	10	1	9	11	26	18	17	25	3	20	35	11	8	13	2	7	16	7	5	9	10	12	18	5	21	8	8									
		3.13%	2.32%	7.25%	1.30%	2.43%	3.04%	3.92%	3.04%	2.84%	3.47%	2.22%	4.26%	4.15%	2.02%	3.52%	5.06%	1.32%	3.68%	2.51%	2.61%	3.97%	5.23%	1.83%	3.04%	2.61%	1.92%	4.02%	2.07%	2.96%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	151	5	3	0	6	4	10	6	9	15	2	5	7	4	2	2	4	5	10	2	0	0	12	8	11	1	11	4	3									
		1.38%	1.45%	2.17%	0.00%	1.62%	1.10%	1.51%	1.01%	1.51%	2.08%	1.48%	1.07%	0.83%	0.74%	0.88%	0.78%	2.63%	2.63%	1.57%	0.75%	0.00%	0.00%	2.20%	2.03%	1.59%	0.38%	2.11%	1.04%	1.11%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5999	188	76	49	241	224	350	298	266	327	87	220	457	346	148	138	96	98	334	150	88	101	282	209	372	156	279	240	179									
		54.75%	54.49%	55.07%	63.64%	64.96%	61.88%	52.79%	50.34%	44.48%	45.42%	64.44%	46.91%	54.15%	63.60%	65.20%	53.70%	63.16%	51.58%	52.35%	55.97%	69.84%	58.72%	51.65%	52.91%	53.91%	59.77%	53.45%	62.18%	66.30%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	53	0	0	1	2	1	1	2	4	4	1	4	8	2	0	2	2	0	3	2	1	0	2	3	4	0	0	3	1									
		0.48%	0.00%	0.00%	1.30%	0.54%	0.28%	0.15%	0.34%	0.67%	0.56%	0.74%	0.85%	0.95%	0.37%	0.00%	0.78%	1.32%	0.00%	0.47%	0.75%	0.79%	0.00%	0.37%	0.76%	0.58%	0.00%	0.00%	0.78%	0.37%									
24	"6. Политическая партия ""Гражданская Платформа"""	27	2	1	0	0	1	5	1	2	1	0	1	1	1	0	0	0	0	2	0	0	1	1	1	0	1	4	0	1									
		0.25%	0.58%	0.72%	0.00%	0.00%	0.28%	0.75%	0.17%	0.33%	0.14%	0.00%	0.21%	0.12%	0.18%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.58%	0.18%	0.25%	0.00%	0.38%	0.77%	0.00%	0.37%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1655	62	17	15	45	49	79	110	111	111	15	77	116	81	27	46	18	32	124	42	11	30	105	67	96	36	58	49	26									
		15.10%	17.97%	12.32%	19.48%	12.13%	13.54%	11.92%	18.58%	18.56%	15.42%	11.11%	16.42%	13.74%	14.89%	11.89%	17.90%	11.84%	16.84%	19.44%	15.67%	8.73%	17.44%	19.23%	16.96%	13.91%	13.79%	11.11%	12.69%	9.63%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	47	1	0	1	0	2	1	2	3	3	0	2	2	1	0	0	0	0	2	1	0	1	8	4	7	1	1	4	0									
		0.43%	0.29%	0.00%	1.30%	0.00%	0.55%	0.15%	0.34%	0.50%	0.42%	0.00%	0.43%	0.24%	0.18%	0.00%	0.00%	0.00%	0.00%	0.31%	0.37%	0.00%	0.58%	1.47%	1.01%	1.01%	0.38%	0.19%	1.04%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	88	1	0	0	2	4	4	0	3	6	0	6	8	0	0	3	3	1	8	3	0	2	2	6	10	2	11	3	0									
		0.80%	0.29%	0.00%	0.00%	0.54%	1.10%	0.60%	0.00%	0.50%	0.83%	0.00%	1.28%	0.95%	0.00%	0.00%	1.17%	1.97%	0.53%	1.25%	1.12%	0.00%	1.16%	0.37%	1.52%	1.45%	0.77%	2.11%	0.78%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	0	0	0	0	1	0	2	3	1	2	3	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.33%	0.42%	0.74%	0.43%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.29%	0.38%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	71	1	0	0	1	1	3	4	12	5	5	3	7	3	2	3	0	0	4	1	2	0	3	1	4	4	1	1	0									
		0.65%	0.29%	0.00%	0.00%	0.27%	0.28%	0.45%	0.68%	2.01%	0.69%	3.70%	0.64%	0.83%	0.55%	0.88%	1.17%	0.00%	0.00%	0.63%	0.37%	1.59%	0.00%	0.55%	0.25%	0.58%	1.53%	0.19%	0.26%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1752	61	20	7	35	52	134	97	117	172	14	95	162	53	24	38	18	31	76	43	14	17	72	58	111	38	107	47	39									
		15.99%	17.68%	14.49%	9.09%	9.43%	14.36%	20.21%	16.39%	19.57%	23.89%	10.37%	20.26%	19.19%	9.74%	10.57%	14.79%	11.84%	16.32%	11.91%	16.04%	11.11%	9.88%	13.19%	14.68%	16.09%	14.56%	20.50%	12.18%	14.44%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	1	0	0	1	0	1	2	1	3	0	4	2	0	0	2	0	0	0	0	1	0	7	0	2	0	1	2	0									
		0.27%	0.29%	0.00%	0.00%	0.27%	0.00%	0.15%	0.34%	0.17%	0.42%	0.00%	0.85%	0.24%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	1.28%	0.00%	0.29%	0.00%	0.19%	0.52%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	245	6	5	2	9	3	16	11	18	17	0	8	13	11	3	3	3	10	14	11	3	3	21	7	21	6	11	8	2									
		2.24%	1.74%	3.62%	2.60%	2.43%	0.83%	2.41%	1.86%	3.01%	2.36%	0.00%	1.71%	1.54%	2.02%	1.32%	1.17%	1.97%	5.26%	2.19%	4.10%	2.38%	1.74%	3.85%	1.77%	3.04%	2.30%	2.11%	2.07%	0.74%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
