Выборы Президента Российской Федерации																																																										
																																																										
Наименование Избирательной комиссии:    Павлово-Посадская																																																										
																																																										
Итоги голосования 																																																										
																																																										
		Сумма	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085					
18	. Глазьев Сергей Юрьевич	1694	7	25	59	38	13	43	40	50	48	83	44	49	38	36	24	32	46	23	77	62	42	57	63	63	43	29	34	34	48	37	20	19	16	52	42	12	2	1	6	20	6	37	12	58	18	24	6	33	10	6	7					
		4.73%	2.89%	4.59%	4.66%	3.89%	4.23%	9.07%	6.57%	5.26%	6.56%	6.58%	5.23%	5.06%	5.46%	6.34%	3.08%	4.65%	5.05%	3.26%	6.32%	6.18%	5.20%	4.85%	5.16%	5.92%	4.22%	3.46%	3.84%	4.33%	5.01%	4.31%	3.62%	3.81%	3.43%	4.37%	5.02%	2.80%	2.30%	1.08%	3.26%	3.68%	2.75%	4.40%	8.16%	3.73%	4.83%	5.13%	2.93%	3.35%	4.35%	3.00%	2.17%					
19	. Малышкин Олег Александрович	676	3	11	26	11	5	10	13	19	13	25	13	21	16	11	19	23	9	13	19	27	12	32	26	17	18	19	15	25	30	15	13	7	3	19	18	8	3	2	2	6	2	18	1	22	9	4	2	14	0	4	3					
		1.89%	1.24%	2.02%	2.06%	1.13%	1.63%	2.11%	2.13%	2.00%	1.78%	1.98%	1.55%	2.17%	2.30%	1.94%	2.44%	3.34%	0.99%	1.84%	1.56%	2.69%	1.49%	2.72%	2.13%	1.60%	1.77%	2.27%	1.69%	3.18%	3.13%	1.75%	2.35%	1.40%	0.64%	1.60%	2.15%	1.86%	3.45%	2.15%	1.09%	1.10%	0.92%	2.14%	0.68%	1.42%	2.41%	0.85%	0.98%	1.42%	0.00%	2.00%	0.93%					
20	. Миронов Сергей Михайлович	202	3	2	7	4	2	3	3	8	5	9	6	3	1	3	4	4	4	2	6	9	1	8	7	3	4	2	5	4	13	6	6	5	4	5	6	2	0	0	3	1	3	6	0	3	1	2	3	6	2	2	1					
		0.56%	1.24%	0.37%	0.55%	0.41%	0.65%	0.63%	0.49%	0.84%	0.68%	0.71%	0.71%	0.31%	0.14%	0.53%	0.51%	0.58%	0.44%	0.28%	0.49%	0.90%	0.12%	0.68%	0.57%	0.28%	0.39%	0.24%	0.56%	0.51%	1.36%	0.70%	1.08%	1.00%	0.86%	0.42%	0.72%	0.47%	0.00%	0.00%	1.63%	0.18%	1.38%	0.71%	0.00%	0.19%	0.27%	0.43%	1.46%	0.61%	0.87%	1.00%	0.31%					
21	. Путин Владимир Владимирович	26501	177	389	918	713	228	338	424	701	502	863	602	727	537	411	608	529	652	531	837	698	580	872	891	765	776	654	676	581	720	646	398	366	357	857	624	347	71	72	141	438	183	635	124	1191	273	368	170	746	180	149	265					
		74.07%	73.14%	71.38%	72.57%	72.98%	74.27%	71.31%	69.62%	73.79%	68.58%	68.44%	71.58%	75.03%	77.16%	72.36%	77.95%	76.89%	71.65%	75.21%	68.66%	69.59%	71.87%	74.15%	73.03%	71.83%	76.23%	78.14%	76.38%	73.92%	75.16%	75.29%	71.97%	73.35%	76.61%	71.96%	74.55%	80.89%	81.61%	77.42%	76.63%	80.66%	83.94%	75.51%	84.35%	76.64%	73.19%	78.63%	82.93%	75.66%	78.26%	74.50%	82.04%					
22	. Хакамада Ирина Муцуовна	1030	3	23	35	27	6	10	29	34	44	51	27	25	19	16	9	20	33	25	36	32	42	33	44	34	45	12	29	15	44	19	15	16	14	42	15	4	0	1	5	9	0	19	0	28	3	5	2	21	4	5	1					
		2.88%	1.24%	4.22%	2.77%	2.76%	1.95%	2.11%	4.76%	3.58%	6.01%	4.04%	3.21%	2.58%	2.73%	2.82%	1.15%	2.91%	3.63%	3.54%	2.95%	3.19%	5.20%	2.81%	3.61%	3.19%	4.42%	1.43%	3.28%	1.91%	4.59%	2.21%	2.71%	3.21%	3.00%	3.53%	1.79%	0.93%	0.00%	1.08%	2.72%	1.66%	0.00%	2.26%	0.00%	1.80%	0.80%	1.07%	0.98%	2.13%	1.74%	2.50%	0.31%					
23	. Харитонов Николай Михайлович	3704	25	78	147	149	35	49	57	82	83	142	95	84	41	55	59	51	122	66	177	105	91	98	128	130	76	72	75	94	69	70	76	35	62	139	79	37	8	9	22	58	16	78	8	155	50	49	17	113	27	24	37					
		10.35%	10.33%	14.31%	11.62%	15.25%	11.40%	10.34%	9.36%	8.63%	11.34%	11.26%	11.30%	8.67%	5.89%	9.68%	7.56%	7.41%	13.41%	9.35%	14.52%	10.47%	11.28%	8.33%	10.49%	12.21%	7.47%	8.60%	8.47%	11.96%	7.20%	8.16%	13.74%	7.01%	13.30%	11.67%	9.44%	8.62%	9.20%	9.68%	11.96%	10.68%	7.34%	9.27%	5.44%	9.97%	13.40%	10.47%	8.29%	11.46%	11.74%	12.00%	11.46%					
																																																										
24	Против всех	1591	17	17	63	31	15	18	36	49	27	75	45	47	40	31	39	22	37	37	46	56	37	63	53	46	45	40	36	27	34	50	22	33	10	58	43	15	3	6	3	8	5	41	2	79	13	11	4	35	7	7	7					
		4.45%	7.02%	3.12%	4.98%	3.17%	4.89%	3.80%	5.91%	5.16%	3.69%	5.95%	5.35%	4.85%	5.75%	5.46%	5.00%	3.20%	4.07%	5.24%	3.77%	5.58%	4.58%	5.36%	4.34%	4.32%	4.42%	4.78%	4.07%	3.44%	3.55%	5.83%	3.98%	6.61%	2.15%	4.87%	5.14%	3.50%	3.45%	6.45%	1.63%	1.47%	2.29%	4.88%	1.36%	5.08%	3.49%	2.35%	1.95%	3.55%	3.04%	3.50%	2.17%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
