Выборы Президента Российской Федерации																																																								
																																																								
"Наименование Избирательной комиссии:    Ульяновск, Засвияжская N1"																																																								
																																																								
Итоги голосования 																																																								
																																																								
		Сумма	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925					
11	Число полученных открепительных  удостоверений	1930	40	40	40	40	32	44	11	50	30	50	32	42	40	40	34	45	48	37	35	30	62	37	40	58	38	40	40	32	38	0	33	45	55	40	36	42	37	60	50	22	32	34	38	32	45	60	44	35	45					
12	Число выданных открепительных удостоверений	513	9	3	7	11	7	13	3	15	9	21	6	10	6	15	10	8	13	20	20	9	14	15	16	19	8	14	14	5	9	0	7	12	15	6	9	4	11	11	16	6	2	11	10	8	12	14	12	11	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	434	13	10	2	3	8	4	2	13	4	26	1	10	13	10	3	8	6	28	8	8	7	8	5	15	8	8	9	4	9	33	6	10	12	6	0	14	11	11	14	5	3	9	7	14	9	9	3	2	3					
14	Число неиспользованных открепительных удостоверений	1417	31	37	33	29	25	31	8	35	21	29	26	32	34	25	24	37	35	17	15	21	48	22	24	39	30	26	26	27	29	0	26	33	40	34	27	38	26	49	34	16	30	23	28	24	33	46	32	24	38					
15	"Число открепительных удостоверений, выданных в ТИК"	36	1	0	0	2	1	1	0	0	2	0	0	1	0	1	0	0	0	0	3	0	0	0	1	3	0	0	0	0	2	0	0	1	2	1	2	0	0	1	0	1	0	0	1	1	0	4	3	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																								
18	. Глазьев Сергей Юрьевич	4369	120	124	133	110	107	111	28	85	23	158	71	111	99	105	112	129	106	73	59	61	130	101	98	139	101	87	112	43	60	18	59	97	141	73	53	62	98	150	93	41	74	66	71	68	59	107	92	58	93					
		8.76%	12.00%	10.78%	11.40%	9.70%	11.43%	9.70%	8.95%	7.44%	5.48%	10.24%	8.41%	10.41%	9.81%	9.49%	11.03%	10.24%	8.94%	7.49%	6.29%	7.02%	8.21%	9.56%	9.65%	8.73%	9.58%	8.22%	9.72%	5.87%	6.30%	6.34%	7.18%	8.33%	10.41%	7.22%	6.85%	6.90%	9.46%	9.80%	9.06%	7.69%	9.59%	7.07%	7.14%	8.32%	5.53%	7.77%	9.51%	6.54%	7.84%					
19	. Малышкин Олег Александрович	1018	15	20	16	24	20	19	10	26	10	26	8	17	15	21	21	17	14	9	20	13	36	28	18	32	10	25	20	25	23	4	24	39	29	20	17	26	22	35	33	14	14	27	24	21	23	28	24	21	15					
		2.04%	1.50%	1.74%	1.37%	2.12%	2.14%	1.66%	3.19%	2.27%	2.38%	1.69%	0.95%	1.59%	1.49%	1.90%	2.07%	1.35%	1.18%	0.92%	2.13%	1.50%	2.27%	2.65%	1.77%	2.01%	0.95%	2.36%	1.74%	3.41%	2.42%	1.41%	2.92%	3.35%	2.14%	1.98%	2.20%	2.90%	2.12%	2.29%	3.22%	2.63%	1.81%	2.89%	2.41%	2.57%	2.16%	2.03%	2.48%	2.37%	1.26%					
20	. Миронов Сергей Михайлович	559	6	12	12	12	9	10	0	16	2	18	11	9	12	17	14	10	18	12	10	11	20	16	11	18	15	10	16	3	9	4	8	11	22	15	8	14	16	17	6	6	5	6	9	9	13	12	7	13	19					
		1.12%	0.60%	1.04%	1.03%	1.06%	0.96%	0.87%	0.00%	1.40%	0.48%	1.17%	1.30%	0.84%	1.19%	1.54%	1.38%	0.79%	1.52%	1.23%	1.07%	1.27%	1.26%	1.51%	1.08%	1.13%	1.42%	0.95%	1.39%	0.41%	0.95%	1.41%	0.97%	0.94%	1.62%	1.48%	1.03%	1.56%	1.54%	1.11%	0.58%	1.13%	0.65%	0.64%	0.91%	1.10%	1.22%	0.87%	0.72%	1.47%	1.60%					
21	. Путин Владимир Владимирович	29854	586	644	658	684	528	661	162	673	327	911	478	615	596	651	601	776	702	563	540	500	975	639	599	960	603	592	646	471	603	191	499	721	784	630	483	579	534	963	589	328	490	563	649	500	689	950	584	498	686					
		59.89%	58.60%	56.00%	56.38%	60.32%	56.41%	57.78%	51.76%	58.88%	77.86%	59.04%	56.64%	57.69%	59.07%	58.86%	59.21%	61.59%	59.19%	57.74%	57.57%	57.54%	61.55%	60.45%	58.96%	60.26%	57.21%	55.95%	56.08%	64.26%	63.34%	67.25%	60.71%	61.89%	57.90%	62.31%	62.40%	64.48%	51.54%	62.90%	57.41%	61.54%	63.47%	60.34%	65.29%	61.20%	64.57%	68.99%	60.39%	56.14%	57.84%					
22	. Хакамада Ирина Муцуовна	1572	41	42	42	44	29	15	10	54	7	56	34	34	49	29	42	38	25	28	27	18	38	41	36	48	38	46	30	24	30	7	38	30	44	22	20	27	38	47	43	21	19	19	23	18	25	35	39	22	40					
		3.15%	4.10%	3.65%	3.60%	3.88%	3.10%	1.31%	3.19%	4.72%	1.67%	3.63%	4.03%	3.19%	4.86%	2.62%	4.14%	3.02%	2.11%	2.87%	2.88%	2.07%	2.40%	3.88%	3.54%	3.01%	3.61%	4.35%	2.60%	3.27%	3.15%	2.46%	4.62%	2.58%	3.25%	2.18%	2.58%	3.01%	3.67%	3.07%	4.19%	3.94%	2.46%	2.04%	2.31%	2.20%	2.34%	2.54%	4.03%	2.48%	3.37%					
23	. Харитонов Николай Михайлович	9960	186	238	236	207	203	272	68	223	32	303	190	221	193	207	192	238	271	252	218	211	309	174	204	326	239	230	265	134	175	42	154	201	269	205	161	150	272	245	202	93	136	207	173	166	206	184	177	233	267					
		19.98%	18.60%	20.70%	20.22%	18.25%	21.69%	23.78%	21.73%	19.51%	7.62%	19.64%	22.51%	20.73%	19.13%	18.72%	18.92%	18.89%	22.85%	25.85%	23.24%	24.28%	19.51%	16.46%	20.08%	20.46%	22.68%	21.74%	23.00%	18.28%	18.38%	14.79%	18.73%	17.25%	19.87%	20.28%	20.80%	16.70%	26.25%	16.00%	19.69%	17.45%	17.62%	22.19%	17.40%	20.32%	19.31%	13.36%	18.30%	26.27%	22.51%					
																																																								
24	Против всех	1956	43	63	56	44	34	48	23	53	15	62	41	53	37	61	27	47	39	27	45	45	56	42	37	49	34	53	51	25	39	11	26	51	40	32	21	26	44	57	51	23	28	31	41	26	30	55	30	30	54					
		3.92%	4.30%	5.48%	4.80%	3.88%	3.63%	4.20%	7.35%	4.64%	3.57%	4.02%	4.86%	4.97%	3.67%	5.52%	2.66%	3.73%	3.29%	2.77%	4.80%	5.18%	3.54%	3.97%	3.64%	3.08%	3.23%	5.01%	4.43%	3.41%	4.10%	3.87%	3.16%	4.38%	2.95%	3.17%	2.71%	2.90%	4.25%	3.72%	4.97%	4.32%	3.63%	3.32%	4.12%	3.18%	2.81%	3.99%	3.10%	3.38%	4.55%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
