Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Белинская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	50	1	7	4	0	0	5	2	0	2	1	0	1	1	0	0	0	1	0	5	0	0	0	0	13	0	0	4	1	1	0	1									
		0.31%	0.08%	0.56%	0.34%	0.00%	0.00%	0.86%	1.57%	0.00%	1.15%	0.83%	0.00%	0.56%	0.20%	0.00%	0.00%	0.00%	0.21%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.38%	0.24%	0.20%	0.00%	0.23%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1410	152	142	168	35	26	52	10	23	12	11	5	19	45	35	25	28	25	5	45	4	27	29	43	203	23	5	111	27	30	8	37									
		8.69%	12.91%	11.31%	14.17%	7.69%	4.99%	8.92%	7.87%	7.40%	6.90%	9.17%	9.09%	10.56%	9.15%	9.64%	5.90%	4.70%	5.21%	0.71%	6.69%	2.16%	8.21%	10.32%	6.74%	12.36%	5.15%	2.26%	10.43%	6.49%	6.13%	3.77%	8.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	1	3	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	2	0	0	0	2	6	1	1	0	0	0	0	0									
		0.13%	0.08%	0.24%	0.08%	0.00%	0.19%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.24%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.31%	0.37%	0.22%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	216	59	43	7	2	2	7	0	2	3	2	0	1	5	4	1	4	2	1	8	2	3	0	4	16	3	3	22	3	3	2	2									
		1.33%	5.01%	3.42%	0.59%	0.44%	0.38%	1.20%	0.00%	0.64%	1.72%	1.67%	0.00%	0.56%	1.02%	1.10%	0.24%	0.67%	0.42%	0.14%	1.19%	1.08%	0.91%	0.00%	0.63%	0.97%	0.67%	1.36%	2.07%	0.72%	0.61%	0.94%	0.46%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
