Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    район Строгино																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №2880	УИК №2881	УИК №2882	УИК №2883	УИК №2884	УИК №2885	УИК №2886	УИК №2887	УИК №2888	УИК №2889	УИК №2890	УИК №2891	УИК №2892	УИК №2893	УИК №2894	УИК №2895	УИК №2896	УИК №2897	УИК №2898	УИК №2899	УИК №2900	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924					
		12.46%	12.36%	10.64%	11.44%	11.09%	10.34%	10.18%	10.41%	15.21%	17.66%	13.79%	10.10%	9.45%	12.57%	7.52%	12.35%	9.24%	13.39%	8.58%	16.84%	12.37%	13.10%	13.47%	11.42%	11.33%	13.73%	11.39%	16.68%	11.66%	11.70%	11.52%	11.78%	12.24%	8.24%	11.51%	10.12%	12.67%	10.18%	15.28%	21.99%	21.90%	20.34%	9.22%	11.57%	10.81%	8.77%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	817	24	31	29	24	4	27	15	9	9	29	13	13	9	24	21	11	16	11	15	14	18	20	15	14	27	20	19	9	20	25	21	10	22	22	13	27	21	16	33	28	11	10	16	26	6					
		1.55%	1.96%	1.79%	1.70%	1.46%	0.44%	1.84%	1.82%	0.91%	1.49%	1.95%	1.18%	1.05%	1.00%	1.96%	1.83%	1.24%	1.32%	1.50%	1.14%	1.11%	1.38%	1.62%	1.59%	1.06%	2.35%	1.95%	1.66%	0.85%	1.90%	1.71%	1.75%	1.04%	1.69%	2.01%	1.17%	2.25%	1.42%	1.12%	2.33%	2.22%	1.17%	0.92%	1.09%	1.90%	2.63%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	12524	384	421	383	374	203	348	162	212	102	310	270	309	179	354	283	182	251	158	353	257	278	298	226	299	339	288	322	226	223	333	304	228	292	242	225	314	408	319	282	261	199	301	352	422	48					
		23.72%	31.42%	24.34%	22.48%	22.79%	22.58%	23.77%	19.61%	21.50%	16.83%	20.85%	24.57%	24.96%	19.91%	28.95%	24.61%	20.52%	20.74%	21.53%	26.91%	20.38%	21.30%	24.19%	23.89%	22.74%	29.45%	28.04%	28.12%	21.42%	21.22%	22.84%	25.40%	23.65%	22.48%	22.10%	20.33%	26.17%	27.51%	22.35%	19.94%	20.71%	21.08%	27.74%	23.96%	30.83%	21.05%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	6437	144	219	268	209	134	180	86	89	32	160	125	151	90	166	139	119	128	104	160	167	142	168	69	136	118	137	151	130	105	193	147	146	172	135	148	175	185	143	116	100	58	197	257	200	39					
		12.19%	11.78%	12.66%	15.73%	12.74%	14.91%	12.30%	10.41%	9.03%	5.28%	10.76%	11.37%	12.20%	10.01%	13.57%	12.09%	13.42%	10.58%	14.17%	12.20%	13.24%	10.88%	13.64%	7.29%	10.34%	10.25%	13.34%	13.19%	12.32%	9.99%	13.24%	12.28%	15.15%	13.24%	12.33%	13.37%	14.58%	12.47%	10.02%	8.20%	7.94%	6.14%	18.16%	17.49%	14.61%	17.11%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16864	265	563	502	524	327	509	338	379	274	510	365	407	351	375	406	335	407	269	285	448	476	314	359	462	274	224	270	373	418	464	384	279	441	421	437	271	446	498	457	408	335	245	415	285	69					
		31.94%	21.69%	32.54%	29.46%	31.93%	36.37%	34.77%	40.92%	38.44%	45.21%	34.30%	33.21%	32.88%	39.04%	30.66%	35.30%	37.77%	33.64%	36.65%	21.72%	35.53%	36.48%	25.49%	37.95%	35.13%	23.81%	21.81%	23.58%	35.36%	39.77%	31.82%	32.08%	28.94%	33.95%	38.45%	39.48%	22.58%	30.07%	34.90%	32.32%	32.38%	35.49%	22.58%	28.25%	20.82%	30.26%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	505	11	23	13	10	9	12	4	7	1	16	10	13	9	12	8	9	11	9	13	11	12	21	5	10	6	18	14	11	12	9	10	13	12	4	8	9	16	15	13	14	8	19	12	22	1					
		0.96%	0.90%	1.33%	0.76%	0.61%	1.00%	0.82%	0.48%	0.71%	0.17%	1.08%	0.91%	1.05%	1.00%	0.98%	0.70%	1.01%	0.91%	1.23%	0.99%	0.87%	0.92%	1.70%	0.53%	0.76%	0.52%	1.75%	1.22%	1.04%	1.14%	0.62%	0.84%	1.35%	0.92%	0.37%	0.72%	0.75%	1.08%	1.05%	0.92%	1.11%	0.85%	1.75%	0.82%	1.61%	0.44%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
