Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
Наименование Избирательной комиссии:    Грязинская																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	372	7	7	10	7	12	7	7	7	7	7	7	7	7	7	10	7	7	7	7	12	7	7	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	10	7									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	166	2	1	8	6	9	0	4	4	5	0	5	1	1	4	10	7	0	2	2	8	4	7	10	7	0	5	1	1	6	7	5	1	0	0	3	1	2	0	1	0	0	0	4	0	5	1	2	1	10	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	169	0	4	2	6	2	2	8	1	3	0	6	0	3	2	2	7	2	0	0	0	3	5	4	2	21	5	0	0	5	5	9	6	1	1	0	3	1	2	0	2	0	4	6	6	6	3	1	1	4	13									
14	Число погашенных неиспользованных открепительных удостоверений	206	5	6	2	1	3	7	3	3	2	7	2	6	6	3	0	0	7	5	5	4	3	0	0	0	7	2	6	6	1	0	2	6	7	7	4	6	5	7	6	7	7	7	3	7	2	6	5	6	0	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	0	1	0	0	1	1	0	0	0	1	2	2	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	219	7	10	1	6	0	9	3	2	3	2	9	2	2	1	4	0	0	6	4	9	9	4	3	13	0	0	0	6	16	6	0	0	5	3	2	0	6	0	0	0	0	10	14	10	11	0	2	1	2	16									
		0.51%	0.57%	1.18%	0.08%	0.66%	0.00%	0.59%	0.22%	0.12%	0.24%	0.45%	1.05%	0.14%	0.16%	0.07%	0.26%	0.00%	0.00%	0.59%	0.48%	0.73%	0.81%	0.44%	0.22%	0.81%	0.00%	0.00%	0.00%	0.82%	1.59%	0.43%	0.00%	0.00%	1.03%	0.43%	0.73%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	5.21%	1.42%	2.50%	1.53%	0.00%	0.43%	0.30%	0.18%	1.99%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	329	8	20	1	7	0	31	8	1	13	1	6	1	0	3	10	0	4	4	9	9	11	6	13	30	1	0	3	6	13	9	3	0	4	5	2	0	0	4	0	0	2	4	28	10	5	0	3	4	2	25									
		0.77%	0.65%	2.35%	0.08%	0.77%	0.00%	2.02%	0.58%	0.06%	1.04%	0.22%	0.70%	0.07%	0.00%	0.22%	0.64%	0.00%	0.66%	0.40%	1.08%	0.73%	0.99%	0.65%	0.96%	1.86%	1.15%	0.00%	0.53%	0.82%	1.29%	0.65%	0.49%	0.00%	0.82%	0.71%	0.73%	0.00%	0.00%	2.68%	0.00%	0.00%	0.32%	2.08%	2.83%	2.50%	0.70%	0.00%	0.64%	1.20%	0.18%	3.12%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	406	9	28	11	5	3	0	17	2	15	0	7	1	0	4	10	0	4	10	16	7	15	5	19	25	0	10	9	18	15	12	8	0	1	5	1	1	19	0	0	0	6	2	26	11	13	0	2	3	8	23									
		0.95%	0.73%	3.29%	0.90%	0.55%	0.21%	0.00%	1.23%	0.12%	1.20%	0.00%	0.81%	0.07%	0.00%	0.29%	0.64%	0.00%	0.66%	0.99%	1.91%	0.57%	1.34%	0.54%	1.40%	1.55%	0.00%	1.57%	1.58%	2.47%	1.49%	0.86%	1.32%	0.00%	0.21%	0.71%	0.36%	0.50%	2.42%	0.00%	0.00%	0.00%	0.95%	1.04%	2.63%	2.75%	1.81%	0.00%	0.43%	0.90%	0.73%	2.87%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	34599	989	430	1116	789	1175	1219	1109	1524	1002	360	734	1177	1057	1250	1322	943	454	835	673	987	793	810	1114	1168	75	578	477	584	575	1187	547	230	442	632	241	183	643	120	558	360	555	108	535	184	585	166	403	303	904	394									
		80.81%	80.08%	50.59%	90.88%	86.89%	81.88%	79.41%	79.96%	95.07%	79.97%	80.54%	85.35%	83.36%	86.00%	90.98%	85.13%	89.90%	75.04%	82.59%	80.50%	80.18%	71.06%	88.24%	81.97%	72.55%	86.21%	90.88%	83.98%	80.22%	57.10%	85.27%	89.97%	95.44%	90.95%	90.29%	87.96%	90.59%	81.81%	80.54%	85.06%	85.71%	88.10%	56.25%	54.15%	46.00%	81.48%	81.77%	86.11%	90.72%	82.48%	49.13%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	67	0	5	1	0	0	4	0	0	2	2	0	2	0	1	2	0	1	3	1	2	5	1	6	6	0	1	0	2	0	2	1	0	1	0	2	0	0	0	0	0	0	1	7	1	0	0	0	0	1	4									
		0.16%	0.00%	0.59%	0.08%	0.00%	0.00%	0.26%	0.00%	0.00%	0.16%	0.45%	0.00%	0.14%	0.00%	0.07%	0.13%	0.00%	0.17%	0.30%	0.12%	0.16%	0.45%	0.11%	0.44%	0.37%	0.00%	0.16%	0.00%	0.27%	0.00%	0.14%	0.16%	0.00%	0.21%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.71%	0.25%	0.00%	0.00%	0.00%	0.00%	0.09%	0.50%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	2	4	0	0	2	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	2	2	0	0	0	2	2	2									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.22%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.15%	0.25%	0.00%	0.00%	0.35%	0.14%	0.00%	0.00%	0.33%	0.00%	0.21%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.50%	0.00%	0.00%	0.00%	0.60%	0.18%	0.25%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2800	101	157	26	23	8	186	79	18	89	37	63	83	66	11	67	25	51	62	58	80	118	38	71	186	3	21	30	43	198	73	14	0	17	18	12	7	43	16	52	38	32	25	176	80	61	14	20	8	14	82									
		6.54%	8.18%	18.47%	2.12%	2.53%	0.56%	12.12%	5.70%	1.12%	7.10%	8.28%	7.33%	5.88%	5.37%	0.80%	4.31%	2.38%	8.43%	6.13%	6.94%	6.50%	10.57%	4.14%	5.22%	11.55%	3.45%	3.30%	5.28%	5.91%	19.66%	5.24%	2.30%	0.00%	3.50%	2.57%	4.38%	3.47%	5.47%	10.74%	7.93%	9.05%	5.08%	13.02%	17.81%	20.00%	8.50%	6.90%	4.27%	2.40%	1.28%	10.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	73	1	5	1	0	0	6	2	0	3	0	0	0	0	1	1	0	10	1	3	2	2	0	6	5	0	2	2	3	0	0	0	0	0	0	1	0	8	0	0	0	0	2	3	1	0	0	0	1	0	1									
		0.17%	0.08%	0.59%	0.08%	0.00%	0.00%	0.39%	0.14%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.07%	0.06%	0.00%	1.65%	0.10%	0.36%	0.16%	0.18%	0.00%	0.44%	0.31%	0.00%	0.31%	0.35%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	1.04%	0.30%	0.25%	0.00%	0.00%	0.00%	0.30%	0.00%	0.12%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	92	0	5	0	0	0	8	0	0	2	2	1	0	3	1	1	0	3	3	3	2	0	3	5	4	0	1	6	2	8	2	2	0	0	2	2	0	0	0	0	0	0	2	7	5	0	0	0	1	1	5									
		0.21%	0.00%	0.59%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.16%	0.45%	0.12%	0.00%	0.24%	0.07%	0.06%	0.00%	0.50%	0.30%	0.36%	0.16%	0.00%	0.33%	0.37%	0.25%	0.00%	0.16%	1.06%	0.27%	0.79%	0.14%	0.33%	0.00%	0.00%	0.29%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.71%	1.25%	0.00%	0.00%	0.00%	0.30%	0.09%	0.62%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	1	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	2	0	0	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0	1	1	10									
		0.07%	0.08%	0.12%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.06%	0.00%	0.00%	0.00%	0.41%	0.00%	0.14%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.10%	0.25%	0.00%	0.00%	0.00%	0.30%	0.09%	1.25%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	147	2	22	2	2	2	5	3	0	6	1	0	2	0	3	3	0	1	4	2	1	5	0	8	2	3	1	2	2	5	2	3	0	2	3	1	1	8	0	0	0	1	2	8	7	3	0	3	2	0	12									
		0.34%	0.16%	2.59%	0.16%	0.22%	0.14%	0.33%	0.22%	0.00%	0.48%	0.22%	0.00%	0.14%	0.00%	0.22%	0.19%	0.00%	0.17%	0.40%	0.24%	0.08%	0.45%	0.00%	0.59%	0.12%	3.45%	0.16%	0.35%	0.27%	0.50%	0.14%	0.49%	0.00%	0.41%	0.43%	0.36%	0.50%	1.02%	0.00%	0.00%	0.00%	0.16%	1.04%	0.81%	1.75%	0.42%	0.00%	0.64%	0.60%	0.00%	1.50%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2546	81	107	52	44	135	10	94	43	76	26	13	75	64	63	81	55	56	46	44	44	87	32	61	106	5	15	34	53	104	63	25	11	6	25	7	4	46	6	38	22	23	19	105	58	19	21	20	2	151	169									
		5.95%	6.56%	12.59%	4.23%	4.85%	9.41%	0.65%	6.78%	2.68%	6.07%	5.82%	1.51%	5.31%	5.21%	4.59%	5.22%	5.24%	9.26%	4.55%	5.26%	3.57%	7.80%	3.49%	4.49%	6.58%	5.75%	2.36%	5.99%	7.28%	10.33%	4.53%	4.11%	4.56%	1.23%	3.57%	2.55%	1.98%	5.85%	4.03%	5.79%	5.24%	3.65%	9.90%	10.63%	14.50%	2.65%	10.34%	4.27%	0.60%	13.78%	21.07%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	201	1	6	3	15	61	1	23	0	4	4	0	0	0	2	1	0	2	3	3	0	7	1	5	6	0	1	2	2	17	3	0	0	1	0	1	0	0	0	0	0	0	0	10	4	3	0	2	1	3	3									
		0.47%	0.08%	0.71%	0.24%	1.65%	4.25%	0.07%	1.66%	0.00%	0.32%	0.89%	0.00%	0.00%	0.00%	0.15%	0.06%	0.00%	0.33%	0.30%	0.36%	0.00%	0.63%	0.11%	0.37%	0.37%	0.00%	0.16%	0.35%	0.27%	1.69%	0.22%	0.00%	0.00%	0.21%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	1.00%	0.42%	0.00%	0.43%	0.30%	0.27%	0.37%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1064	35	41	7	17	51	46	48	13	35	11	27	69	37	32	51	26	19	18	13	18	46	18	45	44	0	5	1	3	56	22	3	0	6	6	2	1	13	0	8	0	9	14	46	18	14	0	13	5	6	46									
		2.49%	2.83%	4.82%	0.57%	1.87%	3.55%	2.99%	3.46%	0.81%	2.79%	2.46%	3.14%	4.89%	3.01%	2.33%	3.28%	2.48%	3.14%	1.78%	1.56%	1.46%	4.12%	1.96%	3.31%	2.73%	0.00%	0.79%	0.18%	0.41%	5.56%	1.58%	0.49%	0.00%	1.23%	0.86%	0.73%	0.50%	1.65%	0.00%	1.22%	0.00%	1.43%	7.29%	4.66%	4.50%	1.95%	0.00%	2.78%	1.50%	0.55%	5.74%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
