7	Число избирательных бюллетеней в переносных ящиках для голосования	2224	71	55	20	15	10	19	11	23	35	32	7	100	27	30	8	18	16	17	78	65	63	28	8	23	13	6	19	22	17	27	21	62	30	21	26	21	42	14	19	35	27	10	20	48	25	28	60	38	47	23	31	14	21	3	14	21	20	20	24	28	27	14	17	84	23	14	51	81	12	35	54	42	32	42	0	0	0	0	0	0	0	0	0	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	107596	1077	1274	1029	1115	1038	1169	967	1020	1197	1094	849	1382	1318	1410	1027	1652	1217	1106	1243	1275	1281	1076	1616	1140	946	1009	1232	1255	1274	1230	1322	1282	1282	1573	1101	1379	1193	1199	793	1209	1329	1375	1214	1631	1482	1285	1329	1190	1411	1207	1490	1492	1442	1328	1091	1160	1144	1136	834	1228	1361	1290	1623	1910	1436	1317	1435	1245	1291	1160	1425	1364	1294	1246	18	1365	2475	2015	22	13	41	20	111	16	136	3524	4794									
9	Число недействительных избирательных бюллетеней	1651	29	39	8	23	17	17	16	21	26	14	23	22	12	30	23	14	18	25	16	56	17	15	40	19	14	16	14	12	20	27	23	34	30	24	21	27	31	22	13	12	19	16	20	33	23	21	24	21	32	19	35	17	31	9	22	24	12	23	12	19	24	22	28	8	18	15	32	18	33	24	17	38	19	19	0	2	5	1	0	0	0	4	3	0	5	1	3									
10	Число действительных избирательных бюллетеней	108169	1119	1290	1041	1107	1031	1171	962	1022	1206	1112	833	1460	1333	1410	1012	1656	1215	1098	1305	1284	1327	1089	1584	1144	945	999	1237	1265	1271	1230	1320	1310	1282	1570	1106	1373	1204	1191	799	1232	1337	1369	1214	1646	1484	1292	1365	1207	1426	1211	1486	1489	1432	1322	1083	1157	1152	1133	846	1237	1364	1282	1612	1986	1441	1316	1454	1308	1270	1171	1462	1368	1307	1269	18	1363	2470	2014	22	13	41	16	108	16	131	3523	4791									
11	Число полученных открепительных  удостоверений	3570	50	70	40	40	50	50	40	50	60	35	70	70	60	90	40	55	40	30	40	50	40	50	65	50	50	50	50	40	40	40	50	40	50	60	40	40	60	80	40	40	45	60	40	60	40	40	50	40	40	40	60	50	40	20	40	60	40	50	20	60	40	40	61	59	40	50	40	50	40	50	40	50	60	50	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	3108	48	60	39	24	46	41	32	47	59	32	60	68	52	88	35	50	37	30	39	44	32	49	65	47	50	37	35	33	39	34	45	37	45	48	31	24	59	78	34	26	37	58	37	48	33	30	35	30	32	40	54	43	34	16	28	53	36	42	16	55	33	19	55	57	36	43	27	41	34	44	37	44	58	44	0	0	0	0	0	0	0	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	3551	19	78	39	88	90	48	43	113	31	48	22	72	36	44	55	86	52	102	18	105	28	51	40	28	44	24	52	30	28	15	51	23	82	33	55	34	38	54	31	19	23	43	38	64	264	66	47	63	97	32	23	37	32	21	15	32	21	31	15	28	33	28	40	43	37	40	82	31	31	25	31	47	64	40	18	0	8	0	0	0	0	0	0	0	0	10	2									
14	Число неиспользованных открепительных удостоверений	462	2	10	1	16	4	9	8	3	1	3	10	2	8	2	5	5	3	0	1	6	8	1	0	3	0	13	15	7	1	6	5	3	5	12	9	16	1	2	6	14	8	2	3	12	7	10	15	10	8	0	6	7	6	4	12	7	4	8	4	5	7	21	6	2	4	7	13	9	6	6	3	6	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	315	1	2	4	2	3	4	4	2	2	0	127	1	2	3	7	4	3	2	4	1	2	3	4	4	0	1	0	2	8	0	3	0	1	9	0	0	1	0	2	2	1	3	4	5	3	6	2	1	4	2	2	1	1	2	5	6	1	1	1	1	0	6	3	7	3	2	3	4	1	1	7	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																		
19	Жириновский Владимир Вольфович	4147	31	50	36	51	54	23	65	44	64	40	65	66	48	107	55	80	35	66	62	64	53	53	106	53	45	71	75	67	39	95	66	77	48	87	44	27	9	58	34	47	38	95	48	20	46	4	36	38	59	40	62	72	79	96	58	38	52	40	38	57	14	53	66	12	47	53	20	49	13	55	65	19	44	68	0	71	66	33	4	0	7	1	15	1	14	49	32									
		3.78%	2.70%	3.76%	3.43%	4.51%	5.15%	1.94%	6.65%	4.22%	5.19%	3.55%	7.59%	4.45%	3.57%	7.43%	5.31%	4.79%	2.84%	5.88%	4.69%	4.78%	3.94%	4.80%	6.53%	4.56%	4.69%	6.99%	5.99%	5.25%	3.02%	7.56%	4.91%	5.73%	3.66%	5.46%	3.90%	1.93%	0.73%	4.78%	4.19%	3.78%	2.80%	6.86%	3.89%	1.19%	3.05%	0.30%	2.59%	3.09%	4.05%	3.25%	4.08%	4.78%	5.40%	7.21%	5.25%	3.22%	4.47%	3.46%	4.43%	4.54%	1.01%	4.06%	4.02%	0.60%	3.22%	3.98%	1.35%	3.70%	0.99%	4.60%	4.39%	1.35%	3.32%	5.28%	0.00%	5.20%	2.67%	1.64%	18.18%	0.00%	17.07%	5.00%	13.51%	6.25%	10.29%	1.39%	0.67%									
20	Зюганов Геннадий Андреевич	12743	72	134	148	145	94	127	155	144	156	149	131	189	105	226	163	106	86	165	143	210	140	141	199	160	135	135	149	188	115	160	206	186	191	230	190	72	67	191	128	150	212	228	193	136	233	70	85	193	252	232	218	230	209	172	177	207	194	238	149	190	227	221	194	82	259	219	102	206	67	184	176	29	198	199	7	164	84	49	9	3	7	4	14	0	24	98	118									
		11.60%	6.27%	10.08%	14.11%	12.83%	8.97%	10.69%	15.85%	13.81%	12.66%	13.23%	15.30%	12.75%	7.81%	15.69%	15.75%	6.35%	6.97%	14.69%	10.83%	15.67%	10.42%	12.77%	12.25%	13.76%	14.08%	13.30%	11.91%	14.72%	8.91%	12.73%	15.34%	13.84%	14.56%	14.43%	16.86%	5.14%	5.43%	15.75%	15.76%	12.06%	15.63%	16.46%	15.64%	8.10%	15.46%	5.33%	6.12%	15.72%	17.28%	18.86%	14.33%	15.27%	14.29%	12.92%	16.02%	17.53%	16.67%	20.59%	17.37%	15.13%	16.35%	16.95%	11.83%	4.11%	17.75%	16.45%	6.86%	15.54%	5.14%	15.40%	11.90%	2.06%	14.93%	15.45%	38.89%	12.01%	3.39%	2.43%	40.91%	23.08%	17.07%	20.00%	12.61%	0.00%	17.65%	2.78%	2.46%									
21	Миронов Сергей Михайлович	6381	47	79	93	83	110	93	79	66	87	92	58	112	34	99	87	101	78	79	88	84	63	91	110	82	89	93	80	103	78	89	110	122	80	119	106	65	9	100	79	69	96	75	92	44	101	9	52	96	74	108	88	94	108	77	104	85	96	85	59	107	20	98	109	66	113	97	38	104	20	106	96	27	111	96	0	60	60	28	4	0	1	2	18	3	17	24	27									
		5.81%	4.09%	5.94%	8.87%	7.35%	10.50%	7.83%	8.08%	6.33%	7.06%	8.17%	6.78%	7.56%	2.53%	6.88%	8.41%	6.05%	6.33%	7.03%	6.66%	6.27%	4.69%	8.24%	6.77%	7.05%	9.28%	9.16%	6.39%	8.07%	6.04%	7.08%	8.19%	9.08%	6.10%	7.47%	9.41%	4.64%	0.73%	8.24%	9.73%	5.55%	7.08%	5.42%	7.46%	2.62%	6.70%	0.69%	3.74%	7.82%	5.08%	8.78%	5.79%	6.24%	7.38%	5.79%	9.41%	7.20%	8.25%	7.35%	6.88%	8.52%	1.44%	7.52%	6.65%	3.31%	7.75%	7.29%	2.56%	7.84%	1.53%	8.87%	6.49%	1.92%	8.37%	7.45%	0.00%	4.40%	2.42%	1.39%	18.18%	0.00%	2.44%	10.00%	16.22%	18.75%	12.50%	0.68%	0.56%									
22	Прохоров Михаил Дмитриевич	18391	70	148	285	249	251	241	182	249	263	139	98	73	91	36	189	224	240	262	279	250	179	175	339	236	193	220	235	329	145	227	364	335	159	411	244	243	95	259	191	221	383	337	234	278	298	163	99	297	296	262	584	327	326	283	220	272	229	240	130	278	254	279	495	262	231	307	359	312	91	256	298	107	342	226	1	76	109	19	1	1	10	5	14	0	17	116	48									
		16.75%	6.10%	11.14%	27.17%	22.04%	23.95%	20.29%	18.61%	23.87%	21.35%	12.34%	11.45%	4.93%	6.77%	2.50%	18.26%	13.41%	19.46%	23.33%	21.12%	18.66%	13.32%	15.85%	20.87%	20.29%	20.13%	21.67%	18.78%	25.76%	11.23%	18.06%	27.10%	24.93%	12.12%	25.78%	21.65%	17.36%	7.69%	21.35%	23.52%	17.77%	28.24%	24.33%	18.96%	16.56%	19.77%	12.41%	7.13%	24.19%	20.30%	21.30%	38.40%	21.71%	22.28%	21.26%	19.91%	23.03%	19.67%	20.76%	15.15%	22.13%	18.30%	21.40%	30.18%	13.14%	15.83%	23.07%	24.16%	23.53%	6.98%	21.42%	20.15%	7.61%	25.79%	17.55%	5.56%	5.57%	4.40%	0.94%	4.55%	7.69%	24.39%	25.00%	12.61%	0.00%	12.50%	3.29%	1.00%									
23	Путин Владимир Владимирович	66507	899	879	479	579	522	687	481	519	636	692	481	1020	1055	942	518	1145	776	526	733	676	892	629	830	613	483	480	698	578	894	659	574	590	804	723	522	966	1024	583	367	745	608	634	647	1168	806	1046	1093	583	745	569	534	766	710	694	524	555	581	530	470	605	849	631	748	1564	791	640	935	637	1079	570	827	1186	612	680	10	992	2151	1885	4	9	16	4	47	12	59	3236	4566									
		60.56%	78.31%	66.14%	45.66%	51.24%	49.81%	57.83%	49.18%	49.76%	51.62%	61.46%	56.19%	68.83%	78.44%	65.42%	50.05%	68.56%	62.94%	46.84%	55.49%	50.45%	66.37%	56.97%	51.11%	52.71%	50.36%	47.29%	55.80%	45.26%	69.25%	52.43%	42.74%	43.90%	61.28%	45.36%	46.32%	69.00%	82.91%	48.06%	45.20%	59.89%	44.84%	45.78%	52.43%	69.57%	53.48%	79.66%	78.69%	47.48%	51.10%	46.26%	35.11%	50.86%	48.53%	52.14%	47.42%	46.99%	49.91%	45.85%	54.78%	48.17%	61.17%	48.39%	45.61%	78.44%	54.22%	48.08%	62.92%	48.04%	82.81%	47.70%	55.92%	84.35%	46.15%	52.80%	55.56%	72.67%	86.91%	93.55%	18.18%	69.23%	39.02%	20.00%	42.34%	75.00%	43.38%	91.83%	95.24%									
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
