Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Верховская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1243	132	208	152	30	14	7	1	62	108	31	25	52	57	33	17	27	15	30	53	50	83	29	16	11									
		16.53%	17.39%	19.81%	17.67%	13.57%	17.72%	10.61%	1.54%	15.66%	19.25%	26.50%	15.43%	24.76%	28.64%	21.85%	11.89%	12.00%	8.02%	10.27%	19.56%	10.10%	15.81%	18.71%	11.85%	5.64%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	29	3	6	1	0	0	0	0	1	1	0	3	0	0	0	0	1	2	1	0	1	4	3	2	0									
		0.39%	0.40%	0.57%	0.12%	0.00%	0.00%	0.00%	0.00%	0.25%	0.18%	0.00%	1.85%	0.00%	0.00%	0.00%	0.00%	0.44%	1.07%	0.34%	0.00%	0.20%	0.76%	1.94%	1.48%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	4	11	3	0	0	0	0	3	1	1	1	1	0	0	0	0	0	0	0	2	4	2	0	1									
		0.45%	0.53%	1.05%	0.35%	0.00%	0.00%	0.00%	0.00%	0.76%	0.18%	0.85%	0.62%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.76%	1.29%	0.00%	0.51%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0									
		0.13%	0.00%	0.10%	0.35%	0.45%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.57%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	45	6	5	12	1	1	0	0	2	3	1	0	0	3	0	0	2	0	1	1	1	1	2	1	2									
		0.60%	0.79%	0.48%	1.40%	0.45%	1.27%	0.00%	0.00%	0.51%	0.53%	0.85%	0.00%	0.00%	1.51%	0.00%	0.00%	0.89%	0.00%	0.34%	0.37%	0.20%	0.19%	1.29%	0.74%	1.03%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1313	158	234	195	48	8	27	13	79	80	13	24	29	19	28	35	43	19	43	20	49	87	15	23	24									
		17.46%	20.82%	22.29%	22.67%	21.72%	10.13%	40.91%	20.00%	19.95%	14.26%	11.11%	14.81%	13.81%	9.55%	18.54%	24.48%	19.11%	10.16%	14.73%	7.38%	9.90%	16.57%	9.68%	17.04%	12.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	3	3	4	0	0	2	0	1	2	2	1	0	0	1	0	0	0	0	1	1	6	0	0	1									
		0.37%	0.40%	0.29%	0.47%	0.00%	0.00%	3.03%	0.00%	0.25%	0.36%	1.71%	0.62%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.37%	0.20%	1.14%	0.00%	0.00%	0.51%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	265	22	55	36	12	1	3	1	18	16	1	10	7	4	0	0	2	3	6	9	15	27	5	9	3									
		3.52%	2.90%	5.24%	4.19%	5.43%	1.27%	4.55%	1.54%	4.55%	2.85%	0.85%	6.17%	3.33%	2.01%	0.00%	0.00%	0.89%	1.60%	2.05%	3.32%	3.03%	5.14%	3.23%	6.67%	1.54%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
